,Report_Date,Latvia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,0,76.71156817723424,497.5275232498685,True,36,19.278845873006794,992.3572485484001
36,2020-02-27,0,0,76.71156817723424,497.5275232498685,True,37,21.188121931444652,992.3572485484001
37,2020-02-28,0,0,76.71156817723424,497.5275232498685,True,38,23.28197115256516,992.3572485484001
38,2020-02-29,0,0,76.71156817723424,497.5275232498685,True,39,25.577303985248154,992.3572485484001
39,2020-03-01,0,0,76.71156817723424,497.5275232498685,True,40,28.09238829157053,992.3572485484001
40,2020-03-02,1,1,76.71156817723424,497.5275232498685,True,41,30.846918439250604,992.3572485484001
41,2020-03-03,1,1,76.71156817723424,497.5275232498685,True,42,33.862079036642534,992.3572485484001
42,2020-03-04,1,1,76.71156817723424,497.5275232498685,True,43,37.16060079590615,992.3572485484001
43,2020-03-05,1,1,76.71156817723424,497.5275232498685,True,44,40.766805523979954,992.3572485484001
44,2020-03-06,1,1,76.71156817723424,497.5275232498685,True,45,44.70663670645577,992.3572485484001
45,2020-03-07,1,1,76.71156817723424,497.5275232498685,True,46,49.007671573108176,992.3572485484001
46,2020-03-08,2,2,76.71156817723424,497.5275232498685,True,47,53.69910992742616,992.3572485484001
47,2020-03-09,6,6,76.71156817723424,497.5275232498685,True,48,58.81173440422588,992.3572485484001
48,2020-03-10,8,7,76.71156817723424,497.5275232498685,True,49,64.37783621546279,992.3572485484001
49,2020-03-11,10,9,76.71156817723424,497.5275232498685,True,50,70.43109989043883,992.3572485484001
50,2020-03-12,10,9,76.71156817723424,497.5275232498685,True,51,77.00644005948044,992.3572485484001
51,2020-03-13,17,16,76.71156817723424,497.5275232498685,True,52,84.13978302883064,992.3572485484001
52,2020-03-14,26,25,76.71156817723424,497.5275232498685,True,53,91.86778582071166,992.3572485484001
53,2020-03-15,30,29,76.71156817723424,497.5275232498685,True,54,100.22748559039347,992.3572485484001
54,2020-03-16,34,33,76.71156817723424,497.5275232498685,True,55,109.25587297625118,992.3572485484001
55,2020-03-17,49,48,76.71156817723424,497.5275232498685,True,56,118.98938409041284,992.3572485484001
56,2020-03-18,71,70,76.71156817723424,497.5275232498685,True,57,129.46330761811424,992.3572485484001
57,2020-03-19,86,85,76.71156817723424,497.5275232498685,True,58,140.71110595552275,992.3572485484001
58,2020-03-20,111,110,76.71156817723424,497.5275232498685,True,59,152.76365254899508,992.3572485484001
59,2020-03-21,124,123,76.71156817723424,497.5275232498685,True,60,165.64839163628636,992.3572485484001
60,2020-03-22,139,138,76.71156817723424,497.5275232498685,True,61,179.38843140903614,992.3572485484001
61,2020-03-23,180,179,76.71156817723424,497.5275232498685,True,62,194.00158711756714,992.3572485484001
62,2020-03-24,197,196,76.71156817723424,497.5275232498685,True,63,209.4993966319787,992.3572485484001
63,2020-03-25,221,220,76.71156817723424,497.5275232498685,True,64,225.88613715910125,992.3572485484001
64,2020-03-26,244,243,76.71156817723424,497.5275232498685,True,65,243.1578777825897,992.3572485484001
65,2020-03-27,280,279,76.71156817723424,497.5275232498685,True,66,261.30160772871056,992.3572485484001
66,2020-03-28,305,304,76.71156817723424,497.5275232498685,True,67,280.2944841694389,992.3572485484001
67,2020-03-29,347,346,76.71156817723424,497.5275232498685,True,68,300.1032453286055,992.3572485484001
68,2020-03-30,376,375,76.71156817723424,497.5275232498685,True,69,320.68383405607557,992.3572485484001
69,2020-03-31,398,397,76.71156817723424,497.5275232498685,True,70,341.9812733876459,992.3572485484001
70,2020-04-01,446,445,76.71156817723424,497.5275232498685,True,71,363.92982861812936,992.3572485484001
71,2020-04-02,458,427,76.71156817723424,497.5275232498685,True,72,386.45348006329505,992.3572485484001
72,2020-04-03,493,491,76.71156817723424,497.5275232498685,True,73,409.4667172944068,992.3572485484001
73,2020-04-04,509,507,76.71156817723424,497.5275232498685,True,74,432.8756498854772,992.3572485484001
74,2020-04-05,533,531,76.71156817723424,497.5275232498685,True,75,456.57941265182103,992.3572485484001
75,2020-04-06,542,525,76.71156817723424,497.5275232498685,True,76,480.4718262822426,992.3572485484001
76,2020-04-07,548,530,76.71156817723424,497.5275232498685,True,77,504.44325862152357,992.3572485484001
77,2020-04-08,577,559,76.71156817723424,497.5275232498685,True,78,528.3826190681426,992.3572485484001
78,2020-04-09,589,570,76.71156817723424,497.5275232498685,True,79,552.179409837749,992.3572485484001
79,2020-04-10,612,593,76.71156817723424,497.5275232498685,True,80,575.7257540668094,992.3572485484001
80,2020-04-11,630,611,76.71156817723424,497.5275232498685,True,81,598.9183222725442,992.3572485484001
81,2020-04-12,651,630,76.71156817723424,497.5275232498685,True,82,621.6600853893709,992.3572485484001
82,2020-04-13,655,634,76.71156817723424,497.5275232498685,True,83,643.8618338002387,992.3572485484001
83,2020-04-14,657,636,76.71156817723424,497.5275232498685,True,84,665.4434163854561,992.3572485484001
84,2020-04-15,666,617,76.71156817723424,497.5275232498685,True,85,686.3346702616998,992.3572485484001
85,2020-04-16,675,613,76.71156817723424,497.5275232498685,True,86,706.4760291223155,992.3572485484001
86,2020-04-17,682,589,76.71156817723424,497.5275232498685,True,87,725.8188145354303,992.3572485484001
87,2020-04-18,712,619,76.71156817723424,497.5275232498685,True,88,744.3252290484917,992.3572485484001
88,2020-04-19,727,634,76.71156817723424,497.5275232498685,True,89,761.9680816464087,992.3572485484001
89,2020-04-20,739,646,76.71156817723424,497.5275232498685,True,90,778.7302845393901,992.3572485484001
90,2020-04-21,748,606,76.71156817723424,497.5275232498685,True,91,794.604165296564,992.3572485484001
91,2020-04-22,761,617,76.71156817723424,497.5275232498685,True,92,809.590640180616,992.3572485484001
92,2020-04-23,778,634,76.71156817723424,497.5275232498685,True,93,823.6982935967258,992.3572485484001
93,2020-04-24,784,505,76.71156817723424,497.5275232498685,True,94,836.9424054104982,992.3572485484001
94,2020-04-25,804,525,76.71156817723424,497.5275232498685,True,95,849.3439631397623,992.3572485484001
95,2020-04-26,812,533,76.71156817723424,497.5275232498685,True,96,860.9286902991507,992.3572485484001
96,2020-04-27,818,538,76.71156817723424,497.5275232498685,True,97,871.7261160265026,992.3572485484001
97,2020-04-28,836,556,76.71156817723424,497.5275232498685,True,98,881.7687050027525,992.3572485484001
98,2020-04-29,849,486,76.71156817723424,497.5275232498685,True,99,891.0910609380384,992.3572485484001
99,2020-04-30,858,495,76.71156817723424,497.5275232498685,True,100,899.7292117719791,992.3572485484001
100,2020-05-01,870,506,76.71156817723424,497.5275232498685,True,101,907.7199803612027,992.3572485484001
101,2020-05-02,871,507,76.71156817723424,497.5275232498685,True,102,915.10044085485,992.3572485484001
102,2020-05-03,879,515,76.71156817723424,497.5275232498685,True,103,921.9074581774872,992.3572485484001
103,2020-05-04,896,532,76.71156817723424,497.5275232498685,True,104,928.1773059919685,992.3572485484001
104,2020-05-05,896,531,76.71156817723424,497.5275232498685,True,105,933.9453571176402,992.3572485484001
105,2020-05-06,900,419,76.71156817723424,497.5275232498685,True,106,939.2458395329321,992.3572485484001
106,2020-05-07,909,427,76.71156817723424,497.5275232498685,True,107,944.1116506936395,992.3572485484001
107,2020-05-08,928,446,76.71156817723424,497.5275232498685,True,108,948.5742228510455,992.3572485484001
108,2020-05-09,930,448,76.71156817723424,497.5275232498685,True,109,952.6634322685819,992.3572485484001
109,2020-05-10,939,457,76.71156817723424,497.5275232498685,True,110,956.4075456348558,992.3572485484001
110,2020-05-11,946,464,76.71156817723424,497.5275232498685,True,111,959.8331974902317,992.3572485484001
111,2020-05-12,950,305,76.71156817723424,497.5275232498685,True,112,962.9653930719081,992.3572485484001
112,2020-05-13,951,305,76.71156817723424,497.5275232498685,True,113,965.8275315983592,992.3572485484001
113,2020-05-14,962,316,76.71156817723424,497.5275232498685,True,114,968.4414456280754,992.3572485484001
114,2020-05-15,970,289,76.71156817723424,497.5275232498685,True,115,970.8274527183908,992.3572485484001
115,2020-05-16,997,316,76.71156817723424,497.5275232498685,True,116,973.00441616347,992.3572485484001
116,2020-05-17,1008,327,76.71156817723424,497.5275232498685,True,117,974.9898120976268,992.3572485484001
117,2020-05-18,1009,328,76.71156817723424,497.5275232498685,True,118,976.7998007066193,992.3572485484001
118,2020-05-19,1012,297,76.71156817723424,497.5275232498685,True,119,978.4492996942597,992.3572485484001
119,2020-05-20,1016,301,76.71156817723424,497.5275232498685,True,120,979.9520585056842,992.3572485484001
120,2020-05-21,1025,309,76.71156817723424,497.5275232498685,True,121,981.320732114553,992.3572485484001
121,2020-05-22,1030,296,76.71156817723424,497.5275232498685,True,122,982.5669534429082,992.3572485484001
122,2020-05-23,1046,312,76.71156817723424,497.5275232498685,True,123,983.7014037034945,992.3572485484001
123,2020-05-24,1047,313,76.71156817723424,497.5275232498685,True,124,984.7338801393646,992.3572485484001
124,2020-05-25,1049,315,76.71156817723424,497.5275232498685,True,125,985.6733607888367,992.3572485484001
125,2020-05-26,1053,290,76.71156817723424,497.5275232498685,True,126,986.5280660294338,992.3572485484001
126,2020-05-27,1057,293,76.71156817723424,497.5275232498685,True,127,987.3055167561524,992.3572485484001
127,2020-05-28,1061,296,76.71156817723424,497.5275232498685,True,128,988.012589130773,992.3572485484001
