,Report_Date,Angola_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,0,83.35895880378142,26.70544370784538,False,40,0.13359934334269447,0.08483772535354422
40,2020-03-02,0,83.35895880378142,26.70544370784538,False,41,0.15332925269656641,0.08483772535354422
41,2020-03-03,0,83.35895880378142,26.70544370784538,False,42,0.17596324557252216,0.08483772535354422
42,2020-03-04,0,83.35895880378142,26.70544370784538,False,43,0.201925730898223,0.08483772535354422
43,2020-03-05,0,83.35895880378142,26.70544370784538,False,44,0.23170217676162613,0.08483772535354422
44,2020-03-06,0,83.35895880378142,26.70544370784538,False,45,0.2658475895071001,0.08483772535354422
45,2020-03-07,0,83.35895880378142,26.70544370784538,False,46,0.3049960731932242,0.08483772535354422
46,2020-03-08,0,83.35895880378142,26.70544370784538,False,47,0.3498715756362144,0.08483772535354422
47,2020-03-09,0,83.35895880378142,26.70544370784538,False,48,0.4012999269026681,0.08483772535354422
48,2020-03-10,0,83.35895880378142,26.70544370784538,False,49,0.46022227108722197,0.08483772535354422
49,2020-03-11,0,83.35895880378142,26.70544370784538,False,50,0.5277099806022006,0.08483772535354422
50,2020-03-12,0,83.35895880378142,26.70544370784538,False,51,0.6049811215508114,0.08483772535354422
51,2020-03-13,0,83.35895880378142,26.70544370784538,False,52,0.6934185059184238,0.08483772535354422
52,2020-03-14,0,83.35895880378142,26.70544370784538,False,53,0.7945893173779046,0.08483772535354422
53,2020-03-15,0,83.35895880378142,26.70544370784538,False,54,0.9102662276512778,0.08483772535354422
54,2020-03-16,0,83.35895880378142,26.70544370784538,False,55,1.04244982381702,0.08483772535354422
55,2020-03-17,0,83.35895880378142,26.70544370784538,False,56,1.1933920369346658,0.08483772535354422
56,2020-03-18,0,83.35895880378142,26.70544370784538,False,57,1.3656200912371392,0.08483772535354422
57,2020-03-19,0,83.35895880378142,26.70544370784538,False,58,1.5619602727058306,0.08483772535354422
58,2020-03-20,1,83.35895880378142,26.70544370784538,False,59,1.785560537912348,0.08483772535354422
59,2020-03-21,2,83.35895880378142,26.70544370784538,False,60,2.039910641465652,0.08483772535354422
60,2020-03-22,2,83.35895880378142,26.70544370784538,False,61,2.3288580488233257,0.08483772535354422
61,2020-03-23,3,83.35895880378142,26.70544370784538,False,62,2.656617421305589,0.08483772535354422
62,2020-03-24,3,83.35895880378142,26.70544370784538,False,63,3.0277709210737638,0.08483772535354422
63,2020-03-25,3,83.35895880378142,26.70544370784538,False,64,3.4472560077040573,0.08483772535354422
64,2020-03-26,4,83.35895880378142,26.70544370784538,False,65,3.9203368252491475,0.08483772535354422
65,2020-03-27,4,83.35895880378142,26.70544370784538,False,66,4.452554774162069,0.08483772535354422
66,2020-03-28,5,83.35895880378142,26.70544370784538,False,67,5.049653521133516,0.08483772535354422
67,2020-03-29,7,83.35895880378142,26.70544370784538,False,68,5.71747365075618,0.08483772535354422
68,2020-03-30,7,83.35895880378142,26.70544370784538,False,69,6.461812568425209,0.08483772535354422
69,2020-03-31,7,83.35895880378142,26.70544370784538,False,70,7.2882463114367955,0.08483772535354422
70,2020-04-01,8,83.35895880378142,26.70544370784538,False,71,8.201911806764581,0.08483772535354422
71,2020-04-02,8,83.35895880378142,26.70544370784538,False,72,9.207250989567314,0.08483772535354422
72,2020-04-03,8,83.35895880378142,26.70544370784538,False,73,10.307722140565172,0.08483772535354422
73,2020-04-04,10,83.35895880378142,26.70544370784538,False,74,11.505488733411665,0.08483772535354422
74,2020-04-05,14,83.35895880378142,26.70544370784538,False,75,12.801101698911994,0.08483772535354422
75,2020-04-06,16,83.35895880378142,26.70544370784538,False,76,14.193196722278985,0.08483772535354422
76,2020-04-07,17,83.35895880378142,26.70544370784538,False,77,15.678233109463484,0.08483772535354422
77,2020-04-08,19,83.35895880378142,26.70544370784538,False,78,17.25030377854285,0.08483772535354422
78,2020-04-09,19,83.35895880378142,26.70544370784538,False,79,18.901045882405384,0.08483772535354422
79,2020-04-10,19,83.35895880378142,26.70544370784538,False,80,20.619677487188437,0.08483772535354422
