,Report_Date,Mali_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
81,2020-04-12,105,74,106.03315697664203,614.4545626657124,True,82,127.85964816436145,1162.5851613772545
82,2020-04-13,123,87,106.03315697664203,614.4545626657124,True,83,138.49264592726414,1162.5851613772545
83,2020-04-14,144,97,106.03315697664203,614.4545626657124,True,84,149.88952285094973,1162.5851613772545
84,2020-04-15,148,101,106.03315697664203,614.4545626657124,True,85,162.08486450716256,1162.5851613772545
85,2020-04-16,171,124,106.03315697664203,614.4545626657124,True,86,175.11141786899574,1162.5851613772545
86,2020-04-17,171,124,106.03315697664203,614.4545626657124,True,87,188.99942418420812,1162.5851613772545
87,2020-04-18,216,162,106.03315697664203,614.4545626657124,True,88,203.77589109087677,1162.5851613772545
88,2020-04-19,224,168,106.03315697664203,614.4545626657124,True,89,219.46381260202972,1162.5851613772545
89,2020-04-20,246,176,106.03315697664203,614.4545626657124,True,90,236.08134941332025,1162.5851613772545
90,2020-04-21,258,187,106.03315697664203,614.4545626657124,True,91,253.6409861237436,1162.5851613772545
91,2020-04-22,293,203,106.03315697664203,614.4545626657124,True,92,272.148686225258,1162.5851613772545
92,2020-04-23,309,211,106.03315697664203,614.4545626657124,True,93,291.60306987207855,1162.5851613772545
93,2020-04-24,325,217,106.03315697664203,614.4545626657124,True,94,311.9946431847474,1162.5851613772545
94,2020-04-25,370,258,106.03315697664203,614.4545626657124,True,95,333.3051108310757,1162.5851613772545
95,2020-04-26,389,254,106.03315697664203,614.4545626657124,True,96,355.5068054823998,1162.5851613772545
96,2020-04-27,408,272,106.03315697664203,614.4545626657124,True,97,378.5622680998415,1162.5851613772545
97,2020-04-28,424,278,106.03315697664203,614.4545626657124,True,98,402.4240115345327,1162.5851613772545
98,2020-04-29,482,328,106.03315697664203,614.4545626657124,True,99,427.0344963876678,1162.5851613772545
99,2020-04-30,490,329,106.03315697664203,614.4545626657124,True,100,452.3263423620547,1162.5851613772545
100,2020-05-01,508,286,106.03315697664203,614.4545626657124,True,101,478.22279050823204,1162.5851613772545
101,2020-05-02,544,312,106.03315697664203,614.4545626657124,True,102,504.638422084187,1162.5851613772545
102,2020-05-03,563,323,106.03315697664203,614.4545626657124,True,103,531.4801286709792,1162.5851613772545
103,2020-05-04,580,328,106.03315697664203,614.4545626657124,True,104,558.6483163664309,1162.5851613772545
104,2020-05-05,612,352,106.03315697664203,614.4545626657124,True,105,586.0383151068438,1162.5851613772545
105,2020-05-06,631,338,106.03315697664203,614.4545626657124,True,106,613.5419533079568,1162.5851613772545
106,2020-05-07,650,347,106.03315697664203,614.4545626657124,True,107,641.0492489251138,1162.5851613772545
107,2020-05-08,668,348,106.03315697664203,614.4545626657124,True,108,668.4501614589509,1162.5851613772545
108,2020-05-09,692,357,106.03315697664203,614.4545626657124,True,109,695.6363459373162,1162.5851613772545
109,2020-05-10,704,315,106.03315697664203,614.4545626657124,True,110,722.5028497901394,1162.5851613772545
110,2020-05-11,712,296,106.03315697664203,614.4545626657124,True,111,748.9496968116747,1162.5851613772545
111,2020-05-12,730,292,106.03315697664203,614.4545626657124,True,112,774.8833087888353,1162.5851613772545
112,2020-05-13,758,302,106.03315697664203,614.4545626657124,True,113,800.2177243202544,1162.5851613772545
113,2020-05-14,779,297,106.03315697664203,614.4545626657124,True,114,824.8755851180055,1162.5851613772545
114,2020-05-15,806,305,106.03315697664203,614.4545626657124,True,115,848.7888718226732,1162.5851613772545
115,2020-05-16,835,308,106.03315697664203,614.4545626657124,True,116,871.8993832052091,1162.5851613772545
116,2020-05-17,860,314,106.03315697664203,614.4545626657124,True,117,894.1589637769246,1162.5851613772545
117,2020-05-18,874,310,106.03315697664203,614.4545626657124,True,118,915.5294946219582,1162.5851613772545
118,2020-05-19,901,319,106.03315697664203,614.4545626657124,True,119,935.9826702284055,1162.5851613772545
119,2020-05-20,931,333,106.03315697664203,614.4545626657124,True,120,955.499589952751,1162.5851613772545
120,2020-05-21,947,329,106.03315697664203,614.4545626657124,True,121,974.0701964328975,1162.5851613772545
121,2020-05-22,969,347,106.03315697664203,614.4545626657124,True,122,991.6925948667417,1162.5851613772545
122,2020-05-23,1015,378,106.03315697664203,614.4545626657124,True,123,1008.3722868287147,1162.5851613772545
123,2020-05-24,1030,368,106.03315697664203,614.4545626657124,True,124,1024.121350528637,1162.5851613772545
124,2020-05-25,1059,388,106.03315697664203,614.4545626657124,True,125,1038.9575964935632,1162.5851613772545
125,2020-05-26,1077,390,106.03315697664203,614.4545626657124,True,126,1052.9037239479705,1162.5851613772545
126,2020-05-27,1116,414,106.03315697664203,614.4545626657124,True,127,1065.9864990301428,1162.5851613772545
127,2020-05-28,1194,470,106.03315697664203,614.4545626657124,True,128,1078.2359717159122,1162.5851613772545
