,Report_Date,Tajikistan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
106,2020-05-07,461,449,141.7249693249303,6799.501817674479,False,107,765.1986951823571,13599.003635348956
107,2020-05-08,522,510,141.7249693249303,6799.501817674479,False,108,825.9945049113242,13599.003635348956
108,2020-05-09,612,592,141.7249693249303,6799.501817674479,False,109,891.2851481398726,13599.003635348956
109,2020-05-10,612,592,141.7249693249303,6799.501817674479,False,110,961.3482534134462,13599.003635348956
110,2020-05-11,661,640,141.7249693249303,6799.501817674479,False,111,1036.4697431351487,13599.003635348956
111,2020-05-12,729,708,141.7249693249303,6799.501817674479,False,112,1116.9425474753966,13599.003635348956
112,2020-05-13,801,778,141.7249693249303,6799.501817674479,False,113,1203.065013253952,13599.003635348956
113,2020-05-14,907,878,141.7249693249303,6799.501817674479,False,114,1295.1389783357633,13599.003635348956
114,2020-05-15,1118,1085,141.7249693249303,6799.501817674479,False,115,1393.4674840147145,13599.003635348956
115,2020-05-16,1322,1286,141.7249693249303,6799.501817674479,False,116,1498.352101198252,13599.003635348956
116,2020-05-17,1524,1485,141.7249693249303,6799.501817674479,False,117,1610.0898512046267,13599.003635348956
117,2020-05-18,1729,1688,141.7249693249303,6799.501817674479,False,118,1728.9697088881219,13599.003635348956
118,2020-05-19,1936,1254,141.7249693249303,6799.501817674479,False,119,1855.2686848315354,13599.003635348956
119,2020-05-20,2140,1629,141.7249693249303,6799.501817674479,False,120,1989.247494653038,13599.003635348956
120,2020-05-21,2350,1836,141.7249693249303,6799.501817674479,False,121,2131.145837147245,13599.003635348956
121,2020-05-22,2551,1418,141.7249693249303,6799.501817674479,False,122,2281.1773189861815,13599.003635348956
122,2020-05-23,2738,1471,141.7249693249303,6799.501817674479,False,123,2439.524081863421,13599.003635348956
123,2020-05-24,2929,1582,141.7249693249303,6799.501817674479,False,124,2606.3312079123552,13599.003635348956
124,2020-05-25,3100,1659,141.7249693249303,6799.501817674479,False,125,2781.7010003936693,13599.003635348956
125,2020-05-26,3266,1802,141.7249693249303,6799.501817674479,False,126,2965.687258225344,13599.003635348956
126,2020-05-27,3424,1802,141.7249693249303,6799.501817674479,False,127,3158.289683881889,13599.003635348956
127,2020-05-28,3563,1842,141.7249693249303,6799.501817674479,False,128,3359.4485832610444,13599.003635348956
