,Report_Date,China_jiangsu_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
89,2020-04-20,653,10,14.711688630576027,322.59522019736926,True,90,645.1904352509076,645.1904403947032
90,2020-04-21,653,9,14.711688630576027,322.59522019736926,True,91,645.1904363794062,645.1904403947032
91,2020-04-22,653,8,14.711688630576027,322.59522019736926,True,92,645.1904372603249,645.1904403947032
92,2020-04-23,653,7,14.711688630576027,322.59522019736926,True,93,645.19043794798,645.1904403947032
93,2020-04-24,653,7,14.711688630576027,322.59522019736926,True,94,645.1904384847712,645.1904403947032
94,2020-04-25,653,7,14.711688630576027,322.59522019736926,True,95,645.1904389037965,645.1904403947032
95,2020-04-26,653,7,14.711688630576027,322.59522019736926,True,96,645.1904392308925,645.1904403947032
96,2020-04-27,653,7,14.711688630576027,322.59522019736926,True,97,645.1904394862272,645.1904403947032
97,2020-04-28,653,6,14.711688630576027,322.59522019736926,True,98,645.1904396855443,645.1904403947032
98,2020-04-29,653,5,14.711688630576027,322.59522019736926,True,99,645.1904398411335,645.1904403947032
99,2020-04-30,653,3,14.711688630576027,322.59522019736926,True,100,645.1904399625882,645.1904403947032
100,2020-05-01,653,3,14.711688630576027,322.59522019736926,True,101,645.1904400573972,645.1904403947032
101,2020-05-02,653,3,14.711688630576027,322.59522019736926,True,102,645.190440131406,645.1904403947032
102,2020-05-03,653,3,14.711688630576027,322.59522019736926,True,103,645.1904401891783,645.1904403947032
103,2020-05-04,653,3,14.711688630576027,322.59522019736926,True,104,645.1904402342758,645.1904403947032
104,2020-05-05,653,3,14.711688630576027,322.59522019736926,True,105,645.1904402694795,645.1904403947032
105,2020-05-06,653,2,14.711688630576027,322.59522019736926,True,106,645.19044029696,645.1904403947032
106,2020-05-07,653,1,14.711688630576027,322.59522019736926,True,107,645.1904403184114,645.1904403947032
107,2020-05-08,653,1,14.711688630576027,322.59522019736926,True,108,645.1904403351568,645.1904403947032
108,2020-05-09,653,1,14.711688630576027,322.59522019736926,True,109,645.1904403482284,645.1904403947032
109,2020-05-10,653,0,14.711688630576027,322.59522019736926,True,110,645.1904403584322,645.1904403947032
110,2020-05-11,653,0,14.711688630576027,322.59522019736926,True,111,645.1904403663973,645.1904403947032
111,2020-05-12,653,0,14.711688630576027,322.59522019736926,True,112,645.1904403726152,645.1904403947032
112,2020-05-13,653,0,14.711688630576027,322.59522019736926,True,113,645.1904403774687,645.1904403947032
113,2020-05-14,653,0,14.711688630576027,322.59522019736926,True,114,645.1904403812575,645.1904403947032
114,2020-05-15,653,0,14.711688630576027,322.59522019736926,True,115,645.1904403842151,645.1904403947032
115,2020-05-16,653,0,14.711688630576027,322.59522019736926,True,116,645.1904403865237,645.1904403947032
116,2020-05-17,653,0,14.711688630576027,322.59522019736926,True,117,645.190440388326,645.1904403947032
117,2020-05-18,653,0,14.711688630576027,322.59522019736926,True,118,645.1904403897329,645.1904403947032
118,2020-05-19,653,0,14.711688630576027,322.59522019736926,True,119,645.1904403908311,645.1904403947032
119,2020-05-20,653,0,14.711688630576027,322.59522019736926,True,120,645.1904403916883,645.1904403947032
120,2020-05-21,653,0,14.711688630576027,322.59522019736926,True,121,645.1904403923576,645.1904403947032
121,2020-05-22,653,0,14.711688630576027,322.59522019736926,True,122,645.1904403928799,645.1904403947032
122,2020-05-23,653,0,14.711688630576027,322.59522019736926,True,123,645.1904403932875,645.1904403947032
123,2020-05-24,653,0,14.711688630576027,322.59522019736926,True,124,645.1904403936059,645.1904403947032
124,2020-05-25,653,0,14.711688630576027,322.59522019736926,True,125,645.1904403938545,645.1904403947032
125,2020-05-26,653,0,14.711688630576027,322.59522019736926,True,126,645.1904403940484,645.1904403947032
126,2020-05-27,653,0,14.711688630576027,322.59522019736926,True,127,645.1904403941998,645.1904403947032
127,2020-05-28,653,0,14.711688630576027,322.59522019736926,True,128,645.190440394318,645.1904403947032
