,Report_Date,Armenia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
45,2020-03-07,1,72.33875588444727,642.0728326961151,True,46,19.124189872735183,1265.964713938356
46,2020-03-08,1,72.33875588444727,642.0728326961151,True,47,22.3659794794908,1265.964713938356
47,2020-03-09,1,72.33875588444727,642.0728326961151,True,48,26.145935244619288,1265.964713938356
48,2020-03-10,1,72.33875588444727,642.0728326961151,True,49,30.549254443164294,1265.964713938356
49,2020-03-11,1,72.33875588444727,642.0728326961151,True,50,35.67312157084465,1265.964713938356
50,2020-03-12,4,72.33875588444727,642.0728326961151,True,51,41.62785035360958,1265.964713938356
51,2020-03-13,8,72.33875588444727,642.0728326961151,True,52,48.53792679616907,1265.964713938356
52,2020-03-14,18,72.33875588444727,642.0728326961151,True,53,56.542853219118065,1265.964713938356
53,2020-03-15,26,72.33875588444727,642.0728326961151,True,54,65.79765931753953,1265.964713938356
54,2020-03-16,52,72.33875588444727,642.0728326961151,True,55,76.47290704061781,1265.964713938356
55,2020-03-17,78,72.33875588444727,642.0728326961151,True,56,88.75397346650591,1265.964713938356
56,2020-03-18,84,72.33875588444727,642.0728326961151,True,57,102.83935376265434,1265.964713938356
57,2020-03-19,115,72.33875588444727,642.0728326961151,True,58,118.9376914954054,1265.964713938356
58,2020-03-20,136,72.33875588444727,642.0728326961151,True,59,137.2632261972478,1265.964713938356
59,2020-03-21,160,72.33875588444727,642.0728326961151,True,60,158.02936227825904,1265.964713938356
60,2020-03-22,194,72.33875588444727,642.0728326961151,True,61,181.44012650052716,1265.964713938356
61,2020-03-23,235,72.33875588444727,642.0728326961151,True,62,207.67941212002216,1265.964713938356
62,2020-03-24,249,72.33875588444727,642.0728326961151,True,63,236.89812247796576,1265.964713938356
63,2020-03-25,265,72.33875588444727,642.0728326961151,True,64,269.1996318912807,1265.964713938356
64,2020-03-26,290,72.33875588444727,642.0728326961151,True,65,304.62436552883685,1265.964713938356
65,2020-03-27,329,72.33875588444727,642.0728326961151,True,66,343.13472374536127,1265.964713938356
66,2020-03-28,407,72.33875588444727,642.0728326961151,True,67,384.6019686080573,1265.964713938356
67,2020-03-29,424,72.33875588444727,642.0728326961151,True,68,428.7969502374984,1265.964713938356
68,2020-03-30,482,72.33875588444727,642.0728326961151,True,69,475.38656463902714,1265.964713938356
69,2020-03-31,532,72.33875588444727,642.0728326961151,True,70,523.937508389144,1265.964713938356
70,2020-04-01,571,72.33875588444727,642.0728326961151,True,71,573.9281936420439,1265.964713938356
71,2020-04-02,663,72.33875588444727,642.0728326961151,True,72,624.7686686065244,1265.964713938356
72,2020-04-03,736,72.33875588444727,642.0728326961151,True,73,675.8272184606226,1265.964713938356
73,2020-04-04,770,72.33875588444727,642.0728326961151,True,74,726.4612421555586,1265.964713938356
74,2020-04-05,822,72.33875588444727,642.0728326961151,True,75,776.0492672896831,1265.964713938356
75,2020-04-06,833,72.33875588444727,642.0728326961151,True,76,824.0207649422254,1265.964713938356
76,2020-04-07,853,72.33875588444727,642.0728326961151,True,77,869.8808116421808,1265.964713938356
77,2020-04-08,881,72.33875588444727,642.0728326961151,True,78,913.2275159178826,1265.964713938356
78,2020-04-09,921,72.33875588444727,642.0728326961151,True,79,953.7612645420268,1265.964713938356
79,2020-04-10,937,72.33875588444727,642.0728326961151,True,80,991.2859885409972,1265.964713938356
80,2020-04-11,967,72.33875588444727,642.0728326961151,True,81,1025.703578371308,1265.964713938356
81,2020-04-12,1013,72.33875588444727,642.0728326961151,True,82,1057.0031598342157,1265.964713938356
82,2020-04-13,1039,72.33875588444727,642.0728326961151,True,83,1085.24715130888,1265.964713938356
83,2020-04-14,1067,72.33875588444727,642.0728326961151,True,84,1110.5559175371075,1265.964713938356
84,2020-04-15,1111,72.33875588444727,642.0728326961151,True,85,1133.0925203226243,1265.964713938356
85,2020-04-16,1159,72.33875588444727,642.0728326961151,True,86,1153.0486542799915,1265.964713938356
86,2020-04-17,1201,72.33875588444727,642.0728326961151,True,87,1170.6324386695521,1265.964713938356
87,2020-04-18,1248,72.33875588444727,642.0728326961151,True,88,1186.0583751517738,1265.964713938356
88,2020-04-19,1291,72.33875588444727,642.0728326961151,True,89,1199.5395051757985,1265.964713938356
