,Report_Date,Western Sahara_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,0,90.86751668295884,4.950862010195111,False,50,0.25815615938676517,0.01186693162935155
50,2020-03-12,0,90.86751668295884,4.950862010195111,False,51,0.28139043604067304,0.01186693162935155
51,2020-03-13,0,90.86751668295884,4.950862010195111,False,52,0.3066493239638938,0.01186693162935155
52,2020-03-14,0,90.86751668295884,4.950862010195111,False,53,0.3340968237056522,0.01186693162935155
53,2020-03-15,0,90.86751668295884,4.950862010195111,False,54,0.3639079116054488,0.01186693162935155
54,2020-03-16,0,90.86751668295884,4.950862010195111,False,55,0.39626883828553794,0.01186693162935155
55,2020-03-17,0,90.86751668295884,4.950862010195111,False,56,0.4313773429519956,0.01186693162935155
56,2020-03-18,0,90.86751668295884,4.950862010195111,False,57,0.4694427612811701,0.01186693162935155
57,2020-03-19,0,90.86751668295884,4.950862010195111,False,58,0.510686001612442,0.01186693162935155
58,2020-03-20,0,90.86751668295884,4.950862010195111,False,59,0.5553393610341393,0.01186693162935155
59,2020-03-21,0,90.86751668295884,4.950862010195111,False,60,0.6036461498394432,0.01186693162935155
60,2020-03-22,0,90.86751668295884,4.950862010195111,False,61,0.6558600898811698,0.01186693162935155
61,2020-03-23,0,90.86751668295884,4.950862010195111,False,62,0.7122444497479343,0.01186693162935155
62,2020-03-24,0,90.86751668295884,4.950862010195111,False,63,0.7730708776450087,0.01186693162935155
63,2020-03-25,0,90.86751668295884,4.950862010195111,False,64,0.8386178916666398,0.01186693162935155
64,2020-03-26,0,90.86751668295884,4.950862010195111,False,65,0.9091689871184585,0.01186693162935155
65,2020-03-27,0,90.86751668295884,4.950862010195111,False,66,0.9850103220624149,0.01186693162935155
66,2020-03-28,0,90.86751668295884,4.950862010195111,False,67,1.0664279457248897,0.01186693162935155
67,2020-03-29,0,90.86751668295884,4.950862010195111,False,68,1.1537045402677832,0.01186693162935155
68,2020-03-30,0,90.86751668295884,4.950862010195111,False,69,1.2471156551087919,0.01186693162935155
69,2020-03-31,0,90.86751668295884,4.950862010195111,False,70,1.3469254248927238,0.01186693162935155
70,2020-04-01,0,90.86751668295884,4.950862010195111,False,71,1.4533817776836682,0.01186693162935155
71,2020-04-02,0,90.86751668295884,4.950862010195111,False,72,1.5667111591558582,0.01186693162935155
72,2020-04-03,0,90.86751668295884,4.950862010195111,False,73,1.6871128214977769,0.01186693162935155
73,2020-04-04,0,90.86751668295884,4.950862010195111,False,74,1.8147527521277884,0.01186693162935155
74,2020-04-05,4,90.86751668295884,4.950862010195111,False,75,1.949757346530372,0.01186693162935155
75,2020-04-06,4,90.86751668295884,4.950862010195111,False,76,2.092206960541104,0.01186693162935155
76,2020-04-07,4,90.86751668295884,4.950862010195111,False,77,2.242129508780973,0.01186693162935155
77,2020-04-08,4,90.86751668295884,4.950862010195111,False,78,2.399494305770805,0.01186693162935155
78,2020-04-09,4,90.86751668295884,4.950862010195111,False,79,2.564206372252235,0.01186693162935155
79,2020-04-10,4,90.86751668295884,4.950862010195111,False,80,2.7361014488174673,0.01186693162935155
