,Report_Date,China_heilongjiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,484,17.682929144241456,258.9085097482099,True,59,517.7699134630489,517.8170053026565
59,2020-03-21,484,17.682929144241456,258.9085097482099,True,60,517.7794116527059,517.8170053026565
60,2020-03-22,484,17.682929144241456,258.9085097482099,True,61,517.7869947930827,517.8170053026565
61,2020-03-23,484,17.682929144241456,258.9085097482099,True,62,517.7930489610391,517.8170053026565
62,2020-03-24,484,17.682929144241456,258.9085097482099,True,63,517.7978824143539,517.8170053026565
63,2020-03-25,484,17.682929144241456,258.9085097482099,True,64,517.8017412719311,517.8170053026565
64,2020-03-26,484,17.682929144241456,258.9085097482099,True,65,517.8048220364335,517.8170053026565
65,2020-03-27,484,17.682929144241456,258.9085097482099,True,66,517.8072815944969,517.8170053026565
66,2020-03-28,484,17.682929144241456,258.9085097482099,True,67,517.80924520217,517.8170053026565
67,2020-03-29,484,17.682929144241456,258.9085097482099,True,68,517.8108128612181,517.8170053026565
68,2020-03-30,484,17.682929144241456,258.9085097482099,True,69,517.8120644103667,517.8170053026565
69,2020-03-31,484,17.682929144241456,258.9085097482099,True,70,517.8130635903565,517.8170053026565
70,2020-04-01,484,17.682929144241456,258.9085097482099,True,71,517.8138612895743,517.8170053026565
71,2020-04-02,488,17.682929144241456,258.9085097482099,True,72,517.8144981353914,517.8170053026565
72,2020-04-03,489,17.682929144241456,258.9085097482099,True,73,517.8150065630781,517.8170053026565
73,2020-04-04,491,17.682929144241456,258.9085097482099,True,74,517.8154124676008,517.8170053026565
74,2020-04-05,504,17.682929144241456,258.9085097482099,True,75,517.8157365223822,517.8170053026565
75,2020-04-06,524,17.682929144241456,258.9085097482099,True,76,517.8159952321663,517.8170053026565
76,2020-04-07,544,17.682929144241456,258.9085097482099,True,77,517.8162017735942,517.8170053026565
77,2020-04-08,569,17.682929144241456,258.9085097482099,True,78,517.8163666662898,517.8170053026565
78,2020-04-09,609,17.682929144241456,258.9085097482099,True,79,517.8164983086311,517.8170053026565
79,2020-04-10,638,17.682929144241456,258.9085097482099,True,80,517.816603405488,517.8170053026565
80,2020-04-11,661,17.682929144241456,258.9085097482099,True,81,517.8166873097105,517.8170053026565
81,2020-04-12,684,17.682929144241456,258.9085097482099,True,82,517.8167542947588,517.8170053026565
82,2020-04-13,740,17.682929144241456,258.9085097482099,True,83,517.8168077723585,517.8170053026565
83,2020-04-14,819,17.682929144241456,258.9085097482099,True,84,517.8168504662674,517.8170053026565
84,2020-04-15,841,17.682929144241456,258.9085097482099,True,85,517.8168845510019,517.8170053026565
