,Report_Date,Serbia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
77,2020-04-08,2666,87.90425315066275,5928.522628572115,True,78,2545.0123663189215,9838.949327895205
78,2020-04-09,2867,87.90425315066275,5928.522628572115,True,79,2816.5510986914196,9838.949327895205
79,2020-04-10,3105,87.90425315066275,5928.522628572115,True,80,3107.39375963017,9838.949327895205
80,2020-04-11,3380,87.90425315066275,5928.522628572115,True,81,3416.9182317049876,9838.949327895205
81,2020-04-12,3630,87.90425315066275,5928.522628572115,True,82,3744.0809955056957,9838.949327895205
82,2020-04-13,4054,87.90425315066275,5928.522628572115,True,83,4087.3987133920614,9838.949327895205
83,2020-04-14,4465,87.90425315066275,5928.522628572115,True,84,4444.949505367616,9838.949327895205
84,2020-04-15,4873,87.90425315066275,5928.522628572115,True,85,4814.3968574267565,9838.949327895205
85,2020-04-16,5318,87.90425315066275,5928.522628572115,True,86,5193.037394219642,9838.949327895205
86,2020-04-17,5690,87.90425315066275,5928.522628572115,True,87,5577.871596899546,9838.949327895205
87,2020-04-18,5994,87.90425315066275,5928.522628572115,True,88,5965.694214573717,9838.949327895205
88,2020-04-19,6318,87.90425315066275,5928.522628572115,True,89,6353.19894336732,9838.949327895205
89,2020-04-20,6630,87.90425315066275,5928.522628572115,True,90,6737.090284102296,9838.949327895205
