,Report_Date,Egypt_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
75,2020-04-06,1322,109.9404962994178,8952.642810234622,False,76,1260.2481595882161,17905.28562046924
76,2020-04-07,1450,109.9404962994178,8952.642810234622,False,77,1352.2940393284598,17905.28562046924
77,2020-04-08,1560,109.9404962994178,8952.642810234622,False,78,1450.4769173402447,17905.28562046924
78,2020-04-09,1699,109.9404962994178,8952.642810234622,False,79,1555.118620972035,17905.28562046924
79,2020-04-10,1794,109.9404962994178,8952.642810234622,False,80,1666.544907178678,17905.28562046924
80,2020-04-11,1939,109.9404962994178,8952.642810234622,False,81,1785.0833707704855,17905.28562046924
81,2020-04-12,2065,109.9404962994178,8952.642810234622,False,82,1911.061014647957,17905.28562046924
82,2020-04-13,2190,109.9404962994178,8952.642810234622,False,83,2044.8014646976826,17905.28562046924
83,2020-04-14,2350,109.9404962994178,8952.642810234622,False,84,2186.621816909868,17905.28562046924
84,2020-04-15,2505,109.9404962994178,8952.642810234622,False,85,2336.829110659444,17905.28562046924
85,2020-04-16,2673,109.9404962994178,8952.642810234622,False,86,2495.7164300988866,17905.28562046924
86,2020-04-17,2844,109.9404962994178,8952.642810234622,False,87,2663.5586453255164,17905.28562046924
87,2020-04-18,3032,109.9404962994178,8952.642810234622,False,88,2840.6078164302417,17905.28562046924
88,2020-04-19,3144,109.9404962994178,8952.642810234622,False,89,3027.088296646507,17905.28562046924
89,2020-04-20,3333,109.9404962994178,8952.642810234622,False,90,3223.1915854321337,17905.28562046924
90,2020-04-21,3490,109.9404962994178,8952.642810234622,False,91,3429.0709981441555,17905.28562046924
91,2020-04-22,3659,109.9404962994178,8952.642810234622,False,92,3644.8362355798663,17905.28562046924
92,2020-04-23,3891,109.9404962994178,8952.642810234622,False,93,3870.547953479169,17905.28562046924
93,2020-04-24,4092,109.9404962994178,8952.642810234622,False,94,4106.212448386218,17905.28562046924
94,2020-04-25,4319,109.9404962994178,8952.642810234622,False,95,4351.776591185108,17905.28562046924
95,2020-04-26,4534,109.9404962994178,8952.642810234622,False,96,4607.123152172251,17905.28562046924
96,2020-04-27,4782,109.9404962994178,8952.642810234622,False,97,4872.066670651363,17905.28562046924
97,2020-04-28,5042,109.9404962994178,8952.642810234622,False,98,5146.3500266640585,17905.28562046924
98,2020-04-29,5268,109.9404962994178,8952.642810234622,False,99,5429.641871587221,17905.28562046924
99,2020-04-30,5537,109.9404962994178,8952.642810234622,False,100,5721.535067069772,17905.28562046924
100,2020-05-01,5895,109.9404962994178,8952.642810234622,False,101,6021.546267516802,17905.28562046924
101,2020-05-02,6193,109.9404962994178,8952.642810234622,False,102,6329.116759758967,17905.28562046924
102,2020-05-03,6465,109.9404962994178,8952.642810234622,False,103,6643.614644781526,17905.28562046924
103,2020-05-04,6813,109.9404962994178,8952.642810234622,False,104,6964.338411012967,17905.28562046924
104,2020-05-05,7201,109.9404962994178,8952.642810234622,False,105,7290.521907766914,17905.28562046924
105,2020-05-06,7588,109.9404962994178,8952.642810234622,False,106,7621.340682556714,17905.28562046924
106,2020-05-07,7981,109.9404962994178,8952.642810234622,False,107,7955.9195991455545,17905.28562046924
107,2020-05-08,8476,109.9404962994178,8952.642810234622,False,108,8293.341606661139,17905.28562046924
108,2020-05-09,8964,109.9404962994178,8952.642810234622,False,109,8632.657486366876,17905.28562046924
