,Report_Date,Russia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
30,2020-02-21,2,0,110.66948233930282,215968.78285344873,True,31,108.61218059692821,408166.1081299295
31,2020-02-22,2,0,110.66948233930282,215968.78285344873,True,32,120.5163955419204,408166.1081299295
32,2020-02-23,2,0,110.66948233930282,215968.78285344873,True,33,133.72494347317908,408166.1081299295
33,2020-02-24,2,0,110.66948233930282,215968.78285344873,True,34,148.38064544421806,408166.1081299295
34,2020-02-25,2,0,110.66948233930282,215968.78285344873,True,35,164.6419394449324,408166.1081299295
35,2020-02-26,2,0,110.66948233930282,215968.78285344873,True,36,182.68458306107388,408166.1081299295
36,2020-02-27,2,0,110.66948233930282,215968.78285344873,True,37,202.70354061387079,408166.1081299295
37,2020-02-28,2,0,110.66948233930282,215968.78285344873,True,38,224.91507450040828,408166.1081299295
38,2020-02-29,2,0,110.66948233930282,215968.78285344873,True,39,249.5590625012942,408166.1081299295
39,2020-03-01,2,0,110.66948233930282,215968.78285344873,True,40,276.9015650656894,408166.1081299295
40,2020-03-02,3,1,110.66948233930282,215968.78285344873,True,41,307.23766904056293,408166.1081299295
41,2020-03-03,3,1,110.66948233930282,215968.78285344873,True,42,340.89463699696125,408166.1081299295
42,2020-03-04,3,1,110.66948233930282,215968.78285344873,True,43,378.23539423709207,408166.1081299295
43,2020-03-05,4,2,110.66948233930282,215968.78285344873,True,44,419.6623887578081,408166.1081299295
44,2020-03-06,13,11,110.66948233930282,215968.78285344873,True,45,465.62186291341595,408166.1081299295
45,2020-03-07,13,11,110.66948233930282,215968.78285344873,True,46,516.6085792770672,408166.1081299295
46,2020-03-08,17,14,110.66948233930282,215968.78285344873,True,47,573.1710472563396,408166.1081299295
47,2020-03-09,17,14,110.66948233930282,215968.78285344873,True,48,635.917301382738,408166.1081299295
48,2020-03-10,20,17,110.66948233930282,215968.78285344873,True,49,705.5212868696965,408166.1081299295
49,2020-03-11,20,17,110.66948233930282,215968.78285344873,True,50,782.7299130157292,408166.1081299295
50,2020-03-12,28,25,110.66948233930282,215968.78285344873,True,51,868.3708403066108,408166.1081299295
51,2020-03-13,45,42,110.66948233930282,215968.78285344873,True,52,963.3610726193597,408166.1081299295
52,2020-03-14,59,51,110.66948233930282,215968.78285344873,True,53,1068.716431713385,408166.1081299295
53,2020-03-15,63,55,110.66948233930282,215968.78285344873,True,54,1185.5619971535132,408166.1081299295
54,2020-03-16,90,82,110.66948233930282,215968.78285344873,True,55,1315.143600865264,408166.1081299295
55,2020-03-17,114,106,110.66948233930282,215968.78285344873,True,56,1458.8404715641514,408166.1081299295
56,2020-03-18,147,139,110.66948233930282,215968.78285344873,True,57,1618.1791301801195,408166.1081299295
57,2020-03-19,199,189,110.66948233930282,215968.78285344873,True,58,1794.8486429215811,408166.1081299295
58,2020-03-20,253,243,110.66948233930282,215968.78285344873,True,59,1990.717343539706,408166.1081299295
59,2020-03-21,306,293,110.66948233930282,215968.78285344873,True,60,2207.851140342186,408166.1081299295
60,2020-03-22,367,350,110.66948233930282,215968.78285344873,True,61,2448.5335261612954,408166.1081299295
61,2020-03-23,438,421,110.66948233930282,215968.78285344873,True,62,2715.28741029616,408166.1081299295
62,2020-03-24,495,472,110.66948233930282,215968.78285344873,True,63,3010.898889794212,408166.1081299295
63,2020-03-25,658,626,110.66948233930282,215968.78285344873,True,64,3338.443072536006,408166.1081299295
64,2020-03-26,840,799,110.66948233930282,215968.78285344873,True,65,3701.312055494417,408166.1081299295
65,2020-03-27,1036,987,110.66948233930282,215968.78285344873,True,66,4103.245147105951,408166.1081299295
66,2020-03-28,1264,1211,110.66948233930282,215968.78285344873,True,67,4548.361401540096,408166.1081299295
67,2020-03-29,1534,1462,110.66948233930282,215968.78285344873,True,68,5041.194503139973,408166.1081299295
68,2020-03-30,1836,1761,110.66948233930282,215968.78285344873,True,69,5586.729999495786,408166.1081299295
69,2020-03-31,2337,2199,110.66948233930282,215968.78285344873,True,70,6190.444829239363,408166.1081299295
70,2020-04-01,2777,2563,110.66948233930282,215968.78285344873,True,71,6858.349023101334,408166.1081299295
71,2020-04-02,3548,3283,110.66948233930282,215968.78285344873,True,72,7597.029371082188,408166.1081299295
72,2020-04-03,4149,3834,110.66948233930282,215968.78285344873,True,73,8413.694741428033,408166.1081299295
73,2020-04-04,4731,4355,110.66948233930282,215968.78285344873,True,74,9316.222604827775,408166.1081299295
74,2020-04-05,5389,4989,110.66948233930282,215968.78285344873,True,75,10313.206155968492,408166.1081299295
75,2020-04-06,6343,5890,110.66948233930282,215968.78285344873,True,76,11414.00123029155,408166.1081299295
76,2020-04-07,7497,6945,110.66948233930282,215968.78285344873,True,77,12628.771982563432,408166.1081299295
77,2020-04-08,8672,8029,110.66948233930282,215968.78285344873,True,78,13968.534022178052,408166.1081299295
78,2020-04-09,10131,9357,110.66948233930282,215968.78285344873,True,79,15445.193385227614,408166.1081299295
79,2020-04-10,11917,11028,110.66948233930282,215968.78285344873,True,80,17071.579363996058,408166.1081299295
80,2020-04-11,13584,12433,110.66948233930282,215968.78285344873,True,81,18861.468811487124,408166.1081299295
81,2020-04-12,15770,14349,110.66948233930282,215968.78285344873,True,82,20829.599095872392,408166.1081299295
82,2020-04-13,18328,16710,110.66948233930282,215968.78285344873,True,83,22991.666405644144,408166.1081299295
83,2020-04-14,21102,19238,110.66948233930282,215968.78285344873,True,84,25364.305614834855,408166.1081299295
84,2020-04-15,24490,22306,110.66948233930282,215968.78285344873,True,85,27965.04743032295,408166.1081299295
85,2020-04-16,27938,25402,110.66948233930282,215968.78285344873,True,86,30812.248090424946,408166.1081299295
86,2020-04-17,32008,29145,110.66948233930282,215968.78285344873,True,87,33924.986506815105,408166.1081299295
87,2020-04-18,36793,33423,110.66948233930282,215968.78285344873,True,88,37322.92349348232,408166.1081299295
88,2020-04-19,42853,39201,110.66948233930282,215968.78285344873,True,89,41026.11767284942,408166.1081299295
89,2020-04-20,47121,43270,110.66948233930282,215968.78285344873,True,90,45054.79286859631,408166.1081299295
90,2020-04-21,52763,48434,110.66948233930282,215968.78285344873,True,91,49429.05237563186,408166.1081299295
91,2020-04-22,57999,53066,110.66948233930282,215968.78285344873,True,92,54168.53653432678,408166.1081299295
92,2020-04-23,62773,57327,110.66948233930282,215968.78285344873,True,93,59292.02162110833,408166.1081299295
93,2020-04-24,68622,62439,110.66948233930282,215968.78285344873,True,94,64816.96028064136,408166.1081299295
94,2020-04-25,74588,67657,110.66948233930282,215968.78285344873,True,95,70758.96661830756,408166.1081299295
95,2020-04-26,80949,73435,110.66948233930282,215968.78285344873,True,96,77131.25265192187,408166.1081299295
96,2020-04-27,87147,79007,110.66948233930282,215968.78285344873,True,97,83944.02702868768,408166.1081299295
97,2020-04-28,93558,84235,110.66948233930282,215968.78285344873,True,98,91203.87160073627,408166.1081299295
98,2020-04-29,99399,88141,110.66948233930282,215968.78285344873,True,99,98913.11637046498,408166.1081299295
99,2020-04-30,106498,93806,110.66948233930282,215968.78285344873,True,100,107069.2381041909,408166.1081299295
100,2020-05-01,114431,100042,110.66948233930282,215968.78285344873,True,101,115664.31210269504,408166.1081299295
101,2020-05-02,124054,107819,110.66948233930282,215968.78285344873,True,102,124684.54966257932,408166.1081299295
102,2020-05-03,134687,116768,110.66948233930282,215968.78285344873,True,103,134109.95508180917,408166.1081299295
103,2020-05-04,145268,125817,110.66948233930282,215968.78285344873,True,104,143914.13511102006,408166.1081299295
104,2020-05-05,155370,134054,110.66948233930282,215968.78285344873,True,105,154064.29010643714,408166.1081299295
105,2020-05-06,165929,143065,110.66948233930282,215968.78285344873,True,106,164521.40959401257,408166.1081299295
106,2020-05-07,177160,151732,110.66948233930282,215968.78285344873,True,107,175240.68560073548,408166.1081299295
107,2020-05-08,187859,159528,110.66948233930282,215968.78285344873,True,108,186172.14539537005,408166.1081299295
108,2020-05-09,198676,164933,110.66948233930282,215968.78285344873,True,109,197261.4920154003,408166.1081299295
109,2020-05-10,209688,173467,110.66948233930282,215968.78285344873,True,110,208451.12725528688,408166.1081299295
110,2020-05-11,221344,179534,110.66948233930282,215968.78285344873,True,111,219681.31896060644,408166.1081299295
111,2020-05-12,232243,186615,110.66948233930282,215968.78285344873,True,112,230891.46384690667,408166.1081299295
112,2020-05-13,242271,192056,110.66948233930282,215968.78285344873,True,113,242021.38981188837,408166.1081299295
113,2020-05-14,252245,196410,110.66948233930282,215968.78285344873,True,114,253012.63866380256,408166.1081299295
114,2020-05-15,262843,202199,110.66948233930282,215968.78285344873,True,115,263809.67170271167,408166.1081299295
115,2020-05-16,272043,206340,110.66948233930282,215968.78285344873,True,116,274360.94648761133,408166.1081299295
116,2020-05-17,281752,211748,110.66948233930282,215968.78285344873,True,117,284619.822721436,408166.1081299295
117,2020-05-18,290678,217747,110.66948233930282,215968.78285344873,True,118,294545.26741441875,408166.1081299295
118,2020-05-19,299941,220974,110.66948233930282,215968.78285344873,True,119,304102.3430442481,408166.1081299295
119,2020-05-20,308705,220341,110.66948233930282,215968.78285344873,True,120,313262.47598232847,408166.1081299295
120,2020-05-21,317554,221774,110.66948233930282,215968.78285344873,True,121,322003.51480281027,408166.1081299295
121,2020-05-22,326448,223374,110.66948233930282,215968.78285344873,True,122,330309.5983132511,408166.1081299295
122,2020-05-23,335882,224558,110.66948233930282,215968.78285344873,True,123,338170.8606710319,408166.1081299295
123,2020-05-24,344481,227641,110.66948233930282,215968.78285344873,True,124,345583.00556885375,408166.1081299295
124,2020-05-25,353427,230996,110.66948233930282,215968.78285344873,True,125,352546.78329911066,408166.1081299295
125,2020-05-26,362342,227406,110.66948233930282,215968.78285344873,True,126,359067.4039004652,408166.1081299295
126,2020-05-27,370680,224504,110.66948233930282,215968.78285344873,True,127,365153.9170646579,408166.1081299295
127,2020-05-28,379051,223916,110.66948233930282,215968.78285344873,True,128,370818.5856153178,408166.1081299295
