,Report_Date,UK_turks and caicos islands_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
77,2020-04-08,8,7,74.79505733230216,6.035287839886367,True,78,7.494492326422597,12.069857069188858
78,2020-04-09,8,7,74.79505733230216,6.035287839886367,True,79,7.923014374716558,12.069857069188858
79,2020-04-10,8,7,74.79505733230216,6.035287839886367,True,80,8.33142882959858,12.069857069188858
80,2020-04-11,8,7,74.79505733230216,6.035287839886367,True,81,8.716650728739225,12.069857069188858
81,2020-04-12,9,8,74.79505733230216,6.035287839886367,True,82,9.076448173156528,12.069857069188858
82,2020-04-13,10,9,74.79505733230216,6.035287839886367,True,83,9.409431491848581,12.069857069188858
83,2020-04-14,10,9,74.79505733230216,6.035287839886367,True,84,9.714993766584868,12.069857069188858
84,2020-04-15,10,9,74.79505733230216,6.035287839886367,True,85,9.993216299723207,12.069857069188858
85,2020-04-16,11,10,74.79505733230216,6.035287839886367,True,86,10.244753338264173,12.069857069188858
86,2020-04-17,11,10,74.79505733230216,6.035287839886367,True,87,10.470709096134977,12.069857069188858
87,2020-04-18,11,10,74.79505733230216,6.035287839886367,True,88,10.672517593412929,12.069857069188858
88,2020-04-19,11,10,74.79505733230216,6.035287839886367,True,89,10.85183279596171,12.069857069188858
89,2020-04-20,11,10,74.79505733230216,6.035287839886367,True,90,11.010433574852417,12.069857069188858
90,2020-04-21,11,10,74.79505733230216,6.035287839886367,True,91,11.150145481345412,12.069857069188858
91,2020-04-22,11,6,74.79505733230216,6.035287839886367,True,92,11.272779417997024,12.069857069188858
92,2020-04-23,11,6,74.79505733230216,6.035287839886367,True,93,11.380085995295174,12.069857069188858
93,2020-04-24,11,6,74.79505733230216,6.035287839886367,True,94,11.473723618363314,12.069857069188858
94,2020-04-25,11,6,74.79505733230216,6.035287839886367,True,95,11.555238029580828,12.069857069188858
95,2020-04-26,11,6,74.79505733230216,6.035287839886367,True,96,11.626051014116204,12.069857069188858
96,2020-04-27,12,6,74.79505733230216,6.035287839886367,True,97,11.687456144800663,12.069857069188858
97,2020-04-28,12,6,74.79505733230216,6.035287839886367,True,98,11.740619712734608,12.069857069188858
98,2020-04-29,12,6,74.79505733230216,6.035287839886367,True,99,11.78658529775475,12.069857069188858
99,2020-04-30,12,6,74.79505733230216,6.035287839886367,True,100,11.826280737546288,12.069857069188858
100,2020-05-01,12,6,74.79505733230216,6.035287839886367,True,101,11.86052653208342,12.069857069188858
101,2020-05-02,12,6,74.79505733230216,6.035287839886367,True,102,11.890044959861546,12.069857069188858
102,2020-05-03,12,6,74.79505733230216,6.035287839886367,True,103,11.9154693808254,12.069857069188858
103,2020-05-04,12,5,74.79505733230216,6.035287839886367,True,104,11.937353359682232,12.069857069188858
104,2020-05-05,12,5,74.79505733230216,6.035287839886367,True,105,11.956179366695554,12.069857069188858
105,2020-05-06,12,5,74.79505733230216,6.035287839886367,True,106,11.972366906419525,12.069857069188858
106,2020-05-07,12,5,74.79505733230216,6.035287839886367,True,107,11.986279993609946,12.069857069188858
107,2020-05-08,12,3,74.79505733230216,6.035287839886367,True,108,11.998233944782031,12.069857069188858
108,2020-05-09,12,3,74.79505733230216,6.035287839886367,True,109,12.00850148797038,12.069857069188858
109,2020-05-10,12,3,74.79505733230216,6.035287839886367,True,110,12.017318215849881,12.069857069188858
110,2020-05-11,12,3,74.79505733230216,6.035287839886367,True,111,12.024887421462397,12.069857069188858
111,2020-05-12,12,3,74.79505733230216,6.035287839886367,True,112,12.031384363700145,12.069857069188858
112,2020-05-13,12,1,74.79505733230216,6.035287839886367,True,113,12.036960013227453,12.069857069188858
113,2020-05-14,12,1,74.79505733230216,6.035287839886367,True,114,12.041744330043896,12.069857069188858
114,2020-05-15,12,1,74.79505733230216,6.035287839886367,True,115,12.045849122421094,12.069857069188858
115,2020-05-16,12,1,74.79505733230216,6.035287839886367,True,116,12.049370534225503,12.069857069188858
116,2020-05-17,12,1,74.79505733230216,6.035287839886367,True,117,12.052391204203962,12.069857069188858
117,2020-05-18,12,1,74.79505733230216,6.035287839886367,True,118,12.054982137031645,12.069857069188858
118,2020-05-19,12,1,74.79505733230216,6.035287839886367,True,119,12.057204322060024,12.069857069188858
119,2020-05-20,12,1,74.79505733230216,6.035287839886367,True,120,12.059110131924198,12.069857069188858
120,2020-05-21,12,1,74.79505733230216,6.035287839886367,True,121,12.060744529581665,12.069857069188858
121,2020-05-22,12,1,74.79505733230216,6.035287839886367,True,122,12.06214610901934,12.069857069188858
122,2020-05-23,12,1,74.79505733230216,6.035287839886367,True,123,12.063347991813835,12.069857069188858
123,2020-05-24,12,1,74.79505733230216,6.035287839886367,True,124,12.06437859897019,12.069857069188858
124,2020-05-25,12,1,74.79505733230216,6.035287839886367,True,125,12.065262314992513,12.069857069188858
125,2020-05-26,12,1,74.79505733230216,6.035287839886367,True,126,12.06602005894225,12.069857069188858
126,2020-05-27,12,1,74.79505733230216,6.035287839886367,True,127,12.066669775297736,12.069857069188858
127,2020-05-28,12,1,74.79505733230216,6.035287839886367,True,128,12.067226855720772,12.069857069188858
