,Report_Date,Bulgaria_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,0,98.01201496557323,1389.1634849487366,True,23,12.955529859463248,2627.7155170451247
23,2020-02-14,0,0,98.01201496557323,1389.1634849487366,True,24,13.910970836202583,2627.7155170451247
24,2020-02-15,0,0,98.01201496557323,1389.1634849487366,True,25,14.936492838920389,2627.7155170451247
25,2020-02-16,0,0,98.01201496557323,1389.1634849487366,True,26,16.03717812109461,2627.7155170451247
26,2020-02-17,0,0,98.01201496557323,1389.1634849487366,True,27,17.218468622432137,2627.7155170451247
27,2020-02-18,0,0,98.01201496557323,1389.1634849487366,True,28,18.486190067343664,2627.7155170451247
28,2020-02-19,0,0,98.01201496557323,1389.1634849487366,True,29,19.846577468359236,2627.7155170451247
29,2020-02-20,0,0,98.01201496557323,1389.1634849487366,True,30,21.306302082941198,2627.7155170451247
30,2020-02-21,0,0,98.01201496557323,1389.1634849487366,True,31,22.872499867863237,2627.7155170451247
31,2020-02-22,0,0,98.01201496557323,1389.1634849487366,True,32,24.55280146966366,2627.7155170451247
32,2020-02-23,0,0,98.01201496557323,1389.1634849487366,True,33,26.35536378241785,2627.7155170451247
33,2020-02-24,0,0,98.01201496557323,1389.1634849487366,True,34,28.28890309495285,2627.7155170451247
34,2020-02-25,0,0,98.01201496557323,1389.1634849487366,True,35,30.362729838356167,2627.7155170451247
35,2020-02-26,0,0,98.01201496557323,1389.1634849487366,True,36,32.586784930889934,2627.7155170451247
36,2020-02-27,0,0,98.01201496557323,1389.1634849487366,True,37,34.97167770085396,2627.7155170451247
37,2020-02-28,0,0,98.01201496557323,1389.1634849487366,True,38,37.528725348151085,2627.7155170451247
38,2020-02-29,0,0,98.01201496557323,1389.1634849487366,True,39,40.26999388186687,2627.7155170451247
39,2020-03-01,0,0,98.01201496557323,1389.1634849487366,True,40,43.208340443609806,2627.7155170451247
40,2020-03-02,0,0,98.01201496557323,1389.1634849487366,True,41,46.357456894165374,2627.7155170451247
41,2020-03-03,0,0,98.01201496557323,1389.1634849487366,True,42,49.73191450365115,2627.7155170451247
42,2020-03-04,0,0,98.01201496557323,1389.1634849487366,True,43,53.34720954225377,2627.7155170451247
43,2020-03-05,0,0,98.01201496557323,1389.1634849487366,True,44,57.21980951918048,2627.7155170451247
44,2020-03-06,0,0,98.01201496557323,1389.1634849487366,True,45,61.367199761062,2627.7155170451247
45,2020-03-07,0,0,98.01201496557323,1389.1634849487366,True,46,65.80792995708212,2627.7155170451247
46,2020-03-08,4,4,98.01201496557323,1389.1634849487366,True,47,70.56166022598968,2627.7155170451247
47,2020-03-09,4,4,98.01201496557323,1389.1634849487366,True,48,75.64920617930606,2627.7155170451247
48,2020-03-10,4,4,98.01201496557323,1389.1634849487366,True,49,81.09258236498827,2627.7155170451247
49,2020-03-11,7,6,98.01201496557323,1389.1634849487366,True,50,86.91504337614873,2627.7155170451247
50,2020-03-12,7,6,98.01201496557323,1389.1634849487366,True,51,93.14112179992468,2627.7155170451247
51,2020-03-13,23,22,98.01201496557323,1389.1634849487366,True,52,99.79666206219015,2627.7155170451247
52,2020-03-14,41,39,98.01201496557323,1389.1634849487366,True,53,106.90884909472116,2627.7155170451247
53,2020-03-15,51,49,98.01201496557323,1389.1634849487366,True,54,114.50623061322138,2627.7155170451247
54,2020-03-16,52,50,98.01201496557323,1389.1634849487366,True,55,122.61873164825653,2627.7155170451247
55,2020-03-17,67,65,98.01201496557323,1389.1634849487366,True,56,131.27765981813218,2627.7155170451247
56,2020-03-18,92,90,98.01201496557323,1389.1634849487366,True,57,140.51569967518768,2627.7155170451247
57,2020-03-19,94,91,98.01201496557323,1389.1634849487366,True,58,150.36689429774216,2627.7155170451247
58,2020-03-20,127,124,98.01201496557323,1389.1634849487366,True,59,160.86661214272243,2627.7155170451247
59,2020-03-21,163,157,98.01201496557323,1389.1634849487366,True,60,172.05149702355786,2627.7155170451247
60,2020-03-22,187,181,98.01201496557323,1389.1634849487366,True,61,183.9593989400534,2627.7155170451247
61,2020-03-23,201,195,98.01201496557323,1389.1634849487366,True,62,196.62928336869302,2627.7155170451247
62,2020-03-24,218,212,98.01201496557323,1389.1634849487366,True,63,210.101116531535,2627.7155170451247
63,2020-03-25,242,235,98.01201496557323,1389.1634849487366,True,64,224.4157241092243,2627.7155170451247
64,2020-03-26,264,253,98.01201496557323,1389.1634849487366,True,65,239.6146208597279,2627.7155170451247
65,2020-03-27,293,281,98.01201496557323,1389.1634849487366,True,66,255.73980866149574,2627.7155170451247
66,2020-03-28,331,313,98.01201496557323,1389.1634849487366,True,67,272.8335406313081,2627.7155170451247
67,2020-03-29,346,324,98.01201496557323,1389.1634849487366,True,68,290.9380491872966,2627.7155170451247
68,2020-03-30,359,334,98.01201496557323,1389.1634849487366,True,69,310.09523625113616,2627.7155170451247
69,2020-03-31,399,374,98.01201496557323,1389.1634849487366,True,70,330.34632422459504,2627.7155170451247
70,2020-04-01,422,392,98.01201496557323,1389.1634849487366,True,71,351.73146694787926,2627.7155170451247
71,2020-04-02,457,422,98.01201496557323,1389.1634849487366,True,72,374.28932056195026,2627.7155170451247
72,2020-04-03,485,441,98.01201496557323,1389.1634849487366,True,73,398.0565750625079,2627.7155170451247
73,2020-04-04,503,452,98.01201496557323,1389.1634849487366,True,74,423.06744835345023,2627.7155170451247
74,2020-04-05,531,474,98.01201496557323,1389.1634849487366,True,75,449.35314578021655,2627.7155170451247
75,2020-04-06,549,488,98.01201496557323,1389.1634849487366,True,76,476.94128943890786,2627.7155170451247
76,2020-04-07,577,512,98.01201496557323,1389.1634849487366,True,77,505.85532299685997,2627.7155170451247
77,2020-04-08,593,527,98.01201496557323,1389.1634849487366,True,78,536.113899295532,2627.7155170451247
78,2020-04-09,618,546,98.01201496557323,1389.1634849487366,True,79,567.7302595968234,2627.7155170451247
79,2020-04-10,635,556,98.01201496557323,1389.1634849487366,True,80,600.7116149270538,2627.7155170451247
80,2020-04-11,661,571,98.01201496557323,1389.1634849487366,True,81,635.0585415047551,2627.7155170451247
81,2020-04-12,675,578,98.01201496557323,1389.1634849487366,True,82,670.7644036343751,2627.7155170451247
82,2020-04-13,685,582,98.01201496557323,1389.1634849487366,True,83,707.8148186244103,2627.7155170451247
83,2020-04-14,713,597,98.01201496557323,1389.1634849487366,True,84,746.1871791563455,2627.7155170451247
84,2020-04-15,747,606,98.01201496557323,1389.1634849487366,True,85,785.8502489999553,2627.7155170451247
85,2020-04-16,800,640,98.01201496557323,1389.1634849487366,True,86,826.763847955257,2627.7155170451247
86,2020-04-17,846,664,98.01201496557323,1389.1634849487366,True,87,868.8786413267663,2627.7155170451247
87,2020-04-18,878,684,98.01201496557323,1389.1634849487366,True,88,912.1360480444239,2627.7155170451247
88,2020-04-19,894,691,98.01201496557323,1389.1634849487366,True,89,956.4682797050654,2627.7155170451247
89,2020-04-20,929,719,98.01201496557323,1389.1634849487366,True,90,1001.798520316879,2627.7155170451247
90,2020-04-21,975,760,98.01201496557323,1389.1634849487366,True,91,1048.041253421253,2627.7155170451247
91,2020-04-22,1024,801,98.01201496557323,1389.1634849487366,True,92,1095.1027396148588,2627.7155170451247
92,2020-04-23,1097,855,98.01201496557323,1389.1634849487366,True,93,1142.8816434122314,2627.7155170451247
93,2020-04-24,1234,983,98.01201496557323,1389.1634849487366,True,94,1191.2698040242153,2627.7155170451247
94,2020-04-25,1247,995,98.01201496557323,1389.1634849487366,True,95,1240.153140159771,2627.7155170451247
95,2020-04-26,1300,1039,98.01201496557323,1389.1634849487366,True,96,1289.4126745880303,2627.7155170451247
96,2020-04-27,1363,1099,98.01201496557323,1389.1634849487366,True,97,1338.9256601339832,2627.7155170451247
97,2020-04-28,1399,1119,98.01201496557323,1389.1634849487366,True,98,1388.5667852300471,2627.7155170451247
98,2020-04-29,1447,1140,98.01201496557323,1389.1634849487366,True,99,1438.2094342937864,2627.7155170451247
99,2020-04-30,1506,1174,98.01201496557323,1389.1634849487366,True,100,1487.7269762037197,2627.7155170451247
100,2020-05-01,1555,1211,98.01201496557323,1389.1634849487366,True,101,1536.994053110833,2627.7155170451247
101,2020-05-02,1594,1235,98.01201496557323,1389.1634849487366,True,102,1585.8878418110355,2627.7155170451247
102,2020-05-03,1618,1237,98.01201496557323,1389.1634849487366,True,103,1634.289260913972,2627.7155170451247
103,2020-05-04,1652,1253,98.01201496557323,1389.1634849487366,True,104,1682.084099019915,2627.7155170451247
104,2020-05-05,1704,1282,98.01201496557323,1389.1634849487366,True,105,1729.1640419495532,2627.7155170451247
105,2020-05-06,1778,1334,98.01201496557323,1389.1634849487366,True,106,1775.4275806079204,2627.7155170451247
106,2020-05-07,1829,1361,98.01201496557323,1389.1634849487366,True,107,1820.780785117269,2627.7155170451247
107,2020-05-08,1872,1385,98.01201496557323,1389.1634849487366,True,108,1865.1379352193826,2627.7155170451247
108,2020-05-09,1921,1409,98.01201496557323,1389.1634849487366,True,109,1908.422001415775,2627.7155170451247
109,2020-05-10,1965,1430,98.01201496557323,1389.1634849487366,True,110,1950.5649756837904,2627.7155170451247
110,2020-05-11,1990,1436,98.01201496557323,1389.1634849487366,True,111,1991.5080546978807,2627.7155170451247
111,2020-05-12,2023,1452,98.01201496557323,1389.1634849487366,True,112,2031.2016821487125,2627.7155170451247
112,2020-05-13,2069,1474,98.01201496557323,1389.1634849487366,True,113,2069.6054598748756,2627.7155170451247
113,2020-05-14,2100,1470,98.01201496557323,1389.1634849487366,True,114,2106.687940028768,2627.7155170451247
114,2020-05-15,2138,1491,98.01201496557323,1389.1634849487366,True,115,2142.4263123544924,2627.7155170451247
115,2020-05-16,2175,1497,98.01201496557323,1389.1634849487366,True,116,2176.806001862185,2627.7155170451247
116,2020-05-17,2211,1505,98.01201496557323,1389.1634849487366,True,117,2209.820192772113,2627.7155170451247
117,2020-05-18,2235,1513,98.01201496557323,1389.1634849487366,True,118,2241.469294629708,2627.7155170451247
118,2020-05-19,2259,1501,98.01201496557323,1389.1634849487366,True,119,2271.7603660342456,2627.7155170451247
119,2020-05-20,2292,1492,98.01201496557323,1389.1634849487366,True,120,2300.7065105645042,2627.7155170451247
120,2020-05-21,2331,1484,98.01201496557323,1389.1634849487366,True,121,2328.326258314708,2627.7155170451247
121,2020-05-22,2372,1478,98.01201496557323,1389.1634849487366,True,122,2354.6429450623486,2627.7155170451247
122,2020-05-23,2408,1474,98.01201496557323,1389.1634849487366,True,123,2379.684099559946,2627.7155170451247
123,2020-05-24,2427,1457,98.01201496557323,1389.1634849487366,True,124,2403.4808478503232,2627.7155170451247
124,2020-05-25,2433,1441,98.01201496557323,1389.1634849487366,True,125,2426.0673419140317,2627.7155170451247
125,2020-05-26,2443,1433,98.01201496557323,1389.1634849487366,True,126,2447.4802184204937,2627.7155170451247
126,2020-05-27,2460,1415,98.01201496557323,1389.1634849487366,True,127,2467.758091912004,2627.7155170451247
127,2020-05-28,2477,1378,98.01201496557323,1389.1634849487366,True,128,2486.941085430986,2627.7155170451247
