,Report_Date,Bahrain_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,1,1,128.28999221168382,10273.584017600248,False,34,65.6440679521123,20547.168035200484
34,2020-02-25,23,23,128.28999221168382,10273.584017600248,False,35,69.75260687239073,20547.168035200484
35,2020-02-26,33,33,128.28999221168382,10273.584017600248,False,36,74.11736098282759,20547.168035200484
36,2020-02-27,33,33,128.28999221168382,10273.584017600248,False,37,78.75418821946573,20547.168035200484
37,2020-02-28,36,36,128.28999221168382,10273.584017600248,False,38,83.67991253060086,20547.168035200484
38,2020-02-29,41,41,128.28999221168382,10273.584017600248,False,39,88.9123807237019,20547.168035200484
39,2020-03-01,47,47,128.28999221168382,10273.584017600248,False,40,94.47052239782536,20547.168035200484
40,2020-03-02,49,49,128.28999221168382,10273.584017600248,False,41,100.37441309455541,20547.168035200484
41,2020-03-03,49,49,128.28999221168382,10273.584017600248,False,42,106.64534080139057,20547.168035200484
42,2020-03-04,52,52,128.28999221168382,10273.584017600248,False,43,113.30587594154764,20547.168035200484
43,2020-03-05,55,55,128.28999221168382,10273.584017600248,False,44,120.37994498322217,20547.168035200484
44,2020-03-06,60,56,128.28999221168382,10273.584017600248,False,45,127.89290779925088,20547.168035200484
45,2020-03-07,85,81,128.28999221168382,10273.584017600248,False,46,135.87163890467693,20547.168035200484
46,2020-03-08,85,81,128.28999221168382,10273.584017600248,False,47,144.34461269470674,20547.168035200484
47,2020-03-09,95,81,128.28999221168382,10273.584017600248,False,48,153.3419927987153,20547.168035200484
48,2020-03-10,110,88,128.28999221168382,10273.584017600248,False,49,162.89572565704736,20547.168035200484
49,2020-03-11,195,160,128.28999221168382,10273.584017600248,False,50,173.0396384160545,20547.168035200484
50,2020-03-12,195,160,128.28999221168382,10273.584017600248,False,51,183.8095412227835,20547.168035200484
51,2020-03-13,195,151,128.28999221168382,10273.584017600248,False,52,195.24333398360176,20547.168035200484
52,2020-03-14,210,166,128.28999221168382,10273.584017600248,False,53,207.38111763041167,20547.168035200484
53,2020-03-15,214,154,128.28999221168382,10273.584017600248,False,54,220.26530991350737,20547.168035200484
54,2020-03-16,214,136,128.28999221168382,10273.584017600248,False,55,233.94076571107453,20547.168035200484
55,2020-03-17,228,146,128.28999221168382,10273.584017600248,False,56,248.45490181128417,20547.168035200484
56,2020-03-18,256,167,128.28999221168382,10273.584017600248,False,57,263.85782608329373,20547.168035200484
57,2020-03-19,278,177,128.28999221168382,10273.584017600248,False,58,280.20247090761967,20547.168035200484
58,2020-03-20,285,184,128.28999221168382,10273.584017600248,False,59,297.5447306835819,20547.168035200484
59,2020-03-21,305,179,128.28999221168382,10273.584017600248,False,60,315.9436031711358,20547.168035200484
60,2020-03-22,334,183,128.28999221168382,10273.584017600248,False,61,335.4613343555958,20547.168035200484
61,2020-03-23,377,226,128.28999221168382,10273.584017600248,False,62,356.16356644572704,20547.168035200484
62,2020-03-24,392,212,128.28999221168382,10273.584017600248,False,63,378.11948852754654,20547.168035200484
63,2020-03-25,419,238,128.28999221168382,10273.584017600248,False,64,401.4019892970782,20547.168035200484
64,2020-03-26,458,250,128.28999221168382,10273.584017600248,False,65,426.087811184307,20547.168035200484
65,2020-03-27,466,235,128.28999221168382,10273.584017600248,False,66,452.25770505678463,20547.168035200484
66,2020-03-28,476,207,128.28999221168382,10273.584017600248,False,67,479.99658455383127,20547.168035200484
67,2020-03-29,499,223,128.28999221168382,10273.584017600248,False,68,509.39367895018114,20547.168035200484
68,2020-03-30,515,232,128.28999221168382,10273.584017600248,False,69,540.5426832804228,20547.168035200484
69,2020-03-31,567,268,128.28999221168382,10273.584017600248,False,70,573.5419042719642,20547.168035200484
70,2020-04-01,569,228,128.28999221168382,10273.584017600248,False,71,608.4944004338769,20547.168035200484
71,2020-04-02,643,258,128.28999221168382,10273.584017600248,False,72,645.5081144314828,20547.168035200484
72,2020-04-03,672,286,128.28999221168382,10273.584017600248,False,73,684.6959956416782,20547.168035200484
73,2020-04-04,688,261,128.28999221168382,10273.584017600248,False,74,726.176110531921,20547.168035200484
74,2020-04-05,700,265,128.28999221168382,10273.584017600248,False,75,770.071738236933,20547.168035200484
75,2020-04-06,756,294,128.28999221168382,10273.584017600248,False,76,816.5114484224972,20547.168035200484
76,2020-04-07,811,348,128.28999221168382,10273.584017600248,False,77,865.6291582266917,20547.168035200484
77,2020-04-08,823,341,128.28999221168382,10273.584017600248,False,78,917.5641647575974,20547.168035200484
78,2020-04-09,887,363,128.28999221168382,10273.584017600248,False,79,972.4611493059394,20547.168035200484
79,2020-04-10,925,380,128.28999221168382,10273.584017600248,False,80,1030.4701491049436,20547.168035200484
80,2020-04-11,1040,479,128.28999221168382,10273.584017600248,False,81,1091.746492142829,20547.168035200484
81,2020-04-12,1136,572,128.28999221168382,10273.584017600248,False,82,1156.4506902116832,20547.168035200484
82,2020-04-13,1361,764,128.28999221168382,10273.584017600248,False,83,1224.748285067353,20547.168035200484
83,2020-04-14,1528,876,128.28999221168382,10273.584017600248,False,84,1296.8096422870103,20547.168035200484
84,2020-04-15,1671,1001,128.28999221168382,10273.584017600248,False,85,1372.8096871545567,20547.168035200484
85,2020-04-16,1700,990,128.28999221168382,10273.584017600248,False,86,1452.9275766907406,20547.168035200484
86,2020-04-17,1740,1008,128.28999221168382,10273.584017600248,False,87,1537.3463017885356,20547.168035200484
87,2020-04-18,1773,1011,128.28999221168382,10273.584017600248,False,88,1626.2522133301375,20547.168035200484
88,2020-04-19,1881,1115,128.28999221168382,10273.584017600248,False,89,1719.8344661668932,20547.168035200484
89,2020-04-20,1907,1131,128.28999221168382,10273.584017600248,False,90,1818.2843749563208,20547.168035200484
90,2020-04-21,1973,1182,128.28999221168382,10273.584017600248,False,91,1921.7946760909197,20547.168035200484
91,2020-04-22,2027,994,128.28999221168382,10273.584017600248,False,92,2030.5586903429628,20547.168035200484
92,2020-04-23,2217,1127,128.28999221168382,10273.584017600248,False,93,2144.769381409492,20547.168035200484
93,2020-04-24,2518,1397,128.28999221168382,10273.584017600248,False,94,2264.618306294282,20547.168035200484
94,2020-04-25,2588,1420,128.28999221168382,10273.584017600248,False,95,2390.294454429524,20547.168035200484
95,2020-04-26,2647,1450,128.28999221168382,10273.584017600248,False,96,2521.9829736391516,20547.168035200484
96,2020-04-27,2723,1497,128.28999221168382,10273.584017600248,False,97,2659.863782494666,20547.168035200484
97,2020-04-28,2811,1493,128.28999221168382,10273.584017600248,False,98,2804.110070326097,20547.168035200484
98,2020-04-29,2921,1458,128.28999221168382,10273.584017600248,False,99,2954.886688132654,20547.168035200484
99,2020-04-30,3040,1532,128.28999221168382,10273.584017600248,False,100,3112.34843589001,20547.168035200484
100,2020-05-01,3170,1607,128.28999221168382,10273.584017600248,False,101,3276.6382542660726,20547.168035200484
101,2020-05-02,3284,1708,128.28999221168382,10273.584017600248,False,102,3447.8853315156653,20547.168035200484
102,2020-05-03,3383,1657,128.28999221168382,10273.584017600248,False,103,3626.203139296546,20547.168035200484
103,2020-05-04,3533,1781,128.28999221168382,10273.584017600248,False,104,3811.687414290497,20547.168035200484
104,2020-05-05,3720,1950,128.28999221168382,10273.584017600248,False,105,4004.4141057658235,20547.168035200484
105,2020-05-06,3934,2066,128.28999221168382,10273.584017600248,False,106,4204.437312507631,20547.168035200484
106,2020-05-07,4199,2191,128.28999221168382,10273.584017600248,False,107,4411.787235781245,20547.168035200484
107,2020-05-08,4444,2408,128.28999221168382,10273.584017600248,False,108,4626.468178078488,20547.168035200484
108,2020-05-09,4774,2711,128.28999221168382,10273.584017600248,False,109,4848.456620210221,20547.168035200484
109,2020-05-10,4941,2863,128.28999221168382,10273.584017600248,False,110,5077.699411724738,20547.168035200484
110,2020-05-11,5236,3076,128.28999221168382,10273.584017600248,False,111,5314.112111516795,20547.168035200484
111,2020-05-12,5531,3330,128.28999221168382,10273.584017600248,False,112,5557.577516711358,20547.168035200484
112,2020-05-13,5816,3601,128.28999221168382,10273.584017600248,False,113,5807.944418327839,20547.168035200484
113,2020-05-14,6198,3835,128.28999221168382,10273.584017600248,False,114,6065.026621734287,20547.168035200484
114,2020-05-15,6583,3931,128.28999221168382,10273.584017600248,False,115,6328.602268383818,20547.168035200484
115,2020-05-16,6747,3973,128.28999221168382,10273.584017600248,False,116,6598.41349271086,20547.168035200484
116,2020-05-17,6956,4034,128.28999221168382,10273.584017600248,False,117,6874.1664443082,20547.168035200484
117,2020-05-18,7184,4241,128.28999221168382,10273.584017600248,False,118,7155.531700603864,20547.168035200484
118,2020-05-19,7532,4568,128.28999221168382,10273.584017600248,False,119,7442.1450892504035,20547.168035200484
119,2020-05-20,7888,4308,128.28999221168382,10273.584017600248,False,120,7733.608932419296,20547.168035200484
120,2020-05-21,8174,4289,128.28999221168382,10273.584017600248,False,121,8029.493717300392,20547.168035200484
121,2020-05-22,8414,4306,128.28999221168382,10273.584017600248,False,122,8329.340188531003,20547.168035200484
122,2020-05-23,8802,4324,128.28999221168382,10273.584017600248,False,123,8632.661849256147,20547.168035200484
123,2020-05-24,9138,4537,128.28999221168382,10273.584017600248,False,124,8938.947848322618,20547.168035200484
124,2020-05-25,9171,4404,128.28999221168382,10273.584017600248,False,125,9247.666222034073,20547.168035200484
125,2020-05-26,9366,4414,128.28999221168382,10273.584017600248,False,126,9558.267450255138,20547.168035200484
126,2020-05-27,9692,4525,128.28999221168382,10273.584017600248,False,127,9870.188278762707,20547.168035200484
127,2020-05-28,10052,4618,128.28999221168382,10273.584017600248,False,128,10182.855752898486,20547.168035200484
