,Report_Date,Timor-Leste_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
69,2020-03-31,1,63.19442676007025,0.6467008719481593,True,70,1.0030836710362203,1.2836837431595962
70,2020-04-01,1,63.19442676007025,0.6467008719481593,True,71,1.0420394311813304,1.2836837431595962
71,2020-04-02,1,63.19442676007025,0.6467008719481593,True,72,1.0768962281724808,1.2836837431595962
72,2020-04-03,1,63.19442676007025,0.6467008719481593,True,73,1.1077804102056446,1.2836837431595962
73,2020-04-04,1,63.19442676007025,0.6467008719481593,True,74,1.134907410892213,1.2836837431595962
74,2020-04-05,1,63.19442676007025,0.6467008719481593,True,75,1.1585526089303855,1.2836837431595962
75,2020-04-06,1,63.19442676007025,0.6467008719481593,True,76,1.1790257708128882,1.2836837431595962
76,2020-04-07,1,63.19442676007025,0.6467008719481593,True,77,1.1966502171854052,1.2836837431595962
77,2020-04-08,1,63.19442676007025,0.6467008719481593,True,78,1.211746958830162,1.2836837431595962
78,2020-04-09,1,63.19442676007025,0.6467008719481593,True,79,1.2246234540355034,1.2836837431595962
79,2020-04-10,2,63.19442676007025,0.6467008719481593,True,80,1.2355663152337126,1.2836837431595962
