,Report_Date,China_zhejiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
74,2020-04-05,1263,11.846628255677308,619.369460926209,True,75,1238.738906505775,1238.7389218523704
75,2020-04-06,1264,11.846628255677308,619.369460926209,True,76,1238.7389103494265,1238.7389218523704
76,2020-04-07,1265,11.846628255677308,619.369460926209,True,77,1238.7389132304145,1238.7389218523704
77,2020-04-08,1266,11.846628255677308,619.369460926209,True,78,1238.738915389843,1238.7389218523704
78,2020-04-09,1267,11.846628255677308,619.369460926209,True,79,1238.7389170084307,1238.7389218523704
79,2020-04-10,1267,11.846628255677308,619.369460926209,True,80,1238.738918221634,1238.7389218523704
80,2020-04-11,1267,11.846628255677308,619.369460926209,True,81,1238.738919130984,1238.7389218523704
81,2020-04-12,1267,11.846628255677308,619.369460926209,True,82,1238.7389198125823,1238.7389218523704
82,2020-04-13,1267,11.846628255677308,619.369460926209,True,83,1238.7389203234702,1238.7389218523704
83,2020-04-14,1267,11.846628255677308,619.369460926209,True,84,1238.7389207064036,1238.7389218523704
84,2020-04-15,1268,11.846628255677308,619.369460926209,True,85,1238.7389209934292,1238.7389218523704
85,2020-04-16,1268,11.846628255677308,619.369460926209,True,86,1238.7389212085677,1238.7389218523704
86,2020-04-17,1268,11.846628255677308,619.369460926209,True,87,1238.7389213698234,1238.7389218523704
87,2020-04-18,1268,11.846628255677308,619.369460926209,True,88,1238.738921490692,1238.7389218523704
88,2020-04-19,1268,11.846628255677308,619.369460926209,True,89,1238.7389215812882,1238.7389218523704
89,2020-04-20,1268,11.846628255677308,619.369460926209,True,90,1238.738921649194,1238.7389218523704
90,2020-04-21,1268,11.846628255677308,619.369460926209,True,91,1238.7389217000928,1238.7389218523704
91,2020-04-22,1268,11.846628255677308,619.369460926209,True,92,1238.7389217382433,1238.7389218523704
92,2020-04-23,1268,11.846628255677308,619.369460926209,True,93,1238.7389217668392,1238.7389218523704
93,2020-04-24,1268,11.846628255677308,619.369460926209,True,94,1238.7389217882728,1238.7389218523704
94,2020-04-25,1268,11.846628255677308,619.369460926209,True,95,1238.7389218043381,1238.7389218523704
95,2020-04-26,1268,11.846628255677308,619.369460926209,True,96,1238.73892181638,1238.7389218523704
96,2020-04-27,1268,11.846628255677308,619.369460926209,True,97,1238.738921825406,1238.7389218523704
97,2020-04-28,1268,11.846628255677308,619.369460926209,True,98,1238.7389218321714,1238.7389218523704
98,2020-04-29,1268,11.846628255677308,619.369460926209,True,99,1238.738921837242,1238.7389218523704
99,2020-04-30,1268,11.846628255677308,619.369460926209,True,100,1238.738921841043,1238.7389218523704
100,2020-05-01,1268,11.846628255677308,619.369460926209,True,101,1238.738921843892,1238.7389218523704
101,2020-05-02,1268,11.846628255677308,619.369460926209,True,102,1238.7389218460273,1238.7389218523704
102,2020-05-03,1268,11.846628255677308,619.369460926209,True,103,1238.7389218476278,1238.7389218523704
103,2020-05-04,1268,11.846628255677308,619.369460926209,True,104,1238.7389218488277,1238.7389218523704
104,2020-05-05,1268,11.846628255677308,619.369460926209,True,105,1238.7389218497267,1238.7389218523704
105,2020-05-06,1268,11.846628255677308,619.369460926209,True,106,1238.7389218504006,1238.7389218523704
106,2020-05-07,1268,11.846628255677308,619.369460926209,True,107,1238.7389218509059,1238.7389218523704
107,2020-05-08,1268,11.846628255677308,619.369460926209,True,108,1238.7389218512847,1238.7389218523704
108,2020-05-09,1268,11.846628255677308,619.369460926209,True,109,1238.7389218515684,1238.7389218523704
