,Report_Date,China_ningxia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,67,15.480100869425238,37.344476473060894,True,24,63.68556240721151,74.68890813767754
24,2020-02-15,70,15.480100869425238,37.344476473060894,True,25,65.48212101791444,74.68890813767754
25,2020-02-16,70,15.480100869425238,37.344476473060894,True,26,67.0206691935012,74.68890813767754
26,2020-02-17,70,15.480100869425238,37.344476473060894,True,27,68.32709041637428,74.68890813767754
27,2020-02-18,70,15.480100869425238,37.344476473060894,True,28,69.42841067652176,74.68890813767754
28,2020-02-19,71,15.480100869425238,37.344476473060894,True,29,70.35118188817165,74.68890813767754
29,2020-02-20,71,15.480100869425238,37.344476473060894,True,30,71.12040616026054,74.68890813767754
30,2020-02-21,71,15.480100869425238,37.344476473060894,True,31,71.75890382833185,74.68890813767754
31,2020-02-22,71,15.480100869425238,37.344476473060894,True,32,72.28701740349673,74.68890813767754
32,2020-02-23,71,15.480100869425238,37.344476473060894,True,33,72.72255192471974,74.68890813767754
33,2020-02-24,71,15.480100869425238,37.344476473060894,True,34,73.08086934324683,74.68890813767754
34,2020-02-25,71,15.480100869425238,37.344476473060894,True,35,73.37507383527966,74.68890813767754
35,2020-02-26,71,15.480100869425238,37.344476473060894,True,36,73.61624266723943,74.68890813767754
36,2020-02-27,72,15.480100869425238,37.344476473060894,True,37,73.8136718630615,74.68890813767754
37,2020-02-28,72,15.480100869425238,37.344476473060894,True,38,73.97511713411585,74.68890813767754
38,2020-02-29,73,15.480100869425238,37.344476473060894,True,39,74.10701865355036,74.68890813767754
39,2020-03-01,73,15.480100869425238,37.344476473060894,True,40,74.21470385719078,74.68890813767754
40,2020-03-02,74,15.480100869425238,37.344476473060894,True,41,74.30256613189826,74.68890813767754
41,2020-03-03,74,15.480100869425238,37.344476473060894,True,42,74.37421953858244,74.68890813767754
42,2020-03-04,75,15.480100869425238,37.344476473060894,True,43,74.4326310358886,74.68890813767754
43,2020-03-05,75,15.480100869425238,37.344476473060894,True,44,74.48023234298772,74.68890813767754
44,2020-03-06,75,15.480100869425238,37.344476473060894,True,45,74.51901383778592,74.68890813767754
45,2020-03-07,75,15.480100869425238,37.344476473060894,True,46,74.55060289174628,74.68890813767754
46,2020-03-08,75,15.480100869425238,37.344476473060894,True,47,74.57632890326063,74.68890813767754
47,2020-03-09,75,15.480100869425238,37.344476473060894,True,48,74.5972770792104,74.68890813767754
48,2020-03-10,75,15.480100869425238,37.344476473060894,True,49,74.61433277376433,74.68890813767754
49,2020-03-11,75,15.480100869425238,37.344476473060894,True,50,74.62821795151133,74.68890813767754
50,2020-03-12,75,15.480100869425238,37.344476473060894,True,51,74.63952111387806,74.68890813767754
51,2020-03-13,75,15.480100869425238,37.344476473060894,True,52,74.64872182105044,74.68890813767754
52,2020-03-14,75,15.480100869425238,37.344476473060894,True,53,74.65621075923073,74.68890813767754
53,2020-03-15,75,15.480100869425238,37.344476473060894,True,54,74.66230614515491,74.68890813767754
54,2020-03-16,75,15.480100869425238,37.344476473060894,True,55,74.6672671249556,74.68890813767754
55,2020-03-17,75,15.480100869425238,37.344476473060894,True,56,74.67130471049465,74.68890813767754
56,2020-03-18,75,15.480100869425238,37.344476473060894,True,57,74.6745907007331,74.68890813767754
57,2020-03-19,75,15.480100869425238,37.344476473060894,True,58,74.67726495606782,74.68890813767754
58,2020-03-20,75,15.480100869425238,37.344476473060894,True,59,74.67944132750854,74.68890813767754
59,2020-03-21,75,15.480100869425238,37.344476473060894,True,60,74.68121248798757,74.68890813767754
60,2020-03-22,75,15.480100869425238,37.344476473060894,True,61,74.68265386812439,74.68890813767754
61,2020-03-23,75,15.480100869425238,37.344476473060894,True,62,74.68382686180928,74.68890813767754
62,2020-03-24,75,15.480100869425238,37.344476473060894,True,63,74.68478143665071,74.68890813767754
63,2020-03-25,75,15.480100869425238,37.344476473060894,True,64,74.68555825949782,74.68890813767754
64,2020-03-26,75,15.480100869425238,37.344476473060894,True,65,74.68619042693452,74.68890813767754
65,2020-03-27,75,15.480100869425238,37.344476473060894,True,66,74.68670487403853,74.68890813767754
66,2020-03-28,75,15.480100869425238,37.344476473060894,True,67,74.68712352114181,74.68890813767754
67,2020-03-29,75,15.480100869425238,37.344476473060894,True,68,74.68746420726474,74.68890813767754
68,2020-03-30,75,15.480100869425238,37.344476473060894,True,69,74.68774144987242,74.68890813767754
69,2020-03-31,75,15.480100869425238,37.344476473060894,True,70,74.68796706324468,74.68890813767754
70,2020-04-01,75,15.480100869425238,37.344476473060894,True,71,74.68815066175557,74.68890813767754
71,2020-04-02,75,15.480100869425238,37.344476473060894,True,72,74.68830006947229,74.68890813767754
72,2020-04-03,75,15.480100869425238,37.344476473060894,True,73,74.68842165350458,74.68890813767754
73,2020-04-04,75,15.480100869425238,37.344476473060894,True,74,74.6885205952945,74.68890813767754
74,2020-04-05,75,15.480100869425238,37.344476473060894,True,75,74.68860111139702,74.68890813767754
