,Report_Date,Malta_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,0,77.56220160962306,277.37933088448284,True,22,2.0235568417928533,553.5200452336336
22,2020-02-13,0,0,77.56220160962306,277.37933088448284,True,23,2.23767557940635,553.5200452336336
23,2020-02-14,0,0,77.56220160962306,277.37933088448284,True,24,2.4743494520929428,553.5200452336336
24,2020-02-15,0,0,77.56220160962306,277.37933088448284,True,25,2.7359318298513493,553.5200452336336
25,2020-02-16,0,0,77.56220160962306,277.37933088448284,True,26,3.0250166104937954,553.5200452336336
26,2020-02-17,0,0,77.56220160962306,277.37933088448284,True,27,3.3444616858423855,553.5200452336336
27,2020-02-18,0,0,77.56220160962306,277.37933088448284,True,28,3.6974144468955967,553.5200452336336
28,2020-02-19,0,0,77.56220160962306,277.37933088448284,True,29,4.087339447510788,553.5200452336336
29,2020-02-20,0,0,77.56220160962306,277.37933088448284,True,30,4.518048338688686,553.5200452336336
30,2020-02-21,0,0,77.56220160962306,277.37933088448284,True,31,4.9937321733136315,553.5200452336336
31,2020-02-22,0,0,77.56220160962306,277.37933088448284,True,32,5.518996162978695,553.5200452336336
32,2020-02-23,0,0,77.56220160962306,277.37933088448284,True,33,6.09889694285699,553.5200452336336
33,2020-02-24,0,0,77.56220160962306,277.37933088448284,True,34,6.738982365758019,553.5200452336336
34,2020-02-25,0,0,77.56220160962306,277.37933088448284,True,35,7.4453338005313885,553.5200452336336
35,2020-02-26,0,0,77.56220160962306,277.37933088448284,True,36,8.22461085053801,553.5200452336336
36,2020-02-27,0,0,77.56220160962306,277.37933088448284,True,37,9.084098332360343,553.5200452336336
37,2020-02-28,0,0,77.56220160962306,277.37933088448284,True,38,10.031755260293924,553.5200452336336
38,2020-02-29,0,0,77.56220160962306,277.37933088448284,True,39,11.07626546515933,553.5200452336336
39,2020-03-01,0,0,77.56220160962306,277.37933088448284,True,40,12.227089333027404,553.5200452336336
40,2020-03-02,0,0,77.56220160962306,277.37933088448284,True,41,13.494515976796466,553.5200452336336
41,2020-03-03,0,0,77.56220160962306,277.37933088448284,True,42,14.88971494737545,553.5200452336336
42,2020-03-04,0,0,77.56220160962306,277.37933088448284,True,43,16.424786347835436,553.5200452336336
43,2020-03-05,0,0,77.56220160962306,277.37933088448284,True,44,18.11280793006409,553.5200452336336
44,2020-03-06,0,0,77.56220160962306,277.37933088448284,True,45,19.967877426822866,553.5200452336336
45,2020-03-07,3,3,77.56220160962306,277.37933088448284,True,46,22.005148001707056,553.5200452336336
46,2020-03-08,3,3,77.56220160962306,277.37933088448284,True,47,24.240854286518463,553.5200452336336
47,2020-03-09,3,3,77.56220160962306,277.37933088448284,True,48,26.692326024186006,553.5200452336336
48,2020-03-10,5,5,77.56220160962306,277.37933088448284,True,49,29.37798585395129,553.5200452336336
49,2020-03-11,6,6,77.56220160962306,277.37933088448284,True,50,32.31732727783798,553.5200452336336
50,2020-03-12,6,6,77.56220160962306,277.37933088448284,True,51,35.5308683540771,553.5200452336336
51,2020-03-13,12,11,77.56220160962306,277.37933088448284,True,52,39.040076203193316,553.5200452336336
52,2020-03-14,18,17,77.56220160962306,277.37933088448284,True,53,42.86725702478185,553.5200452336336
53,2020-03-15,21,20,77.56220160962306,277.37933088448284,True,54,47.035406057633175,553.5200452336336
54,2020-03-16,30,28,77.56220160962306,277.37933088448284,True,55,51.56801183460814,553.5200452336336
55,2020-03-17,38,36,77.56220160962306,277.37933088448284,True,56,56.48880925987913,553.5200452336336
56,2020-03-18,38,36,77.56220160962306,277.37933088448284,True,57,61.821476553059284,553.5200452336336
57,2020-03-19,53,51,77.56220160962306,277.37933088448284,True,58,67.58927205179297,553.5200452336336
58,2020-03-20,64,62,77.56220160962306,277.37933088448284,True,59,73.81460833104639,553.5200452336336
59,2020-03-21,73,71,77.56220160962306,277.37933088448284,True,60,80.51856316387088,553.5200452336336
60,2020-03-22,90,88,77.56220160962306,277.37933088448284,True,61,87.72032957330778,553.5200452336336
61,2020-03-23,107,105,77.56220160962306,277.37933088448284,True,62,95.43661062940566,553.5200452336336
62,2020-03-24,110,108,77.56220160962306,277.37933088448284,True,63,103.68096869461213,553.5200452336336
63,2020-03-25,129,127,77.56220160962306,277.37933088448284,True,64,112.46314340656144,553.5200452336336
64,2020-03-26,134,132,77.56220160962306,277.37933088448284,True,65,121.78835761025233,553.5200452336336
65,2020-03-27,139,137,77.56220160962306,277.37933088448284,True,66,131.65663541100207,553.5200452336336
66,2020-03-28,149,147,77.56220160962306,277.37933088448284,True,67,142.06216111242225,553.5200452336336
67,2020-03-29,151,149,77.56220160962306,277.37933088448284,True,68,152.9927115390531,553.5200452336336
68,2020-03-30,156,154,77.56220160962306,277.37933088448284,True,69,164.4291965750203,553.5200452336336
69,2020-03-31,169,167,77.56220160962306,277.37933088448284,True,70,176.3453431294587,553.5200452336336
70,2020-04-01,188,186,77.56220160962306,277.37933088448284,True,71,188.70755568616883,553.5200452336336
71,2020-04-02,196,194,77.56220160962306,277.37933088448284,True,72,201.4749817795812,553.5200452336336
72,2020-04-03,202,200,77.56220160962306,277.37933088448284,True,73,214.59980306563386,553.5200452336336
73,2020-04-04,213,211,77.56220160962306,277.37933088448284,True,74,228.02776232968083,553.5200452336336
74,2020-04-05,227,222,77.56220160962306,277.37933088448284,True,75,241.69892433583644,553.5200452336336
75,2020-04-06,241,236,77.56220160962306,277.37933088448284,True,76,255.54865474104582,553.5200452336336
76,2020-04-07,293,288,77.56220160962306,277.37933088448284,True,77,269.5087875012048,553.5200452336336
77,2020-04-08,299,282,77.56220160962306,277.37933088448284,True,78,283.50893855724695,553.5200452336336
78,2020-04-09,337,319,77.56220160962306,277.37933088448284,True,79,297.47791336368357,553.5200452336336
79,2020-04-10,350,332,77.56220160962306,277.37933088448284,True,80,311.3451490823841,553.5200452336336
80,2020-04-11,370,351,77.56220160962306,277.37933088448284,True,81,325.0421297405352,553.5200452336336
81,2020-04-12,378,331,77.56220160962306,277.37933088448284,True,82,338.5037146216618,553.5200452336336
82,2020-04-13,384,337,77.56220160962306,277.37933088448284,True,83,351.6693264051696,553.5200452336336
83,2020-04-14,393,346,77.56220160962306,277.37933088448284,True,84,364.483955414434,553.5200452336336
84,2020-04-15,399,352,77.56220160962306,277.37933088448284,True,85,376.89894873888807,553.5200452336336
85,2020-04-16,412,327,77.56220160962306,277.37933088448284,True,86,388.87256671822485,553.5200452336336
86,2020-04-17,422,328,77.56220160962306,277.37933088448284,True,87,400.37030303794313,553.5200452336336
87,2020-04-18,426,324,77.56220160962306,277.37933088448284,True,88,411.36497733129676,553.5200452336336
88,2020-04-19,427,306,77.56220160962306,277.37933088448284,True,89,421.83661980831346,553.5200452336336
89,2020-04-20,431,302,77.56220160962306,277.37933088448284,True,90,431.7721754539387,553.5200452336336
90,2020-04-21,443,290,77.56220160962306,277.37933088448284,True,91,441.16506050866417,553.5200452336336
91,2020-04-22,444,276,77.56220160962306,277.37933088448284,True,92,450.01460632795664,553.5200452336336
92,2020-04-23,445,238,77.56220160962306,277.37933088448284,True,93,458.3254256161628,553.5200452336336
93,2020-04-24,447,221,77.56220160962306,277.37933088448284,True,94,466.1067339124815,553.5200452336336
94,2020-04-25,448,195,77.56220160962306,277.37933088448284,True,95,473.371655615437,553.5200452336336
95,2020-04-26,448,162,77.56220160962306,277.37933088448284,True,96,480.13653931784756,553.5200452336336
96,2020-04-27,450,160,77.56220160962306,277.37933088448284,True,97,486.4203022865341,553.5200452336336
97,2020-04-28,458,151,77.56220160962306,277.37933088448284,True,98,492.2438189749984,553.5200452336336
98,2020-04-29,463,120,77.56220160962306,277.37933088448284,True,99,497.62936381674245,553.5200452336336
99,2020-04-30,465,110,77.56220160962306,277.37933088448284,True,100,502.60011442324367,553.5200452336336
100,2020-05-01,467,80,77.56220160962306,277.37933088448284,True,101,507.1797178228562,553.5200452336336
101,2020-05-02,468,85,77.56220160962306,277.37933088448284,True,102,511.39191956768065,553.5200452336336
102,2020-05-03,477,81,77.56220160962306,277.37933088448284,True,103,515.2602533895931,553.5200452336336
103,2020-05-04,480,77,77.56220160962306,277.37933088448284,True,104,518.8077875493959,553.5200452336336
104,2020-05-05,482,74,77.56220160962306,277.37933088448284,True,105,522.0569230161396,553.5200452336336
105,2020-05-06,484,72,77.56220160962306,277.37933088448284,True,106,525.0292380482002,553.5200452336336
106,2020-05-07,486,68,77.56220160962306,277.37933088448284,True,107,527.7453735337933,553.5200452336336
107,2020-05-08,489,65,77.56220160962306,277.37933088448284,True,108,530.2249535020593,553.5200452336336
108,2020-05-09,490,58,77.56220160962306,277.37933088448284,True,109,532.4865354619265,553.5200452336336
109,2020-05-10,496,58,77.56220160962306,277.37933088448284,True,110,534.5475856013795,553.5200452336336
110,2020-05-11,503,64,77.56220160962306,277.37933088448284,True,111,536.4244743330758,553.5200452336336
111,2020-05-12,506,67,77.56220160962306,277.37933088448284,True,112,538.1324881632078,553.5200452336336
112,2020-05-13,508,66,77.56220160962306,277.37933088448284,True,113,539.6858543589523,553.5200452336336
113,2020-05-14,522,73,77.56220160962306,277.37933088448284,True,114,541.0977753741655,553.5200452336336
114,2020-05-15,532,68,77.56220160962306,277.37933088448284,True,115,542.3804704486449,553.5200452336336
115,2020-05-16,546,90,77.56220160962306,277.37933088448284,True,116,543.5452222143467,553.5200452336336
116,2020-05-17,553,93,77.56220160962306,277.37933088448284,True,117,544.6024265177666,553.5200452336336
117,2020-05-18,558,96,77.56220160962306,277.37933088448284,True,118,545.5616439997461,553.5200452336336
118,2020-05-19,569,103,77.56220160962306,277.37933088448284,True,119,546.4316522630238,553.5200452336336
119,2020-05-20,584,113,77.56220160962306,277.37933088448284,True,120,547.2204977060994,553.5200452336336
120,2020-05-21,599,125,77.56220160962306,277.37933088448284,True,121,547.9355463126086,553.5200452336336
121,2020-05-22,600,125,77.56220160962306,277.37933088448284,True,122,548.5835328620147,553.5200452336336
122,2020-05-23,609,130,77.56220160962306,277.37933088448284,True,123,549.1706081738635,553.5200452336336
123,2020-05-24,610,128,77.56220160962306,277.37933088448284,True,124,549.7023841178757,553.5200452336336
124,2020-05-25,611,120,77.56220160962306,277.37933088448284,True,125,550.183976219383,553.5200452336336
125,2020-05-26,611,120,77.56220160962306,277.37933088448284,True,126,550.6200437673593,553.5200452336336
126,2020-05-27,612,114,77.56220160962306,277.37933088448284,True,127,551.0148273936031,553.5200452336336
127,2020-05-28,616,108,77.56220160962306,277.37933088448284,True,128,551.3721841391389,553.5200452336336
