,Report_Date,Nicaragua_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
25,2020-02-16,0,84.95829051930002,8.778321698248712,True,26,0.09184705660149735,16.747492255633542
26,2020-02-17,0,84.95829051930002,8.778321698248712,True,27,0.10034827358797631,16.747492255633542
27,2020-02-18,0,84.95829051930002,8.778321698248712,True,28,0.10963141031774103,16.747492255633542
28,2020-02-19,0,84.95829051930002,8.778321698248712,True,29,0.11976743038750494,16.747492255633542
29,2020-02-20,0,84.95829051930002,8.778321698248712,True,30,0.13083355317954337,16.747492255633542
30,2020-02-21,0,84.95829051930002,8.778321698248712,True,31,0.14291376962561064,16.747492255633542
31,2020-02-22,0,84.95829051930002,8.778321698248712,True,32,0.15609939350578253,16.747492255633542
32,2020-02-23,0,84.95829051930002,8.778321698248712,True,33,0.1704896493071162,16.747492255633542
33,2020-02-24,0,84.95829051930002,8.778321698248712,True,34,0.18619229736128073,16.747492255633542
34,2020-02-25,0,84.95829051930002,8.778321698248712,True,35,0.20332429658062925,16.747492255633542
35,2020-02-26,0,84.95829051930002,8.778321698248712,True,36,0.22201250460066652,16.747492255633542
36,2020-02-27,0,84.95829051930002,8.778321698248712,True,37,0.24239441449314147,16.747492255633542
37,2020-02-28,0,84.95829051930002,8.778321698248712,True,38,0.2646189264151017,16.747492255633542
38,2020-02-29,0,84.95829051930002,8.778321698248712,True,39,0.2888471515795838,16.747492255633542
39,2020-03-01,0,84.95829051930002,8.778321698248712,True,40,0.3152532447449384,16.747492255633542
40,2020-03-02,0,84.95829051930002,8.778321698248712,True,41,0.3440252599914752,16.747492255633542
41,2020-03-03,0,84.95829051930002,8.778321698248712,True,42,0.3753660228534483,16.747492255633542
42,2020-03-04,0,84.95829051930002,8.778321698248712,True,43,0.4094940098673282,16.747492255633542
43,2020-03-05,0,84.95829051930002,8.778321698248712,True,44,0.4466442242493668,16.747492255633542
44,2020-03-06,0,84.95829051930002,8.778321698248712,True,45,0.4870690536932599,16.747492255633542
45,2020-03-07,0,84.95829051930002,8.778321698248712,True,46,0.5310390931519617,16.747492255633542
46,2020-03-08,0,84.95829051930002,8.778321698248712,True,47,0.5788439119118632,16.747492255633542
47,2020-03-09,0,84.95829051930002,8.778321698248712,True,48,0.6307927402674115,16.747492255633542
48,2020-03-10,0,84.95829051930002,8.778321698248712,True,49,0.6872150466583441,16.747492255633542
49,2020-03-11,0,84.95829051930002,8.778321698248712,True,50,0.7484609712579642,16.747492255633542
50,2020-03-12,0,84.95829051930002,8.778321698248712,True,51,0.8149015767432544,16.747492255633542
51,2020-03-13,0,84.95829051930002,8.778321698248712,True,52,0.8869288714141702,16.747492255633542
52,2020-03-14,0,84.95829051930002,8.778321698248712,True,53,0.9649555540813959,16.747492255633542
53,2020-03-15,0,84.95829051930002,8.778321698248712,True,54,1.0494144243837555,16.747492255633542
54,2020-03-16,0,84.95829051930002,8.778321698248712,True,55,1.1407573966669269,16.747492255633542
55,2020-03-17,0,84.95829051930002,8.778321698248712,True,56,1.239454050567373,16.747492255633542
56,2020-03-18,0,84.95829051930002,8.778321698248712,True,57,1.3459896473971737,16.747492255633542
57,2020-03-19,1,84.95829051930002,8.778321698248712,True,58,1.4608625388057181,16.747492255633542
58,2020-03-20,1,84.95829051930002,8.778321698248712,True,59,1.5845808935867625,16.747492255633542
59,2020-03-21,2,84.95829051930002,8.778321698248712,True,60,1.71765867057847,16.747492255633542
60,2020-03-22,2,84.95829051930002,8.778321698248712,True,61,1.8606107711219588,16.747492255633542
61,2020-03-23,2,84.95829051930002,8.778321698248712,True,62,2.013947314304953,16.747492255633542
62,2020-03-24,2,84.95829051930002,8.778321698248712,True,63,2.1781669930368635,16.747492255633542
63,2020-03-25,2,84.95829051930002,8.778321698248712,True,64,2.3537494896468836,16.747492255633542
64,2020-03-26,2,84.95829051930002,8.778321698248712,True,65,2.5411469568058607,16.747492255633542
65,2020-03-27,2,84.95829051930002,8.778321698248712,True,66,2.74077460355511,16.747492255633542
66,2020-03-28,4,84.95829051930002,8.778321698248712,True,67,2.953000467142954,16.747492255633542
67,2020-03-29,4,84.95829051930002,8.778321698248712,True,68,3.1781344988068656,16.747492255633542
68,2020-03-30,4,84.95829051930002,8.778321698248712,True,69,3.416417144571251,16.747492255633542
69,2020-03-31,5,84.95829051930002,8.778321698248712,True,70,3.668007658808558,16.747492255633542
70,2020-04-01,5,84.95829051930002,8.778321698248712,True,71,3.932972446178981,16.747492255633542
71,2020-04-02,5,84.95829051930002,8.778321698248712,True,72,4.211273783239399,16.747492255633542
72,2020-04-03,5,84.95829051930002,8.778321698248712,True,73,4.502759320351331,16.747492255633542
73,2020-04-04,5,84.95829051930002,8.778321698248712,True,74,4.8071528027883685,16.747492255633542
74,2020-04-05,6,84.95829051930002,8.778321698248712,True,75,5.124046472122056,16.747492255633542
75,2020-04-06,6,84.95829051930002,8.778321698248712,True,76,5.452895610158056,16.747492255633542
76,2020-04-07,6,84.95829051930002,8.778321698248712,True,77,5.793015663663989,16.747492255633542
77,2020-04-08,6,84.95829051930002,8.778321698248712,True,78,6.143582335886561,16.747492255633542
78,2020-04-09,7,84.95829051930002,8.778321698248712,True,79,6.503634949241039,16.747492255633542
79,2020-04-10,7,84.95829051930002,8.778321698248712,True,80,6.872083273748165,16.747492255633542
80,2020-04-11,8,84.95829051930002,8.778321698248712,True,81,7.247717881621672,16.747492255633542
81,2020-04-12,9,84.95829051930002,8.778321698248712,True,82,7.629223936407776,16.747492255633542
82,2020-04-13,9,84.95829051930002,8.778321698248712,True,83,8.015198164208051,16.747492255633542
83,2020-04-14,9,84.95829051930002,8.778321698248712,True,84,8.404168595544498,16.747492255633542
84,2020-04-15,9,84.95829051930002,8.778321698248712,True,85,8.794616520985961,16.747492255633542
85,2020-04-16,9,84.95829051930002,8.778321698248712,True,86,9.18499998310596,16.747492255633542
86,2020-04-17,9,84.95829051930002,8.778321698248712,True,87,9.57377804154107,16.747492255633542
87,2020-04-18,9,84.95829051930002,8.778321698248712,True,88,9.959435004103984,16.747492255633542
88,2020-04-19,10,84.95829051930002,8.778321698248712,True,89,10.340503818838032,16.747492255633542
89,2020-04-20,10,84.95829051930002,8.778321698248712,True,90,10.715587869413403,16.747492255633542
90,2020-04-21,10,84.95829051930002,8.778321698248712,True,91,11.08338050528438,16.747492255633542
91,2020-04-22,10,84.95829051930002,8.778321698248712,True,92,11.442681761057848,16.747492255633542
92,2020-04-23,11,84.95829051930002,8.778321698248712,True,93,11.792411866537943,16.747492255633542
93,2020-04-24,11,84.95829051930002,8.778321698248712,True,94,12.131621308482773,16.747492255633542
94,2020-04-25,12,84.95829051930002,8.778321698248712,True,95,12.459497365631096,16.747492255633542
95,2020-04-26,13,84.95829051930002,8.778321698248712,True,96,12.775367189383946,16.747492255633542
96,2020-04-27,13,84.95829051930002,8.778321698248712,True,97,13.078697634878647,16.747492255633542
97,2020-04-28,13,84.95829051930002,8.778321698248712,True,98,13.369092154757723,16.747492255633542
98,2020-04-29,13,84.95829051930002,8.778321698248712,True,99,13.646285147109385,16.747492255633542
99,2020-04-30,14,84.95829051930002,8.778321698248712,True,100,13.91013419887365,16.747492255633542
100,2020-05-01,14,84.95829051930002,8.778321698248712,True,101,14.160610687798577,16.747492255633542
101,2020-05-02,14,84.95829051930002,8.778321698248712,True,102,14.39778920291322,16.747492255633542
102,2020-05-03,15,84.95829051930002,8.778321698248712,True,103,14.621836219770403,16.747492255633542
103,2020-05-04,15,84.95829051930002,8.778321698248712,True,104,14.832998427328368,16.747492255633542
104,2020-05-05,16,84.95829051930002,8.778321698248712,True,105,15.031591053297907,16.747492255633542
105,2020-05-06,16,84.95829051930002,8.778321698248712,True,106,15.217986478774872,16.747492255633542
106,2020-05-07,16,84.95829051930002,8.778321698248712,True,107,15.392603375091364,16.747492255633542
107,2020-05-08,16,84.95829051930002,8.778321698248712,True,108,15.555896539367634,16.747492255633542
108,2020-05-09,16,84.95829051930002,8.778321698248712,True,109,15.708347552716727,16.747492255633542
