,Report_Date,China_hong kong_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
63,2020-03-25,410,304,65.56041919157427,528.4073921423228,True,64,464.14894306155855,1056.8023087713282
64,2020-03-26,453,339,65.56041919157427,528.4073921423228,True,65,505.2292896006771,1056.8023087713282
65,2020-03-27,519,405,65.56041919157427,528.4073921423228,True,66,546.5922885127816,1056.8023087713282
66,2020-03-28,561,445,65.56041919157427,528.4073921423228,True,67,587.7333628634563,1056.8023087713282
67,2020-03-29,641,525,65.56041919157427,528.4073921423228,True,68,628.1586644497849,1056.8023087713282
68,2020-03-30,682,555,65.56041919157427,528.4073921423228,True,69,667.4083657555507,1056.8023087713282
69,2020-03-31,714,582,65.56041919157427,528.4073921423228,True,70,705.0765840856636,1056.8023087713282
70,2020-04-01,765,614,65.56041919157427,528.4073921423228,True,71,740.8262148350531,1056.8023087713282
71,2020-04-02,802,651,65.56041919157427,528.4073921423228,True,72,774.3977447932477,1056.8023087713282
72,2020-04-03,845,668,65.56041919157427,528.4073921423228,True,73,805.611964666577,1056.8023087713282
73,2020-04-04,862,685,65.56041919157427,528.4073921423228,True,74,834.3672334801483,1056.8023087713282
74,2020-04-05,890,680,65.56041919157427,528.4073921423228,True,75,860.6324526023797,1056.8023087713282
75,2020-04-06,914,694,65.56041919157427,528.4073921423228,True,76,884.4371435092048,1056.8023087713282
76,2020-04-07,935,715,65.56041919157427,528.4073921423228,True,77,905.8600160906418,1056.8023087713282
77,2020-04-08,960,692,65.56041919157427,528.4073921423228,True,78,925.0172295859481,1056.8023087713282
78,2020-04-09,973,676,65.56041919157427,528.4073921423228,True,79,942.0512660170659,1056.8023087713282
79,2020-04-10,989,676,65.56041919157427,528.4073921423228,True,80,957.1210280059466,1056.8023087713282
80,2020-04-11,1000,660,65.56041919157427,528.4073921423228,True,81,970.3934907810524,1056.8023087713282
81,2020-04-12,1004,640,65.56041919157427,528.4073921423228,True,82,982.0370109440069,1056.8023087713282
82,2020-04-13,1009,645,65.56041919157427,528.4073921423228,True,83,992.2162318175344,1056.8023087713282
83,2020-04-14,1012,574,65.56041919157427,528.4073921423228,True,84,1001.0884233155601,1056.8023087713282
84,2020-04-15,1017,554,65.56041919157427,528.4073921423228,True,85,1008.8010424884263,1056.8023087713282
85,2020-04-16,1017,528,65.56041919157427,528.4073921423228,True,86,1015.490286022881,1056.8023087713282
86,2020-04-17,1021,484,65.56041919157427,528.4073921423228,True,87,1021.2804154896769,1056.8023087713282
87,2020-04-18,1024,452,65.56041919157427,528.4073921423228,True,88,1026.2836596956372,1056.8023087713282
88,2020-04-19,1025,419,65.56041919157427,528.4073921423228,True,89,1030.6005284380717,1056.8023087713282
89,2020-04-20,1025,391,65.56041919157427,528.4073921423228,True,90,1034.3204031003952,1056.8023087713282
90,2020-04-21,1029,375,65.56041919157427,528.4073921423228,True,91,1037.5222987296456,1056.8023087713282
91,2020-04-22,1033,351,65.56041919157427,528.4073921423228,True,92,1040.2757178668062,1056.8023087713282
92,2020-04-23,1035,332,65.56041919157427,528.4073921423228,True,93,1042.6415378489091,1056.8023087713282
93,2020-04-24,1035,306,65.56041919157427,528.4073921423228,True,94,1044.6728905915618,1056.8023087713282
94,2020-04-25,1037,280,65.56041919157427,528.4073921423228,True,95,1046.4160073660564,1056.8023087713282
95,2020-04-26,1037,261,65.56041919157427,528.4073921423228,True,96,1047.9110113396077,1056.8023087713282
96,2020-04-27,1037,246,65.56041919157427,528.4073921423228,True,97,1049.1926482219862,1056.8023087713282
97,2020-04-28,1037,222,65.56041919157427,528.4073921423228,True,98,1050.2909507981663,1056.8023087713282
98,2020-04-29,1037,203,65.56041919157427,528.4073921423228,True,99,1051.2318369018783,1056.8023087713282
99,2020-04-30,1037,187,65.56041919157427,528.4073921423228,True,100,1052.0376429001935,1056.8023087713282
100,2020-05-01,1039,176,65.56041919157427,528.4073921423228,True,101,1052.727596339914,1056.8023087713282
101,2020-05-02,1039,171,65.56041919157427,528.4073921423228,True,102,1053.3182323095127,1056.8023087713282
102,2020-05-03,1039,156,65.56041919157427,528.4073921423228,True,103,1053.8237584938736,1056.8023087713282
103,2020-05-04,1040,136,65.56041919157427,528.4073921423228,True,104,1054.2563739931381,1056.8023087713282
104,2020-05-05,1040,116,65.56041919157427,528.4073921423228,True,105,1054.626546852859,1056.8023087713282
105,2020-05-06,1040,104,65.56041919157427,528.4073921423228,True,106,1054.9432549916244,1056.8023087713282
106,2020-05-07,1044,96,65.56041919157427,528.4073921423228,True,107,1055.2141948723838,1056.8023087713282
107,2020-05-08,1044,80,65.56041919157427,528.4073921423228,True,108,1055.4459618855306,1056.8023087713282
108,2020-05-09,1044,73,65.56041919157427,528.4073921423228,True,109,1055.64420602305,1056.8023087713282
109,2020-05-10,1047,61,65.56041919157427,528.4073921423228,True,110,1055.8137660419966,1056.8023087713282
110,2020-05-11,1047,58,65.56041919157427,528.4073921423228,True,111,1055.9587849535947,1056.8023087713282
111,2020-05-12,1047,52,65.56041919157427,528.4073921423228,True,112,1056.0828093380164,1056.8023087713282
112,2020-05-13,1050,38,65.56041919157427,528.4073921423228,True,113,1056.1888746776006,1056.8023087713282
113,2020-05-14,1051,38,65.56041919157427,528.4073921423228,True,114,1056.2795786239187,1056.8023087713282
114,2020-05-15,1052,29,65.56041919157427,528.4073921423228,True,115,1056.3571438662043,1056.8023087713282
115,2020-05-16,1052,26,65.56041919157427,528.4073921423228,True,116,1056.4234720487723,1056.8023087713282
116,2020-05-17,1055,27,65.56041919157427,528.4073921423228,True,117,1056.480189991214,1056.8023087713282
117,2020-05-18,1055,26,65.56041919157427,528.4073921423228,True,118,1056.5286892951638,1056.8023087713282
118,2020-05-19,1055,26,65.56041919157427,528.4073921423228,True,119,1056.5701602728961,1056.8023087713282
119,2020-05-20,1055,26,65.56041919157427,528.4073921423228,True,120,1056.6056210037652,1056.8023087713282
120,2020-05-21,1055,26,65.56041919157427,528.4073921423228,True,121,1056.6359422122373,1056.8023087713282
121,2020-05-22,1065,32,65.56041919157427,528.4073921423228,True,122,1056.6618685640979,1056.8023087713282
122,2020-05-23,1065,32,65.56041919157427,528.4073921423228,True,123,1056.6840368933792,1056.8023087713282
123,2020-05-24,1065,31,65.56041919157427,528.4073921423228,True,124,1056.7029918000728,1056.8023087713282
124,2020-05-25,1065,31,65.56041919157427,528.4073921423228,True,125,1056.719198996209,1056.8023087713282
125,2020-05-26,1065,28,65.56041919157427,528.4073921423228,True,126,1056.7330567241147,1056.8023087713282
126,2020-05-27,1066,28,65.56041919157427,528.4073921423228,True,127,1056.7449055244247,1056.8023087713282
127,2020-05-28,1066,27,65.56041919157427,528.4073921423228,True,128,1056.7550365916957,1056.8023087713282
