,Report_Date,China_fujian_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
105,2020-05-06,356,1,13.801952294664378,167.64415972422017,True,106,335.28823067457466,335.28831898552573
106,2020-05-07,356,1,13.801952294664378,167.64415972422017,True,107,335.28824412187976,335.28831898552573
107,2020-05-08,356,1,13.801952294664378,167.64415972422017,True,108,335.28825553221174,335.28831898552573
108,2020-05-09,356,1,13.801952294664378,167.64415972422017,True,109,335.2882652141275,335.28831898552573
109,2020-05-10,356,1,13.801952294664378,167.64415972422017,True,110,335.2882734294441,335.28831898552573
110,2020-05-11,356,1,13.801952294664378,167.64415972422017,True,111,335.2882804003194,335.28831898552573
111,2020-05-12,356,1,13.801952294664378,167.64415972422017,True,112,335.28828631525914,335.28831898552573
112,2020-05-13,356,1,13.801952294664378,167.64415972422017,True,113,335.28829133421436,335.28831898552573
113,2020-05-14,356,0,13.801952294664378,167.64415972422017,True,114,335.28829559290733,335.28831898552573
114,2020-05-15,356,0,13.801952294664378,167.64415972422017,True,115,335.28829920650105,335.28831898552573
115,2020-05-16,356,0,13.801952294664378,167.64415972422017,True,116,335.288302272714,335.28831898552573
116,2020-05-17,356,0,13.801952294664378,167.64415972422017,True,117,335.28830487446254,335.28831898552573
117,2020-05-18,356,0,13.801952294664378,167.64415972422017,True,118,335.2883070821029,335.28831898552573
118,2020-05-19,356,0,13.801952294664378,167.64415972422017,True,119,335.2883089553337,335.28831898552573
119,2020-05-20,356,0,13.801952294664378,167.64415972422017,True,120,335.28831054481094,335.28831898552573
120,2020-05-21,356,0,13.801952294664378,167.64415972422017,True,121,335.2883118935169,335.28831898552573
121,2020-05-22,356,0,13.801952294664378,167.64415972422017,True,122,335.2883130379234,335.28831898552573
122,2020-05-23,356,0,13.801952294664378,167.64415972422017,True,123,335.28831400897707,335.28831898552573
123,2020-05-24,356,0,13.801952294664378,167.64415972422017,True,124,335.2883148329374,335.28831898552573
124,2020-05-25,357,1,13.801952294664378,167.64415972422017,True,125,335.28831553208556,335.28831898552573
125,2020-05-26,357,1,13.801952294664378,167.64415972422017,True,126,335.2883161253281,335.28831898552573
126,2020-05-27,358,2,13.801952294664378,167.64415972422017,True,127,335.2883166287072,335.28831898552573
127,2020-05-28,358,2,13.801952294664378,167.64415972422017,True,128,335.2883170558354,335.28831898552573
