,Report_Date,Liechtenstein_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,0,62.247681001420986,40.98007802733434,True,25,0.08341947664208033,81.96008862482856
25,2020-02-16,0,0,62.247681001420986,40.98007802733434,True,26,0.1003464341429234,81.96008862482856
26,2020-02-17,0,0,62.247681001420986,40.98007802733434,True,27,0.12070304032939749,81.96008862482856
27,2020-02-18,0,0,62.247681001420986,40.98007802733434,True,28,0.14518193025996487,81.96008862482856
28,2020-02-19,0,0,62.247681001420986,40.98007802733434,True,29,0.17461461049215588,81.96008862482856
29,2020-02-20,0,0,62.247681001420986,40.98007802733434,True,30,0.20999885184661563,81.96008862482856
30,2020-02-21,0,0,62.247681001420986,40.98007802733434,True,31,0.25253128408351605,81.96008862482856
31,2020-02-22,0,0,62.247681001420986,40.98007802733434,True,32,0.3036460897273561,81.96008862482856
32,2020-02-23,0,0,62.247681001420986,40.98007802733434,True,33,0.3650608073239238,81.96008862482856
33,2020-02-24,0,0,62.247681001420986,40.98007802733434,True,34,0.43883036103839423,81.96008862482856
34,2020-02-25,0,0,62.247681001420986,40.98007802733434,True,35,0.5274105204015022,81.96008862482856
35,2020-02-26,0,0,62.247681001420986,40.98007802733434,True,36,0.6337320406245007,81.96008862482856
36,2020-02-27,0,0,62.247681001420986,40.98007802733434,True,37,0.7612867094869404,81.96008862482856
37,2020-02-28,0,0,62.247681001420986,40.98007802733434,True,38,0.9142263866157183,81.96008862482856
38,2020-02-29,0,0,62.247681001420986,40.98007802733434,True,39,1.097475801569583,81.96008862482856
39,2020-03-01,0,0,62.247681001420986,40.98007802733434,True,40,1.316859290862034,81.96008862482856
40,2020-03-02,0,0,62.247681001420986,40.98007802733434,True,41,1.579240683274332,81.96008862482856
41,2020-03-03,0,0,62.247681001420986,40.98007802733434,True,42,1.8926740351434832,81.96008862482856
42,2020-03-04,1,1,62.247681001420986,40.98007802733434,True,43,2.266560684160968,81.96008862482856
43,2020-03-05,1,1,62.247681001420986,40.98007802733434,True,44,2.7118049129156234,81.96008862482856
44,2020-03-06,1,1,62.247681001420986,40.98007802733434,True,45,3.240956163814444,81.96008862482856
45,2020-03-07,1,1,62.247681001420986,40.98007802733434,True,46,3.8683200328232084,81.96008862482856
46,2020-03-08,1,1,62.247681001420986,40.98007802733434,True,47,4.610013118007237,81.96008862482856
47,2020-03-09,1,1,62.247681001420986,40.98007802733434,True,48,5.483928394792631,81.96008862482856
48,2020-03-10,1,1,62.247681001420986,40.98007802733434,True,49,6.509568778840943,81.96008862482856
49,2020-03-11,1,1,62.247681001420986,40.98007802733434,True,50,7.707698291969114,81.96008862482856
50,2020-03-12,1,1,62.247681001420986,40.98007802733434,True,51,9.099755154498569,81.96008862482856
51,2020-03-13,1,1,62.247681001420986,40.98007802733434,True,52,10.706972796987241,81.96008862482856
52,2020-03-14,4,4,62.247681001420986,40.98007802733434,True,53,12.549167964601946,81.96008862482856
53,2020-03-15,4,4,62.247681001420986,40.98007802733434,True,54,14.643185004371995,81.96008862482856
54,2020-03-16,4,4,62.247681001420986,40.98007802733434,True,55,17.001036203868995,81.96008862482856
55,2020-03-17,7,7,62.247681001420986,40.98007802733434,True,56,19.62785006232541,81.96008862482856
56,2020-03-18,28,28,62.247681001420986,40.98007802733434,True,57,22.519825882816107,81.96008862482856
57,2020-03-19,28,28,62.247681001420986,40.98007802733434,True,58,25.66247742217031,81.96008862482856
58,2020-03-20,28,28,62.247681001420986,40.98007802733434,True,59,29.029503945744466,81.96008862482856
59,2020-03-21,37,37,62.247681001420986,40.98007802733434,True,60,32.58262266542063,81.96008862482856
60,2020-03-22,37,37,62.247681001420986,40.98007802733434,True,61,36.27260770613229,81.96008862482856
61,2020-03-23,51,51,62.247681001420986,40.98007802733434,True,62,40.041604431007414,81.96008862482856
62,2020-03-24,51,51,62.247681001420986,40.98007802733434,True,63,43.82655333788847,81.96008862482856
63,2020-03-25,51,51,62.247681001420986,40.98007802733434,True,64,47.5633242460183,81.96008862482856
64,2020-03-26,56,56,62.247681001420986,40.98007802733434,True,65,51.191000261862584,81.96008862482856
65,2020-03-27,56,56,62.247681001420986,40.98007802733434,True,66,54.65571595902663,81.96008862482856
66,2020-03-28,56,56,62.247681001420986,40.98007802733434,True,67,57.913557478729004,81.96008862482856
67,2020-03-29,56,56,62.247681001420986,40.98007802733434,True,68,60.932238483544914,81.96008862482856
68,2020-03-30,62,62,62.247681001420986,40.98007802733434,True,69,63.69150872899254,81.96008862482856
69,2020-03-31,68,68,62.247681001420986,40.98007802733434,True,70,66.1824629868501,81.96008862482856
70,2020-04-01,68,68,62.247681001420986,40.98007802733434,True,71,68.40605170974489,81.96008862482856
71,2020-04-02,75,75,62.247681001420986,40.98007802733434,True,72,70.3711389701383,81.96008862482856
72,2020-04-03,75,75,62.247681001420986,40.98007802733434,True,73,72.09242349213874,81.96008862482856
73,2020-04-04,77,76,62.247681001420986,40.98007802733434,True,74,73.58846467148732,81.96008862482856
74,2020-04-05,77,76,62.247681001420986,40.98007802733434,True,75,74.87996729057376,81.96008862482856
75,2020-04-06,77,21,62.247681001420986,40.98007802733434,True,76,75.98839802833773,81.96008862482856
76,2020-04-07,78,22,62.247681001420986,40.98007802733434,True,77,76.93494525255957,81.96008862482856
77,2020-04-08,78,22,62.247681001420986,40.98007802733434,True,78,77.73979368698095,81.96008862482856
78,2020-04-09,78,22,62.247681001420986,40.98007802733434,True,79,78.42166470883106,81.96008862482856
79,2020-04-10,79,23,62.247681001420986,40.98007802733434,True,80,78.99756630884411,81.96008862482856
80,2020-04-11,79,23,62.247681001420986,40.98007802733434,True,81,79.48269901755098,81.96008862482856
81,2020-04-12,79,23,62.247681001420986,40.98007802733434,True,82,79.89047115677205,81.96008862482856
82,2020-04-13,79,23,62.247681001420986,40.98007802733434,True,83,80.23258563533258,81.96008862482856
83,2020-04-14,79,23,62.247681001420986,40.98007802733434,True,84,80.51916933192027,81.96008862482856
84,2020-04-15,79,23,62.247681001420986,40.98007802733434,True,85,80.75892392617632,81.96008862482856
85,2020-04-16,79,23,62.247681001420986,40.98007802733434,True,86,80.95928346826118,81.96008862482856
86,2020-04-17,79,23,62.247681001420986,40.98007802733434,True,87,81.12656898360119,81.96008862482856
87,2020-04-18,79,23,62.247681001420986,40.98007802733434,True,88,81.2661341398171,81.96008862482856
88,2020-04-19,81,25,62.247681001420986,40.98007802733434,True,89,81.38249867504756,81.96008862482856
89,2020-04-20,81,25,62.247681001420986,40.98007802733434,True,90,81.47946812820588,81.96008862482856
90,2020-04-21,81,25,62.247681001420986,40.98007802733434,True,91,81.56023962711093,81.96008862482856
91,2020-04-22,81,25,62.247681001420986,40.98007802733434,True,92,81.62749425040282,81.96008862482856
92,2020-04-23,81,25,62.247681001420986,40.98007802733434,True,93,81.68347691806675,81.96008862482856
93,2020-04-24,81,25,62.247681001420986,40.98007802733434,True,94,81.73006498505039,81.96008862482856
94,2020-04-25,81,25,62.247681001420986,40.98007802733434,True,95,81.76882678758619,81.96008862482856
95,2020-04-26,82,26,62.247681001420986,40.98007802733434,True,96,81.80107137578877,81.96008862482856
96,2020-04-27,82,26,62.247681001420986,40.98007802733434,True,97,81.82789059602783,81.96008862482856
97,2020-04-28,82,26,62.247681001420986,40.98007802733434,True,98,81.85019458766975,81.96008862482856
98,2020-04-29,82,26,62.247681001420986,40.98007802733434,True,99,81.86874164761127,81.96008862482856
99,2020-04-30,82,26,62.247681001420986,40.98007802733434,True,100,81.88416330312147,81.96008862482856
100,2020-05-01,82,26,62.247681001420986,40.98007802733434,True,101,81.89698532520067,81.96008862482856
101,2020-05-02,82,26,62.247681001420986,40.98007802733434,True,102,81.90764531448639,81.96008862482856
102,2020-05-03,82,26,62.247681001420986,40.98007802733434,True,103,81.91650740135336,81.96008862482856
103,2020-05-04,82,26,62.247681001420986,40.98007802733434,True,104,81.92387452176078,81.96008862482856
104,2020-05-05,82,26,62.247681001420986,40.98007802733434,True,105,81.92999866035905,81.96008862482856
105,2020-05-06,82,26,62.247681001420986,40.98007802733434,True,106,81.93508939174023,81.96008862482856
106,2020-05-07,82,26,62.247681001420986,40.98007802733434,True,107,81.93932099864521,81.96008862482856
107,2020-05-08,82,26,62.247681001420986,40.98007802733434,True,108,81.942838401495,81.96008862482856
108,2020-05-09,82,26,62.247681001420986,40.98007802733434,True,109,81.94576209586464,81.96008862482856
109,2020-05-10,82,26,62.247681001420986,40.98007802733434,True,110,81.94819226258012,81.96008862482856
110,2020-05-11,82,26,62.247681001420986,40.98007802733434,True,111,81.95021218818643,81.96008862482856
111,2020-05-12,82,26,62.247681001420986,40.98007802733434,True,112,81.95189111087966,81.96008862482856
112,2020-05-13,82,26,62.247681001420986,40.98007802733434,True,113,81.95328658798047,81.96008862482856
113,2020-05-14,82,26,62.247681001420986,40.98007802733434,True,114,81.95444646509222,81.96008862482856
114,2020-05-15,82,26,62.247681001420986,40.98007802733434,True,115,81.95541051375402,81.96008862482856
115,2020-05-16,82,26,62.247681001420986,40.98007802733434,True,116,81.95621179325691,81.96008862482856
116,2020-05-17,82,26,62.247681001420986,40.98007802733434,True,117,81.95687778298549,81.96008862482856
117,2020-05-18,82,26,62.247681001420986,40.98007802733434,True,118,81.95743132388623,81.96008862482856
118,2020-05-19,82,26,62.247681001420986,40.98007802733434,True,119,81.95789140119037,81.96008862482856
119,2020-05-20,82,26,62.247681001420986,40.98007802733434,True,120,81.95827379512637,81.96008862482856
120,2020-05-21,82,26,62.247681001420986,40.98007802733434,True,121,81.95859162186368,81.96008862482856
121,2020-05-22,82,26,62.247681001420986,40.98007802733434,True,122,81.95885578318978,81.96008862482856
122,2020-05-23,82,26,62.247681001420986,40.98007802733434,True,123,81.95907534030798,81.96008862482856
123,2020-05-24,82,26,62.247681001420986,40.98007802733434,True,124,81.95925782455282,81.96008862482856
124,2020-05-25,82,26,62.247681001420986,40.98007802733434,True,125,81.9594094956638,81.96008862482856
125,2020-05-26,82,26,62.247681001420986,40.98007802733434,True,126,81.95953555646474,81.96008862482856
126,2020-05-27,82,26,62.247681001420986,40.98007802733434,True,127,81.95964033130512,81.96008862482856
127,2020-05-28,82,26,62.247681001420986,40.98007802733434,True,128,81.95972741437832,81.96008862482856
