,Report_Date,Dominican Republic_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
69,2020-03-31,1109,1053,107.78881509603916,9645.628862949647,True,70,1278.9504094192557,17213.902560030674
70,2020-04-01,1284,1218,107.78881509603916,9645.628862949647,True,71,1365.1157765464682,17213.902560030674
71,2020-04-02,1380,1304,107.78881509603916,9645.628862949647,True,72,1456.616823126087,17213.902560030674
72,2020-04-03,1488,1404,107.78881509603916,9645.628862949647,True,73,1553.719426582937,17213.902560030674
73,2020-04-04,1488,1404,107.78881509603916,9645.628862949647,True,74,1656.6938869809167,17213.902560030674
74,2020-04-05,1745,1646,107.78881509603916,9645.628862949647,True,75,1765.8136733072015,17213.902560030674
75,2020-04-06,1828,1709,107.78881509603916,9645.628862949647,True,76,1881.353963036306,17213.902560030674
76,2020-04-07,1956,1822,107.78881509603916,9645.628862949647,True,77,2003.5899621402814,17213.902560030674
77,2020-04-08,2111,1953,107.78881509603916,9645.628862949647,True,78,2132.7949945626874,17213.902560030674
78,2020-04-09,2349,2151,107.78881509603916,9645.628862949647,True,79,2269.2383526939807,17213.902560030674
79,2020-04-10,2620,2396,107.78881509603916,9645.628862949647,True,80,2413.1829036504137,17213.902560030674
80,2020-04-11,2759,2516,107.78881509603916,9645.628862949647,True,81,2564.882450233271,17213.902560030674
81,2020-04-12,2967,2663,107.78881509603916,9645.628862949647,True,82,2724.578850379475,17213.902560030674
82,2020-04-13,3167,2838,107.78881509603916,9645.628862949647,True,83,2892.4989047342096,17213.902560030674
83,2020-04-14,3286,2941,107.78881509603916,9645.628862949647,True,84,3068.851028675645,17213.902560030674
84,2020-04-15,3614,3217,107.78881509603916,9645.628862949647,True,85,3253.8217326563345,17213.902560030674
85,2020-04-16,3755,3344,107.78881509603916,9645.628862949647,True,86,3447.5719430024287,17213.902560030674
86,2020-04-17,4126,3658,107.78881509603916,9645.628862949647,True,87,3650.233204182604,17213.902560030674
87,2020-04-18,4335,3806,107.78881509603916,9645.628862949647,True,88,3861.9038128141065,17213.902560030674
88,2020-04-19,4680,4091,107.78881509603916,9645.628862949647,True,89,4082.6449430389644,17213.902560030674
89,2020-04-20,4964,4313,107.78881509603916,9645.628862949647,True,90,4312.476832039159,17213.902560030674
90,2020-04-21,5044,4336,107.78881509603916,9645.628862949647,True,91,4551.375102963482,17213.902560030674
91,2020-04-22,5300,4459,107.78881509603916,9645.628862949647,True,92,4799.267309957087,17213.902560030674
92,2020-04-23,5543,4697,107.78881509603916,9645.628862949647,True,93,5056.029795825599,17213.902560030674
93,2020-04-24,5749,4719,107.78881509603916,9645.628862949647,True,94,5321.484956621955,17213.902560030674
94,2020-04-25,5926,4831,107.78881509603916,9645.628862949647,True,95,5595.399008620027,17213.902560030674
95,2020-04-26,6135,4947,107.78881509603916,9645.628862949647,True,96,5877.4803512831195,17213.902560030674
96,2020-04-27,6293,5018,107.78881509603916,9645.628862949647,True,97,6167.378614576506,17213.902560030674
97,2020-04-28,6416,4965,107.78881509603916,9645.628862949647,True,98,6464.684470058664,17213.902560030674
98,2020-04-29,6652,5131,107.78881509603916,9645.628862949647,True,99,6768.93027251734,17213.902560030674
99,2020-04-30,6972,5370,107.78881509603916,9645.628862949647,True,100,7079.59158258081,17213.902560030674
100,2020-05-01,7288,5588,107.78881509603916,9645.628862949647,True,101,7396.089601025076,17213.902560030674
101,2020-05-02,7578,5771,107.78881509603916,9645.628862949647,True,102,7717.794522925686,17213.902560030674
102,2020-05-03,7954,6015,107.78881509603916,9645.628862949647,True,103,8044.02979508942,17213.902560030674
103,2020-05-04,8235,6118,107.78881509603916,9645.628862949647,True,104,8374.077234257915,17213.902560030674
104,2020-05-05,8480,6221,107.78881509603916,9645.628862949647,True,105,8707.182937461303,17213.902560030674
105,2020-05-06,8807,6485,107.78881509603916,9645.628862949647,True,106,9042.56389076916,17213.902560030674
106,2020-05-07,9095,6658,107.78881509603916,9645.628862949647,True,107,9379.415159717062,17213.902560030674
107,2020-05-08,9376,6710,107.78881509603916,9645.628862949647,True,108,9716.917525008279,17213.902560030674
108,2020-05-09,9882,6913,107.78881509603916,9645.628862949647,True,109,10054.245411704898,17213.902560030674
109,2020-05-10,10347,7196,107.78881509603916,9645.628862949647,True,110,10390.57494983374,17213.902560030674
110,2020-05-11,10634,7371,107.78881509603916,9645.628862949647,True,111,10725.09199968874,17213.902560030674
111,2020-05-12,10900,7277,107.78881509603916,9645.628862949647,True,112,11056.999976360876,17213.902560030674
112,2020-05-13,11196,7566,107.78881509603916,9645.628862949647,True,113,11385.527315103609,17213.902560030674
113,2020-05-14,11320,7547,107.78881509603916,9645.628862949647,True,114,11709.93443166575,17213.902560030674
114,2020-05-15,11739,7758,107.78881509603916,9645.628862949647,True,115,12029.520049033543,17213.902560030674
115,2020-05-16,12110,7956,107.78881509603916,9645.628862949647,True,116,12343.626783223493,17213.902560030674
116,2020-05-17,12314,6039,107.78881509603916,9645.628862949647,True,117,12651.645904791922,17213.902560030674
117,2020-05-18,12725,5678,107.78881509603916,9645.628862949647,True,118,12953.021218417258,17213.902560030674
118,2020-05-19,13223,6169,107.78881509603916,9645.628862949647,True,119,13247.252029089645,17213.902560030674
119,2020-05-20,13477,5889,107.78881509603916,9645.628862949647,True,120,13533.895188988008,17213.902560030674
120,2020-05-21,13657,5843,107.78881509603916,9645.628862949647,True,121,13812.566243034526,17213.902560030674
121,2020-05-22,13989,5961,107.78881509603916,9645.628862949647,True,122,14082.939712555779,17213.902560030674
122,2020-05-23,14422,6110,107.78881509603916,9645.628862949647,True,123,14344.748574814066,17213.902560030674
123,2020-05-24,14801,6210,107.78881509603916,9645.628862949647,True,124,14597.783010982748,17213.902560030674
124,2020-05-25,15073,6328,107.78881509603916,9645.628862949647,True,125,14841.88850622168,17213.902560030674
125,2020-05-26,15264,6262,107.78881509603916,9645.628862949647,True,126,15076.963392857526,17213.902560030674
126,2020-05-27,15723,6459,107.78881509603916,9645.628862949647,True,127,15302.955931456921,17213.902560030674
127,2020-05-28,16068,6631,107.78881509603916,9645.628862949647,True,128,15519.861025105012,17213.902560030674
