,Report_Date,China_gansu_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
69,2020-03-31,138,22.268539362440887,69.56380869309487,True,70,135.69186423901297,138.61584622735933
70,2020-04-01,138,22.268539362440887,69.56380869309487,True,71,135.94070981193894,138.61584622735933
71,2020-04-02,138,22.268539362440887,69.56380869309487,True,72,136.17192453032723,138.61584622735933
72,2020-04-03,138,22.268539362440887,69.56380869309487,True,73,136.38670251545142,138.61584622735933
73,2020-04-04,138,22.268539362440887,69.56380869309487,True,74,136.58616475467477,138.61584622735933
74,2020-04-05,138,22.268539362440887,69.56380869309487,True,75,136.77136247029557,138.61584622735933
75,2020-04-06,139,22.268539362440887,69.56380869309487,True,76,136.94328050328699,138.61584622735933
76,2020-04-07,139,22.268539362440887,69.56380869309487,True,77,137.1028406785819,138.61584622735933
77,2020-04-08,139,22.268539362440887,69.56380869309487,True,78,137.25090512457047,138.61584622735933
78,2020-04-09,139,22.268539362440887,69.56380869309487,True,79,137.3882795247388,138.61584622735933
79,2020-04-10,139,22.268539362440887,69.56380869309487,True,80,137.51571628395118,138.61584622735933
80,2020-04-11,139,22.268539362440887,69.56380869309487,True,81,137.63391759582274,138.61584622735933
81,2020-04-12,139,22.268539362440887,69.56380869309487,True,82,137.74353840101585,138.61584622735933
82,2020-04-13,139,22.268539362440887,69.56380869309487,True,83,137.84518922917346,138.61584622735933
83,2020-04-14,139,22.268539362440887,69.56380869309487,True,84,137.93943891963923,138.61584622735933
84,2020-04-15,139,22.268539362440887,69.56380869309487,True,85,138.02681721815662,138.61584622735933
