,Report_Date,Bolivia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
69,2020-03-31,107,101,146.4725476961169,20217.17610080927,False,70,135.25624130418547,40434.352201618545
70,2020-04-01,115,107,146.4725476961169,20217.17610080927,False,71,145.67943706732905,40434.352201618545
71,2020-04-02,123,114,146.4725476961169,20217.17610080927,False,72,156.90274387991315,40434.352201618545
72,2020-04-03,132,122,146.4725476961169,20217.17610080927,False,73,168.9870800861532,40434.352201618545
73,2020-04-04,139,128,146.4725476961169,20217.17610080927,False,74,181.99792223223088,40434.352201618545
74,2020-04-05,157,145,146.4725476961169,20217.17610080927,False,75,196.00563333620792,40434.352201618545
75,2020-04-06,183,170,146.4725476961169,20217.17610080927,False,76,211.08581273765017,40434.352201618545
76,2020-04-07,194,178,146.4725476961169,20217.17610080927,False,77,227.31966860611163,40434.352201618545
77,2020-04-08,210,193,146.4725476961169,20217.17610080927,False,78,244.79441418174264,40434.352201618545
78,2020-04-09,264,244,146.4725476961169,20217.17610080927,False,79,263.60368880191345,40434.352201618545
79,2020-04-10,268,247,146.4725476961169,20217.17610080927,False,80,283.84800473205627,40434.352201618545
80,2020-04-11,275,253,146.4725476961169,20217.17610080927,False,81,305.6352207636729,40434.352201618545
81,2020-04-12,300,274,146.4725476961169,20217.17610080927,False,82,329.0810434639115,40434.352201618545
82,2020-04-13,330,301,146.4725476961169,20217.17610080927,False,83,354.3095568549935,40434.352201618545
83,2020-04-14,354,320,146.4725476961169,20217.17610080927,False,84,381.45378116327123,40434.352201618545
84,2020-04-15,397,362,146.4725476961169,20217.17610080927,False,85,410.6562611012565,40434.352201618545
85,2020-04-16,441,398,146.4725476961169,20217.17610080927,False,86,442.0696839254526,40434.352201618545
86,2020-04-17,465,408,146.4725476961169,20217.17610080927,False,87,475.8575272412607,40434.352201618545
87,2020-04-18,493,431,146.4725476961169,20217.17610080927,False,88,512.1947361958956,40434.352201618545
88,2020-04-19,520,457,146.4725476961169,20217.17610080927,False,89,551.2684293025418,40434.352201618545
89,2020-04-20,564,500,146.4725476961169,20217.17610080927,False,90,593.2786316644899,40434.352201618545
90,2020-04-21,598,527,146.4725476961169,20217.17610080927,False,91,638.439033806382,40434.352201618545
91,2020-04-22,609,528,146.4725476961169,20217.17610080927,False,92,686.9777736598242,40434.352201618545
92,2020-04-23,703,616,146.4725476961169,20217.17610080927,False,93,739.1382384805635,40434.352201618545
93,2020-04-24,807,709,146.4725476961169,20217.17610080927,False,94,795.1798825815255,40434.352201618545
94,2020-04-25,866,766,146.4725476961169,20217.17610080927,False,95,855.3790557371339,40434.352201618545
95,2020-04-26,950,820,146.4725476961169,20217.17610080927,False,96,920.0298359360753,40434.352201618545
96,2020-04-27,1014,863,146.4725476961169,20217.17610080927,False,97,989.4448588185865,40434.352201618545
97,2020-04-28,1053,888,146.4725476961169,20217.17610080927,False,98,1063.9561346176001,40434.352201618545
98,2020-04-29,1110,934,146.4725476961169,20217.17610080927,False,99,1143.9158417188123,40434.352201618545
99,2020-04-30,1167,973,146.4725476961169,20217.17610080927,False,100,1229.6970840528986,40434.352201618545
100,2020-05-01,1229,1029,146.4725476961169,20217.17610080927,False,101,1321.6945974264552,40434.352201618545
101,2020-05-02,1470,1240,146.4725476961169,20217.17610080927,False,102,1420.3253875832263,40434.352201618545
102,2020-05-03,1594,1352,146.4725476961169,20217.17610080927,False,103,1526.0292802657411,40434.352201618545
103,2020-05-04,1681,1425,146.4725476961169,20217.17610080927,False,104,1639.2693608281124,40434.352201618545
104,2020-05-05,1802,1529,146.4725476961169,20217.17610080927,False,105,1760.5322780510007,40434.352201618545
105,2020-05-06,1886,1597,146.4725476961169,20217.17610080927,False,106,1890.3283837579725,40434.352201618545
106,2020-05-07,2081,1760,146.4725476961169,20217.17610080927,False,107,2029.191676670507,40434.352201618545
107,2020-05-08,2266,1923,146.4725476961169,20217.17610080927,False,108,2177.6795157246765,40434.352201618545
108,2020-05-09,2437,2065,146.4725476961169,20217.17610080927,False,109,2336.3720648830936,40434.352201618545
109,2020-05-10,2556,2165,146.4725476961169,20217.17610080927,False,110,2505.871428410015,40434.352201618545
110,2020-05-11,2831,2410,146.4725476961169,20217.17610080927,False,111,2686.8004327592057,40434.352201618545
111,2020-05-12,2964,2523,146.4725476961169,20217.17610080927,False,112,2879.8010088051415,40434.352201618545
112,2020-05-13,3148,2667,146.4725476961169,20217.17610080927,False,113,3085.532126308785,40434.352201618545
113,2020-05-14,3372,2864,146.4725476961169,20217.17610080927,False,114,3304.6672314618377,40434.352201618545
114,2020-05-15,3577,2979,146.4725476961169,20217.17610080927,False,115,3537.891138340505,40434.352201618545
115,2020-05-16,3826,3188,146.4725476961169,20217.17610080927,False,116,3785.896326392925,40434.352201618545
116,2020-05-17,4088,3426,146.4725476961169,20217.17610080927,False,117,4049.3785989797734,40434.352201618545
117,2020-05-18,4263,3586,146.4725476961169,20217.17610080927,False,118,4329.032062798688,40434.352201618545
118,2020-05-19,4481,3759,146.4725476961169,20217.17610080927,False,119,4625.543395070262,40434.352201618545
119,2020-05-20,4919,4167,146.4725476961169,20217.17610080927,False,120,4939.585374958301,40434.352201618545
120,2020-05-21,5187,4411,146.4725476961169,20217.17610080927,False,121,5271.809668123639,40434.352201618545
121,2020-05-22,5579,4774,146.4725476961169,20217.17610080927,False,122,5622.838868800708,40434.352201618545
122,2020-05-23,5915,5066,146.4725476961169,20217.17610080927,False,123,5993.257822489542,40434.352201618545
123,2020-05-24,6263,5384,146.4725476961169,20217.17610080927,False,124,6383.604274308758,40434.352201618545
124,2020-05-25,6660,5752,146.4725476961169,20217.17610080927,False,125,6794.358913143747,40434.352201618545
125,2020-05-26,7136,6185,146.4725476961169,20217.17610080927,False,126,7225.934909647154,40434.352201618545
126,2020-05-27,7768,6799,146.4725476961169,20217.17610080927,False,127,7678.667076384843,40434.352201618545
127,2020-05-28,8387,7356,146.4725476961169,20217.17610080927,False,128,8152.800810197547,40434.352201618545
