,Report_Date,Brunei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,58.491943401290754,71.41105748198703,True,36,1.6864891109353206,142.052116641078
36,2020-02-27,0,58.491943401290754,71.41105748198703,True,37,2.048100397832294,142.052116641078
37,2020-02-28,0,58.491943401290754,71.41105748198703,True,38,2.4858814879139643,142.052116641078
38,2020-02-29,0,58.491943401290754,71.41105748198703,True,39,3.015233913653866,142.052116641078
39,2020-03-01,0,58.491943401290754,71.41105748198703,True,40,3.654373223562455,142.052116641078
40,2020-03-02,0,58.491943401290754,71.41105748198703,True,41,4.424703218145058,142.052116641078
41,2020-03-03,0,58.491943401290754,71.41105748198703,True,42,5.351172440934121,142.052116641078
42,2020-03-04,0,58.491943401290754,71.41105748198703,True,43,6.462572515989053,142.052116641078
43,2020-03-05,0,58.491943401290754,71.41105748198703,True,44,7.791719193715929,142.052116641078
44,2020-03-06,0,58.491943401290754,71.41105748198703,True,45,9.375434116881888,142.052116641078
45,2020-03-07,0,58.491943401290754,71.41105748198703,True,46,11.254219848056952,142.052116641078
46,2020-03-08,0,58.491943401290754,71.41105748198703,True,47,13.471496302195433,142.052116641078
47,2020-03-09,1,58.491943401290754,71.41105748198703,True,48,16.072250335069892,142.052116641078
48,2020-03-10,1,58.491943401290754,71.41105748198703,True,49,19.10095285608964,142.052116641078
49,2020-03-11,11,58.491943401290754,71.41105748198703,True,50,22.59863443489124,142.052116641078
50,2020-03-12,11,58.491943401290754,71.41105748198703,True,51,26.599097666591042,142.052116641078
51,2020-03-13,37,58.491943401290754,71.41105748198703,True,52,31.12439532819401,142.052116641078
52,2020-03-14,40,58.491943401290754,71.41105748198703,True,53,36.179916713584575,142.052116641078
53,2020-03-15,50,58.491943401290754,71.41105748198703,True,54,41.74967384166257,142.052116641078
54,2020-03-16,54,58.491943401290754,71.41105748198703,True,55,47.79260330218072,142.052116641078
55,2020-03-17,56,58.491943401290754,71.41105748198703,True,56,54.240806558162916,142.052116641078
56,2020-03-18,68,58.491943401290754,71.41105748198703,True,57,61.00054493524379,142.052116641078
57,2020-03-19,75,58.491943401290754,71.41105748198703,True,58,67.95643087867899,142.052116641078
58,2020-03-20,78,58.491943401290754,71.41105748198703,True,59,74.97865212413052,142.052116641078
59,2020-03-21,83,58.491943401290754,71.41105748198703,True,60,81.93237944865842,142.052116641078
60,2020-03-22,88,58.491943401290754,71.41105748198703,True,61,88.68796266815635,142.052116641078
61,2020-03-23,91,58.491943401290754,71.41105748198703,True,62,95.13031316602883,142.052116641078
62,2020-03-24,104,58.491943401290754,71.41105748198703,True,63,101.16608414549596,142.052116641078
63,2020-03-25,109,58.491943401290754,71.41105748198703,True,64,106.72780983964839,142.052116641078
64,2020-03-26,114,58.491943401290754,71.41105748198703,True,65,111.77485125037313,142.052116641078
65,2020-03-27,115,58.491943401290754,71.41105748198703,True,66,116.29159811239028,142.052116641078
66,2020-03-28,120,58.491943401290754,71.41105748198703,True,67,120.28374710879629,142.052116641078
67,2020-03-29,126,58.491943401290754,71.41105748198703,True,68,123.77357889295365,142.052116641078
68,2020-03-30,127,58.491943401290754,71.41105748198703,True,69,126.79504672504147,142.052116641078
69,2020-03-31,129,58.491943401290754,71.41105748198703,True,70,129.3892643885528,142.052116641078
70,2020-04-01,131,58.491943401290754,71.41105748198703,True,71,131.6007319363858,142.052116641078
71,2020-04-02,133,58.491943401290754,71.41105748198703,True,72,133.47442534342085,142.052116641078
72,2020-04-03,134,58.491943401290754,71.41105748198703,True,73,135.0537264430869,142.052116641078
73,2020-04-04,135,58.491943401290754,71.41105748198703,True,74,136.379083169475,142.052116641078
74,2020-04-05,135,58.491943401290754,71.41105748198703,True,75,137.4872542064598,142.052116641078
