,Report_Date,China_beijing_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
30,2020-02-21,396,23.87006184977938,297.457982771809,True,31,359.6561091191206,592.8580287858846
31,2020-02-22,399,23.87006184977938,297.457982771809,True,32,368.0682420328341,592.8580287858846
32,2020-02-23,399,23.87006184977938,297.457982771809,True,33,376.3623668722518,592.8580287858846
33,2020-02-24,399,23.87006184977938,297.457982771809,True,34,384.52657894782203,592.8580287858846
34,2020-02-25,400,23.87006184977938,297.457982771809,True,35,392.54979587832815,592.8580287858846
35,2020-02-26,400,23.87006184977938,297.457982771809,True,36,400.42180487710823,592.8580287858846
36,2020-02-27,410,23.87006184977938,297.457982771809,True,37,408.13329929256986,592.8580287858846
37,2020-02-28,410,23.87006184977938,297.457982771809,True,38,415.6759044263126,592.8580287858846
38,2020-02-29,411,23.87006184977938,297.457982771809,True,39,423.04219284997816,592.8580287858846
39,2020-03-01,413,23.87006184977938,297.457982771809,True,40,430.22568962091646,592.8580287858846
40,2020-03-02,414,23.87006184977938,297.457982771809,True,41,437.2208679531514,592.8580287858846
41,2020-03-03,414,23.87006184977938,297.457982771809,True,42,444.023136031329,592.8580287858846
42,2020-03-04,418,23.87006184977938,297.457982771809,True,43,450.62881575983937,592.8580287858846
43,2020-03-05,418,23.87006184977938,297.457982771809,True,44,457.0351143167288,592.8580287858846
44,2020-03-06,422,23.87006184977938,297.457982771809,True,45,463.2400894328745,592.8580287858846
45,2020-03-07,426,23.87006184977938,297.457982771809,True,46,469.2426093425913,592.8580287858846
46,2020-03-08,428,23.87006184977938,297.457982771809,True,47,475.04230835441854,592.8580287858846
47,2020-03-09,428,23.87006184977938,297.457982771809,True,48,480.63953897284966,592.8580287858846
48,2020-03-10,429,23.87006184977938,297.457982771809,True,49,486.0353214661228,592.8580287858846
49,2020-03-11,435,23.87006184977938,297.457982771809,True,50,491.23129172496186,592.8580287858846
50,2020-03-12,435,23.87006184977938,297.457982771809,True,51,496.22964819545973,592.8580287858846
51,2020-03-13,436,23.87006184977938,297.457982771809,True,52,501.03309859916845,592.8580287858846
52,2020-03-14,437,23.87006184977938,297.457982771809,True,53,505.6448070777601,592.8580287858846
53,2020-03-15,442,23.87006184977938,297.457982771809,True,54,510.0683423209516,592.8580287858846
54,2020-03-16,452,23.87006184977938,297.457982771809,True,55,514.3076271570461,592.8580287858846
55,2020-03-17,456,23.87006184977938,297.457982771809,True,56,518.3668900073989,592.8580287858846
56,2020-03-18,469,23.87006184977938,297.457982771809,True,57,522.2506185309899,592.8580287858846
57,2020-03-19,480,23.87006184977938,297.457982771809,True,58,525.9635157143568,592.8580287858846
58,2020-03-20,491,23.87006184977938,297.457982771809,True,59,529.5104585963743,592.8580287858846
59,2020-03-21,504,23.87006184977938,297.457982771809,True,60,532.8964597574168,592.8580287858846
60,2020-03-22,522,23.87006184977938,297.457982771809,True,61,536.1266316487107,592.8580287858846
61,2020-03-23,537,23.87006184977938,297.457982771809,True,62,539.206153790341,592.8580287858846
62,2020-03-24,558,23.87006184977938,297.457982771809,True,63,542.140242825395,592.8580287858846
63,2020-03-25,561,23.87006184977938,297.457982771809,True,64,544.934125382937,592.8580287858846
64,2020-03-26,566,23.87006184977938,297.457982771809,True,65,547.5930136735991,592.8580287858846
65,2020-03-27,569,23.87006184977938,297.457982771809,True,66,550.1220837181695,592.8580287858846
66,2020-03-28,573,23.87006184977938,297.457982771809,True,67,552.5264560912013,592.8580287858846
67,2020-03-29,577,23.87006184977938,297.457982771809,True,68,554.8111790478731,592.8580287858846
68,2020-03-30,577,23.87006184977938,297.457982771809,True,69,556.9812138926023,592.8580287858846
69,2020-03-31,580,23.87006184977938,297.457982771809,True,70,559.0414224417401,592.8580287858846
70,2020-04-01,580,23.87006184977938,297.457982771809,True,71,560.9965564295793,592.8580287858846
71,2020-04-02,582,23.87006184977938,297.457982771809,True,72,562.8512487064123,592.8580287858846
72,2020-04-03,584,23.87006184977938,297.457982771809,True,73,564.6100060790598,592.8580287858846
73,2020-04-04,585,23.87006184977938,297.457982771809,True,74,566.2772036477442,592.8580287858846
74,2020-04-05,586,23.87006184977938,297.457982771809,True,75,567.8570804980504,592.8580287858846
75,2020-04-06,587,23.87006184977938,297.457982771809,True,76,569.3537366126776,592.8580287858846
76,2020-04-07,587,23.87006184977938,297.457982771809,True,77,570.7711308744547,592.8580287858846
77,2020-04-08,588,23.87006184977938,297.457982771809,True,78,572.1130800394224,592.8580287858846
78,2020-04-09,588,23.87006184977938,297.457982771809,True,79,573.3832585664716,592.8580287858846
79,2020-04-10,588,23.87006184977938,297.457982771809,True,80,574.5851991978861,592.8580287858846
80,2020-04-11,589,23.87006184977938,297.457982771809,True,81,575.7222941930266,592.8580287858846
81,2020-04-12,589,23.87006184977938,297.457982771809,True,82,576.7977971251893,592.8580287858846
82,2020-04-13,589,23.87006184977938,297.457982771809,True,83,577.8148251592801,592.8580287858846
83,2020-04-14,589,23.87006184977938,297.457982771809,True,84,578.7763617352933,592.8580287858846
84,2020-04-15,590,23.87006184977938,297.457982771809,True,85,579.6852595896091,592.8580287858846
85,2020-04-16,593,23.87006184977938,297.457982771809,True,86,580.5442440527929,592.8580287858846
86,2020-04-17,593,23.87006184977938,297.457982771809,True,87,581.3559165688619,592.8580287858846
87,2020-04-18,593,23.87006184977938,297.457982771809,True,88,582.1227583868655,592.8580287858846
88,2020-04-19,593,23.87006184977938,297.457982771809,True,89,582.8471343810944,592.8580287858846
89,2020-04-20,593,23.87006184977938,297.457982771809,True,90,583.5312969613012,592.8580287858846
90,2020-04-21,593,23.87006184977938,297.457982771809,True,91,584.1773900389753,592.8580287858846
91,2020-04-22,593,23.87006184977938,297.457982771809,True,92,584.7874530199905,592.8580287858846
92,2020-04-23,593,23.87006184977938,297.457982771809,True,93,585.3634247978443,592.8580287858846
93,2020-04-24,593,23.87006184977938,297.457982771809,True,94,585.9071477252495,592.8580287858846
94,2020-04-25,593,23.87006184977938,297.457982771809,True,95,586.4203715450471,592.8580287858846
95,2020-04-26,593,23.87006184977938,297.457982771809,True,96,586.9047572642994,592.8580287858846
96,2020-04-27,593,23.87006184977938,297.457982771809,True,97,587.3618809580137,592.8580287858846
97,2020-04-28,593,23.87006184977938,297.457982771809,True,98,587.7932374912727,592.8580287858846
98,2020-04-29,593,23.87006184977938,297.457982771809,True,99,588.2002441506091,592.8580287858846
99,2020-04-30,593,23.87006184977938,297.457982771809,True,100,588.5842441772952,592.8580287858846
100,2020-05-01,593,23.87006184977938,297.457982771809,True,101,588.9465101968412,592.8580287858846
101,2020-05-02,593,23.87006184977938,297.457982771809,True,102,589.2882475404186,592.8580287858846
102,2020-05-03,593,23.87006184977938,297.457982771809,True,103,589.6105974551706,592.8580287858846
103,2020-05-04,593,23.87006184977938,297.457982771809,True,104,589.9146402014601,592.8580287858846
104,2020-05-05,593,23.87006184977938,297.457982771809,True,105,590.2013980360482,592.8580287858846
105,2020-05-06,593,23.87006184977938,297.457982771809,True,106,590.4718380810065,592.8580287858846
106,2020-05-07,593,23.87006184977938,297.457982771809,True,107,590.7268750788604,592.8580287858846
107,2020-05-08,593,23.87006184977938,297.457982771809,True,108,590.9673740350526,592.8580287858846
108,2020-05-09,593,23.87006184977938,297.457982771809,True,109,591.1941527493116,592.8580287858846
