,Report_Date,UK_falkland islands (malvinas)_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,0,0,82.45644620719126,6.79983248867092,True,50,0.14480475979961113,13.593840082491113
50,2020-03-12,0,0,82.45644620719126,6.79983248867092,True,51,0.16623733223293932,13.593840082491113
51,2020-03-13,0,0,82.45644620719126,6.79983248867092,True,52,0.19079715862083313,13.593840082491113
52,2020-03-14,0,0,82.45644620719126,6.79983248867092,True,53,0.21892630893281437,13.593840082491113
53,2020-03-15,0,0,82.45644620719126,6.79983248867092,True,54,0.2511248614216892,13.593840082491113
54,2020-03-16,0,0,82.45644620719126,6.79983248867092,True,55,0.2879570996350742,13.593840082491113
55,2020-03-17,0,0,82.45644620719126,6.79983248867092,True,56,0.33005791196803214,13.593840082491113
56,2020-03-18,0,0,82.45644620719126,6.79983248867092,True,57,0.3781392278803856,13.593840082491113
57,2020-03-19,0,0,82.45644620719126,6.79983248867092,True,58,0.4329962544749235,13.593840082491113
58,2020-03-20,0,0,82.45644620719126,6.79983248867092,True,59,0.4955131893096296,13.593840082491113
59,2020-03-21,0,0,82.45644620719126,6.79983248867092,True,60,0.5666679784751144,13.593840082491113
60,2020-03-22,0,0,82.45644620719126,6.79983248867092,True,61,0.6475355626526297,13.593840082491113
61,2020-03-23,0,0,82.45644620719126,6.79983248867092,True,62,0.7392889096585114,13.593840082491113
62,2020-03-24,0,0,82.45644620719126,6.79983248867092,True,63,0.8431969746618068,13.593840082491113
63,2020-03-25,0,0,82.45644620719126,6.79983248867092,True,64,0.9606185682962162,13.593840082491113
64,2020-03-26,0,0,82.45644620719126,6.79983248867092,True,65,1.09299096412449,13.593840082491113
65,2020-03-27,0,0,82.45644620719126,6.79983248867092,True,66,1.2418119643246721,13.593840082491113
66,2020-03-28,0,0,82.45644620719126,6.79983248867092,True,67,1.4086140995140903,13.593840082491113
67,2020-03-29,0,0,82.45644620719126,6.79983248867092,True,68,1.594929708596627,13.593840082491113
68,2020-03-30,0,0,82.45644620719126,6.79983248867092,True,69,1.802245878889226,13.593840082491113
69,2020-03-31,0,0,82.45644620719126,6.79983248867092,True,70,2.0319486804335174,13.593840082491113
70,2020-04-01,0,0,82.45644620719126,6.79983248867092,True,71,2.285256850479117,13.593840082491113
71,2020-04-02,0,0,82.45644620719126,6.79983248867092,True,72,2.563146103847655,13.593840082491113
72,2020-04-03,0,0,82.45644620719126,6.79983248867092,True,73,2.8662665526304627,13.593840082491113
73,2020-04-04,1,1,82.45644620719126,6.79983248867092,True,74,3.194857244866944,13.593840082491113
74,2020-04-05,2,2,82.45644620719126,6.79983248867092,True,75,3.548663428858292,13.593840082491113
75,2020-04-06,2,2,82.45644620719126,6.79983248867092,True,76,3.926863584865264,13.593840082491113
76,2020-04-07,2,2,82.45644620719126,6.79983248867092,True,77,4.32801423496448,13.593840082491113
77,2020-04-08,5,4,82.45644620719126,6.79983248867092,True,78,4.750020711454912,13.593840082491113
78,2020-04-09,5,4,82.45644620719126,6.79983248867092,True,79,5.190141144015971,13.593840082491113
79,2020-04-10,5,4,82.45644620719126,6.79983248867092,True,80,5.645028760201691,13.593840082491113
80,2020-04-11,5,4,82.45644620719126,6.79983248867092,True,81,6.110814249822324,13.593840082491113
81,2020-04-12,5,4,82.45644620719126,6.79983248867092,True,82,6.583225761605616,13.593840082491113
82,2020-04-13,5,4,82.45644620719126,6.79983248867092,True,83,7.05773967578882,13.593840082491113
83,2020-04-14,11,10,82.45644620719126,6.79983248867092,True,84,7.529751378892842,13.593840082491113
84,2020-04-15,11,10,82.45644620719126,6.79983248867092,True,85,7.994752593085985,13.593840082491113
85,2020-04-16,11,10,82.45644620719126,6.79983248867092,True,86,8.448500915898428,13.593840082491113
86,2020-04-17,11,10,82.45644620719126,6.79983248867092,True,87,8.887168290540833,13.593840082491113
87,2020-04-18,11,8,82.45644620719126,6.79983248867092,True,88,9.3074579346059,13.593840082491113
88,2020-04-19,11,8,82.45644620719126,6.79983248867092,True,89,9.706683247319859,13.593840082491113
89,2020-04-20,11,8,82.45644620719126,6.79983248867092,True,90,10.082806647726796,13.593840082491113
90,2020-04-21,11,8,82.45644620719126,6.79983248867092,True,91,10.43444042579987,13.593840082491113
91,2020-04-22,11,8,82.45644620719126,6.79983248867092,True,92,10.760814939341575,13.593840082491113
92,2020-04-23,12,1,82.45644620719126,6.79983248867092,True,93,11.061721545617125,13.593840082491113
93,2020-04-24,13,2,82.45644620719126,6.79983248867092,True,94,11.337438473136098,13.593840082491113
94,2020-04-25,13,2,82.45644620719126,6.79983248867092,True,95,11.588647586979475,13.593840082491113
95,2020-04-26,13,2,82.45644620719126,6.79983248867092,True,96,11.816348978195457,13.593840082491113
96,2020-04-27,13,2,82.45644620719126,6.79983248867092,True,97,12.021778847324166,13.593840082491113
97,2020-04-28,13,2,82.45644620719126,6.79983248867092,True,98,12.206334553223504,13.593840082491113
98,2020-04-29,13,2,82.45644620719126,6.79983248867092,True,99,12.371509186551199,13.593840082491113
99,2020-04-30,13,2,82.45644620719126,6.79983248867092,True,100,12.518836742843865,13.593840082491113
100,2020-05-01,13,0,82.45644620719126,6.79983248867092,True,101,12.64984797665974,13.593840082491113
101,2020-05-02,13,0,82.45644620719126,6.79983248867092,True,102,12.766036321120719,13.593840082491113
102,2020-05-03,13,0,82.45644620719126,6.79983248867092,True,103,12.868832824760077,13.593840082491113
103,2020-05-04,13,0,82.45644620719126,6.79983248867092,True,104,12.959588839714144,13.593840082491113
104,2020-05-05,13,0,82.45644620719126,6.79983248867092,True,105,13.039565137114135,13.593840082491113
105,2020-05-06,13,0,82.45644620719126,6.79983248867092,True,106,13.109926176137014,13.593840082491113
106,2020-05-07,13,0,82.45644620719126,6.79983248867092,True,107,13.171738370101464,13.593840082491113
107,2020-05-08,13,0,82.45644620719126,6.79983248867092,True,108,13.225971343645709,13.593840082491113
108,2020-05-09,13,0,82.45644620719126,6.79983248867092,True,109,13.2735013361979,13.593840082491113
109,2020-05-10,13,0,82.45644620719126,6.79983248867092,True,110,13.315116063424353,13.593840082491113
110,2020-05-11,13,0,82.45644620719126,6.79983248867092,True,111,13.351520491126614,13.593840082491113
111,2020-05-12,13,0,82.45644620719126,6.79983248867092,True,112,13.383343100704122,13.593840082491113
112,2020-05-13,13,0,82.45644620719126,6.79983248867092,True,113,13.411142330444394,13.593840082491113
113,2020-05-14,13,0,82.45644620719126,6.79983248867092,True,114,13.435412963134397,13.593840082491113
114,2020-05-15,13,0,82.45644620719126,6.79983248867092,True,115,13.456592299497641,13.593840082491113
115,2020-05-16,13,0,82.45644620719126,6.79983248867092,True,116,13.47506601096558,13.593840082491113
116,2020-05-17,13,0,82.45644620719126,6.79983248867092,True,117,13.491173606641954,13.593840082491113
117,2020-05-18,13,0,82.45644620719126,6.79983248867092,True,118,13.505213480275636,13.593840082491113
118,2020-05-19,13,0,82.45644620719126,6.79983248867092,True,119,13.517447525664592,13.593840082491113
119,2020-05-20,13,0,82.45644620719126,6.79983248867092,True,120,13.528105324942436,13.593840082491113
120,2020-05-21,13,0,82.45644620719126,6.79983248867092,True,121,13.537387925137608,13.593840082491113
121,2020-05-22,13,0,82.45644620719126,6.79983248867092,True,122,13.545471225464647,13.593840082491113
122,2020-05-23,13,0,82.45644620719126,6.79983248867092,True,123,13.552509001988161,13.593840082491113
123,2020-05-24,13,0,82.45644620719126,6.79983248867092,True,124,13.558635598368681,13.593840082491113
124,2020-05-25,13,0,82.45644620719126,6.79983248867092,True,125,13.56396831195835,13.593840082491113
125,2020-05-26,13,0,82.45644620719126,6.79983248867092,True,126,13.568609504026126,13.593840082491113
126,2020-05-27,13,0,82.45644620719126,6.79983248867092,True,127,13.57264846170599,13.593840082491113
127,2020-05-28,13,0,82.45644620719126,6.79983248867092,True,128,13.576163037637883,13.593840082491113
