,Report_Date,Djibouti_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,101.58322975576633,1724.909473128111,False,36,2.2483562663674177,3449.818946256222
36,2020-02-27,0,101.58322975576633,1724.909473128111,False,37,2.514234378210421,3449.818946256222
37,2020-02-28,0,101.58322975576633,1724.909473128111,False,38,2.811528116687441,3449.818946256222
38,2020-02-29,0,101.58322975576633,1724.909473128111,False,39,3.143943068150749,3449.818946256222
39,2020-03-01,0,101.58322975576633,1724.909473128111,False,40,3.515620298407692,3449.818946256222
40,2020-03-02,0,101.58322975576633,1724.909473128111,False,41,3.931187127527631,3449.818946256222
41,2020-03-03,0,101.58322975576633,1724.909473128111,False,42,4.395813723814672,3449.818946256222
42,2020-03-04,0,101.58322975576633,1724.909473128111,False,43,4.915276158465398,3449.818946256222
43,2020-03-05,0,101.58322975576633,1724.909473128111,False,44,5.496026626691653,3449.818946256222
44,2020-03-06,0,101.58322975576633,1724.909473128111,False,45,6.145271610093908,3449.818946256222
45,2020-03-07,0,101.58322975576633,1724.909473128111,False,46,6.871058828689439,3449.818946256222
46,2020-03-08,0,101.58322975576633,1724.909473128111,False,47,7.6823739089213205,3449.818946256222
47,2020-03-09,0,101.58322975576633,1724.909473128111,False,48,8.589247775649685,3449.818946256222
48,2020-03-10,0,101.58322975576633,1724.909473128111,False,49,9.602875860696354,3449.818946256222
49,2020-03-11,0,101.58322975576633,1724.909473128111,False,50,10.735750306713543,3449.818946256222
50,2020-03-12,0,101.58322975576633,1724.909473128111,False,51,12.001806431198162,3449.818946256222
51,2020-03-13,0,101.58322975576633,1724.909473128111,False,52,13.416584798939045,3449.818946256222
52,2020-03-14,0,101.58322975576633,1724.909473128111,False,53,14.997410328804724,3449.818946256222
53,2020-03-15,0,101.58322975576633,1724.909473128111,False,54,16.763589928261283,3449.818946256222
54,2020-03-16,0,101.58322975576633,1724.909473128111,False,55,18.73663020077965,3449.818946256222
55,2020-03-17,0,101.58322975576633,1724.909473128111,False,56,20.940476800201,3449.818946256222
56,2020-03-18,1,101.58322975576633,1724.909473128111,False,57,23.401777003104602,3449.818946256222
57,2020-03-19,1,101.58322975576633,1724.909473128111,False,58,26.15016702386148,3449.818946256222
58,2020-03-20,1,101.58322975576633,1724.909473128111,False,59,29.218585493161093,3449.818946256222
59,2020-03-21,1,101.58322975576633,1724.909473128111,False,60,32.64361434185169,3449.818946256222
60,2020-03-22,1,101.58322975576633,1724.909473128111,False,61,36.465848056529175,3449.818946256222
61,2020-03-23,3,101.58322975576633,1724.909473128111,False,62,40.73029187554129,3449.818946256222
62,2020-03-24,3,101.58322975576633,1724.909473128111,False,63,45.486788942922594,3449.818946256222
63,2020-03-25,11,101.58322975576633,1724.909473128111,False,64,50.79047569655072,3449.818946256222
64,2020-03-26,11,101.58322975576633,1724.909473128111,False,65,56.702263792683816,3449.818946256222
65,2020-03-27,12,101.58322975576633,1724.909473128111,False,66,63.289345612823325,3449.818946256222
66,2020-03-28,14,101.58322975576633,1724.909473128111,False,67,70.62571880514679,3449.818946256222
67,2020-03-29,18,101.58322975576633,1724.909473128111,False,68,78.79272332071065,3449.818946256222
68,2020-03-30,18,101.58322975576633,1724.909473128111,False,69,87.87958194949745,3449.818946256222
69,2020-03-31,30,101.58322975576633,1724.909473128111,False,70,97.98393237739256,3449.818946256222
70,2020-04-01,33,101.58322975576633,1724.909473128111,False,71,109.21233521000723,3449.818946256222
71,2020-04-02,40,101.58322975576633,1724.909473128111,False,72,121.68073819076086,3449.818946256222
72,2020-04-03,49,101.58322975576633,1724.909473128111,False,73,135.5148719463735,3449.818946256222
73,2020-04-04,50,101.58322975576633,1724.909473128111,False,74,150.85054702316592,3449.818946256222
74,2020-04-05,59,101.58322975576633,1724.909473128111,False,75,167.83381578244118,3449.818946256222
75,2020-04-06,90,101.58322975576633,1724.909473128111,False,76,186.6209560241458,3449.818946256222
76,2020-04-07,90,101.58322975576633,1724.909473128111,False,77,207.37822622394887,3449.818946256222
77,2020-04-08,135,101.58322975576633,1724.909473128111,False,78,230.2813353460968,3449.818946256222
78,2020-04-09,135,101.58322975576633,1724.909473128111,False,79,255.51456383876692,3449.818946256222
79,2020-04-10,150,101.58322975576633,1724.909473128111,False,80,283.2694673263578,3449.818946256222
80,2020-04-11,187,101.58322975576633,1724.909473128111,False,81,313.74309159526354,3449.818946256222
81,2020-04-12,214,101.58322975576633,1724.909473128111,False,82,347.135627861988,3449.818946256222
82,2020-04-13,298,101.58322975576633,1724.909473128111,False,83,383.64744236016713,3449.818946256222
83,2020-04-14,363,101.58322975576633,1724.909473128111,False,84,423.4754254870902,3449.818946256222
84,2020-04-15,435,101.58322975576633,1724.909473128111,False,85,466.80862466040566,3449.818946256222
85,2020-04-16,591,101.58322975576633,1724.909473128111,False,86,513.8231530765756,3449.818946256222
86,2020-04-17,732,101.58322975576633,1724.909473128111,False,87,564.6764047846834,3449.818946256222
87,2020-04-18,732,101.58322975576633,1724.909473128111,False,88,619.5006552453497,3449.818946256222
88,2020-04-19,846,101.58322975576633,1724.909473128111,False,89,678.3961851124097,3449.818946256222
89,2020-04-20,846,101.58322975576633,1724.909473128111,False,90,741.4241311692867,3449.818946256222
