,Report_Date,China_yunnan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
77,2020-04-08,184,9,11.742100242627119,90.13745604586502,True,78,180.2748798585659,180.27491209170503
78,2020-04-09,184,9,11.742100242627119,90.13745604586502,True,79,180.2748865961999,180.27491209170503
79,2020-04-10,184,9,11.742100242627119,90.13745604586502,True,80,180.2748919254799,180.27491209170503
80,2020-04-11,184,8,11.742100242627119,90.13745604586502,True,81,180.27489614079118,180.27491209170503
81,2020-04-12,184,8,11.742100242627119,90.13745604586502,True,82,180.27489947498438,180.27491209170503
82,2020-04-13,184,8,11.742100242627119,90.13745604586502,True,83,180.2749021122378,180.27491209170503
83,2020-04-14,184,7,11.742100242627119,90.13745604586502,True,84,180.27490419823135,180.27491209170503
84,2020-04-15,184,6,11.742100242627119,90.13745604586502,True,85,180.27490584819384,180.27491209170503
85,2020-04-16,184,6,11.742100242627119,90.13745604586502,True,86,180.27490715326792,180.27491209170503
86,2020-04-17,184,5,11.742100242627119,90.13745604586502,True,87,180.27490818554494,180.27491209170503
87,2020-04-18,184,5,11.742100242627119,90.13745604586502,True,88,180.27490900204714,180.27491209170503
88,2020-04-19,184,4,11.742100242627119,90.13745604586502,True,89,180.27490964787748,180.27491209170503
89,2020-04-20,184,4,11.742100242627119,90.13745604586502,True,90,180.27491015871115,180.27491209170503
90,2020-04-21,184,4,11.742100242627119,90.13745604586502,True,91,180.2749105627663,180.27491209170503
91,2020-04-22,184,4,11.742100242627119,90.13745604586502,True,92,180.27491088236258,180.27491209170503
92,2020-04-23,184,2,11.742100242627119,90.13745604586502,True,93,180.2749111351543,180.27491209170503
93,2020-04-24,185,3,11.742100242627119,90.13745604586502,True,94,180.27491133510546,180.27491209170503
94,2020-04-25,185,2,11.742100242627119,90.13745604586502,True,95,180.27491149326121,180.27491209170503
95,2020-04-26,185,2,11.742100242627119,90.13745604586502,True,96,180.27491161835798,180.27491209170503
96,2020-04-27,185,2,11.742100242627119,90.13745604586502,True,97,180.274911717306,180.27491209170503
97,2020-04-28,185,2,11.742100242627119,90.13745604586502,True,98,180.27491179557111,180.27491209170503
98,2020-04-29,185,2,11.742100242627119,90.13745604586502,True,99,180.27491185747664,180.27491209170503
99,2020-04-30,185,2,11.742100242627119,90.13745604586502,True,100,180.27491190644216,180.27491209170503
100,2020-05-01,185,2,11.742100242627119,90.13745604586502,True,101,180.27491194517253,180.27491209170503
101,2020-05-02,185,2,11.742100242627119,90.13745604586502,True,102,180.27491197580719,180.27491209170503
102,2020-05-03,185,2,11.742100242627119,90.13745604586502,True,103,180.27491200003828,180.27491209170503
103,2020-05-04,185,2,11.742100242627119,90.13745604586502,True,104,180.27491201920446,180.27491209170503
104,2020-05-05,185,2,11.742100242627119,90.13745604586502,True,105,180.27491203436435,180.27491209170503
105,2020-05-06,185,2,11.742100242627119,90.13745604586502,True,106,180.27491204635538,180.27491209170503
106,2020-05-07,185,1,11.742100242627119,90.13745604586502,True,107,180.27491205583993,180.27491209170503
107,2020-05-08,185,1,11.742100242627119,90.13745604586502,True,108,180.274912063342,180.27491209170503
108,2020-05-09,185,0,11.742100242627119,90.13745604586502,True,109,180.2749120692759,180.27491209170503
109,2020-05-10,185,0,11.742100242627119,90.13745604586502,True,110,180.27491207396943,180.27491209170503
110,2020-05-11,185,0,11.742100242627119,90.13745604586502,True,111,180.27491207768188,180.27491209170503
111,2020-05-12,185,0,11.742100242627119,90.13745604586502,True,112,180.27491208061838,180.27491209170503
112,2020-05-13,185,0,11.742100242627119,90.13745604586502,True,113,180.27491208294103,180.27491209170503
113,2020-05-14,185,0,11.742100242627119,90.13745604586502,True,114,180.27491208477815,180.27491209170503
114,2020-05-15,185,0,11.742100242627119,90.13745604586502,True,115,180.2749120862313,180.27491209170503
115,2020-05-16,185,0,11.742100242627119,90.13745604586502,True,116,180.2749120873807,180.27491209170503
116,2020-05-17,185,0,11.742100242627119,90.13745604586502,True,117,180.27491208828982,180.27491209170503
117,2020-05-18,185,0,11.742100242627119,90.13745604586502,True,118,180.27491208900895,180.27491209170503
118,2020-05-19,185,0,11.742100242627119,90.13745604586502,True,119,180.27491208957773,180.27491209170503
119,2020-05-20,185,0,11.742100242627119,90.13745604586502,True,120,180.2749120900276,180.27491209170503
120,2020-05-21,185,0,11.742100242627119,90.13745604586502,True,121,180.27491209038345,180.27491209170503
121,2020-05-22,185,0,11.742100242627119,90.13745604586502,True,122,180.27491209066494,180.27491209170503
122,2020-05-23,185,0,11.742100242627119,90.13745604586502,True,123,180.2749120908876,180.27491209170503
123,2020-05-24,185,0,11.742100242627119,90.13745604586502,True,124,180.27491209106367,180.27491209170503
124,2020-05-25,185,0,11.742100242627119,90.13745604586502,True,125,180.274912091203,180.27491209170503
125,2020-05-26,185,0,11.742100242627119,90.13745604586502,True,126,180.27491209131315,180.27491209170503
126,2020-05-27,185,0,11.742100242627119,90.13745604586502,True,127,180.2749120914003,180.27491209170503
127,2020-05-28,185,0,11.742100242627119,90.13745604586502,True,128,180.27491209146922,180.27491209170503
