,Report_Date,China_hainan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,157,13.518635959702152,84.36262302863227,True,22,148.40746219882746,168.7252371675202
22,2020-02-13,157,13.518635959702152,84.36262302863227,True,23,152.23886548989327,168.7252371675202
23,2020-02-14,159,13.518635959702152,84.36262302863227,True,24,155.41257721495248,168.7252371675202
24,2020-02-15,162,13.518635959702152,84.36262302863227,True,25,158.01830181005758,168.7252371675202
25,2020-02-16,162,13.518635959702152,84.36262302863227,True,26,160.1421684294568,168.7252371675202
26,2020-02-17,163,13.518635959702152,84.36262302863227,True,27,161.8630330567747,168.7252371675202
27,2020-02-18,163,13.518635959702152,84.36262302863227,True,28,163.25066776401275,168.7252371675202
28,2020-02-19,168,13.518635959702152,84.36262302863227,True,29,164.36526176163932,168.7252371675202
29,2020-02-20,168,13.518635959702152,84.36262302863227,True,30,165.25775052092536,168.7252371675202
30,2020-02-21,168,13.518635959702152,84.36262302863227,True,31,165.97060862365066,168.7252371675202
31,2020-02-22,168,13.518635959702152,84.36262302863227,True,32,166.53885413027982,168.7252371675202
32,2020-02-23,168,13.518635959702152,84.36262302863227,True,33,166.99110284483857,168.7252371675202
33,2020-02-24,168,13.518635959702152,84.36262302863227,True,34,167.35057741133915,168.7252371675202
34,2020-02-25,168,13.518635959702152,84.36262302863227,True,35,167.63602170541157,168.7252371675202
35,2020-02-26,168,13.518635959702152,84.36262302863227,True,36,167.86250022778557,168.7252371675202
36,2020-02-27,168,13.518635959702152,84.36262302863227,True,37,168.04207979050338,168.7252371675202
37,2020-02-28,168,13.518635959702152,84.36262302863227,True,38,168.18440050597098,168.7252371675202
38,2020-02-29,168,13.518635959702152,84.36262302863227,True,39,168.2971477696874,168.7252371675202
39,2020-03-01,168,13.518635959702152,84.36262302863227,True,40,168.38643854526552,168.7252371675202
40,2020-03-02,168,13.518635959702152,84.36262302863227,True,41,168.45713513008616,168.7252371675202
41,2020-03-03,168,13.518635959702152,84.36262302863227,True,42,168.51309854041898,168.7252371675202
42,2020-03-04,168,13.518635959702152,84.36262302863227,True,43,168.55739221896573,168.7252371675202
43,2020-03-05,168,13.518635959702152,84.36262302863227,True,44,168.59244523402515,168.7252371675202
44,2020-03-06,168,13.518635959702152,84.36262302863227,True,45,168.62018267019494,168.7252371675202
45,2020-03-07,168,13.518635959702152,84.36262302863227,True,46,168.64212958453228,168.7252371675202
46,2020-03-08,168,13.518635959702152,84.36262302863227,True,47,168.65949374897428,168.7252371675202
47,2020-03-09,168,13.518635959702152,84.36262302863227,True,48,168.67323142157636,168.7252371675202
48,2020-03-10,168,13.518635959702152,84.36262302863227,True,49,168.6840995735174,168.7252371675202
49,2020-03-11,168,13.518635959702152,84.36262302863227,True,50,168.69269732728745,168.7252371675202
50,2020-03-12,168,13.518635959702152,84.36262302863227,True,51,168.6994988136707,168.7252371675202
51,2020-03-13,168,13.518635959702152,84.36262302863227,True,52,168.7048792113694,168.7252371675202
52,2020-03-14,168,13.518635959702152,84.36262302863227,True,53,168.70913537552775,168.7252371675202
53,2020-03-15,168,13.518635959702152,84.36262302863227,True,54,168.71250217443819,168.7252371675202
54,2020-03-16,168,13.518635959702152,84.36262302863227,True,55,168.71516542412675,168.7252371675202
55,2020-03-17,168,13.518635959702152,84.36262302863227,True,56,168.71727212729292,168.7252371675202
56,2020-03-18,168,13.518635959702152,84.36262302863227,True,57,168.71893857712917,168.7252371675202
57,2020-03-19,168,13.518635959702152,84.36262302863227,True,58,168.72025677046653,168.7252371675202
58,2020-03-20,168,13.518635959702152,84.36262302863227,True,59,168.72129948247198,168.7252371675202
59,2020-03-21,168,13.518635959702152,84.36262302863227,True,60,168.72212428192734,168.7252371675202
60,2020-03-22,168,13.518635959702152,84.36262302863227,True,61,168.7227767080664,168.7252371675202
61,2020-03-23,168,13.518635959702152,84.36262302863227,True,62,168.72329278392615,168.7252371675202
62,2020-03-24,168,13.518635959702152,84.36262302863227,True,63,168.7237010047064,168.7252371675202
63,2020-03-25,168,13.518635959702152,84.36262302863227,True,64,168.72402391075107,168.7252371675202
64,2020-03-26,168,13.518635959702152,84.36262302863227,True,65,168.7242793318965,168.7252371675202
65,2020-03-27,168,13.518635959702152,84.36262302863227,True,66,168.72448137182684,168.7252371675202
66,2020-03-28,168,13.518635959702152,84.36262302863227,True,67,168.72464118674847,168.7252371675202
67,2020-03-29,168,13.518635959702152,84.36262302863227,True,68,168.72476760135217,168.7252371675202
68,2020-03-30,168,13.518635959702152,84.36262302863227,True,69,168.72486759605977,168.7252371675202
69,2020-03-31,168,13.518635959702152,84.36262302863227,True,70,168.72494669244932,168.7252371675202
70,2020-04-01,168,13.518635959702152,84.36262302863227,True,71,168.72500925813517,168.7252371675202
71,2020-04-02,168,13.518635959702152,84.36262302863227,True,72,168.7250587479333,168.7252371675202
72,2020-04-03,168,13.518635959702152,84.36262302863227,True,73,168.72509789462768,168.7252371675202
73,2020-04-04,168,13.518635959702152,84.36262302863227,True,74,168.7251288598684,168.7252371675202
74,2020-04-05,168,13.518635959702152,84.36262302863227,True,75,168.72515335353415,168.7252371675202
