,Report_Date,Lebanon_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
74,2020-04-05,527,455,78.07027523697425,503.2197407588756,True,75,450.9963776961294,989.4743086932395
75,2020-04-06,541,462,78.07027523697425,503.2197407588756,True,76,467.93646907467695,989.4743086932395
76,2020-04-07,548,467,78.07027523697425,503.2197407588756,True,77,484.9573063537105,989.4743086932395
77,2020-04-08,576,495,78.07027523697425,503.2197407588756,True,78,502.02008827062866,989.4743086932395
78,2020-04-09,582,496,78.07027523697425,503.2197407588756,True,79,519.0856291289753,989.4743086932395
79,2020-04-10,609,513,78.07027523697425,503.2197407588756,True,80,536.1147178961986,989.4743086932395
80,2020-04-11,619,522,78.07027523697425,503.2197407588756,True,81,553.0684777945315,989.4743086932395
81,2020-04-12,630,530,78.07027523697425,503.2197407588756,True,82,569.9087193991887,989.4743086932395
82,2020-04-13,632,532,78.07027523697425,503.2197407588756,True,83,586.5982804736457,989.4743086932395
83,2020-04-14,641,540,78.07027523697425,503.2197407588756,True,84,603.1013462084393,989.4743086932395
84,2020-04-15,658,552,78.07027523697425,503.2197407588756,True,85,619.3837441658762,989.4743086932395
85,2020-04-16,663,556,78.07027523697425,503.2197407588756,True,86,635.4132090370434,989.4743086932395
86,2020-04-17,668,561,78.07027523697425,503.2197407588756,True,87,651.159613251107,989.4743086932395
87,2020-04-18,672,552,78.07027523697425,503.2197407588756,True,88,666.5951604968851,989.4743086932395
88,2020-04-19,673,550,78.07027523697425,503.2197407588756,True,89,681.6945402780282,989.4743086932395
89,2020-04-20,677,553,78.07027523697425,503.2197407588756,True,90,696.4350426815352,989.4743086932395
90,2020-04-21,677,548,78.07027523697425,503.2197407588756,True,91,710.7966335537773,989.4743086932395
91,2020-04-22,682,547,78.07027523697425,503.2197407588756,True,92,724.7619912129976,989.4743086932395
92,2020-04-23,688,526,78.07027523697425,503.2197407588756,True,93,738.3165066535485,989.4743086932395
93,2020-04-24,696,534,78.07027523697425,503.2197407588756,True,94,751.4482498937984,989.4743086932395
94,2020-04-25,704,537,78.07027523697425,503.2197407588756,True,95,764.1479056736132,989.4743086932395
95,2020-04-26,707,538,78.07027523697425,503.2197407588756,True,96,776.4086821133428,989.4743086932395
96,2020-04-27,710,541,78.07027523697425,503.2197407588756,True,97,788.2261962061917,989.4743086932395
97,2020-04-28,717,548,78.07027523697425,503.2197407588756,True,98,799.5983401376855,989.4743086932395
98,2020-04-29,721,547,78.07027523697425,503.2197407588756,True,99,810.5251324224413,989.4743086932395
99,2020-04-30,725,551,78.07027523697425,503.2197407588756,True,100,821.0085577359379,989.4743086932395
100,2020-05-01,729,513,78.07027523697425,503.2197407588756,True,101,831.0523991158424,989.4743086932395
101,2020-05-02,733,511,78.07027523697425,503.2197407588756,True,102,840.6620659330919,989.4743086932395
102,2020-05-03,737,512,78.07027523697425,503.2197407588756,True,103,849.8444207065247,989.4743086932395
103,2020-05-04,740,515,78.07027523697425,503.2197407588756,True,104,858.6076074745671,989.4743086932395
104,2020-05-05,741,510,78.07027523697425,503.2197407588756,True,105,866.9608840598056,989.4743086932395
105,2020-05-06,750,519,78.07027523697425,503.2197407588756,True,106,874.9144601815589,989.4743086932395
106,2020-05-07,784,539,78.07027523697425,503.2197407588756,True,107,882.4793429997802,989.4743086932395
107,2020-05-08,796,547,78.07027523697425,503.2197407588756,True,108,889.6671913203314,989.4743086932395
108,2020-05-09,809,549,78.07027523697425,503.2197407588756,True,109,896.4901793640215,989.4743086932395
109,2020-05-10,845,585,78.07027523697425,503.2197407588756,True,110,902.9608707047628,989.4743086932395
110,2020-05-11,859,599,78.07027523697425,503.2197407588756,True,111,909.0921027187454,989.4743086932395
111,2020-05-12,870,610,78.07027523697425,503.2197407588756,True,112,914.8968816579654,989.4743086932395
112,2020-05-13,878,616,78.07027523697425,503.2197407588756,True,113,920.3882882676778,989.4743086932395
113,2020-05-14,886,624,78.07027523697425,503.2197407588756,True,114,925.5793937071859,989.4743086932395
114,2020-05-15,891,619,78.07027523697425,503.2197407588756,True,115,930.4831854048145,989.4743086932395
115,2020-05-16,902,629,78.07027523697425,503.2197407588756,True,116,935.1125023783853,989.4743086932395
116,2020-05-17,911,638,78.07027523697425,503.2197407588756,True,117,939.4799794790445,989.4743086932395
117,2020-05-18,931,654,78.07027523697425,503.2197407588756,True,118,943.5979999658427,989.4743086932395
118,2020-05-19,954,677,78.07027523697425,503.2197407588756,True,119,947.4786557878288,989.4743086932395
119,2020-05-20,961,684,78.07027523697425,503.2197407588756,True,120,951.1337149366008,989.4743086932395
120,2020-05-21,1024,335,78.07027523697425,503.2197407588756,True,121,954.5745952323491,989.4743086932395
121,2020-05-22,1086,397,78.07027523697425,503.2197407588756,True,122,957.8123439177571,989.4743086932395
122,2020-05-23,1097,404,78.07027523697425,503.2197407588756,True,123,960.8576224543281,989.4743086932395
123,2020-05-24,1114,400,78.07027523697425,503.2197407588756,True,124,963.7206959426037,989.4743086932395
124,2020-05-25,1119,405,78.07027523697425,503.2197407588756,True,125,966.4114266195212,989.4743086932395
125,2020-05-26,1140,425,78.07027523697425,503.2197407588756,True,126,968.9392709212083,989.4743086932395
126,2020-05-27,1161,443,78.07027523697425,503.2197407588756,True,127,971.3132796365178,989.4743086932395
127,2020-05-28,1168,443,78.07027523697425,503.2197407588756,True,128,973.5421007144648,989.4743086932395
