,Report_Date,China_jiangsu_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,515,14.617385883321395,320.160072540972,True,21,533.5621413057376,640.3201447945386
21,2020-02-12,543,14.617385883321395,320.160072540972,True,22,554.1494077288862,640.3201447945386
22,2020-02-13,570,14.617385883321395,320.160072540972,True,23,571.2803179020017,640.3201447945386
23,2020-02-14,593,14.617385883321395,320.160072540972,True,24,585.3434423448375,640.3201447945386
24,2020-02-15,604,14.617385883321395,320.160072540972,True,25,596.7603909473598,640.3201447945386
25,2020-02-16,617,14.617385883321395,320.160072540972,True,26,605.9456295887136,640.3201447945386
26,2020-02-17,626,14.617385883321395,320.160072540972,True,27,613.2817763736499,640.3201447945386
27,2020-02-18,629,14.617385883321395,320.160072540972,True,28,619.1070672300116,640.3201447945386
28,2020-02-19,631,14.617385883321395,320.160072540972,True,29,623.7113148843155,640.3201447945386
29,2020-02-20,631,14.617385883321395,320.160072540972,True,30,627.337178281069,640.3201447945386
30,2020-02-21,631,14.617385883321395,320.160072540972,True,31,630.1843451663782,640.3201447945386
31,2020-02-22,631,14.617385883321395,320.160072540972,True,32,632.4149957952284,640.3201447945386
32,2020-02-23,631,14.617385883321395,320.160072540972,True,33,634.1595319218934,640.3201447945386
33,2020-02-24,631,14.617385883321395,320.160072540972,True,34,635.5219986154259,640.3201447945386
34,2020-02-25,631,14.617385883321395,320.160072540972,True,35,636.5849201710255,640.3201447945386
35,2020-02-26,631,14.617385883321395,320.160072540972,True,36,637.4134522901265,640.3201447945386
36,2020-02-27,631,14.617385883321395,320.160072540972,True,37,638.0588556786639,640.3201447945386
37,2020-02-28,631,14.617385883321395,320.160072540972,True,38,638.561348824598,640.3201447945386
38,2020-02-29,631,14.617385883321395,320.160072540972,True,39,638.952419650748,640.3201447945386
39,2020-03-01,631,14.617385883321395,320.160072540972,True,40,639.256680143412,640.3201447945386
40,2020-03-02,631,14.617385883321395,320.160072540972,True,41,639.493343255542,640.3201447945386
41,2020-03-03,631,14.617385883321395,320.160072540972,True,42,639.6773923971692,640.3201447945386
42,2020-03-04,631,14.617385883321395,320.160072540972,True,43,639.8205035300222,640.3201447945386
43,2020-03-05,631,14.617385883321395,320.160072540972,True,44,639.9317698148154,640.3201447945386
44,2020-03-06,631,14.617385883321395,320.160072540972,True,45,640.0182696546339,640.3201447945386
45,2020-03-07,631,14.617385883321395,320.160072540972,True,46,640.0855111133709,640.3201447945386
46,2020-03-08,631,14.617385883321395,320.160072540972,True,47,640.137779092857,640.3201447945386
47,2020-03-09,631,14.617385883321395,320.160072540972,True,48,640.178406231325,640.3201447945386
48,2020-03-10,631,14.617385883321395,320.160072540972,True,49,640.2099840928771,640.3201447945386
49,2020-03-11,631,14.617385883321395,320.160072540972,True,50,640.2345276940581,640.3201447945386
50,2020-03-12,631,14.617385883321395,320.160072540972,True,51,640.2536036087774,640.3201447945386
51,2020-03-13,631,14.617385883321395,320.160072540972,True,52,640.2684296726447,640.3201447945386
52,2020-03-14,631,14.617385883321395,320.160072540972,True,53,640.2799525579014,640.3201447945386
53,2020-03-15,631,14.617385883321395,320.160072540972,True,54,640.2889081153807,640.3201447945386
54,2020-03-16,631,14.617385883321395,320.160072540972,True,55,640.295868302558,640.3201447945386
55,2020-03-17,631,14.617385883321395,320.160072540972,True,56,640.3012776740395,640.3201447945386
56,2020-03-18,631,14.617385883321395,320.160072540972,True,57,640.3054817526256,640.3201447945386
57,2020-03-19,631,14.617385883321395,320.160072540972,True,58,640.3087490855664,640.3201447945386
58,2020-03-20,631,14.617385883321395,320.160072540972,True,59,640.3112883903323,640.3201447945386
59,2020-03-21,631,14.617385883321395,320.160072540972,True,60,640.3132618824069,640.3201447945386
60,2020-03-22,633,14.617385883321395,320.160072540972,True,61,640.314795634836,640.3201447945386
61,2020-03-23,633,14.617385883321395,320.160072540972,True,62,640.3159876303208,640.3201447945386
62,2020-03-24,636,14.617385883321395,320.160072540972,True,63,640.3169140196528,640.3201447945386
63,2020-03-25,638,14.617385883321395,320.160072540972,True,64,640.3176339859386,640.3201447945386
64,2020-03-26,640,14.617385883321395,320.160072540972,True,65,640.3181935251491,640.3201447945386
65,2020-03-27,641,14.617385883321395,320.160072540972,True,66,640.3186283843851,640.3201447945386
66,2020-03-28,641,14.617385883321395,320.160072540972,True,67,640.3189663454895,640.3201447945386
67,2020-03-29,644,14.617385883321395,320.160072540972,True,68,640.3192289998565,640.3201447945386
68,2020-03-30,645,14.617385883321395,320.160072540972,True,69,640.3194331277908,640.3201447945386
69,2020-03-31,646,14.617385883321395,320.160072540972,True,70,640.3195917705244,640.3201447945386
70,2020-04-01,646,14.617385883321395,320.160072540972,True,71,640.3197150633695,640.3201447945386
71,2020-04-02,647,14.617385883321395,320.160072540972,True,72,640.319810883227,640.3201447945386
72,2020-04-03,651,14.617385883321395,320.160072540972,True,73,640.3198853518176,640.3201447945386
73,2020-04-04,651,14.617385883321395,320.160072540972,True,74,640.3199432267801,640.3201447945386
74,2020-04-05,651,14.617385883321395,320.160072540972,True,75,640.3199882056241,640.3201447945386
75,2020-04-06,651,14.617385883321395,320.160072540972,True,76,640.3200231619551,640.3201447945386
76,2020-04-07,651,14.617385883321395,320.160072540972,True,77,640.3200503290614,640.3201447945386
77,2020-04-08,651,14.617385883321395,320.160072540972,True,78,640.3200714425946,640.3201447945386
78,2020-04-09,651,14.617385883321395,320.160072540972,True,79,640.3200878514555,640.3201447945386
79,2020-04-10,651,14.617385883321395,320.160072540972,True,80,640.3201006039737,640.3201447945386
80,2020-04-11,652,14.617385883321395,320.160072540972,True,81,640.3201105148823,640.3201447945386
81,2020-04-12,653,14.617385883321395,320.160072540972,True,82,640.3201182173694,640.3201447945386
82,2020-04-13,653,14.617385883321395,320.160072540972,True,83,640.3201242035318,640.3201447945386
83,2020-04-14,653,14.617385883321395,320.160072540972,True,84,640.3201288558133,640.3201447945386
84,2020-04-15,653,14.617385883321395,320.160072540972,True,85,640.3201324714393,640.3201447945386
85,2020-04-16,653,14.617385883321395,320.160072540972,True,86,640.3201352814048,640.3201447945386
86,2020-04-17,653,14.617385883321395,320.160072540972,True,87,640.3201374652331,640.3201447945386
87,2020-04-18,653,14.617385883321395,320.160072540972,True,88,640.3201391624448,640.3201447945386
88,2020-04-19,653,14.617385883321395,320.160072540972,True,89,640.3201404814712,640.3201447945386
89,2020-04-20,653,14.617385883321395,320.160072540972,True,90,640.3201415065826,640.3201447945386
