,Report_Date,Sri Lanka_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
82,2020-04-13,217,154,109.59038981746882,839.9694531421649,True,83,247.36852101794491,1456.859266214918
83,2020-04-14,233,165,109.59038981746882,839.9694531421649,True,84,261.6288494576767,1456.859266214918
84,2020-04-15,238,168,109.59038981746882,839.9694531421649,True,85,276.55255913767326,1456.859266214918
85,2020-04-16,238,163,109.59038981746882,839.9694531421649,True,86,292.1521899816118,1456.859266214918
86,2020-04-17,244,160,109.59038981746882,839.9694531421649,True,87,308.4383629694028,1456.859266214918
87,2020-04-18,254,161,109.59038981746882,839.9694531421649,True,88,325.41952964913327,1456.859266214918
88,2020-04-19,271,168,109.59038981746882,839.9694531421649,True,89,343.10171929747884,1456.859266214918
89,2020-04-20,304,199,109.59038981746882,839.9694531421649,True,90,361.48828745769976,1456.859266214918
90,2020-04-21,310,201,109.59038981746882,839.9694531421649,True,91,380.57967007215433,1456.859266214918
91,2020-04-22,330,218,109.59038981746882,839.9694531421649,True,92,400.3731478714151,1456.859266214918
92,2020-04-23,368,254,109.59038981746882,839.9694531421649,True,93,420.86262606156487,1456.859266214918
93,2020-04-24,420,304,109.59038981746882,839.9694531421649,True,94,442.0384346405951,1456.859266214918
94,2020-04-25,460,335,109.59038981746882,839.9694531421649,True,95,463.88715484927104,1456.859266214918
95,2020-04-26,523,396,109.59038981746882,839.9694531421649,True,96,486.39147729748186,1456.859266214918
96,2020-04-27,588,455,109.59038981746882,839.9694531421649,True,97,509.5300971824383,1456.859266214918
97,2020-04-28,619,478,109.59038981746882,839.9694531421649,True,98,533.2776517126392,1456.859266214918
98,2020-04-29,649,506,109.59038981746882,839.9694531421649,True,99,557.6047043593753,1456.859266214918
99,2020-04-30,663,502,109.59038981746882,839.9694531421649,True,100,582.4777798709896,1456.859266214918
100,2020-05-01,690,521,109.59038981746882,839.9694531421649,True,101,607.8594531080182,1456.859266214918
101,2020-05-02,705,526,109.59038981746882,839.9694531421649,True,102,633.7084937029787,1456.859266214918
102,2020-05-03,718,527,109.59038981746882,839.9694531421649,True,103,659.9800673403603,1456.859266214918
103,2020-05-04,751,549,109.59038981746882,839.9694531421649,True,104,686.6259931234446,1456.859266214918
104,2020-05-05,771,549,109.59038981746882,839.9694531421649,True,105,713.5950550872117,1456.859266214918
105,2020-05-06,797,573,109.59038981746882,839.9694531421649,True,106,740.8333644805284,1456.859266214918
106,2020-05-07,824,583,109.59038981746882,839.9694531421649,True,107,768.2847680310675,1456.859266214918
107,2020-05-08,835,586,109.59038981746882,839.9694531421649,True,108,795.8912960805894,1456.859266214918
108,2020-05-09,847,578,109.59038981746882,839.9694531421649,True,109,823.5936432931494,1456.859266214918
109,2020-05-10,863,533,109.59038981746882,839.9694531421649,True,110,851.3316736473738,1456.859266214918
110,2020-05-11,869,517,109.59038981746882,839.9694531421649,True,111,879.044940671719,1456.859266214918
111,2020-05-12,889,514,109.59038981746882,839.9694531421649,True,112,906.6732134038714,1456.859266214918
112,2020-05-13,915,524,109.59038981746882,839.9694531421649,True,113,934.1569983749663,1456.859266214918
113,2020-05-14,925,471,109.59038981746882,839.9694531421649,True,114,961.4380480447013,1456.859266214918
114,2020-05-15,935,449,109.59038981746882,839.9694531421649,True,115,988.4598465387211,1456.859266214918
115,2020-05-16,960,431,109.59038981746882,839.9694531421649,True,116,1015.1680642445396,1456.859266214918
116,2020-05-17,981,434,109.59038981746882,839.9694531421649,True,117,1041.5109737735495,1456.859266214918
117,2020-05-18,992,424,109.59038981746882,839.9694531421649,True,118,1067.4398209504814,1456.859266214918
118,2020-05-19,1027,449,109.59038981746882,839.9694531421649,True,119,1092.9091457961767,1456.859266214918
119,2020-05-20,1028,435,109.59038981746882,839.9694531421649,True,120,1117.8770498684096,1456.859266214918
120,2020-05-21,1055,442,109.59038981746882,839.9694531421649,True,121,1142.3054077609788,1456.859266214918
121,2020-05-22,1068,439,109.59038981746882,839.9694531421649,True,122,1166.1600219777172,1456.859266214918
122,2020-05-23,1089,420,109.59038981746882,839.9694531421649,True,123,1189.4107217445542,1456.859266214918
123,2020-05-24,1141,458,109.59038981746882,839.9694531421649,True,124,1212.031407555532,1456.859266214918
124,2020-05-25,1182,477,109.59038981746882,839.9694531421649,True,125,1234.0000443328706,1456.859266214918
125,2020-05-26,1319,597,109.59038981746882,839.9694531421649,True,126,1255.2986069915883,1456.859266214918
126,2020-05-27,1469,727,109.59038981746882,839.9694531421649,True,127,1275.9129829207477,1456.859266214918
127,2020-05-28,1530,775,109.59038981746882,839.9694531421649,True,128,1295.8328364205452,1456.859266214918
