,Report_Date,France_guadeloupe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
36,2020-02-27,0,65.28861493052352,79.61121724577838,True,37,1.0780179647281927,157.2086926437592
37,2020-02-28,0,65.28861493052352,79.61121724577838,True,38,1.2842286835518715,157.2086926437592
38,2020-02-29,0,65.28861493052352,79.61121724577838,True,39,1.5295033136565666,157.2086926437592
39,2020-03-01,0,65.28861493052352,79.61121724577838,True,40,1.821082767186119,157.2086926437592
40,2020-03-02,0,65.28861493052352,79.61121724577838,True,41,2.1674839393300367,157.2086926437592
41,2020-03-03,0,65.28861493052352,79.61121724577838,True,42,2.578697059234306,157.2086926437592
42,2020-03-04,0,65.28861493052352,79.61121724577838,True,43,3.0664019705549443,157.2086926437592
43,2020-03-05,0,65.28861493052352,79.61121724577838,True,44,3.6441998748266777,157.2086926437592
44,2020-03-06,0,65.28861493052352,79.61121724577838,True,45,4.327854016879557,157.2086926437592
45,2020-03-07,0,65.28861493052352,79.61121724577838,True,46,5.135528524598016,157.2086926437592
46,2020-03-08,0,65.28861493052352,79.61121724577838,True,47,6.088008858711418,157.2086926437592
47,2020-03-09,0,65.28861493052352,79.61121724577838,True,48,7.208879846200391,157.2086926437592
48,2020-03-10,0,65.28861493052352,79.61121724577838,True,49,8.524627959173143,157.2086926437592
49,2020-03-11,0,65.28861493052352,79.61121724577838,True,50,10.064623534271673,157.2086926437592
50,2020-03-12,0,65.28861493052352,79.61121724577838,True,51,11.860926675005613,157.2086926437592
51,2020-03-13,1,65.28861493052352,79.61121724577838,True,52,13.947849089356577,157.2086926437592
52,2020-03-14,1,65.28861493052352,79.61121724577838,True,53,16.361195637286187,157.2086926437592
53,2020-03-15,3,65.28861493052352,79.61121724577838,True,54,19.137107818955183,157.2086926437592
54,2020-03-16,6,65.28861493052352,79.61121724577838,True,55,22.310442161822667,157.2086926437592
55,2020-03-17,18,65.28861493052352,79.61121724577838,True,56,25.912645757962014,157.2086926437592
56,2020-03-18,27,65.28861493052352,79.61121724577838,True,57,29.969145012075728,157.2086926437592
57,2020-03-19,33,65.28861493052352,79.61121724577838,True,58,34.496345175268736,157.2086926437592
58,2020-03-20,45,65.28861493052352,79.61121724577838,True,59,39.49844442789308,157.2086926437592
59,2020-03-21,53,65.28861493052352,79.61121724577838,True,60,44.96438416224225,157.2086926437592
60,2020-03-22,58,65.28861493052352,79.61121724577838,True,61,50.86536157432758,157.2086926437592
61,2020-03-23,62,65.28861493052352,79.61121724577838,True,62,57.15338627258073,157.2086926437592
62,2020-03-24,62,65.28861493052352,79.61121724577838,True,63,63.76133176041781,157.2086926437592
63,2020-03-25,73,65.28861493052352,79.61121724577838,True,64,70.60478996878187,157.2086926437592
64,2020-03-26,73,65.28861493052352,79.61121724577838,True,65,77.58578568979148,157.2086926437592
65,2020-03-27,73,65.28861493052352,79.61121724577838,True,66,84.59808962814857,157.2086926437592
66,2020-03-28,102,65.28861493052352,79.61121724577838,True,67,91.53355950618507,157.2086926437592
67,2020-03-29,106,65.28861493052352,79.61121724577838,True,68,98.28872519022777,157.2086926437592
68,2020-03-30,106,65.28861493052352,79.61121724577838,True,69,104.7707816179662,157.2086926437592
69,2020-03-31,114,65.28861493052352,79.61121724577838,True,70,110.90227897077636,157.2086926437592
70,2020-04-01,125,65.28861493052352,79.61121724577838,True,71,116.62406351064637,157.2086926437592
71,2020-04-02,128,65.28861493052352,79.61121724577838,True,72,121.8963461786482,157.2086926437592
72,2020-04-03,130,65.28861493052352,79.61121724577838,True,73,126.69807354385959,157.2086926437592
73,2020-04-04,134,65.28861493052352,79.61121724577838,True,74,131.02498386470248,157.2086926437592
74,2020-04-05,135,65.28861493052352,79.61121724577838,True,75,134.88682481743743,157.2086926437592
75,2020-04-06,135,65.28861493052352,79.61121724577838,True,76,138.30419956284325,157.2086926437592
76,2020-04-07,139,65.28861493052352,79.61121724577838,True,77,141.3054268372528,157.2086926437592
77,2020-04-08,141,65.28861493052352,79.61121724577838,True,78,143.92368678240783,157.2086926437592
78,2020-04-09,141,65.28861493052352,79.61121724577838,True,79,146.19460894014105,157.2086926437592
79,2020-04-10,143,65.28861493052352,79.61121724577838,True,80,148.15436215125087,157.2086926437592
