,Report_Date,Kuwait_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
86,2020-04-17,1658,131.4797879661052,25622.745350538527,False,87,1560.4474986314244,51245.49070107708
87,2020-04-18,1751,131.4797879661052,25622.745350538527,False,88,1682.5600329720344,51245.49070107708
88,2020-04-19,1915,131.4797879661052,25622.745350538527,False,89,1813.8795990525357,51245.49070107708
89,2020-04-20,1995,131.4797879661052,25622.745350538527,False,90,1955.04404076287,51245.49070107708
90,2020-04-21,2080,131.4797879661052,25622.745350538527,False,91,2106.7263324829423,51245.49070107708
91,2020-04-22,2248,131.4797879661052,25622.745350538527,False,92,2269.6350261072093,51245.49070107708
92,2020-04-23,2399,131.4797879661052,25622.745350538527,False,93,2444.514420380714,51245.49070107708
93,2020-04-24,2614,131.4797879661052,25622.745350538527,False,94,2632.144397371181,51245.49070107708
94,2020-04-25,2892,131.4797879661052,25622.745350538527,False,95,2833.3398651358384,51245.49070107708
95,2020-04-26,3075,131.4797879661052,25622.745350538527,False,96,3048.949739960082,51245.49070107708
96,2020-04-27,3288,131.4797879661052,25622.745350538527,False,97,3279.8553961531843,51245.49070107708
97,2020-04-28,3440,131.4797879661052,25622.745350538527,False,98,3526.9685065409776,51245.49070107708
98,2020-04-29,3740,131.4797879661052,25622.745350538527,False,99,3791.228192812343,51245.49070107708
99,2020-04-30,4024,131.4797879661052,25622.745350538527,False,100,4073.5974021317265,51245.49070107708
100,2020-05-01,4377,131.4797879661052,25622.745350538527,False,101,4375.058425363832,51245.49070107708
101,2020-05-02,4619,131.4797879661052,25622.745350538527,False,102,4696.607473370709,51245.49070107708
102,2020-05-03,4983,131.4797879661052,25622.745350538527,False,103,5039.24823169214,51245.49070107708
103,2020-05-04,5278,131.4797879661052,25622.745350538527,False,104,5403.984321107654,51245.49070107708
104,2020-05-05,5804,131.4797879661052,25622.745350538527,False,105,5791.810602726397,51245.49070107708
105,2020-05-06,6289,131.4797879661052,25622.745350538527,False,106,6203.703281977365,51245.49070107708
106,2020-05-07,6567,131.4797879661052,25622.745350538527,False,107,6640.608786754401,51245.49070107708
107,2020-05-08,7208,131.4797879661052,25622.745350538527,False,108,7103.431421490955,51245.49070107708
108,2020-05-09,7623,131.4797879661052,25622.745350538527,False,109,7593.019831432799,51245.49070107708
