,Report_Date,Mauritius_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,0,74.56658256112877,211.7460281661601,True,40,2.0273459038251427,406.1714293893742
40,2020-03-02,0,74.56658256112877,211.7460281661601,True,41,2.3639323765834916,406.1714293893742
41,2020-03-03,0,74.56658256112877,211.7460281661601,True,42,2.756034598526954,406.1714293893742
42,2020-03-04,0,74.56658256112877,211.7460281661601,True,43,3.212678124348333,406.1714293893742
43,2020-03-05,0,74.56658256112877,211.7460281661601,True,44,3.744308942453677,406.1714293893742
44,2020-03-06,0,74.56658256112877,211.7460281661601,True,45,4.363000233574383,406.1714293893742
45,2020-03-07,0,74.56658256112877,211.7460281661601,True,46,5.082683159798077,406.1714293893742
46,2020-03-08,0,74.56658256112877,211.7460281661601,True,47,5.919402189196656,406.1714293893742
47,2020-03-09,0,74.56658256112877,211.7460281661601,True,48,6.891594438220454,406.1714293893742
48,2020-03-10,0,74.56658256112877,211.7460281661601,True,49,8.020391007890188,406.1714293893742
49,2020-03-11,0,74.56658256112877,211.7460281661601,True,50,9.329936153449362,406.1714293893742
50,2020-03-12,0,74.56658256112877,211.7460281661601,True,51,10.847717187958251,406.1714293893742
51,2020-03-13,0,74.56658256112877,211.7460281661601,True,52,12.604894086003215,406.1714293893742
52,2020-03-14,0,74.56658256112877,211.7460281661601,True,53,14.636612626229581,406.1714293893742
53,2020-03-15,0,74.56658256112877,211.7460281661601,True,54,16.982278413891247,406.1714293893742
54,2020-03-16,0,74.56658256112877,211.7460281661601,True,55,19.685761146847547,406.1714293893742
55,2020-03-17,0,74.56658256112877,211.7460281661601,True,56,22.795489057910036,406.1714293893742
56,2020-03-18,3,74.56658256112877,211.7460281661601,True,57,26.364382851005765,406.1714293893742
57,2020-03-19,3,74.56658256112877,211.7460281661601,True,58,30.44956729424394,406.1714293893742
58,2020-03-20,12,74.56658256112877,211.7460281661601,True,59,35.11178813193166,406.1714293893742
59,2020-03-21,14,74.56658256112877,211.7460281661601,True,60,40.4144540477636,406.1714293893742
60,2020-03-22,28,74.56658256112877,211.7460281661601,True,61,46.42222084268911,406.1714293893742
61,2020-03-23,36,74.56658256112877,211.7460281661601,True,62,53.19904148066357,406.1714293893742
62,2020-03-24,42,74.56658256112877,211.7460281661601,True,63,60.80562561584927,406.1714293893742
63,2020-03-25,48,74.56658256112877,211.7460281661601,True,64,69.29629020571107,406.1714293893742
64,2020-03-26,81,74.56658256112877,211.7460281661601,True,65,78.71524246187282,406.1714293893742
65,2020-03-27,94,74.56658256112877,211.7460281661601,True,66,89.09241873487098,406.1714293893742
66,2020-03-28,102,74.56658256112877,211.7460281661601,True,67,100.43910434687093,406.1714293893742
67,2020-03-29,107,74.56658256112877,211.7460281661601,True,68,112.74366956078059,406.1714293893742
68,2020-03-30,128,74.56658256112877,211.7460281661601,True,69,125.96785767837432,406.1714293893742
69,2020-03-31,143,74.56658256112877,211.7460281661601,True,70,140.04412770609346,406.1714293893742
70,2020-04-01,161,74.56658256112877,211.7460281661601,True,71,154.87455830373005,406.1714293893742
71,2020-04-02,169,74.56658256112877,211.7460281661601,True,72,170.3317385515685,406.1714293893742
72,2020-04-03,186,74.56658256112877,211.7460281661601,True,73,186.26189502754391,406.1714293893742
73,2020-04-04,196,74.56658256112877,211.7460281661601,True,74,202.49024652412078,406.1714293893742
74,2020-04-05,227,74.56658256112877,211.7460281661601,True,75,218.82827543995367,406.1714293893742
75,2020-04-06,244,74.56658256112877,211.7460281661601,True,76,235.08231627490417,406.1714293893742
76,2020-04-07,268,74.56658256112877,211.7460281661601,True,77,251.06265026376195,406.1714293893742
77,2020-04-08,273,74.56658256112877,211.7460281661601,True,78,266.59221136570375,406.1714293893742
78,2020-04-09,314,74.56658256112877,211.7460281661601,True,79,281.51407331113626,406.1714293893742
79,2020-04-10,318,74.56658256112877,211.7460281661601,True,80,295.69708421213437,406.1714293893742
80,2020-04-11,319,74.56658256112877,211.7460281661601,True,81,309.03929714454915,406.1714293893742
81,2020-04-12,324,74.56658256112877,211.7460281661601,True,82,321.46914921984063,406.1714293893742
82,2020-04-13,324,74.56658256112877,211.7460281661601,True,83,332.94460842442123,406.1714293893742
83,2020-04-14,324,74.56658256112877,211.7460281661601,True,84,343.4506957699535,406.1714293893742
84,2020-04-15,324,74.56658256112877,211.7460281661601,True,85,352.9958839798216,406.1714293893742
