,Report_Date,Cabo Verde_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
51,2020-03-13,0,0,107.88210402933161,223.42500069350507,True,52,1.1457373342088963,429.584553541368
52,2020-03-14,0,0,107.88210402933161,223.42500069350507,True,53,1.2744023554752288,429.584553541368
53,2020-03-15,0,0,107.88210402933161,223.42500069350507,True,54,1.4174703628706566,429.584553541368
54,2020-03-16,0,0,107.88210402933161,223.42500069350507,True,55,1.5765427607446907,429.584553541368
55,2020-03-17,0,0,107.88210402933161,223.42500069350507,True,56,1.7533964272001443,429.584553541368
56,2020-03-18,0,0,107.88210402933161,223.42500069350507,True,57,1.9500023304133969,429.584553541368
57,2020-03-19,0,0,107.88210402933161,223.42500069350507,True,58,2.168545974462429,429.584553541368
58,2020-03-20,1,1,107.88210402933161,223.42500069350507,True,59,2.4114498192034017,429.584553541368
59,2020-03-21,3,3,107.88210402933161,223.42500069350507,True,60,2.681397821138104,429.584553541368
60,2020-03-22,3,3,107.88210402933161,223.42500069350507,True,61,2.9813622418621413,429.584553541368
61,2020-03-23,3,3,107.88210402933161,223.42500069350507,True,62,3.3146328666477127,429.584553541368
62,2020-03-24,3,2,107.88210402933161,223.42500069350507,True,63,3.6848487668497483,429.584553541368
63,2020-03-25,4,3,107.88210402933161,223.42500069350507,True,64,4.096032724729269,429.584553541368
64,2020-03-26,4,3,107.88210402933161,223.42500069350507,True,65,4.552628416266028,429.584553541368
65,2020-03-27,5,4,107.88210402933161,223.42500069350507,True,66,5.059540414544137,429.584553541368
66,2020-03-28,5,4,107.88210402933161,223.42500069350507,True,67,5.6221770309137735,429.584553541368
67,2020-03-29,6,5,107.88210402933161,223.42500069350507,True,68,6.246495950502472,429.584553541368
68,2020-03-30,6,5,107.88210402933161,223.42500069350507,True,69,6.9390525394479265,429.584553541368
69,2020-03-31,6,5,107.88210402933161,223.42500069350507,True,70,7.707050599638589,429.584553541368
70,2020-04-01,6,5,107.88210402933161,223.42500069350507,True,71,8.558395218475706,429.584553541368
71,2020-04-02,6,5,107.88210402933161,223.42500069350507,True,72,9.50174720145443,429.584553541368
72,2020-04-03,6,5,107.88210402933161,223.42500069350507,True,73,10.54657837907671,429.584553541368
73,2020-04-04,7,6,107.88210402933161,223.42500069350507,True,74,11.703226841424073,429.584553541368
74,2020-04-05,7,6,107.88210402933161,223.42500069350507,True,75,12.982950868356784,429.584553541368
75,2020-04-06,7,5,107.88210402933161,223.42500069350507,True,76,14.397979985943428,429.584553541368
76,2020-04-07,7,5,107.88210402933161,223.42500069350507,True,77,15.961561186557148,429.584553541368
77,2020-04-08,7,5,107.88210402933161,223.42500069350507,True,78,17.687997899103408,429.584553541368
78,2020-04-09,7,5,107.88210402933161,223.42500069350507,True,79,19.59267878792012,429.584553541368
79,2020-04-10,7,5,107.88210402933161,223.42500069350507,True,80,21.69209289905342,429.584553541368
80,2020-04-11,8,6,107.88210402933161,223.42500069350507,True,81,24.003827071754646,429.584553541368
81,2020-04-12,8,6,107.88210402933161,223.42500069350507,True,82,26.546540909882854,429.584553541368
82,2020-04-13,10,8,107.88210402933161,223.42500069350507,True,83,29.339913991225995,429.584553541368
83,2020-04-14,11,9,107.88210402933161,223.42500069350507,True,84,32.40455942381181,429.584553541368
84,2020-04-15,56,54,107.88210402933161,223.42500069350507,True,85,35.76189739305356,429.584553541368
85,2020-04-16,56,54,107.88210402933161,223.42500069350507,True,86,39.433982054632956,429.584553541368
86,2020-04-17,56,54,107.88210402933161,223.42500069350507,True,87,43.44327510537508,429.584553541368
87,2020-04-18,58,56,107.88210402933161,223.42500069350507,True,88,47.812359714641254,429.584553541368
88,2020-04-19,61,59,107.88210402933161,223.42500069350507,True,89,52.5635893417951,429.584553541368
89,2020-04-20,67,65,107.88210402933161,223.42500069350507,True,90,57.718667427197616,429.584553541368
90,2020-04-21,68,66,107.88210402933161,223.42500069350507,True,91,63.298156145862855,429.584553541368
91,2020-04-22,73,71,107.88210402933161,223.42500069350507,True,92,69.32091545337416,429.584553541368
92,2020-04-23,82,80,107.88210402933161,223.42500069350507,True,93,75.80347758792345,429.584553541368
93,2020-04-24,88,86,107.88210402933161,223.42500069350507,True,94,82.75936700472987,429.584553541368
94,2020-04-25,90,88,107.88210402933161,223.42500069350507,True,95,90.19838129426009,429.584553541368
95,2020-04-26,106,104,107.88210402933161,223.42500069350507,True,96,98.12585473122225,429.584553541368
96,2020-04-27,109,107,107.88210402933161,223.42500069350507,True,97,106.54193232804685,429.584553541368
97,2020-04-28,114,111,107.88210402933161,223.42500069350507,True,98,115.44088808375345,429.584553541368
98,2020-04-29,114,111,107.88210402933161,223.42500069350507,True,99,124.81052585267201,429.584553541368
99,2020-04-30,121,116,107.88210402933161,223.42500069350507,True,100,134.63170414805933,429.584553541368
100,2020-05-01,122,103,107.88210402933161,223.42500069350507,True,101,144.87802647929541,429.584553541368
101,2020-05-02,152,132,107.88210402933161,223.42500069350507,True,102,155.5157358401061,429.584553541368
102,2020-05-03,165,130,107.88210402933161,223.42500069350507,True,103,166.5038452956942,429.584553541368
103,2020-05-04,175,136,107.88210402933161,223.42500069350507,True,104,177.79452619639167,429.584553541368
104,2020-05-05,186,147,107.88210402933161,223.42500069350507,True,105,189.33376177048123,429.584553541368
105,2020-05-06,191,151,107.88210402933161,223.42500069350507,True,106,201.06225761320968,429.584553541368
106,2020-05-07,218,178,107.88210402933161,223.42500069350507,True,107,212.91658324351306,429.584553541368
107,2020-05-08,230,184,107.88210402933161,223.42500069350507,True,108,224.83050212083654,429.584553541368
108,2020-05-09,236,178,107.88210402933161,223.42500069350507,True,109,236.73643309232992,429.584553541368
109,2020-05-10,246,188,107.88210402933161,223.42500069350507,True,110,248.5669758216089,429.584553541368
110,2020-05-11,260,200,107.88210402933161,223.42500069350507,True,111,260.25642757617095,429.584553541368
111,2020-05-12,267,207,107.88210402933161,223.42500069350507,True,112,271.7422194531747,429.584553541368
112,2020-05-13,289,226,107.88210402933161,223.42500069350507,True,113,282.96620661629714,429.584553541368
113,2020-05-14,315,246,107.88210402933161,223.42500069350507,True,114,293.87575861017865,429.584553541368
114,2020-05-15,326,257,107.88210402933161,223.42500069350507,True,115,304.4246109549356,429.584553541368
115,2020-05-16,328,241,107.88210402933161,223.42500069350507,True,116,314.5734562970171,429.584553541368
116,2020-05-17,328,241,107.88210402933161,223.42500069350507,True,117,324.29027061837394,429.584553541368
117,2020-05-18,328,240,107.88210402933161,223.42500069350507,True,118,333.5503857675787,429.584553541368
118,2020-05-19,335,247,107.88210402933161,223.42500069350507,True,119,342.336332622573,429.584553541368
119,2020-05-20,349,261,107.88210402933161,223.42500069350507,True,120,350.63748874811023,429.584553541368
120,2020-05-21,356,258,107.88210402933161,223.42500069350507,True,121,358.44957018991954,429.584553541368
121,2020-05-22,362,264,107.88210402933161,223.42500069350507,True,122,365.7740092100008,429.584553541368
122,2020-05-23,371,226,107.88210402933161,223.42500069350507,True,123,372.61725880387996,429.584553541368
123,2020-05-24,380,222,107.88210402933161,223.42500069350507,True,124,378.9900614452451,429.584553541368
124,2020-05-25,390,232,107.88210402933161,223.42500069350507,True,125,384.90671444797533,429.584553541368
125,2020-05-26,390,231,107.88210402933161,223.42500069350507,True,126,390.38435836547944,429.584553541368
126,2020-05-27,390,231,107.88210402933161,223.42500069350507,True,127,395.44230860826326,429.584553541368
127,2020-05-28,390,231,107.88210402933161,223.42500069350507,True,128,400.10144445838847,429.584553541368
