,Report_Date,Philippines_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,3,1,97.21046608230836,7971.26763466068,True,42,323.7659925442919,15082.034558164489
42,2020-03-04,3,1,97.21046608230836,7971.26763466068,True,43,346.8016123235095,15082.034558164489
43,2020-03-05,3,1,97.21046608230836,7971.26763466068,True,44,371.43721603921307,15082.034558164489
44,2020-03-06,5,3,97.21046608230836,7971.26763466068,True,45,397.77821350983913,15082.034558164489
45,2020-03-07,6,4,97.21046608230836,7971.26763466068,True,46,425.9361221689406,15082.034558164489
46,2020-03-08,10,8,97.21046608230836,7971.26763466068,True,47,456.02879705076856,15082.034558164489
47,2020-03-09,20,18,97.21046608230836,7971.26763466068,True,48,488.1806497594068,15082.034558164489
48,2020-03-10,33,30,97.21046608230836,7971.26763466068,True,49,522.522852406658,15082.034558164489
49,2020-03-11,49,46,97.21046608230836,7971.26763466068,True,50,559.1935219251005,15082.034558164489
50,2020-03-12,52,48,97.21046608230836,7971.26763466068,True,51,598.3378795363715,15082.034558164489
51,2020-03-13,64,57,97.21046608230836,7971.26763466068,True,52,640.1083794829062,15082.034558164489
52,2020-03-14,111,101,97.21046608230836,7971.26763466068,True,53,684.6648004180502,15082.034558164489
53,2020-03-15,140,127,97.21046608230836,7971.26763466068,True,54,732.1742921009429,15082.034558164489
54,2020-03-16,142,128,97.21046608230836,7971.26763466068,True,55,782.8113692678602,15082.034558164489
55,2020-03-17,187,170,97.21046608230836,7971.26763466068,True,56,836.7578437630896,15082.034558164489
56,2020-03-18,202,178,97.21046608230836,7971.26763466068,True,57,894.2026852260833,15082.034558164489
57,2020-03-19,217,192,97.21046608230836,7971.26763466068,True,58,955.3417998681185,15082.034558164489
58,2020-03-20,230,204,97.21046608230836,7971.26763466068,True,59,1020.3777161565472,15082.034558164489
59,2020-03-21,307,275,97.21046608230836,7971.26763466068,True,60,1089.5191655890267,15082.034558164489
60,2020-03-22,380,338,97.21046608230836,7971.26763466068,True,61,1162.9805462208783,15082.034558164489
61,2020-03-23,462,412,97.21046608230836,7971.26763466068,True,62,1240.9812562492637,15082.034558164489
62,2020-03-24,552,497,97.21046608230836,7971.26763466068,True,63,1323.744884807874,15082.034558164489
63,2020-03-25,636,572,97.21046608230836,7971.26763466068,True,64,1411.4982472411607,15082.034558164489
64,2020-03-26,707,634,97.21046608230836,7971.26763466068,True,65,1504.4702525694129,15082.034558164489
65,2020-03-27,803,718,97.21046608230836,7971.26763466068,True,66,1602.8905916912836,15082.034558164489
66,2020-03-28,1075,972,97.21046608230836,7971.26763466068,True,67,1706.9882361679165,15082.034558164489
67,2020-03-29,1418,1305,97.21046608230836,7971.26763466068,True,68,1816.9897392624152,15082.034558164489
68,2020-03-30,1546,1426,97.21046608230836,7971.26763466068,True,69,1933.117333337501,15082.034558164489
69,2020-03-31,2084,1947,97.21046608230836,7971.26763466068,True,70,2055.5868208039406,15082.034558164489
70,2020-04-01,2311,2165,97.21046608230836,7971.26763466068,True,71,2184.60525961247,15082.034558164489
71,2020-04-02,2633,2475,97.21046608230836,7971.26763466068,True,72,2320.368448825784,15082.034558164489
72,2020-04-03,3018,2830,97.21046608230836,7971.26763466068,True,73,2463.058225104287,15082.034558164489
73,2020-04-04,3094,2893,97.21046608230836,7971.26763466068,True,74,2612.839586969507,15082.034558164489
74,2020-04-05,3246,3030,97.21046608230836,7971.26763466068,True,75,2769.857670414632,15082.034558164489
75,2020-04-06,3660,3424,97.21046608230836,7971.26763466068,True,76,2934.2346067108447,15082.034558164489
76,2020-04-07,3764,3503,97.21046608230836,7971.26763466068,True,77,3106.0663009590558,15082.034558164489
77,2020-04-08,3870,3592,97.21046608230836,7971.26763466068,True,78,3285.419177853322,15082.034558164489
78,2020-04-09,4076,3749,97.21046608230836,7971.26763466068,True,79,3472.3269489919867,15082.034558164489
79,2020-04-10,4195,3834,97.21046608230836,7971.26763466068,True,80,3666.787463578381,15082.034558164489
80,2020-04-11,4428,4024,97.21046608230836,7971.26763466068,True,81,3868.7597111281752,15082.034558164489
81,2020-04-12,4648,4154,97.21046608230836,7971.26763466068,True,82,4078.1610504400383,15082.034558164489
82,2020-04-13,4932,4375,97.21046608230836,7971.26763466068,True,83,4294.864743161882,15082.034558164489
83,2020-04-14,5223,4593,97.21046608230836,7971.26763466068,True,84,4518.697872366221,15082.034558164489
84,2020-04-15,5453,4751,97.21046608230836,7971.26763466068,True,85,4749.439726229298,15082.034558164489
85,2020-04-16,5660,4863,97.21046608230836,7971.26763466068,True,86,4986.820723836833,15082.034558164489
86,2020-04-17,5878,5004,97.21046608230836,7971.26763466068,True,87,5230.521954048738,15082.034558164489
87,2020-04-18,6087,5174,97.21046608230836,7971.26763466068,True,88,5480.175389096869,15082.034558164489
88,2020-04-19,6259,5278,97.21046608230836,7971.26763466068,True,89,5735.364822162687,15082.034558164489
89,2020-04-20,6459,5418,97.21046608230836,7971.26763466068,True,90,5995.627562752464,15082.034558164489
90,2020-04-21,6599,5508,97.21046608230836,7971.26763466068,True,91,6260.456905607812,15082.034558164489
91,2020-04-22,6710,5571,97.21046608230836,7971.26763466068,True,92,6529.305368693146,15082.034558164489
92,2020-04-23,6981,5797,97.21046608230836,7971.26763466068,True,93,6801.588674196478,15082.034558164489
93,2020-04-24,7192,5953,97.21046608230836,7971.26763466068,True,94,7076.690424316635,15082.034558164489
94,2020-04-25,7294,6008,97.21046608230836,7971.26763466068,True,95,7353.967401842284,15082.034558164489
95,2020-04-26,7579,6216,97.21046608230836,7971.26763466068,True,96,7632.755405158236,15082.034558164489
96,2020-04-27,7777,6334,97.21046608230836,7971.26763466068,True,97,7912.375509330657,15082.034558164489
97,2020-04-28,7958,6453,97.21046608230836,7971.26763466068,True,98,8192.140630233644,15082.034558164489
98,2020-04-29,8212,6631,97.21046608230836,7971.26763466068,True,99,8471.362258049287,15082.034558164489
99,2020-04-30,8488,6877,97.21046608230836,7971.26763466068,True,100,8749.357220467806,15082.034558164489
100,2020-05-01,8772,7109,97.21046608230836,7971.26763466068,True,101,9025.454334856347,15082.034558164489
101,2020-05-02,8928,7201,97.21046608230836,7971.26763466068,True,102,9299.000812612596,15082.034558164489
102,2020-05-03,9223,7402,97.21046608230836,7971.26763466068,True,103,9569.368287658534,15082.034558164489
103,2020-05-04,9485,7547,97.21046608230836,7971.26763466068,True,104,9835.958354093222,15082.034558164489
104,2020-05-05,9684,7639,97.21046608230836,7971.26763466068,True,105,10098.207514724352,15082.034558164489
105,2020-05-06,10004,7840,97.21046608230836,7971.26763466068,True,106,10355.591461681144,15082.034558164489
106,2020-05-07,10343,8040,97.21046608230836,7971.26763466068,True,107,10607.628631613285,15082.034558164489
107,2020-05-08,10463,8033,97.21046608230836,7971.26763466068,True,108,10853.883000097885,15082.034558164489
108,2020-05-09,10610,8064,97.21046608230836,7971.26763466068,True,109,11093.966101827196,15082.034558164489
109,2020-05-10,10794,8151,97.21046608230836,7971.26763466068,True,110,11327.538284034421,15082.034558164489
110,2020-05-11,11086,8361,97.21046608230836,7971.26763466068,True,111,11554.30921966121,15082.034558164489
111,2020-05-12,11350,8493,97.21046608230836,7971.26763466068,True,112,11774.037723368887,15082.034558164489
112,2020-05-13,11618,8595,97.21046608230836,7971.26763466068,True,113,11986.53092721708,15082.034558164489
113,2020-05-14,11876,8749,97.21046608230836,7971.26763466068,True,114,12191.642883434813,15082.034558164489
114,2020-05-15,12091,8825,97.21046608230836,7971.26763466068,True,115,12389.272669122698,15082.034558164489
115,2020-05-16,12305,8927,97.21046608230836,7971.26763466068,True,116,12579.362072041073,15082.034558164489
116,2020-05-17,12513,9054,97.21046608230836,7971.26763466068,True,117,12761.892938077777,15082.034558164489
117,2020-05-18,12718,9158,97.21046608230836,7971.26763466068,True,118,12936.884259871384,15082.034558164489
118,2020-05-19,12942,9262,97.21046608230836,7971.26763466068,True,119,13104.389082777656,15082.034558164489
119,2020-05-20,13221,9447,97.21046608230836,7971.26763466068,True,120,13264.491299333009,15082.034558164489
120,2020-05-21,13434,9588,97.21046608230836,7971.26763466068,True,121,13417.30239702055,15082.034558164489
121,2020-05-22,13597,9648,97.21046608230836,7971.26763466068,True,122,13562.958216898494,15082.034558164489
122,2020-05-23,13777,9737,97.21046608230836,7971.26763466068,True,123,13701.615772892786,15082.034558164489
123,2020-05-24,14035,9918,97.21046608230836,7971.26763466068,True,124,13833.45017362348,15082.034558164489
124,2020-05-25,14319,10123,97.21046608230836,7971.26763466068,True,125,13958.651680814311,15082.034558164489
125,2020-05-26,14669,10371,97.21046608230836,7971.26763466068,True,126,14077.422930856674,15082.034558164489
126,2020-05-27,15049,10639,97.21046608230836,7971.26763466068,True,127,14189.976339136942,15082.034558164489
127,2020-05-28,15588,11069,97.21046608230836,7971.26763466068,True,128,14296.531700412243,15082.034558164489
