,Report_Date,Djibouti_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,0,139.16498220406018,3588.913372703708,False,22,18.08734568920425,7177.826745407416
22,2020-02-13,0,0,139.16498220406018,3588.913372703708,False,23,19.03212630002572,7177.826745407416
23,2020-02-14,0,0,139.16498220406018,3588.913372703708,False,24,20.02611887072897,7177.826745407416
24,2020-02-15,0,0,139.16498220406018,3588.913372703708,False,25,21.07187197412889,7177.826745407416
25,2020-02-16,0,0,139.16498220406018,3588.913372703708,False,26,22.17206458310433,7177.826745407416
26,2020-02-17,0,0,139.16498220406018,3588.913372703708,False,27,23.329512572708257,7177.826745407416
27,2020-02-18,0,0,139.16498220406018,3588.913372703708,False,28,24.547175528180368,7177.826745407416
28,2020-02-19,0,0,139.16498220406018,3588.913372703708,False,29,25.828163871251274,7177.826745407416
29,2020-02-20,0,0,139.16498220406018,3588.913372703708,False,30,27.175746317400385,7177.826745407416
30,2020-02-21,0,0,139.16498220406018,3588.913372703708,False,31,28.593357676979412,7177.826745407416
31,2020-02-22,0,0,139.16498220406018,3588.913372703708,False,32,30.084607013334345,7177.826745407416
32,2020-02-23,0,0,139.16498220406018,3588.913372703708,False,33,31.653286171245476,7177.826745407416
33,2020-02-24,0,0,139.16498220406018,3588.913372703708,False,34,33.303378689151806,7177.826745407416
34,2020-02-25,0,0,139.16498220406018,3588.913372703708,False,35,35.039069108725435,7177.826745407416
35,2020-02-26,0,0,139.16498220406018,3588.913372703708,False,36,36.86475269540592,7177.826745407416
36,2020-02-27,0,0,139.16498220406018,3588.913372703708,False,37,38.785045583485946,7177.826745407416
37,2020-02-28,0,0,139.16498220406018,3588.913372703708,False,38,40.804795359247514,7177.826745407416
38,2020-02-29,0,0,139.16498220406018,3588.913372703708,False,39,42.929092095473294,7177.826745407416
39,2020-03-01,0,0,139.16498220406018,3588.913372703708,False,40,45.163279850387454,7177.826745407416
40,2020-03-02,0,0,139.16498220406018,3588.913372703708,False,41,47.51296864370305,7177.826745407416
41,2020-03-03,0,0,139.16498220406018,3588.913372703708,False,42,49.98404692195399,7177.826745407416
42,2020-03-04,0,0,139.16498220406018,3588.913372703708,False,43,52.582694524653476,7177.826745407416
43,2020-03-05,0,0,139.16498220406018,3588.913372703708,False,44,55.315396162031114,7177.826745407416
44,2020-03-06,0,0,139.16498220406018,3588.913372703708,False,45,58.18895541413867,7177.826745407416
45,2020-03-07,0,0,139.16498220406018,3588.913372703708,False,46,61.21050925996014,7177.826745407416
46,2020-03-08,0,0,139.16498220406018,3588.913372703708,False,47,64.3875431437929,7177.826745407416
47,2020-03-09,0,0,139.16498220406018,3588.913372703708,False,48,67.72790658455985,7177.826745407416
48,2020-03-10,0,0,139.16498220406018,3588.913372703708,False,49,71.23982933184182,7177.826745407416
49,2020-03-11,0,0,139.16498220406018,3588.913372703708,False,50,74.9319380702569,7177.826745407416
50,2020-03-12,0,0,139.16498220406018,3588.913372703708,False,51,78.81327367132826,7177.826745407416
51,2020-03-13,0,0,139.16498220406018,3588.913372703708,False,52,82.89330898914362,7177.826745407416
52,2020-03-14,0,0,139.16498220406018,3588.913372703708,False,53,87.18196719288119,7177.826745407416
53,2020-03-15,0,0,139.16498220406018,3588.913372703708,False,54,91.6896406256225,7177.826745407416
54,2020-03-16,0,0,139.16498220406018,3588.913372703708,False,55,96.42721017475216,7177.826745407416
55,2020-03-17,0,0,139.16498220406018,3588.913372703708,False,56,101.40606513461694,7177.826745407416
56,2020-03-18,1,1,139.16498220406018,3588.913372703708,False,57,106.63812353693596,7177.826745407416
57,2020-03-19,1,1,139.16498220406018,3588.913372703708,False,58,112.13585291867493,7177.826745407416
58,2020-03-20,1,1,139.16498220406018,3588.913372703708,False,59,117.9122914906702,7177.826745407416
59,2020-03-21,1,1,139.16498220406018,3588.913372703708,False,60,123.98106966316402,7177.826745407416
60,2020-03-22,1,1,139.16498220406018,3588.913372703708,False,61,130.35643187653503,7177.826745407416
61,2020-03-23,3,3,139.16498220406018,3588.913372703708,False,62,137.05325867682822,7177.826745407416
62,2020-03-24,3,3,139.16498220406018,3588.913372703708,False,63,144.08708896614803,7177.826745407416
63,2020-03-25,11,11,139.16498220406018,3588.913372703708,False,64,151.47414234752395,7177.826745407416
64,2020-03-26,11,11,139.16498220406018,3588.913372703708,False,65,159.23134147243528,7177.826745407416
65,2020-03-27,12,12,139.16498220406018,3588.913372703708,False,66,167.37633428673743,7177.826745407416
66,2020-03-28,14,14,139.16498220406018,3588.913372703708,False,67,175.92751605721537,7177.826745407416
67,2020-03-29,18,18,139.16498220406018,3588.913372703708,False,68,184.90405104635465,7177.826745407416
68,2020-03-30,18,18,139.16498220406018,3588.913372703708,False,69,194.32589368712317,7177.826745407416
69,2020-03-31,30,30,139.16498220406018,3588.913372703708,False,70,204.2138090925658,7177.826745407416
70,2020-04-01,33,33,139.16498220406018,3588.913372703708,False,71,214.5893927167994,7177.826745407416
71,2020-04-02,40,40,139.16498220406018,3588.913372703708,False,72,225.47508896454556,7177.826745407416
72,2020-04-03,49,41,139.16498220406018,3588.913372703708,False,73,236.89420852565067,7177.826745407416
73,2020-04-04,50,42,139.16498220406018,3588.913372703708,False,74,248.8709441891343,7177.826745407416
74,2020-04-05,59,50,139.16498220406018,3588.913372703708,False,75,261.4303848682104,7177.826745407416
75,2020-04-06,90,81,139.16498220406018,3588.913372703708,False,76,274.59852754350527,7177.826745407416
76,2020-04-07,90,81,139.16498220406018,3588.913372703708,False,77,288.4022868064352,7177.826745407416
77,2020-04-08,135,110,139.16498220406018,3588.913372703708,False,78,302.8695016585278,7177.826745407416
78,2020-04-09,135,110,139.16498220406018,3588.913372703708,False,79,318.02893919552594,7177.826745407416
79,2020-04-10,150,113,139.16498220406018,3588.913372703708,False,80,333.9102947776077,7177.826745407416
80,2020-04-11,187,149,139.16498220406018,3588.913372703708,False,81,350.5441882592309,7177.826745407416
81,2020-04-12,214,176,139.16498220406018,3588.913372703708,False,82,367.96215582425674,7177.826745407416
82,2020-04-13,298,255,139.16498220406018,3588.913372703708,False,83,386.1966369445157,7177.826745407416
83,2020-04-14,363,308,139.16498220406018,3588.913372703708,False,84,405.28095595320883,7177.826745407416
84,2020-04-15,435,362,139.16498220406018,3588.913372703708,False,85,425.2492976990666,7177.826745407416
85,2020-04-16,591,516,139.16498220406018,3588.913372703708,False,86,446.13667672348527,7177.826745407416
86,2020-04-17,732,654,139.16498220406018,3588.913372703708,False,87,467.9788993816779,7177.826745407416
87,2020-04-18,732,654,139.16498220406018,3588.913372703708,False,88,490.8125183108358,7177.826745407416
88,2020-04-19,846,742,139.16498220406018,3588.913372703708,False,89,514.6747786343255,7177.826745407416
89,2020-04-20,846,742,139.16498220406018,3588.913372703708,False,90,539.6035552818348,7177.826745407416
90,2020-04-21,945,831,139.16498220406018,3588.913372703708,False,91,565.6372808022368,7177.826745407416
91,2020-04-22,974,789,139.16498220406018,3588.913372703708,False,92,592.8148630497169,7177.826745407416
92,2020-04-23,986,732,139.16498220406018,3588.913372703708,False,93,621.17559213567,7177.826745407416
93,2020-04-24,999,667,139.16498220406018,3588.913372703708,False,94,650.7590360601246,7177.826745407416
94,2020-04-25,1008,633,139.16498220406018,3588.913372703708,False,95,681.6049244683725,7177.826745407416
95,2020-04-26,1023,610,139.16498220406018,3588.913372703708,False,96,713.7530200222478,7177.826745407416
96,2020-04-27,1035,556,139.16498220406018,3588.913372703708,False,97,747.242976932561,7177.826745407416
97,2020-04-28,1072,572,139.16498220406018,3588.913372703708,False,98,782.1141862707038,7177.826745407416
98,2020-04-29,1077,476,139.16498220406018,3588.913372703708,False,99,818.4056077647385,7177.826745407416
99,2020-04-30,1089,445,139.16498220406018,3588.913372703708,False,100,856.155587889466,7177.826745407416
100,2020-05-01,1097,423,139.16498220406018,3588.913372703708,False,101,895.4016641819959,7177.826745407416
101,2020-05-02,1112,424,139.16498220406018,3588.913372703708,False,102,936.1803558550936,7177.826745407416
102,2020-05-03,1112,424,139.16498220406018,3588.913372703708,False,103,978.5269409404633,7177.826745407416
103,2020-05-04,1116,401,139.16498220406018,3588.913372703708,False,104,1022.475220373487,7177.826745407416
104,2020-05-05,1120,373,139.16498220406018,3588.913372703708,False,105,1068.0572696294412,7177.826745407416
105,2020-05-06,1124,366,139.16498220406018,3588.913372703708,False,106,1115.3031787383554,7177.826745407416
106,2020-05-07,1133,331,139.16498220406018,3588.913372703708,False,107,1164.240781740084,7177.826745407416
107,2020-05-08,1135,308,139.16498220406018,3588.913372703708,False,108,1214.8953768912684,7177.826745407416
108,2020-05-09,1189,352,139.16498220406018,3588.913372703708,False,109,1267.2894391989448,7177.826745407416
109,2020-05-10,1210,360,139.16498220406018,3588.913372703708,False,110,1321.4423271287042,7177.826745407416
110,2020-05-11,1227,352,139.16498220406018,3588.913372703708,False,111,1377.3699856143464,7177.826745407416
111,2020-05-12,1256,367,139.16498220406018,3588.913372703708,False,112,1435.0846477764394,7177.826745407416
112,2020-05-13,1268,365,139.16498220406018,3588.913372703708,False,113,1494.5945380333903,7177.826745407416
113,2020-05-14,1284,376,139.16498220406018,3588.913372703708,False,114,1555.9035795546258,7177.826745407416
114,2020-05-15,1309,370,139.16498220406018,3588.913372703708,False,115,1619.0111092541315,7177.826745407416
115,2020-05-16,1331,377,139.16498220406018,3588.913372703708,False,116,1683.9116037467913,7177.826745407416
116,2020-05-17,1401,425,139.16498220406018,3588.913372703708,False,117,1750.5944198815553,7177.826745407416
117,2020-05-18,1518,493,139.16498220406018,3588.913372703708,False,118,1819.0435536166588,7177.826745407416
118,2020-05-19,1618,578,139.16498220406018,3588.913372703708,False,119,1889.2374211045421,7177.826745407416
119,2020-05-20,1828,767,139.16498220406018,3588.913372703708,False,120,1961.1486659001291,7177.826745407416
120,2020-05-21,2047,982,139.16498220406018,3588.913372703708,False,121,2034.743996188148,7177.826745407416
121,2020-05-22,2270,1196,139.16498220406018,3588.913372703708,False,122,2109.9840558368774,7177.826745407416
122,2020-05-23,2270,1196,139.16498220406018,3588.913372703708,False,123,2186.8233329214318,7177.826745407416
123,2020-05-24,2270,1196,139.16498220406018,3588.913372703708,False,124,2265.2101091158347,7177.826745407416
124,2020-05-25,2468,1375,139.16498220406018,3588.913372703708,False,125,2345.086453027146,7177.826745407416
125,2020-05-26,2468,1375,139.16498220406018,3588.913372703708,False,126,2426.388260137066,7177.826745407416
126,2020-05-27,2697,1494,139.16498220406018,3588.913372703708,False,127,2509.045341528568,7177.826745407416
127,2020-05-28,2914,1653,139.16498220406018,3588.913372703708,False,128,2592.981563012148,7177.826745407416
