,Report_Date,Canada_recovered_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
47,2020-03-09,0,20.9552430248445,5.539348498137201e-06,True,48,1.107867598045041e-05,1.107869699627433e-05
48,2020-03-10,0,20.9552430248445,5.539348498137201e-06,True,49,1.1078684084863557e-05,1.107869699627433e-05
49,2020-03-11,0,20.9552430248445,5.539348498137201e-06,True,50,1.1078689063942888e-05,1.107869699627433e-05
50,2020-03-12,0,20.9552430248445,5.539348498137201e-06,True,51,1.107869212292066e-05,1.107869699627433e-05
51,2020-03-13,0,20.9552430248445,5.539348498137201e-06,True,52,1.1078694002252516e-05,1.107869699627433e-05
52,2020-03-14,0,20.9552430248445,5.539348498137201e-06,True,53,1.107869515684986e-05,1.107869699627433e-05
53,2020-03-15,0,20.9552430248445,5.539348498137201e-06,True,54,1.1078695866194987e-05,1.107869699627433e-05
54,2020-03-16,0,20.9552430248445,5.539348498137201e-06,True,55,1.1078696301992344e-05,1.107869699627433e-05
55,2020-03-17,0,20.9552430248445,5.539348498137201e-06,True,56,1.1078696569731308e-05,1.107869699627433e-05
56,2020-03-18,0,20.9552430248445,5.539348498137201e-06,True,57,1.1078696734220952e-05,1.107869699627433e-05
57,2020-03-19,0,20.9552430248445,5.539348498137201e-06,True,58,1.107869683527775e-05,1.107869699627433e-05
58,2020-03-20,0,20.9552430248445,5.539348498137201e-06,True,59,1.107869689736358e-05,1.107869699627433e-05
59,2020-03-21,0,20.9552430248445,5.539348498137201e-06,True,60,1.1078696935506986e-05,1.107869699627433e-05
60,2020-03-22,0,20.9552430248445,5.539348498137201e-06,True,61,1.1078696958940986e-05,1.107869699627433e-05
61,2020-03-23,0,20.9552430248445,5.539348498137201e-06,True,62,1.107869697333803e-05,1.107869699627433e-05
62,2020-03-24,0,20.9552430248445,5.539348498137201e-06,True,63,1.1078696982183083e-05,1.107869699627433e-05
63,2020-03-25,0,20.9552430248445,5.539348498137201e-06,True,64,1.1078696987617178e-05,1.107869699627433e-05
64,2020-03-26,0,20.9552430248445,5.539348498137201e-06,True,65,1.1078696990955702e-05,1.107869699627433e-05
65,2020-03-27,0,20.9552430248445,5.539348498137201e-06,True,66,1.1078696993006774e-05,1.107869699627433e-05
66,2020-03-28,0,20.9552430248445,5.539348498137201e-06,True,67,1.1078696994266883e-05,1.107869699627433e-05
67,2020-03-29,0,20.9552430248445,5.539348498137201e-06,True,68,1.1078696995041052e-05,1.107869699627433e-05
68,2020-03-30,0,20.9552430248445,5.539348498137201e-06,True,69,1.1078696995516673e-05,1.107869699627433e-05
69,2020-03-31,0,20.9552430248445,5.539348498137201e-06,True,70,1.107869699580888e-05,1.107869699627433e-05
70,2020-04-01,0,20.9552430248445,5.539348498137201e-06,True,71,1.10786969959884e-05,1.107869699627433e-05
71,2020-04-02,0,20.9552430248445,5.539348498137201e-06,True,72,1.1078696996098693e-05,1.107869699627433e-05
72,2020-04-03,0,20.9552430248445,5.539348498137201e-06,True,73,1.107869699616645e-05,1.107869699627433e-05
73,2020-04-04,0,20.9552430248445,5.539348498137201e-06,True,74,1.107869699620808e-05,1.107869699627433e-05
74,2020-04-05,0,20.9552430248445,5.539348498137201e-06,True,75,1.1078696996233657e-05,1.107869699627433e-05
75,2020-04-06,0,20.9552430248445,5.539348498137201e-06,True,76,1.1078696996249368e-05,1.107869699627433e-05
76,2020-04-07,0,20.9552430248445,5.539348498137201e-06,True,77,1.1078696996259021e-05,1.107869699627433e-05
77,2020-04-08,0,20.9552430248445,5.539348498137201e-06,True,78,1.1078696996264952e-05,1.107869699627433e-05
