,Report_Date,Austria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
54,2020-03-16,1018,66.81517410460691,7576.6103164488595,True,55,1750.009423823304,14922.01567186736
55,2020-03-17,1332,66.81517410460691,7576.6103164488595,True,56,2034.8999850656196,14922.01567186736
56,2020-03-18,1646,66.81517410460691,7576.6103164488595,True,57,2358.009651807279,14922.01567186736
57,2020-03-19,2013,66.81517410460691,7576.6103164488595,True,58,2721.7793280736064,14922.01567186736
58,2020-03-20,2388,66.81517410460691,7576.6103164488595,True,59,3127.9487699454676,14922.01567186736
59,2020-03-21,2814,66.81517410460691,7576.6103164488595,True,60,3577.2887138933615,14922.01567186736
60,2020-03-22,3582,66.81517410460691,7576.6103164488595,True,61,4069.3344592391772,14922.01567186736
61,2020-03-23,4474,66.81517410460691,7576.6103164488595,True,62,4602.152877987243,14922.01567186736
62,2020-03-24,5283,66.81517410460691,7576.6103164488595,True,63,5172.180963880757,14922.01567186736
63,2020-03-25,5588,66.81517410460691,7576.6103164488595,True,64,5774.174482914621,14922.01567186736
64,2020-03-26,6909,66.81517410460691,7576.6103164488595,True,65,6401.297619061927,14922.01567186736
65,2020-03-27,7657,66.81517410460691,7576.6103164488595,True,66,7045.367958468183,14922.01567186736
66,2020-03-28,8271,66.81517410460691,7576.6103164488595,True,67,7697.247630126083,14922.01567186736
67,2020-03-29,8788,66.81517410460691,7576.6103164488595,True,68,8347.345669136696,14922.01567186736
68,2020-03-30,9618,66.81517410460691,7576.6103164488595,True,69,8986.175191633376,14922.01567186736
69,2020-03-31,10180,66.81517410460691,7576.6103164488595,True,70,9604.897863871667,14922.01567186736
70,2020-04-01,10711,66.81517410460691,7576.6103164488595,True,71,10195.790751561626,14922.01567186736
71,2020-04-02,11129,66.81517410460691,7576.6103164488595,True,72,10752.58615603069,14922.01567186736
72,2020-04-03,11524,66.81517410460691,7576.6103164488595,True,73,11270.658887078773,14922.01567186736
73,2020-04-04,11781,66.81517410460691,7576.6103164488595,True,74,11747.061053822425,14922.01567186736
74,2020-04-05,12051,66.81517410460691,7576.6103164488595,True,75,12180.425813767808,14922.01567186736
75,2020-04-06,12297,66.81517410460691,7576.6103164488595,True,76,12570.774852686836,14922.01567186736
76,2020-04-07,12639,66.81517410460691,7576.6103164488595,True,77,12919.268831045509,14922.01567186736
77,2020-04-08,12942,66.81517410460691,7576.6103164488595,True,78,13227.937146946228,14922.01567186736
78,2020-04-09,13244,66.81517410460691,7576.6103164488595,True,79,13499.415867128959,14922.01567186736
79,2020-04-10,13555,66.81517410460691,7576.6103164488595,True,80,13736.71339128792,14922.01567186736
80,2020-04-11,13806,66.81517410460691,7576.6103164488595,True,81,13943.014522677235,14922.01567186736
