,Report_Date,China_hunan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,946,12.907954756047863,508.99029454344856,True,22,947.2523512456198,1017.9805888031634
22,2020-02-13,968,12.907954756047863,508.99029454344856,True,23,963.8791039511162,1017.9805888031634
23,2020-02-14,988,12.907954756047863,508.99029454344856,True,24,976.7673059993409,1017.9805888031634
24,2020-02-15,1001,12.907954756047863,508.99029454344856,True,25,986.684932360468,1017.9805888031634
25,2020-02-16,1004,12.907954756047863,508.99029454344856,True,26,994.2738901734289,1017.9805888031634
26,2020-02-17,1006,12.907954756047863,508.99029454344856,True,27,1000.0560147506401,1017.9805888031634
27,2020-02-18,1007,12.907954756047863,508.99029454344856,True,28,1004.4470602507974,1017.9805888031634
28,2020-02-19,1008,12.907954756047863,508.99029454344856,True,29,1007.7733951765116,1017.9805888031634
29,2020-02-20,1010,12.907954756047863,508.99029454344856,True,30,1010.2884287007462,1017.9805888031634
30,2020-02-21,1011,12.907954756047863,508.99029454344856,True,31,1012.1873250511244,1017.9805888031634
31,2020-02-22,1013,12.907954756047863,508.99029454344856,True,32,1013.6194809807657,1017.9805888031634
32,2020-02-23,1016,12.907954756047863,508.99029454344856,True,33,1014.6987407985733,1017.9805888031634
33,2020-02-24,1016,12.907954756047863,508.99029454344856,True,34,1015.511562719831,1017.9805888031634
34,2020-02-25,1016,12.907954756047863,508.99029454344856,True,35,1016.1234398651029,1017.9805888031634
35,2020-02-26,1016,12.907954756047863,508.99029454344856,True,36,1016.5838894202285,1017.9805888031634
36,2020-02-27,1017,12.907954756047863,508.99029454344856,True,37,1016.9302960933538,1017.9805888031634
37,2020-02-28,1017,12.907954756047863,508.99029454344856,True,38,1017.1908544157205,1017.9805888031634
38,2020-02-29,1018,12.907954756047863,508.99029454344856,True,39,1017.3868107661486,1017.9805888031634
39,2020-03-01,1018,12.907954756047863,508.99029454344856,True,40,1017.5341659341443,1017.9805888031634
40,2020-03-02,1018,12.907954756047863,508.99029454344856,True,41,1017.644964727944,1017.9805888031634
41,2020-03-03,1018,12.907954756047863,508.99029454344856,True,42,1017.7282709321297,1017.9805888031634
42,2020-03-04,1018,12.907954756047863,508.99029454344856,True,43,1017.7909033386861,1017.9805888031634
43,2020-03-05,1018,12.907954756047863,508.99029454344856,True,44,1017.8379908126484,1017.9805888031634
44,2020-03-06,1018,12.907954756047863,508.99029454344856,True,45,1017.8733905520503,1017.9805888031634
45,2020-03-07,1018,12.907954756047863,508.99029454344856,True,46,1017.9000030719682,1017.9805888031634
46,2020-03-08,1018,12.907954756047863,508.99029454344856,True,47,1017.9200093069534,1017.9805888031634
47,2020-03-09,1018,12.907954756047863,508.99029454344856,True,48,1017.9350490284339,1017.9805888031634
48,2020-03-10,1018,12.907954756047863,508.99029454344856,True,49,1017.9463550682266,1017.9805888031634
49,2020-03-11,1018,12.907954756047863,508.99029454344856,True,50,1017.9548542757823,1017.9805888031634
50,2020-03-12,1018,12.907954756047863,508.99029454344856,True,51,1017.9612434431192,1017.9805888031634
51,2020-03-13,1018,12.907954756047863,508.99029454344856,True,52,1017.9660463980725,1017.9805888031634
52,2020-03-14,1018,12.907954756047863,508.99029454344856,True,53,1017.9696569332333,1017.9805888031634
53,2020-03-15,1018,12.907954756047863,508.99029454344856,True,54,1017.9723710826522,1017.9805888031634
54,2020-03-16,1018,12.907954756047863,508.99029454344856,True,55,1017.9744113884179,1017.9805888031634
55,2020-03-17,1018,12.907954756047863,508.99029454344856,True,56,1017.9759451443567,1017.9805888031634
56,2020-03-18,1018,12.907954756047863,508.99029454344856,True,57,1017.9770981113626,1017.9805888031634
57,2020-03-19,1018,12.907954756047863,508.99029454344856,True,58,1017.9779648281665,1017.9805888031634
58,2020-03-20,1018,12.907954756047863,508.99029454344856,True,59,1017.9786163625507,1017.9805888031634
59,2020-03-21,1018,12.907954756047863,508.99029454344856,True,60,1017.9791061383285,1017.9805888031634
60,2020-03-22,1018,12.907954756047863,508.99029454344856,True,61,1017.9794743157438,1017.9805888031634
61,2020-03-23,1018,12.907954756047863,508.99029454344856,True,62,1017.979751084394,1017.9805888031634
62,2020-03-24,1018,12.907954756047863,508.99029454344856,True,63,1017.9799591386377,1017.9805888031634
63,2020-03-25,1018,12.907954756047863,508.99029454344856,True,64,1017.9801155384433,1017.9805888031634
64,2020-03-26,1018,12.907954756047863,508.99029454344856,True,65,1017.9802331082496,1017.9805888031634
65,2020-03-27,1018,12.907954756047863,508.99029454344856,True,66,1017.980321488528,1017.9805888031634
66,2020-03-28,1018,12.907954756047863,508.99029454344856,True,67,1017.9803879262766,1017.9805888031634
67,2020-03-29,1018,12.907954756047863,508.99029454344856,True,68,1017.9804378692544,1017.9805888031634
68,2020-03-30,1018,12.907954756047863,508.99029454344856,True,69,1017.9804754126843,1017.9805888031634
69,2020-03-31,1018,12.907954756047863,508.99029454344856,True,70,1017.9805036350524,1017.9805888031634
70,2020-04-01,1018,12.907954756047863,508.99029454344856,True,71,1017.9805248505365,1017.9805888031634
71,2020-04-02,1019,12.907954756047863,508.99029454344856,True,72,1017.9805407987647,1017.9805888031634
72,2020-04-03,1019,12.907954756047863,508.99029454344856,True,73,1017.9805527874598,1017.9805888031634
73,2020-04-04,1019,12.907954756047863,508.99029454344856,True,74,1017.9805617996723,1017.9805888031634
74,2020-04-05,1019,12.907954756047863,508.99029454344856,True,75,1017.9805685743851,1017.9805888031634
75,2020-04-06,1019,12.907954756047863,508.99029454344856,True,76,1017.9805736671117,1017.9805888031634
76,2020-04-07,1019,12.907954756047863,508.99029454344856,True,77,1017.9805774954461,1017.9805888031634
77,2020-04-08,1019,12.907954756047863,508.99029454344856,True,78,1017.9805803733038,1017.9805888031634
78,2020-04-09,1019,12.907954756047863,508.99029454344856,True,79,1017.980582536664,1017.9805888031634
79,2020-04-10,1019,12.907954756047863,508.99029454344856,True,80,1017.9805841629177,1017.9805888031634
