,Report_Date,China_xinjiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
45,2020-03-07,76,16.467216607341626,38.24287481400965,True,46,76.4017999045324,76.48574634822934
46,2020-03-08,76,16.467216607341626,38.24287481400965,True,47,76.41908109533696,76.48574634822934
47,2020-03-09,76,16.467216607341626,38.24287481400965,True,48,76.43280738920481,76.48574634822934
48,2020-03-10,76,16.467216607341626,38.24287481400965,True,49,76.44370914974297,76.48574634822934
49,2020-03-11,76,16.467216607341626,38.24287481400965,True,50,76.45236702189328,76.48574634822934
50,2020-03-12,76,16.467216607341626,38.24287481400965,True,51,76.4592424985755,76.48574634822934
51,2020-03-13,76,16.467216607341626,38.24287481400965,True,52,76.46470229292905,76.48574634822934
52,2020-03-14,76,16.467216607341626,38.24287481400965,True,53,76.46903775433863,76.48574634822934
53,2020-03-15,76,16.467216607341626,38.24287481400965,True,54,76.47248032533001,76.48574634822934
54,2020-03-16,76,16.467216607341626,38.24287481400965,True,55,76.47521383985031,76.48574634822934
55,2020-03-17,76,16.467216607341626,38.24287481400965,True,56,76.47738430411584,76.48574634822934
56,2020-03-18,76,16.467216607341626,38.24287481400965,True,57,76.47910767264405,76.48574634822934
57,2020-03-19,76,16.467216607341626,38.24287481400965,True,58,76.48047602870436,76.48574634822934
58,2020-03-20,76,16.467216607341626,38.24287481400965,True,59,76.4815624955181,76.48574634822934
59,2020-03-21,76,16.467216607341626,38.24287481400965,True,60,76.48242513819274,76.48574634822934
60,2020-03-22,76,16.467216607341626,38.24287481400965,True,61,76.48311006337183,76.48574634822934
61,2020-03-23,76,16.467216607341626,38.24287481400965,True,62,76.48365388129214,76.48574634822934
62,2020-03-24,76,16.467216607341626,38.24287481400965,True,63,76.48408566123051,76.48574634822934
63,2020-03-25,76,16.467216607341626,38.24287481400965,True,64,76.48442848447749,76.48574634822934
64,2020-03-26,76,16.467216607341626,38.24287481400965,True,65,76.48470067760877,76.48574634822934
65,2020-03-27,76,16.467216607341626,38.24287481400965,True,66,76.48491679182688,76.48574634822934
66,2020-03-28,76,16.467216607341626,38.24287481400965,True,67,76.48508838063083,76.48574634822934
67,2020-03-29,76,16.467216607341626,38.24287481400965,True,68,76.48522461732615,76.48574634822934
68,2020-03-30,76,16.467216607341626,38.24287481400965,True,69,76.48533278534956,76.48574634822934
69,2020-03-31,76,16.467216607341626,38.24287481400965,True,70,76.48541866759706,76.48574634822934
70,2020-04-01,76,16.467216607341626,38.24287481400965,True,71,76.48548685555453,76.48574634822934
71,2020-04-02,76,16.467216607341626,38.24287481400965,True,72,76.485540994748,76.48574634822934
72,2020-04-03,76,16.467216607341626,38.24287481400965,True,73,76.48558397963,76.48574634822934
73,2020-04-04,76,16.467216607341626,38.24287481400965,True,74,76.48561810831714,76.48574634822934
74,2020-04-05,76,16.467216607341626,38.24287481400965,True,75,76.48564520544967,76.48574634822934
75,2020-04-06,76,16.467216607341626,38.24287481400965,True,76,76.48566671973961,76.48574634822934
76,2020-04-07,76,16.467216607341626,38.24287481400965,True,77,76.48568380142196,76.48574634822934
77,2020-04-08,76,16.467216607341626,38.24287481400965,True,78,76.48569736374928,76.48574634822934
78,2020-04-09,76,16.467216607341626,38.24287481400965,True,79,76.48570813181666,76.48574634822934
79,2020-04-10,76,16.467216607341626,38.24287481400965,True,80,76.48571668132777,76.48574634822934
