,Report_Date,Chile_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,0,191.51863602020728,2015894.7242431887,False,29,230.45147789476061,4031789.4484863766
29,2020-02-20,0,0,191.51863602020728,2015894.7242431887,False,30,244.72879935170857,4031789.4484863766
30,2020-02-21,0,0,191.51863602020728,2015894.7242431887,False,31,259.8905966617659,4031789.4484863766
31,2020-02-22,0,0,191.51863602020728,2015894.7242431887,False,32,275.9916555590942,4031789.4484863766
32,2020-02-23,0,0,191.51863602020728,2015894.7242431887,False,33,293.0901543562515,4031789.4484863766
33,2020-02-24,0,0,191.51863602020728,2015894.7242431887,False,34,311.2478739089973,4031789.4484863766
34,2020-02-25,0,0,191.51863602020728,2015894.7242431887,False,35,330.53042056051754,4031789.4484863766
35,2020-02-26,0,0,191.51863602020728,2015894.7242431887,False,36,351.0074628654783,4031789.4484863766
36,2020-02-27,0,0,191.51863602020728,2015894.7242431887,False,37,372.7529829434304,4031789.4484863766
37,2020-02-28,0,0,191.51863602020728,2015894.7242431887,False,38,395.8455433631766,4031789.4484863766
38,2020-02-29,0,0,191.51863602020728,2015894.7242431887,False,39,420.36857051496725,4031789.4484863766
39,2020-03-01,0,0,191.51863602020728,2015894.7242431887,False,40,446.41065548598453,4031789.4484863766
40,2020-03-02,0,0,191.51863602020728,2015894.7242431887,False,41,474.06587351671624,4031789.4484863766
41,2020-03-03,1,1,191.51863602020728,2015894.7242431887,False,42,503.4341231817078,4031789.4484863766
42,2020-03-04,1,1,191.51863602020728,2015894.7242431887,False,43,534.6214865080458,4031789.4484863766
43,2020-03-05,4,4,191.51863602020728,2015894.7242431887,False,44,567.7406113189858,4031789.4484863766
44,2020-03-06,4,4,191.51863602020728,2015894.7242431887,False,45,602.9111171686492,4031789.4484863766
45,2020-03-07,4,4,191.51863602020728,2015894.7242431887,False,46,640.2600263169318,4031789.4484863766
46,2020-03-08,8,8,191.51863602020728,2015894.7242431887,False,47,679.9222212819503,4031789.4484863766
47,2020-03-09,8,8,191.51863602020728,2015894.7242431887,False,48,722.0409306008102,4031789.4484863766
48,2020-03-10,13,13,191.51863602020728,2015894.7242431887,False,49,766.768244528488,4031789.4484863766
49,2020-03-11,23,23,191.51863602020728,2015894.7242431887,False,50,814.2656625095096,4031789.4484863766
50,2020-03-12,23,23,191.51863602020728,2015894.7242431887,False,51,864.7046743682009,4031789.4484863766
51,2020-03-13,43,43,191.51863602020728,2015894.7242431887,False,52,918.2673772809393,4031789.4484863766
52,2020-03-14,61,61,191.51863602020728,2015894.7242431887,False,53,975.1471307184074,4031789.4484863766
53,2020-03-15,74,74,191.51863602020728,2015894.7242431887,False,54,1035.5492516777174,4031789.4484863766
54,2020-03-16,155,155,191.51863602020728,2015894.7242431887,False,55,1099.6917526638467,4031789.4484863766
55,2020-03-17,201,201,191.51863602020728,2015894.7242431887,False,56,1167.8061250275282,4031789.4484863766
56,2020-03-18,238,238,191.51863602020728,2015894.7242431887,False,57,1240.1381704229605,4031789.4484863766
57,2020-03-19,238,238,191.51863602020728,2015894.7242431887,False,58,1316.948883313982,4031789.4484863766
58,2020-03-20,434,428,191.51863602020728,2015894.7242431887,False,59,1398.515387632063,4031789.4484863766
59,2020-03-21,537,531,191.51863602020728,2015894.7242431887,False,60,1485.1319308741981,4031789.4484863766
60,2020-03-22,632,623,191.51863602020728,2015894.7242431887,False,61,1577.110939123948,4031789.4484863766
61,2020-03-23,746,736,191.51863602020728,2015894.7242431887,False,62,1674.7841366850942,4031789.4484863766
62,2020-03-24,922,903,191.51863602020728,2015894.7242431887,False,63,1778.5037342351175,4031789.4484863766
63,2020-03-25,1142,1117,191.51863602020728,2015894.7242431887,False,64,1888.6436896355715,4031789.4484863766
64,2020-03-26,1306,1280,191.51863602020728,2015894.7242431887,False,65,2005.6010457790037,4031789.4484863766
65,2020-03-27,1610,1562,191.51863602020728,2015894.7242431887,False,66,2129.7973501078914,4031789.4484863766
66,2020-03-28,1909,1842,191.51863602020728,2015894.7242431887,False,67,2261.680160710825,4031789.4484863766
67,2020-03-29,2139,2057,191.51863602020728,2015894.7242431887,False,68,2401.72464418537,4031789.4484863766
68,2020-03-30,2449,2285,191.51863602020728,2015894.7242431887,False,69,2550.435270756401,4031789.4484863766
69,2020-03-31,2738,2570,191.51863602020728,2015894.7242431887,False,70,2708.3476124537956,4031789.4484863766
70,2020-04-01,3031,2781,191.51863602020728,2015894.7242431887,False,71,2876.0302504847864,4031789.4484863766
71,2020-04-02,3404,3051,191.51863602020728,2015894.7242431887,False,72,3054.086798284759,4031789.4484863766
72,2020-04-03,3737,3288,191.51863602020728,2015894.7242431887,False,73,3243.1580470962235,4031789.4484863766
73,2020-04-04,4161,3606,191.51863602020728,2015894.7242431887,False,74,3443.9242413099214,4031789.4484863766
74,2020-04-05,4471,3819,191.51863602020728,2015894.7242431887,False,75,3657.1074912049144,4031789.4484863766
75,2020-04-06,4815,4050,191.51863602020728,2015894.7242431887,False,76,3883.4743311466636,4031789.4484863766
76,2020-04-07,5116,4175,191.51863602020728,2015894.7242431887,False,77,4123.838431744038,4031789.4484863766
77,2020-04-08,5546,4383,191.51863602020728,2015894.7242431887,False,78,4379.063474928207,4031789.4484863766
78,2020-04-09,5972,4641,191.51863602020728,2015894.7242431887,False,79,4650.066201398975,4031789.4484863766
79,2020-04-10,6501,4865,191.51863602020728,2015894.7242431887,False,80,4937.819640387414,4031789.4484863766
80,2020-04-11,6927,4990,191.51863602020728,2015894.7242431887,False,81,5243.356532207908,4031789.4484863766
81,2020-04-12,7213,5074,191.51863602020728,2015894.7242431887,False,82,5567.772954617866,4031789.4484863766
82,2020-04-13,7525,5076,191.51863602020728,2015894.7242431887,False,83,5912.232164569395,4031789.4484863766
83,2020-04-14,7917,5179,191.51863602020728,2015894.7242431887,False,84,6277.968667523617,4031789.4484863766
84,2020-04-15,8273,5242,191.51863602020728,2015894.7242431887,False,85,6666.292527104788,4031789.4484863766
85,2020-04-16,8807,5403,191.51863602020728,2015894.7242431887,False,86,7078.593928496957,4031789.4484863766
86,2020-04-17,9252,5515,191.51863602020728,2015894.7242431887,False,87,7516.348009629606,4031789.4484863766
87,2020-04-18,9730,5569,191.51863602020728,2015894.7242431887,False,88,7981.119974859129,4031789.4484863766
88,2020-04-19,10088,5617,191.51863602020728,2015894.7242431887,False,89,8474.570506528336,4031789.4484863766
89,2020-04-20,10507,5692,191.51863602020728,2015894.7242431887,False,90,8998.461490474094,4031789.4484863766
90,2020-04-21,10832,5716,191.51863602020728,2015894.7242431887,False,91,9554.662072251173,4031789.4484863766
91,2020-04-22,11296,5750,191.51863602020728,2015894.7242431887,False,92,10145.155061544723,4031789.4484863766
92,2020-04-23,11812,5840,191.51863602020728,2015894.7242431887,False,93,10772.04370295089,4031789.4484863766
93,2020-04-24,12306,5805,191.51863602020728,2015894.7242431887,False,94,11437.558832009698,4031789.4484863766
94,2020-04-25,12858,5931,191.51863602020728,2015894.7242431887,False,95,12144.066436071362,4031789.4484863766
95,2020-04-26,13331,6118,191.51863602020728,2015894.7242431887,False,96,12894.075640259476,4031789.4484863766
96,2020-04-27,13813,6288,191.51863602020728,2015894.7242431887,False,97,13690.247139454686,4031789.4484863766
97,2020-04-28,14365,6448,191.51863602020728,2015894.7242431887,False,98,14535.402097851511,4031789.4484863766
98,2020-04-29,14885,6612,191.51863602020728,2015894.7242431887,False,99,15432.531538228226,4031789.4484863766
99,2020-04-30,16023,7216,191.51863602020728,2015894.7242431887,False,100,16384.806243603653,4031789.4484863766
100,2020-05-01,17008,7756,191.51863602020728,2015894.7242431887,False,101,17395.587194421205,4031789.4484863766
101,2020-05-02,18435,8616,191.51863602020728,2015894.7242431887,False,102,18468.436564784137,4031789.4484863766
102,2020-05-03,19663,9362,191.51863602020728,2015894.7242431887,False,103,19607.12930154869,4031789.4484863766
103,2020-05-04,20643,9958,191.51863602020728,2015894.7242431887,False,104,20815.66531024328,4031789.4484863766
104,2020-05-05,22016,11031,191.51863602020728,2015894.7242431887,False,105,22098.28227179899,4031789.4484863766
105,2020-05-06,23048,11578,191.51863602020728,2015894.7242431887,False,106,23459.46911392361,4031789.4484863766
106,2020-05-07,24581,12632,191.51863602020728,2015894.7242431887,False,107,24903.980160598265,4031789.4484863766
107,2020-05-08,25972,13518,191.51863602020728,2015894.7242431887,False,108,26436.84998259,4031789.4484863766
108,2020-05-09,27219,14248,191.51863602020728,2015894.7242431887,False,109,28063.408971017787,4031789.4484863766
109,2020-05-10,28866,15442,191.51863602020728,2015894.7242431887,False,110,29789.299654842274,4031789.4484863766
110,2020-05-11,30063,16135,191.51863602020728,2015894.7242431887,False,111,31620.493781624864,4031789.4484863766
111,2020-05-12,31721,17261,191.51863602020728,2015894.7242431887,False,112,33563.31017896748,4031789.4484863766
112,2020-05-13,34381,19170,191.51863602020728,2015894.7242431887,False,113,35624.43341164441,4031789.4484863766
113,2020-05-14,37040,21017,191.51863602020728,2015894.7242431887,False,114,37810.93324650797,4031789.4484863766
114,2020-05-15,39542,22534,191.51863602020728,2015894.7242431887,False,115,40130.284933721196,4031789.4484863766
115,2020-05-16,41428,22993,191.51863602020728,2015894.7242431887,False,116,42590.39030866688,4031789.4484863766
116,2020-05-17,43781,24118,191.51863602020728,2015894.7242431887,False,117,45199.5997139193,4031789.4484863766
117,2020-05-18,46059,25416,191.51863602020728,2015894.7242431887,False,118,47966.73473485073,4031789.4484863766
118,2020-05-19,49579,27563,191.51863602020728,2015894.7242431887,False,119,50901.11173568199,4031789.4484863766
119,2020-05-20,53617,30569,191.51863602020728,2015894.7242431887,False,120,54012.56617496446,4031789.4484863766
120,2020-05-21,57581,33000,191.51863602020728,2015894.7242431887,False,121,57311.47767048816,4031789.4484863766
121,2020-05-22,61857,35885,191.51863602020728,2015894.7242431887,False,122,60808.79577331915,4031789.4484863766
122,2020-05-23,65393,38174,191.51863602020728,2015894.7242431887,False,123,64516.06639895122,4031789.4484863766
123,2020-05-24,69102,40236,191.51863602020728,2015894.7242431887,False,124,68445.45885027025,4031789.4484863766
124,2020-05-25,73997,43934,191.51863602020728,2015894.7242431887,False,125,72609.79335203013,4031789.4484863766
125,2020-05-26,77961,46240,191.51863602020728,2015894.7242431887,False,126,77022.56899967423,4031789.4484863766
126,2020-05-27,82289,47908,191.51863602020728,2015894.7242431887,False,127,81697.99200645203,4031789.4484863766
127,2020-05-28,86943,49938,191.51863602020728,2015894.7242431887,False,128,86651.00411171725,4031789.4484863766
