,Report_Date,Guinea_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
81,2020-04-12,250,233,106.36929931132309,1875.6901131478712,True,82,323.80481777171406,3583.7694384683746
82,2020-04-13,319,302,106.36929931132309,1875.6901131478712,True,83,353.62085338542556,3583.7694384683746
83,2020-04-14,363,332,106.36929931132309,1875.6901131478712,True,84,385.8732753334257,3583.7694384683746
84,2020-04-15,404,372,106.36929931132309,1875.6901131478712,True,85,420.703093716563,3583.7694384683746
85,2020-04-16,438,388,106.36929931132309,1875.6901131478712,True,86,458.24866869494525,3583.7694384683746
86,2020-04-17,477,415,106.36929931132309,1875.6901131478712,True,87,498.64334377813185,3583.7694384683746
87,2020-04-18,518,450,106.36929931132309,1875.6901131478712,True,88,542.0127470722347,3583.7694384683746
88,2020-04-19,579,487,106.36929931132309,1875.6901131478712,True,89,588.4717725231233,3583.7694384683746
89,2020-04-20,622,495,106.36929931132309,1875.6901131478712,True,90,638.1212697542433,3583.7694384683746
90,2020-04-21,688,555,106.36929931132309,1875.6901131478712,True,91,691.0444906547516,3583.7694384683746
91,2020-04-22,761,591,106.36929931132309,1875.6901131478712,True,92,747.3033629530544,3583.7694384683746
92,2020-04-23,862,686,106.36929931132309,1875.6901131478712,True,93,806.9346847509964,3583.7694384683746
93,2020-04-24,954,757,106.36929931132309,1875.6901131478712,True,94,869.9463581014088,3583.7694384683746
94,2020-04-25,996,781,106.36929931132309,1875.6901131478712,True,95,936.3138024523008,3583.7694384683746
95,2020-04-26,996,781,106.36929931132309,1875.6901131478712,True,96,1005.9767080287576,3583.7694384683746
96,2020-04-27,1163,910,106.36929931132309,1875.6901131478712,True,97,1078.8363025793506,3583.7694384683746
97,2020-04-28,1240,964,106.36929931132309,1875.6901131478712,True,98,1154.7533099038744,3583.7694384683746
98,2020-04-29,1351,1031,106.36929931132309,1875.6901131478712,True,99,1233.546772928399,3583.7694384683746
99,2020-04-30,1495,1159,106.36929931132309,1875.6901131478712,True,100,1314.9938960536526,3583.7694384683746
100,2020-05-01,1537,1188,106.36929931132309,1875.6901131478712,True,101,1398.83103019943,3583.7694384683746
101,2020-05-02,1586,1174,106.36929931132309,1875.6901131478712,True,102,1484.7558797100826,3583.7694384683746
102,2020-05-03,1586,1174,106.36929931132309,1875.6901131478712,True,103,1572.430954779581,3583.7694384683746
103,2020-05-04,1710,1251,106.36929931132309,1875.6901131478712,True,104,1661.488229452245,3583.7694384683746
104,2020-05-05,1811,1303,106.36929931132309,1875.6901131478712,True,105,1751.534898006173,3583.7694384683746
105,2020-05-06,1856,1248,106.36929931132309,1875.6901131478712,True,106,1842.160057006871,3583.7694384683746
106,2020-05-07,1927,1287,106.36929931132309,1875.6901131478712,True,107,1932.9420822703587,3583.7694384683746
107,2020-05-08,2009,1335,106.36929931132309,1875.6901131478712,True,108,2023.4564248249337,3583.7694384683746
108,2020-05-09,2042,1333,106.36929931132309,1875.6901131478712,True,109,2113.2835221198134,3583.7694384683746
109,2020-05-10,2146,1421,106.36929931132309,1875.6901131478712,True,110,2202.0165129920274,3583.7694384683746
110,2020-05-11,2146,1421,106.36929931132309,1875.6901131478712,True,111,2289.2684580569157,3583.7694384683746
111,2020-05-12,2298,1471,106.36929931132309,1875.6901131478712,True,112,2374.678799897466,3583.7694384683746
112,2020-05-13,2374,1504,106.36929931132309,1875.6901131478712,True,113,2457.918846428369,3583.7694384683746
113,2020-05-14,2473,1563,106.36929931132309,1875.6901131478712,True,114,2538.6961213610734,3583.7694384683746
114,2020-05-15,2473,1563,106.36929931132309,1875.6901131478712,True,115,2616.757492218694,3583.7694384683746
115,2020-05-16,2658,1509,106.36929931132309,1875.6901131478712,True,116,2691.891053135304,3583.7694384683746
116,2020-05-17,2658,1509,106.36929931132309,1875.6901131478712,True,117,2763.926801541975,3583.7694384683746
117,2020-05-18,2796,1517,106.36929931132309,1875.6901131478712,True,118,2832.7362006546273,3583.7694384683746
118,2020-05-19,2863,1320,106.36929931132309,1875.6901131478712,True,119,2898.2307606555846,3583.7694384683746
119,2020-05-20,2863,1320,106.36929931132309,1875.6901131478712,True,120,2960.3597992741056,3583.7694384683746
120,2020-05-21,3067,1474,106.36929931132309,1875.6901131478712,True,121,3019.1075571467127,3583.7694384683746
121,2020-05-22,3067,1473,106.36929931132309,1875.6901131478712,True,122,3074.4898460111317,3583.7694384683746
122,2020-05-23,3176,1525,106.36929931132309,1875.6901131478712,True,123,3126.5504003777237,3583.7694384683746
123,2020-05-24,3275,1582,106.36929931132309,1875.6901131478712,True,124,3175.3570881862474,3583.7694384683746
124,2020-05-25,3275,1582,106.36929931132309,1875.6901131478712,True,125,3220.9981155716987,3583.7694384683746
125,2020-05-26,3275,1582,106.36929931132309,1875.6901131478712,True,126,3263.5783375742085,3583.7694384683746
126,2020-05-27,3275,1582,106.36929931132309,1875.6901131478712,True,127,3303.2157624667043,3583.7694384683746
127,2020-05-28,3553,1581,106.36929931132309,1875.6901131478712,True,128,3340.038313961192,3583.7694384683746
