,Report_Date,Canada_northwest territories_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,0,71.76527886923435,2.5871211566277172,True,22,0.001763897457717138,5.17411666429945
22,2020-02-13,0,0,71.76527886923435,2.5871211566277172,True,23,0.00207070936518684,5.17411666429945
23,2020-02-14,0,0,71.76527886923435,2.5871211566277172,True,24,0.0024308629831173894,5.17411666429945
24,2020-02-15,0,0,71.76527886923435,2.5871211566277172,True,25,0.0028536227136838205,5.17411666429945
25,2020-02-16,0,0,71.76527886923435,2.5871211566277172,True,26,0.003349858418710235,5.17411666429945
26,2020-02-17,0,0,71.76527886923435,2.5871211566277172,True,27,0.00393232228047167,5.17411666429945
27,2020-02-18,0,0,71.76527886923435,2.5871211566277172,True,28,0.00461597289469118,5.17411666429945
28,2020-02-19,0,0,71.76527886923435,2.5871211566277172,True,29,0.005418354459350826,5.17411666429945
29,2020-02-20,0,0,71.76527886923435,2.5871211566277172,True,30,0.006360040158102331,5.17411666429945
30,2020-02-21,0,0,71.76527886923435,2.5871211566277172,True,31,0.007465150237521587,5.17411666429945
31,2020-02-22,0,0,71.76527886923435,2.5871211566277172,True,32,0.00876195685363936,5.17411666429945
32,2020-02-23,0,0,71.76527886923435,2.5871211566277172,True,33,0.0102835895206993,5.17411666429945
33,2020-02-24,0,0,71.76527886923435,2.5871211566277172,True,34,0.012068856931516832,5.17411666429945
34,2020-02-25,0,0,71.76527886923435,2.5871211566277172,True,35,0.01416320301915257,5.17411666429945
35,2020-02-26,0,0,71.76527886923435,2.5871211566277172,True,36,0.016619817359983774,5.17411666429945
36,2020-02-27,0,0,71.76527886923435,2.5871211566277172,True,37,0.01950092231710583,5.17411666429945
37,2020-02-28,0,0,71.76527886923435,2.5871211566277172,True,38,0.02287926158916735,5.17411666429945
38,2020-02-29,0,0,71.76527886923435,2.5871211566277172,True,39,0.026839816906408805,5.17411666429945
39,2020-03-01,0,0,71.76527886923435,2.5871211566277172,True,40,0.03148178126903094,5.17411666429945
40,2020-03-02,0,0,71.76527886923435,2.5871211566277172,True,41,0.036920818014483825,5.17411666429945
41,2020-03-03,0,0,71.76527886923435,2.5871211566277172,True,42,0.0432916346509144,5.17411666429945
42,2020-03-04,0,0,71.76527886923435,2.5871211566277172,True,43,0.050750898140134074,5.17411666429945
43,2020-03-05,0,0,71.76527886923435,2.5871211566277172,True,44,0.05948051325282723,5.17411666429945
44,2020-03-06,0,0,71.76527886923435,2.5871211566277172,True,45,0.0696912765483142,5.17411666429945
45,2020-03-07,0,0,71.76527886923435,2.5871211566277172,True,46,0.08162690387997065,5.17411666429945
46,2020-03-08,0,0,71.76527886923435,2.5871211566277172,True,47,0.09556840709172049,5.17411666429945
47,2020-03-09,0,0,71.76527886923435,2.5871211566277172,True,48,0.11183876326752859,5.17411666429945
48,2020-03-10,0,0,71.76527886923435,2.5871211566277172,True,49,0.13080777455770157,5.17411666429945
49,2020-03-11,0,0,71.76527886923435,2.5871211566277172,True,50,0.15289695486361554,5.17411666429945
50,2020-03-12,0,0,71.76527886923435,2.5871211566277172,True,51,0.17858419797238262,5.17411666429945
51,2020-03-13,0,0,71.76527886923435,2.5871211566277172,True,52,0.20840787684136966,5.17411666429945
52,2020-03-14,0,0,71.76527886923435,2.5871211566277172,True,53,0.24296989349398587,5.17411666429945
53,2020-03-15,0,0,71.76527886923435,2.5871211566277172,True,54,0.2829370436743144,5.17411666429945
54,2020-03-16,0,0,71.76527886923435,2.5871211566277172,True,55,0.3290398846399419,5.17411666429945
55,2020-03-17,0,0,71.76527886923435,2.5871211566277172,True,56,0.3820681098493014,5.17411666429945
56,2020-03-18,0,0,71.76527886923435,2.5871211566277172,True,57,0.4428612626356252,5.17411666429945
57,2020-03-19,0,0,71.76527886923435,2.5871211566277172,True,58,0.5122934977125335,5.17411666429945
58,2020-03-20,0,0,71.76527886923435,2.5871211566277172,True,59,0.5912510763083911,5.17411666429945
59,2020-03-21,0,0,71.76527886923435,2.5871211566277172,True,60,0.6806014262224769,5.17411666429945
60,2020-03-22,0,0,71.76527886923435,2.5871211566277172,True,61,0.7811529923213643,5.17411666429945
61,2020-03-23,0,0,71.76527886923435,2.5871211566277172,True,62,0.8936058252282413,5.17411666429945
62,2020-03-24,0,0,71.76527886923435,2.5871211566277172,True,63,1.0184939611422783,5.17411666429945
63,2020-03-25,0,0,71.76527886923435,2.5871211566277172,True,64,1.1561221300040214,5.17411666429945
64,2020-03-26,1,1,71.76527886923435,2.5871211566277172,True,65,1.306501089165471,5.17411666429945
65,2020-03-27,1,1,71.76527886923435,2.5871211566277172,True,66,1.469287677618608,5.17411666429945
66,2020-03-28,1,1,71.76527886923435,2.5871211566277172,True,67,1.6437371415286453,5.17411666429945
67,2020-03-29,1,1,71.76527886923435,2.5871211566277172,True,68,1.828675914949513,5.17411666429945
68,2020-03-30,1,1,71.76527886923435,2.5871211566277172,True,69,2.022502377824729,5.17411666429945
69,2020-03-31,1,1,71.76527886923435,2.5871211566277172,True,70,2.22322085750477,5.17411666429945
70,2020-04-01,2,2,71.76527886923435,2.5871211566277172,True,71,2.428510340031316,5.17411666429945
71,2020-04-02,2,2,71.76527886923435,2.5871211566277172,True,72,2.635824521284267,5.17411666429945
72,2020-04-03,2,2,71.76527886923435,2.5871211566277172,True,73,2.8425148835328073,5.17411666429945
73,2020-04-04,4,4,71.76527886923435,2.5871211566277172,True,74,3.0459645600094034,5.17411666429945
74,2020-04-05,4,4,71.76527886923435,2.5871211566277172,True,75,3.243718836571125,5.17411666429945
75,2020-04-06,5,5,71.76527886923435,2.5871211566277172,True,76,3.4335987409510365,5.17411666429945
76,2020-04-07,5,5,71.76527886923435,2.5871211566277172,True,77,3.6137871260676526,5.17411666429945
77,2020-04-08,5,5,71.76527886923435,2.5871211566277172,True,78,3.782881196828031,5.17411666429945
78,2020-04-09,5,5,71.76527886923435,2.5871211566277172,True,79,3.939910458981504,5.17411666429945
79,2020-04-10,5,5,71.76527886923435,2.5871211566277172,True,80,4.084323511276677,5.17411666429945
80,2020-04-11,5,5,71.76527886923435,2.5871211566277172,True,81,4.2159502114760565,5.17411666429945
81,2020-04-12,5,5,71.76527886923435,2.5871211566277172,True,82,4.334947235499346,5.17411666429945
82,2020-04-13,5,5,71.76527886923435,2.5871211566277172,True,83,4.441735050732453,5.17411666429945
83,2020-04-14,5,5,71.76527886923435,2.5871211566277172,True,84,4.536933242625743,5.17411666429945
84,2020-04-15,5,5,71.76527886923435,2.5871211566277172,True,85,4.62129946192817,5.17411666429945
85,2020-04-16,5,5,71.76527886923435,2.5871211566277172,True,86,4.695675440879144,5.17411666429945
86,2020-04-17,5,5,71.76527886923435,2.5871211566277172,True,87,4.760941875346377,5.17411666429945
87,2020-04-18,5,5,71.76527886923435,2.5871211566277172,True,88,4.8179826577371205,5.17411666429945
88,2020-04-19,5,5,71.76527886923435,2.5871211566277172,True,89,4.867658024123509,5.17411666429945
89,2020-04-20,5,5,71.76527886923435,2.5871211566277172,True,90,4.910785619780871,5.17411666429945
90,2020-04-21,5,5,71.76527886923435,2.5871211566277172,True,91,4.948128220218808,5.17411666429945
91,2020-04-22,5,5,71.76527886923435,2.5871211566277172,True,92,4.980386787863594,5.17411666429945
92,2020-04-23,5,5,71.76527886923435,2.5871211566277172,True,93,5.008197622175778,5.17411666429945
93,2020-04-24,5,5,71.76527886923435,2.5871211566277172,True,94,5.032132512371942,5.17411666429945
94,2020-04-25,5,5,71.76527886923435,2.5871211566277172,True,95,5.052700983173147,5.17411666429945
95,2020-04-26,5,5,71.76527886923435,2.5871211566277172,True,96,5.070353906481449,5.17411666429945
96,2020-04-27,5,5,71.76527886923435,2.5871211566277172,True,97,5.0854879190012285,5.17411666429945
97,2020-04-28,5,5,71.76527886923435,2.5871211566277172,True,98,5.098450229621397,5.17411666429945
98,2020-04-29,5,5,71.76527886923435,2.5871211566277172,True,99,5.109543518563192,5.17411666429945
99,2020-04-30,5,5,71.76527886923435,2.5871211566277172,True,100,5.119030723939151,5.17411666429945
100,2020-05-01,5,5,71.76527886923435,2.5871211566277172,True,101,5.127139583257305,5.17411666429945
101,2020-05-02,5,5,71.76527886923435,2.5871211566277172,True,102,5.134066851007721,5.17411666429945
102,2020-05-03,5,5,71.76527886923435,2.5871211566277172,True,103,5.139982152289368,5.17411666429945
103,2020-05-04,5,5,71.76527886923435,2.5871211566277172,True,104,5.14503145967185,5.17411666429945
104,2020-05-05,5,5,71.76527886923435,2.5871211566277172,True,105,5.149340198882511,5.17411666429945
105,2020-05-06,5,5,71.76527886923435,2.5871211566277172,True,106,5.15301600071904,5.17411666429945
106,2020-05-07,5,5,71.76527886923435,2.5871211566277172,True,107,5.156151123604127,5.17411666429945
107,2020-05-08,5,5,71.76527886923435,2.5871211566277172,True,108,5.158824574811847,5.17411666429945
108,2020-05-09,5,5,71.76527886923435,2.5871211566277172,True,109,5.161103959658782,5.17411666429945
109,2020-05-10,5,5,71.76527886923435,2.5871211566277172,True,110,5.163047087649546,5.17411666429945
110,2020-05-11,5,5,71.76527886923435,2.5871211566277172,True,111,5.1647033632670905,5.17411666429945
111,2020-05-12,5,5,71.76527886923435,2.5871211566277172,True,112,5.166114987211025,5.17411666429945
112,2020-05-13,5,5,71.76527886923435,2.5871211566277172,True,113,5.167317991697778,5.17411666429945
113,2020-05-14,5,5,71.76527886923435,2.5871211566277172,True,114,5.168343131139096,5.17411666429945
114,2020-05-15,5,5,71.76527886923435,2.5871211566277172,True,115,5.169216647238949,5.17411666429945
115,2020-05-16,5,5,71.76527886923435,2.5871211566277172,True,116,5.169960925373728,5.17411666429945
116,2020-05-17,5,5,71.76527886923435,2.5871211566277172,True,117,5.170595057094411,5.17411666429945
117,2020-05-18,5,5,71.76527886923435,2.5871211566277172,True,118,5.171135321735914,5.17411666429945
118,2020-05-19,5,5,71.76527886923435,2.5871211566277172,True,119,5.171595598446776,5.17411666429945
119,2020-05-20,5,5,71.76527886923435,2.5871211566277172,True,120,5.171987718459612,5.17411666429945
120,2020-05-21,5,5,71.76527886923435,2.5871211566277172,True,121,5.1723217661015015,5.17411666429945
121,2020-05-22,5,5,71.76527886923435,2.5871211566277172,True,122,5.172606335881402,5.17411666429945
122,2020-05-23,5,5,71.76527886923435,2.5871211566277172,True,123,5.172848751975408,5.17411666429945
123,2020-05-24,5,5,71.76527886923435,2.5871211566277172,True,124,5.1730552555455,5.17411666429945
124,2020-05-25,5,5,71.76527886923435,2.5871211566277172,True,125,5.173231164559469,5.17411666429945
125,2020-05-26,5,5,71.76527886923435,2.5871211566277172,True,126,5.173381010115168,5.17411666429945
126,2020-05-27,5,5,71.76527886923435,2.5871211566277172,True,127,5.173508652698842,5.17411666429945
127,2020-05-28,5,5,71.76527886923435,2.5871211566277172,True,128,5.173617381313327,5.17411666429945
