,Report_Date,New Zealand_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
59,2020-03-21,52,52,71.68318329947407,756.3186609374497,True,60,200.87951684805364,1512.6015092681748
60,2020-03-22,102,102,71.68318329947407,756.3186609374497,True,61,230.5436305418509,1512.6015092681748
61,2020-03-23,102,102,71.68318329947407,756.3186609374497,True,62,263.70764323212427,1512.6015092681748
62,2020-03-24,155,143,71.68318329947407,756.3186609374497,True,63,300.52408973187835,1512.6015092681748
63,2020-03-25,205,183,71.68318329947407,756.3186609374497,True,64,341.07680839491536,1512.6015092681748
64,2020-03-26,283,256,71.68318329947407,756.3186609374497,True,65,385.36196277911057,1512.6015092681748
65,2020-03-27,368,331,71.68318329947407,756.3186609374497,True,66,433.2706011332391,1512.6015092681748
66,2020-03-28,451,401,71.68318329947407,756.3186609374497,True,67,484.57500221450147,1512.6015092681748
67,2020-03-29,514,457,71.68318329947407,756.3186609374497,True,68,538.9212190525491,1512.6015092681748
68,2020-03-30,589,525,71.68318329947407,756.3186609374497,True,69,595.8300040164073,1512.6015092681748
69,2020-03-31,647,572,71.68318329947407,756.3186609374497,True,70,654.7075964774126,1512.6015092681748
70,2020-04-01,708,624,71.68318329947407,756.3186609374497,True,71,714.8667028370782,1512.6015092681748
71,2020-04-02,797,704,71.68318329947407,756.3186609374497,True,72,775.5565584849645,1512.6015092681748
72,2020-04-03,868,764,71.68318329947407,756.3186609374497,True,73,835.9995142692383,1512.6015092681748
73,2020-04-04,950,822,71.68318329947407,756.3186609374497,True,74,895.4304710096101,1512.6015092681748
74,2020-04-05,1039,882,71.68318329947407,756.3186609374497,True,75,953.1349783688529,1512.6015092681748
75,2020-04-06,1106,929,71.68318329947407,756.3186609374497,True,76,1008.4820536247915,1512.6015092681748
76,2020-04-07,1160,918,71.68318329947407,756.3186609374497,True,77,1060.9486976397106,1512.6015092681748
77,2020-04-08,1210,927,71.68318329947407,756.3186609374497,True,78,1110.1344507275612,1512.6015092681748
78,2020-04-09,1239,921,71.68318329947407,756.3186609374497,True,79,1155.7658112940012,1512.6015092681748
79,2020-04-10,1283,908,71.68318329947407,756.3186609374497,True,80,1197.691623362222,1512.6015092681748
80,2020-04-11,1312,886,71.68318329947407,756.3186609374497,True,81,1235.8714155999498,1512.6015092681748
81,2020-04-12,1330,855,71.68318329947407,756.3186609374497,True,82,1270.3590713776093,1512.6015092681748
82,2020-04-13,1349,798,71.68318329947407,756.3186609374497,True,83,1301.2841754202552,1512.6015092681748
83,2020-04-14,1366,729,71.68318329947407,756.3186609374497,True,84,1328.833041507608,1512.6015092681748
84,2020-04-15,1386,649,71.68318329947407,756.3186609374497,True,85,1353.2309235020302,1512.6015092681748
85,2020-04-16,1401,622,71.68318329947407,756.3186609374497,True,86,1374.726376749275,1512.6015092681748
86,2020-04-17,1409,582,71.68318329947407,756.3186609374497,True,87,1393.5782577081993,1512.6015092681748
87,2020-04-18,1422,544,71.68318329947407,756.3186609374497,True,88,1410.0454734474015,1512.6015092681748
88,2020-04-19,1431,507,71.68318329947407,756.3186609374497,True,89,1424.3793318515286,1512.6015092681748
89,2020-04-20,1440,454,71.68318329947407,756.3186609374497,True,90,1436.8181878894977,1512.6015092681748
90,2020-04-21,1445,426,71.68318329947407,756.3186609374497,True,91,1447.5840097341134,1512.6015092681748
91,2020-04-22,1451,401,71.68318329947407,756.3186609374497,True,92,1456.8804766633389,1512.6015092681748
92,2020-04-23,1456,344,71.68318329947407,756.3186609374497,True,93,1464.8922465168428,1512.6015092681748
93,2020-04-24,1461,325,71.68318329947407,756.3186609374497,True,94,1471.785076559049,1512.6015092681748
94,2020-04-25,1470,310,71.68318329947407,756.3186609374497,True,95,1477.7065354316096,1512.6015092681748
95,2020-04-26,1469,270,71.68318329947407,756.3186609374497,True,96,1482.7870974121333,1512.6015092681748
96,2020-04-27,1472,239,71.68318329947407,756.3186609374497,True,97,1487.1414588413581,1512.6015092681748
97,2020-04-28,1474,226,71.68318329947407,756.3186609374497,True,98,1490.86995820216,1512.6015092681748
98,2020-04-29,1476,216,71.68318329947407,756.3186609374497,True,99,1494.060015387477,1512.6015092681748
99,2020-04-30,1479,208,71.68318329947407,756.3186609374497,True,100,1496.7875325700256,1512.6015092681748
100,2020-05-01,1485,202,71.68318329947407,756.3186609374497,True,101,1499.1182196454238,1512.6015092681748
101,2020-05-02,1487,201,71.68318329947407,756.3186609374497,True,102,1501.1088224956804,1512.6015092681748
102,2020-05-03,1487,191,71.68318329947407,756.3186609374497,True,103,1502.8082433413383,1512.6015092681748
103,2020-05-04,1486,164,71.68318329947407,756.3186609374497,True,104,1504.2585501497188,1512.6015092681748
104,2020-05-05,1488,151,71.68318329947407,756.3186609374497,True,105,1505.4958772384844,1512.6015092681748
105,2020-05-06,1489,136,71.68318329947407,756.3186609374497,True,106,1506.551222508273,1512.6015092681748
106,2020-05-07,1490,122,71.68318329947407,756.3186609374497,True,107,1507.4511486708498,1512.6015092681748
107,2020-05-08,1492,103,71.68318329947407,756.3186609374497,True,108,1508.2183968082775,1512.6015092681748
108,2020-05-09,1494,102,71.68318329947407,756.3186609374497,True,109,1508.8724209050872,1512.6015092681748
109,2020-05-10,1497,90,71.68318329947407,756.3186609374497,True,110,1509.4298518624826,1512.6015092681748
110,2020-05-11,1497,78,71.68318329947407,756.3186609374497,True,111,1509.9048990934707,1512.6015092681748
111,2020-05-12,1497,74,71.68318329947407,756.3186609374497,True,112,1510.3096972261592,1512.6015092681748
112,2020-05-13,1497,65,71.68318329947407,756.3186609374497,True,113,1510.6546047898798,1512.6015092681748
113,2020-05-14,1498,56,71.68318329947407,756.3186609374497,True,114,1510.9484610801182,1512.6015092681748
114,2020-05-15,1498,49,71.68318329947407,756.3186609374497,True,115,1511.1988067292991,1512.6015092681748
115,2020-05-16,1499,45,71.68318329947407,756.3186609374497,True,116,1511.412072873822,1512.6015092681748
116,2020-05-17,1499,45,71.68318329947407,756.3186609374497,True,117,1511.5937432162277,1512.6015092681748
117,2020-05-18,1499,45,71.68318329947407,756.3186609374497,True,118,1511.7484927415037,1512.6015092681748
118,2020-05-19,1503,35,71.68318329947407,756.3186609374497,True,119,1511.8803063602622,1512.6015092681748
119,2020-05-20,1503,30,71.68318329947407,756.3186609374497,True,120,1511.9925803180292,1512.6015092681748
120,2020-05-21,1504,28,71.68318329947407,756.3186609374497,True,121,1512.088208826571,1512.6015092681748
121,2020-05-22,1504,28,71.68318329947407,756.3186609374497,True,122,1512.1696580363985,1512.6015092681748
122,2020-05-23,1504,27,71.68318329947407,756.3186609374497,True,123,1512.2390291752806,1512.6015092681748
123,2020-05-24,1504,27,71.68318329947407,756.3186609374497,True,124,1512.2981124214334,1512.6015092681748
124,2020-05-25,1504,22,71.68318329947407,756.3186609374497,True,125,1512.3484328579434,1512.6015092681748
125,2020-05-26,1504,21,71.68318329947407,756.3186609374497,True,126,1512.3912896628956,1512.6015092681748
126,2020-05-27,1504,8,71.68318329947407,756.3186609374497,True,127,1512.4277895239986,1512.6015092681748
127,2020-05-28,1504,1,71.68318329947407,756.3186609374497,True,128,1512.4588751238593,1512.6015092681748
