,Report_Date,"Lao People""s Democratic Republic_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
87,2020-04-18,19,71.60219181383589,9.74270534534578,True,88,18.18340767159188,19.48440546873202
88,2020-04-19,19,71.60219181383589,9.74270534534578,True,89,18.36568028672436,19.48440546873202
89,2020-04-20,19,71.60219181383589,9.74270534534578,True,90,18.52378529338066,19.48440546873202
90,2020-04-21,19,71.60219181383589,9.74270534534578,True,91,18.66056863587664,19.48440546873202
91,2020-04-22,19,71.60219181383589,9.74270534534578,True,92,18.77863802045371,19.48440546873202
92,2020-04-23,19,71.60219181383589,9.74270534534578,True,93,18.880354731953382,19.48440546873202
93,2020-04-24,19,71.60219181383589,9.74270534534578,True,94,18.96783613605885,19.48440546873202
94,2020-04-25,19,71.60219181383589,9.74270534534578,True,95,19.042965534599173,19.48440546873202
95,2020-04-26,19,71.60219181383589,9.74270534534578,True,96,19.10740673276492,19.48440546873202
96,2020-04-27,19,71.60219181383589,9.74270534534578,True,97,19.162621300655644,19.48440546873202
97,2020-04-28,19,71.60219181383589,9.74270534534578,True,98,19.20988704220308,19.48440546873202
98,2020-04-29,19,71.60219181383589,9.74270534534578,True,99,19.250316616755846,19.48440546873202
99,2020-04-30,19,71.60219181383589,9.74270534534578,True,100,19.28487559844828,19.48440546873202
100,2020-05-01,19,71.60219181383589,9.74270534534578,True,101,19.3143995175193,19.48440546873202
101,2020-05-02,19,71.60219181383589,9.74270534534578,True,102,19.339609619544895,19.48440546873202
102,2020-05-03,19,71.60219181383589,9.74270534534578,True,103,19.36112721641275,19.48440546873202
103,2020-05-04,19,71.60219181383589,9.74270534534578,True,104,19.379486598755804,19.48440546873202
104,2020-05-05,19,71.60219181383589,9.74270534534578,True,105,19.39514654361365,19.48440546873202
105,2020-05-06,19,71.60219181383589,9.74270534534578,True,106,19.408500491567366,19.48440546873202
106,2020-05-07,19,71.60219181383589,9.74270534534578,True,107,19.419885491020644,19.48440546873202
107,2020-05-08,19,71.60219181383589,9.74270534534578,True,108,19.429590018704786,19.48440546873202
108,2020-05-09,19,71.60219181383589,9.74270534534578,True,109,19.437860788658398,19.48440546873202
109,2020-05-10,19,71.60219181383589,9.74270534534578,True,110,19.44490865967601,19.48440546873202
110,2020-05-11,19,71.60219181383589,9.74270534534578,True,111,19.45091374556612,19.48440546873202
111,2020-05-12,19,71.60219181383589,9.74270534534578,True,112,19.45602982495177,19.48440546873202
112,2020-05-13,19,71.60219181383589,9.74270534534578,True,113,19.460388138790343,19.48440546873202
113,2020-05-14,19,71.60219181383589,9.74270534534578,True,114,19.464100654961822,19.48440546873202
114,2020-05-15,19,71.60219181383589,9.74270534534578,True,115,19.467262870619386,19.48440546873202
115,2020-05-16,19,71.60219181383589,9.74270534534578,True,116,19.469956214787796,19.48440546873202
116,2020-05-17,19,71.60219181383589,9.74270534534578,True,117,19.472250106088545,19.48440546873202
117,2020-05-18,19,71.60219181383589,9.74270534534578,True,118,19.474203713542575,19.48440546873202
118,2020-05-19,19,71.60219181383589,9.74270534534578,True,119,19.475867462170697,19.48440546873202
119,2020-05-20,19,71.60219181383589,9.74270534534578,True,120,19.477284319564898,19.48440546873202
120,2020-05-21,19,71.60219181383589,9.74270534534578,True,121,19.47849089470403,19.48440546873202
121,2020-05-22,19,71.60219181383589,9.74270534534578,True,122,19.479518375986327,19.48440546873202
122,2020-05-23,19,71.60219181383589,9.74270534534578,True,123,19.480393331695506,19.48440546873202
