,Report_Date,Sweden_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
30,2020-02-21,1,80.31404653880688,9676.711790114532,True,31,65.45126535788566,17540.873509311834
31,2020-02-22,1,80.31404653880688,9676.711790114532,True,32,73.41975530759775,17540.873509311834
32,2020-02-23,1,80.31404653880688,9676.711790114532,True,33,82.35424214118716,17540.873509311834
33,2020-02-24,1,80.31404653880688,9676.711790114532,True,34,92.37076216483516,17540.873509311834
34,2020-02-25,1,80.31404653880688,9676.711790114532,True,35,103.5990146363218,17540.873509311834
35,2020-02-26,2,80.31404653880688,9676.711790114532,True,36,116.18389951295912,17540.873509311834
36,2020-02-27,7,80.31404653880688,9676.711790114532,True,37,130.28720983451777,17540.873509311834
37,2020-02-28,7,80.31404653880688,9676.711790114532,True,38,146.08948938647615,17540.873509311834
38,2020-02-29,12,80.31404653880688,9676.711790114532,True,39,163.79206560315774,17540.873509311834
39,2020-03-01,14,80.31404653880688,9676.711790114532,True,40,183.6192664465135,17540.873509311834
40,2020-03-02,15,80.31404653880688,9676.711790114532,True,41,205.82082807467006,17540.873509311834
41,2020-03-03,21,80.31404653880688,9676.711790114532,True,42,230.6744973002845,17540.873509311834
42,2020-03-04,35,80.31404653880688,9676.711790114532,True,43,258.4888288977918,17540.873509311834
43,2020-03-05,94,80.31404653880688,9676.711790114532,True,44,289.60617247197035,17540.873509311834
44,2020-03-06,101,80.31404653880688,9676.711790114532,True,45,324.40583652100327,17540.873509311834
45,2020-03-07,161,80.31404653880688,9676.711790114532,True,46,363.3074081387528,17540.873509311834
46,2020-03-08,203,80.31404653880688,9676.711790114532,True,47,406.7741950783237,17540.873509311834
47,2020-03-09,248,80.31404653880688,9676.711790114532,True,48,455.31674217545657,17540.873509311834
48,2020-03-10,355,80.31404653880688,9676.711790114532,True,49,509.4963559113999,17540.873509311834
49,2020-03-11,500,80.31404653880688,9676.711790114532,True,50,569.9285486831626,17540.873509311834
50,2020-03-12,599,80.31404653880688,9676.711790114532,True,51,637.2862876832661,17540.873509311834
51,2020-03-13,814,80.31404653880688,9676.711790114532,True,52,712.3029018053126,17540.873509311834
52,2020-03-14,961,80.31404653880688,9676.711790114532,True,53,795.7744634984081,17540.873509311834
53,2020-03-15,1022,80.31404653880688,9676.711790114532,True,54,888.5614210978099,17540.873509311834
54,2020-03-16,1103,80.31404653880688,9676.711790114532,True,55,991.5892114072997,17540.873509311834
55,2020-03-17,1190,80.31404653880688,9676.711790114532,True,56,1105.8475333748331,17540.873509311834
56,2020-03-18,1279,80.31404653880688,9676.711790114532,True,57,1232.387913611795,17540.873509311834
57,2020-03-19,1439,80.31404653880688,9676.711790114532,True,58,1372.3191463838027,17540.873509311834
58,2020-03-20,1639,80.31404653880688,9676.711790114532,True,59,1526.8001490334036,17540.873509311834
59,2020-03-21,1763,80.31404653880688,9676.711790114532,True,60,1697.0297446584932,17540.873509311834
60,2020-03-22,1934,80.31404653880688,9676.711790114532,True,61,1884.2328750788927,17540.873509311834
61,2020-03-23,2046,80.31404653880688,9676.711790114532,True,62,2089.6427682127023,17540.873509311834
62,2020-03-24,2286,80.31404653880688,9676.711790114532,True,63,2314.4786459270795,17540.873509311834
63,2020-03-25,2526,80.31404653880688,9676.711790114532,True,64,2559.918672963302,17540.873509311834
64,2020-03-26,2840,80.31404653880688,9676.711790114532,True,65,2827.0680259815813,17540.873509311834
65,2020-03-27,3069,80.31404653880688,9676.711790114532,True,66,3116.92221323128,17540.873509311834
66,2020-03-28,3447,80.31404653880688,9676.711790114532,True,67,3430.3261042949703,17540.873509311834
67,2020-03-29,3700,80.31404653880688,9676.711790114532,True,68,3767.9295326728998,17540.873509311834
68,2020-03-30,4028,80.31404653880688,9676.711790114532,True,69,4130.14079783993,17540.873509311834
69,2020-03-31,4435,80.31404653880688,9676.711790114532,True,70,4517.07989047686,17540.873509311834
70,2020-04-01,4947,80.31404653880688,9676.711790114532,True,71,4928.533752355708,17540.873509311834
71,2020-04-02,5568,80.31404653880688,9676.711790114532,True,72,5363.9163036924565,17540.873509311834
72,2020-04-03,6131,80.31404653880688,9676.711790114532,True,73,5822.236257458782,17540.873509311834
73,2020-04-04,6443,80.31404653880688,9676.711790114532,True,74,6302.07582022504,17540.873509311834
74,2020-04-05,6830,80.31404653880688,9676.711790114532,True,75,6801.583187929544,17540.873509311834
75,2020-04-06,7206,80.31404653880688,9676.711790114532,True,76,7318.481238736975,17540.873509311834
76,2020-04-07,7693,80.31404653880688,9676.711790114532,True,77,7850.0939947917095,17540.873509311834
77,2020-04-08,8419,80.31404653880688,9676.711790114532,True,78,8393.391306718893,17540.873509311834
78,2020-04-09,9141,80.31404653880688,9676.711790114532,True,79,8945.05089557646,17540.873509311834
79,2020-04-10,9685,80.31404653880688,9676.711790114532,True,80,9501.535497708268,17540.873509311834
80,2020-04-11,10151,80.31404653880688,9676.711790114532,True,81,10059.18155875546,17540.873509311834
81,2020-04-12,10483,80.31404653880688,9676.711790114532,True,82,10614.294878853574,17540.873509311834
82,2020-04-13,10948,80.31404653880688,9676.711790114532,True,83,11163.247962889329,17540.873509311834
83,2020-04-14,11445,80.31404653880688,9676.711790114532,True,84,11702.573668541216,17540.873509311834
84,2020-04-15,11927,80.31404653880688,9676.711790114532,True,85,12229.050093660802,17540.873509311834
85,2020-04-16,12540,80.31404653880688,9676.711790114532,True,86,12739.772453810725,17540.873509311834
86,2020-04-17,13216,80.31404653880688,9676.711790114532,True,87,13232.208858206386,17540.873509311834
87,2020-04-18,13822,80.31404653880688,9676.711790114532,True,88,13704.23824460574,17540.873509311834
88,2020-04-19,14385,80.31404653880688,9676.711790114532,True,89,14154.170114479723,17540.873509311834
89,2020-04-20,14777,80.31404653880688,9676.711790114532,True,90,14580.746967276906,17540.873509311834
