,Report_Date,Brazil_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,2985,88.18538102928638,37085.42755877319,False,65,3428.450810873921,74170.85511754638
65,2020-03-27,3417,88.18538102928638,37085.42755877319,False,66,3881.557724419749,74170.85511754638
66,2020-03-28,3904,88.18538102928638,37085.42755877319,False,67,4390.830815058759,74170.85511754638
67,2020-03-29,4256,88.18538102928638,37085.42755877319,False,68,4962.205040409813,74170.85511754638
68,2020-03-30,4579,88.18538102928638,37085.42755877319,False,69,5601.96256780257,74170.85511754638
69,2020-03-31,5717,88.18538102928638,37085.42755877319,False,70,6316.673431631215,74170.85511754638
70,2020-04-01,6836,88.18538102928638,37085.42755877319,False,71,7113.109531909245,74170.85511754638
71,2020-04-02,8044,88.18538102928638,37085.42755877319,False,72,7998.12751688475,74170.85511754638
72,2020-04-03,9056,88.18538102928638,37085.42755877319,False,73,8978.516557620542,74170.85511754638
73,2020-04-04,10360,88.18538102928638,37085.42755877319,False,74,10060.808056685408,74170.85511754638
74,2020-04-05,11130,88.18538102928638,37085.42755877319,False,75,11251.046087845078,74170.85511754638
75,2020-04-06,12161,88.18538102928638,37085.42755877319,False,76,12554.519962158329,74170.85511754638
76,2020-04-07,14034,88.18538102928638,37085.42755877319,False,77,13975.463813891529,74170.85511754638
77,2020-04-08,16170,88.18538102928638,37085.42755877319,False,78,15516.732436122657,74170.85511754638
78,2020-04-09,18092,88.18538102928638,37085.42755877319,False,79,17179.46754101433,74170.85511754638
79,2020-04-10,19638,88.18538102928638,37085.42755877319,False,80,18962.773732967227,74170.85511754638
80,2020-04-11,20727,88.18538102928638,37085.42755877319,False,81,20863.428099429617,74170.85511754638
