,Report_Date,Canada_saskatchewan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,79.66798521800047,246.34555923203837,True,24,2.7580365326496596,480.3277843361027
24,2020-02-15,0,79.66798521800047,246.34555923203837,True,25,3.0253309684414647,480.3277843361027
25,2020-02-16,0,79.66798521800047,246.34555923203837,True,26,3.3183547240357063,480.3277843361027
26,2020-02-17,0,79.66798521800047,246.34555923203837,True,27,3.6395488607053634,480.3277843361027
27,2020-02-18,0,79.66798521800047,246.34555923203837,True,28,3.991578820860989,480.3277843361027
28,2020-02-19,0,79.66798521800047,246.34555923203837,True,29,4.3773535887644766,480.3277843361027
29,2020-02-20,0,79.66798521800047,246.34555923203837,True,30,4.800046186635757,480.3277843361027
30,2020-02-21,0,79.66798521800047,246.34555923203837,True,31,5.263115534602834,480.3277843361027
31,2020-02-22,0,79.66798521800047,246.34555923203837,True,32,5.770329687147614,480.3277843361027
32,2020-02-23,0,79.66798521800047,246.34555923203837,True,33,6.325790438244279,480.3277843361027
33,2020-02-24,0,79.66798521800047,246.34555923203837,True,34,6.933959261383455,480.3277843361027
34,2020-02-25,0,79.66798521800047,246.34555923203837,True,35,7.5996845181156685,480.3277843361027
35,2020-02-26,0,79.66798521800047,246.34555923203837,True,36,8.328229828501952,480.3277843361027
36,2020-02-27,0,79.66798521800047,246.34555923203837,True,37,9.1253034476798,480.3277843361027
37,2020-02-28,0,79.66798521800047,246.34555923203837,True,38,9.99708843328227,480.3277843361027
38,2020-02-29,0,79.66798521800047,246.34555923203837,True,39,10.9502733172423,480.3277843361027
39,2020-03-01,0,79.66798521800047,246.34555923203837,True,40,11.992082911075538,480.3277843361027
40,2020-03-02,0,79.66798521800047,246.34555923203837,True,41,13.130308774565815,480.3277843361027
41,2020-03-03,0,79.66798521800047,246.34555923203837,True,42,14.373338762457323,480.3277843361027
42,2020-03-04,0,79.66798521800047,246.34555923203837,True,43,15.730184931052058,480.3277843361027
43,2020-03-05,0,79.66798521800047,246.34555923203837,True,44,17.21050893561327,480.3277843361027
44,2020-03-06,0,79.66798521800047,246.34555923203837,True,45,18.824643879796948,480.3277843361027
45,2020-03-07,0,79.66798521800047,246.34555923203837,True,46,20.583611390340756,480.3277843361027
46,2020-03-08,0,79.66798521800047,246.34555923203837,True,47,22.499132485352145,480.3277843361027
47,2020-03-09,0,79.66798521800047,246.34555923203837,True,48,24.583630585583396,480.3277843361027
48,2020-03-10,0,79.66798521800047,246.34555923203837,True,49,26.85022478971226,480.3277843361027
49,2020-03-11,0,79.66798521800047,246.34555923203837,True,50,29.312711303810612,480.3277843361027
50,2020-03-12,0,79.66798521800047,246.34555923203837,True,51,31.985530691624763,480.3277843361027
51,2020-03-13,2,79.66798521800047,246.34555923203837,True,52,34.88371840906785,480.3277843361027
52,2020-03-14,2,79.66798521800047,246.34555923203837,True,53,38.0228359202761,480.3277843361027
53,2020-03-15,2,79.66798521800047,246.34555923203837,True,54,41.418879584691574,480.3277843361027
54,2020-03-16,7,79.66798521800047,246.34555923203837,True,55,45.088164480194266,480.3277843361027
55,2020-03-17,7,79.66798521800047,246.34555923203837,True,56,49.047180415750134,480.3277843361027
56,2020-03-18,8,79.66798521800047,246.34555923203837,True,57,53.31241762132633,480.3277843361027
57,2020-03-19,16,79.66798521800047,246.34555923203837,True,58,57.900160018170546,480.3277843361027
58,2020-03-20,20,79.66798521800047,246.34555923203837,True,59,62.82624460441626,480.3277843361027
59,2020-03-21,26,79.66798521800047,246.34555923203837,True,60,68.10578637206596,480.3277843361027
60,2020-03-22,52,79.66798521800047,246.34555923203837,True,61,73.75286932769802,480.3277843361027
61,2020-03-23,66,79.66798521800047,246.34555923203837,True,62,79.7802056349804,480.3277843361027
62,2020-03-24,72,79.66798521800047,246.34555923203837,True,63,86.19876662894343,480.3277843361027
63,2020-03-25,72,79.66798521800047,246.34555923203837,True,64,93.0173914428139,480.3277843361027
64,2020-03-26,95,79.66798521800047,246.34555923203837,True,65,100.24238118098289,480.3277843361027
65,2020-03-27,95,79.66798521800047,246.34555923203837,True,66,107.87708887443142,480.3277843361027
66,2020-03-28,134,79.66798521800047,246.34555923203837,True,67,115.9215177381678,480.3277843361027
67,2020-03-29,156,79.66798521800047,246.34555923203837,True,68,124.37194234779376,480.3277843361027
68,2020-03-30,156,79.66798521800047,246.34555923203837,True,69,133.22056906721252,480.3277843361027
69,2020-03-31,184,79.66798521800047,246.34555923203837,True,70,142.45525317556036,480.3277843361027
70,2020-04-01,193,79.66798521800047,246.34555923203837,True,71,152.0592904412764,480.3277843361027
71,2020-04-02,206,79.66798521800047,246.34555923203837,True,72,162.01130017977903,480.3277843361027
72,2020-04-03,220,79.66798521800047,246.34555923203837,True,73,172.28521496328378,480.3277843361027
73,2020-04-04,220,79.66798521800047,246.34555923203837,True,74,182.85038905976606,480.3277843361027
74,2020-04-05,249,79.66798521800047,246.34555923203837,True,75,193.671833398767,480.3277843361027
75,2020-04-06,249,79.66798521800047,246.34555923203837,True,76,204.7105795500245,480.3277843361027
76,2020-04-07,260,79.66798521800047,246.34555923203837,True,77,215.9241691354944,480.3277843361027
77,2020-04-08,260,79.66798521800047,246.34555923203837,True,78,227.26725866593216,480.3277843361027
78,2020-04-09,271,79.66798521800047,246.34555923203837,True,79,238.6923234710287,480.3277843361027
79,2020-04-10,285,79.66798521800047,246.34555923203837,True,80,250.1504386849966,480.3277843361027
80,2020-04-11,289,79.66798521800047,246.34555923203837,True,81,261.5921106468608,480.3277843361027
81,2020-04-12,298,79.66798521800047,246.34555923203837,True,82,272.96812898961804,480.3277843361027
82,2020-04-13,300,79.66798521800047,246.34555923203837,True,83,284.2304084100841,480.3277843361027
83,2020-04-14,300,79.66798521800047,246.34555923203837,True,84,295.3327897520353,480.3277843361027
84,2020-04-15,304,79.66798521800047,246.34555923203837,True,85,306.2317725388733,480.3277843361027
85,2020-04-16,305,79.66798521800047,246.34555923203837,True,86,316.88715522552,480.3277843361027
86,2020-04-17,307,79.66798521800047,246.34555923203837,True,87,327.2625648272546,480.3277843361027
87,2020-04-18,313,79.66798521800047,246.34555923203837,True,88,337.3258637556655,480.3277843361027
88,2020-04-19,315,79.66798521800047,246.34555923203837,True,89,347.04942814070006,480.3277843361027
89,2020-04-20,316,79.66798521800047,246.34555923203837,True,90,356.4102981537882,480.3277843361027
90,2020-04-21,320,79.66798521800047,246.34555923203837,True,91,365.39020644898136,480.3277843361027
91,2020-04-22,326,79.66798521800047,246.34555923203837,True,92,373.9754954887336,480.3277843361027
92,2020-04-23,331,79.66798521800047,246.34555923203837,True,93,382.15693802124053,480.3277843361027
93,2020-04-24,341,79.66798521800047,246.34555923203837,True,94,389.92947725244755,480.3277843361027
94,2020-04-25,349,79.66798521800047,246.34555923203837,True,95,397.29190434294276,480.3277843361027
95,2020-04-26,353,79.66798521800047,246.34555923203837,True,96,404.2464908800046,480.3277843361027
96,2020-04-27,365,79.66798521800047,246.34555923203837,True,97,410.7985931095615,480.3277843361027
97,2020-04-28,366,79.66798521800047,246.34555923203837,True,98,416.95624317450694,480.3277843361027
98,2020-04-29,383,79.66798521800047,246.34555923203837,True,99,422.72974061358946,480.3277843361027
99,2020-04-30,389,79.66798521800047,246.34555923203837,True,100,428.1312551340053,480.3277843361027
100,2020-05-01,415,79.66798521800047,246.34555923203837,True,101,433.17444935830093,480.3277843361027
101,2020-05-02,421,79.66798521800047,246.34555923203837,True,102,437.8741280043797,480.3277843361027
102,2020-05-03,433,79.66798521800047,246.34555923203837,True,103,442.24591789070223,480.3277843361027
103,2020-05-04,467,79.66798521800047,246.34555923203837,True,104,446.30598133550086,480.3277843361027
104,2020-05-05,487,79.66798521800047,246.34555923203837,True,105,450.0707639755317,480.3277843361027
105,2020-05-06,512,79.66798521800047,246.34555923203837,True,106,453.5567767771983,480.3277843361027
106,2020-05-07,531,79.66798521800047,246.34555923203837,True,107,456.780411041752,480.3277843361027
107,2020-05-08,544,79.66798521800047,246.34555923203837,True,108,459.75778449408904,480.3277843361027
108,2020-05-09,553,79.66798521800047,246.34555923203837,True,109,462.5046160604591,480.3277843361027
