,Report_Date,Mozambique_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,0,0,152.64582957567396,526.3583253667537,False,21,1.0220716156622807,1052.7166489879087
21,2020-02-12,0,0,152.64582957567396,526.3583253667537,False,22,1.0773112315306699,1052.7166489879087
22,2020-02-13,0,0,152.64582957567396,526.3583253667537,False,23,1.1355331437938834,1052.7166489879087
23,2020-02-14,0,0,152.64582957567396,526.3583253667537,False,24,1.196898003943804,1052.7166489879087
24,2020-02-15,0,0,152.64582957567396,526.3583253667537,False,25,1.2615750777974875,1052.7166489879087
25,2020-02-16,0,0,152.64582957567396,526.3583253667537,False,26,1.32974270299853,1052.7166489879087
26,2020-02-17,0,0,152.64582957567396,526.3583253667537,False,27,1.401588770325662,1052.7166489879087
27,2020-02-18,0,0,152.64582957567396,526.3583253667537,False,28,1.4773112299925908,1052.7166489879087
28,2020-02-19,0,0,152.64582957567396,526.3583253667537,False,29,1.5571186241758177,1052.7166489879087
29,2020-02-20,0,0,152.64582957567396,526.3583253667537,False,30,1.6412306470614073,1052.7166489879087
30,2020-02-21,0,0,152.64582957567396,526.3583253667537,False,31,1.729878733757563,1052.7166489879087
31,2020-02-22,0,0,152.64582957567396,526.3583253667537,False,32,1.8233066794772084,1052.7166489879087
32,2020-02-23,0,0,152.64582957567396,526.3583253667537,False,33,1.921771290453553,1052.7166489879087
33,2020-02-24,0,0,152.64582957567396,526.3583253667537,False,34,2.0255430681117366,1052.7166489879087
34,2020-02-25,0,0,152.64582957567396,526.3583253667537,False,35,2.134906928080941,1052.7166489879087
35,2020-02-26,0,0,152.64582957567396,526.3583253667537,False,36,2.2501629556937144,1052.7166489879087
36,2020-02-27,0,0,152.64582957567396,526.3583253667537,False,37,2.3716271996824494,1052.7166489879087
37,2020-02-28,0,0,152.64582957567396,526.3583253667537,False,38,2.4996325058468294,1052.7166489879087
38,2020-02-29,0,0,152.64582957567396,526.3583253667537,False,39,2.634529392530272,1052.7166489879087
39,2020-03-01,0,0,152.64582957567396,526.3583253667537,False,40,2.7766869698077534,1052.7166489879087
40,2020-03-02,0,0,152.64582957567396,526.3583253667537,False,41,2.926493904351417,1052.7166489879087
41,2020-03-03,0,0,152.64582957567396,526.3583253667537,False,42,3.0843594320038177,1052.7166489879087
42,2020-03-04,0,0,152.64582957567396,526.3583253667537,False,43,3.250714420150855,1052.7166489879087
43,2020-03-05,0,0,152.64582957567396,526.3583253667537,False,44,3.426012482047104,1052.7166489879087
44,2020-03-06,0,0,152.64582957567396,526.3583253667537,False,45,3.610731145304551,1052.7166489879087
45,2020-03-07,0,0,152.64582957567396,526.3583253667537,False,46,3.8053730768111174,1052.7166489879087
46,2020-03-08,0,0,152.64582957567396,526.3583253667537,False,47,4.010467366396986,1052.7166489879087
47,2020-03-09,0,0,152.64582957567396,526.3583253667537,False,48,4.226570871613764,1052.7166489879087
48,2020-03-10,0,0,152.64582957567396,526.3583253667537,False,49,4.45426962603287,1052.7166489879087
49,2020-03-11,0,0,152.64582957567396,526.3583253667537,False,50,4.694180313504199,1052.7166489879087
50,2020-03-12,0,0,152.64582957567396,526.3583253667537,False,51,4.946951810842747,1052.7166489879087
51,2020-03-13,0,0,152.64582957567396,526.3583253667537,False,52,5.213266801428135,1052.7166489879087
52,2020-03-14,0,0,152.64582957567396,526.3583253667537,False,53,5.493843462208202,1052.7166489879087
53,2020-03-15,0,0,152.64582957567396,526.3583253667537,False,54,5.789437226591426,1052.7166489879087
54,2020-03-16,0,0,152.64582957567396,526.3583253667537,False,55,6.100842625691747,1052.7166489879087
55,2020-03-17,0,0,152.64582957567396,526.3583253667537,False,56,6.42889521035147,1052.7166489879087
56,2020-03-18,0,0,152.64582957567396,526.3583253667537,False,57,6.774473556310714,1052.7166489879087
57,2020-03-19,0,0,152.64582957567396,526.3583253667537,False,58,7.13850135481282,1052.7166489879087
58,2020-03-20,0,0,152.64582957567396,526.3583253667537,False,59,7.521949590831422,1052.7166489879087
59,2020-03-21,0,0,152.64582957567396,526.3583253667537,False,60,7.925838810972985,1052.7166489879087
60,2020-03-22,1,1,152.64582957567396,526.3583253667537,False,61,8.351241482945403,1052.7166489879087
61,2020-03-23,1,1,152.64582957567396,526.3583253667537,False,62,8.799284448284602,1052.7166489879087
62,2020-03-24,3,3,152.64582957567396,526.3583253667537,False,63,9.27115146979285,1052.7166489879087
63,2020-03-25,5,5,152.64582957567396,526.3583253667537,False,64,9.768085874860102,1052.7166489879087
64,2020-03-26,7,7,152.64582957567396,526.3583253667537,False,65,10.291393295508108,1052.7166489879087
65,2020-03-27,7,7,152.64582957567396,526.3583253667537,False,66,10.842444505610777,1052.7166489879087
66,2020-03-28,8,8,152.64582957567396,526.3583253667537,False,67,11.422678355297588,1052.7166489879087
67,2020-03-29,8,8,152.64582957567396,526.3583253667537,False,68,12.033604802033224,1052.7166489879087
68,2020-03-30,8,8,152.64582957567396,526.3583253667537,False,69,12.676808037279315,1052.7166489879087
69,2020-03-31,8,8,152.64582957567396,526.3583253667537,False,70,13.353949706975808,1052.7166489879087
70,2020-04-01,10,10,152.64582957567396,526.3583253667537,False,71,14.066772223322321,1052.7166489879087
71,2020-04-02,10,10,152.64582957567396,526.3583253667537,False,72,14.817102164485442,1052.7166489879087
72,2020-04-03,10,10,152.64582957567396,526.3583253667537,False,73,15.606853757897381,1052.7166489879087
73,2020-04-04,10,9,152.64582957567396,526.3583253667537,False,74,16.438032441735814,1052.7166489879087
74,2020-04-05,10,9,152.64582957567396,526.3583253667537,False,75,17.312738497973506,1052.7166489879087
75,2020-04-06,10,9,152.64582957567396,526.3583253667537,False,76,18.23317074905048,1052.7166489879087
76,2020-04-07,10,9,152.64582957567396,526.3583253667537,False,77,19.201630308739112,1052.7166489879087
77,2020-04-08,17,16,152.64582957567396,526.3583253667537,False,78,20.22052437613412,1052.7166489879087
78,2020-04-09,17,16,152.64582957567396,526.3583253667537,False,79,21.292370059892832,1052.7166489879087
79,2020-04-10,20,18,152.64582957567396,526.3583253667537,False,80,22.41979821786649,1052.7166489879087
80,2020-04-11,20,18,152.64582957567396,526.3583253667537,False,81,23.605557295088328,1052.7166489879087
81,2020-04-12,21,19,152.64582957567396,526.3583253667537,False,82,24.85251714070998,1052.7166489879087
82,2020-04-13,21,19,152.64582957567396,526.3583253667537,False,83,26.163672781891812,1052.7166489879087
83,2020-04-14,28,26,152.64582957567396,526.3583253667537,False,84,27.542148129848968,1052.7166489879087
84,2020-04-15,29,27,152.64582957567396,526.3583253667537,False,85,28.99119959022155,1052.7166489879087
85,2020-04-16,31,29,152.64582957567396,526.3583253667537,False,86,30.514219546670883,1052.7166489879087
86,2020-04-17,34,32,152.64582957567396,526.3583253667537,False,87,32.11473968309726,1052.7166489879087
87,2020-04-18,35,31,152.64582957567396,526.3583253667537,False,88,33.79643410612739,1052.7166489879087
88,2020-04-19,39,31,152.64582957567396,526.3583253667537,False,89,35.563122225531224,1052.7166489879087
89,2020-04-20,39,31,152.64582957567396,526.3583253667537,False,90,37.41877134600397,1052.7166489879087
90,2020-04-21,39,31,152.64582957567396,526.3583253667537,False,91,39.36749891929736,1052.7166489879087
91,2020-04-22,41,33,152.64582957567396,526.3583253667537,False,92,41.41357440102017,1052.7166489879087
92,2020-04-23,46,37,152.64582957567396,526.3583253667537,False,93,43.56142065157083,1052.7166489879087
93,2020-04-24,65,53,152.64582957567396,526.3583253667537,False,94,45.81561481564284,1052.7166489879087
94,2020-04-25,70,58,152.64582957567396,526.3583253667537,False,95,48.18088860959211,1052.7166489879087
95,2020-04-26,76,64,152.64582957567396,526.3583253667537,False,96,50.662127940719095,1052.7166489879087
96,2020-04-27,76,64,152.64582957567396,526.3583253667537,False,97,53.26437177725345,1052.7166489879087
97,2020-04-28,76,64,152.64582957567396,526.3583253667537,False,98,55.99281018260146,1052.7166489879087
98,2020-04-29,76,64,152.64582957567396,526.3583253667537,False,99,58.85278142230803,1052.7166489879087
99,2020-04-30,76,64,152.64582957567396,526.3583253667537,False,100,61.849768047287746,1052.7166489879087
100,2020-05-01,79,67,152.64582957567396,526.3583253667537,False,101,64.98939185230545,1052.7166489879087
101,2020-05-02,79,61,152.64582957567396,526.3583253667537,False,102,68.27740760455966,1052.7166489879087
102,2020-05-03,80,61,152.64582957567396,526.3583253667537,False,103,71.71969543368564,1052.7166489879087
103,2020-05-04,80,61,152.64582957567396,526.3583253667537,False,104,75.32225177171101,1052.7166489879087
104,2020-05-05,81,62,152.64582957567396,526.3583253667537,False,105,79.09117872964154,1052.7166489879087
105,2020-05-06,81,60,152.64582957567396,526.3583253667537,False,106,83.03267179662879,1052.7166489879087
106,2020-05-07,81,57,152.64582957567396,526.3583253667537,False,107,87.15300574828443,1052.7166489879087
107,2020-05-08,82,55,152.64582957567396,526.3583253667537,False,108,91.45851865289237,1052.7166489879087
108,2020-05-09,87,53,152.64582957567396,526.3583253667537,False,109,95.95559386826991,1052.7166489879087
109,2020-05-10,91,57,152.64582957567396,526.3583253667537,False,110,100.65063992810092,1052.7166489879087
110,2020-05-11,103,69,152.64582957567396,526.3583253667537,False,111,105.55006822496566,1052.7166489879087
111,2020-05-12,104,70,152.64582957567396,526.3583253667537,False,112,110.6602684082915,1052.7166489879087
112,2020-05-13,104,70,152.64582957567396,526.3583253667537,False,113,115.98758142930087,1052.7166489879087
113,2020-05-14,115,80,152.64582957567396,526.3583253667537,False,114,121.53827018198496,1052.7166489879087
114,2020-05-15,119,77,152.64582957567396,526.3583253667537,False,115,127.31848770941492,1052.7166489879087
115,2020-05-16,129,86,152.64582957567396,526.3583253667537,False,116,133.33424296849648,1052.7166489879087
116,2020-05-17,137,93,152.64582957567396,526.3583253667537,False,117,139.5913641737427,1052.7166489879087
117,2020-05-18,145,101,152.64582957567396,526.3583253667537,False,118,146.09545977186346,1052.7166489879087
118,2020-05-19,146,102,152.64582957567396,526.3583253667537,False,119,152.8518771339761,1052.7166489879087
119,2020-05-20,156,108,152.64582957567396,526.3583253667537,False,120,159.86565909095924,1052.7166489879087
120,2020-05-21,162,114,152.64582957567396,526.3583253667537,False,121,167.14149847973627,1052.7166489879087
121,2020-05-22,164,116,152.64582957567396,526.3583253667537,False,122,174.68369091380217,1052.7166489879087
122,2020-05-23,168,120,152.64582957567396,526.3583253667537,False,123,182.49608603968008,1052.7166489879087
123,2020-05-24,194,143,152.64582957567396,526.3583253667537,False,124,190.58203759165912,1052.7166489879087
124,2020-05-25,209,137,152.64582957567396,526.3583253667537,False,125,198.94435260941026,1052.7166489879087
125,2020-05-26,213,141,152.64582957567396,526.3583253667537,False,126,207.58524023603496,1052.7166489879087
126,2020-05-27,227,155,152.64582957567396,526.3583253667537,False,127,216.50626056674403,1052.7166489879087
127,2020-05-28,233,149,152.64582957567396,526.3583253667537,False,128,225.70827406951042,1052.7166489879087
