,Report_Date,Greece_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,0,67.95814731958349,1163.2532061947124,True,21,1.854579859065248,2163.988554969958
21,2020-02-12,0,67.95814731958349,1163.2532061947124,True,22,2.1585632550546454,2163.988554969958
22,2020-02-13,0,67.95814731958349,1163.2532061947124,True,23,2.512318592029502,2163.988554969958
23,2020-02-14,0,67.95814731958349,1163.2532061947124,True,24,2.923976059663288,2163.988554969958
24,2020-02-15,0,67.95814731958349,1163.2532061947124,True,25,3.4029871387802597,2163.988554969958
25,2020-02-16,0,67.95814731958349,1163.2532061947124,True,26,3.960336935327819,2163.988554969958
26,2020-02-17,0,67.95814731958349,1163.2532061947124,True,27,4.608789785980651,2163.988554969958
27,2020-02-18,0,67.95814731958349,1163.2532061947124,True,28,5.363173045444555,2163.988554969958
28,2020-02-19,0,67.95814731958349,1163.2532061947124,True,29,6.240704580247536,2163.988554969958
29,2020-02-20,0,67.95814731958349,1163.2532061947124,True,30,7.261370143858359,2163.988554969958
30,2020-02-21,0,67.95814731958349,1163.2532061947124,True,31,8.448357477162544,2163.988554969958
31,2020-02-22,0,67.95814731958349,1163.2532061947124,True,32,9.828554640705272,2163.988554969958
32,2020-02-23,0,67.95814731958349,1163.2532061947124,True,33,11.433120701260874,2163.988554969958
33,2020-02-24,0,67.95814731958349,1163.2532061947124,True,34,13.298137407453158,2163.988554969958
34,2020-02-25,0,67.95814731958349,1163.2532061947124,True,35,15.465350814960253,2163.988554969958
35,2020-02-26,1,67.95814731958349,1163.2532061947124,True,36,17.983011846356323,2163.988554969958
36,2020-02-27,3,67.95814731958349,1163.2532061947124,True,37,20.906824336488217,2163.988554969958
37,2020-02-28,4,67.95814731958349,1163.2532061947124,True,38,24.301008009676387,2163.988554969958
38,2020-02-29,4,67.95814731958349,1163.2532061947124,True,39,28.239481779833024,2163.988554969958
39,2020-03-01,7,67.95814731958349,1163.2532061947124,True,40,32.80716939483618,2163.988554969958
40,2020-03-02,7,67.95814731958349,1163.2532061947124,True,41,38.101424298561625,2163.988554969958
41,2020-03-03,7,67.95814731958349,1163.2532061947124,True,42,44.23356308072737,2163.988554969958
42,2020-03-04,9,67.95814731958349,1163.2532061947124,True,43,51.33048632775722,2163.988554969958
43,2020-03-05,31,67.95814731958349,1163.2532061947124,True,44,59.5363512625123,2163.988554969958
44,2020-03-06,45,67.95814731958349,1163.2532061947124,True,45,69.01424136388978,2163.988554969958
45,2020-03-07,46,67.95814731958349,1163.2532061947124,True,46,79.94775326326834,2163.988554969958
46,2020-03-08,73,67.95814731958349,1163.2532061947124,True,47,92.54238979932212,2163.988554969958
47,2020-03-09,73,67.95814731958349,1163.2532061947124,True,48,107.02660966111011,2163.988554969958
48,2020-03-10,89,67.95814731958349,1163.2532061947124,True,49,123.65233867816528,2163.988554969958
49,2020-03-11,99,67.95814731958349,1163.2532061947124,True,50,142.69469673674263,2163.988554969958
50,2020-03-12,99,67.95814731958349,1163.2532061947124,True,51,164.4506404387613,2163.988554969958
51,2020-03-13,190,67.95814731958349,1163.2532061947124,True,52,189.2361703715974,2163.988554969958
52,2020-03-14,228,67.95814731958349,1163.2532061947124,True,53,217.3817119069969,2163.988554969958
53,2020-03-15,331,67.95814731958349,1163.2532061947124,True,54,249.22526245468512,2163.988554969958
54,2020-03-16,331,67.95814731958349,1163.2532061947124,True,55,285.1029229245551,2163.988554969958
55,2020-03-17,387,67.95814731958349,1163.2532061947124,True,56,325.33651714450315,2163.988554969958
56,2020-03-18,418,67.95814731958349,1163.2532061947124,True,57,370.2181716460992,2163.988554969958
57,2020-03-19,418,67.95814731958349,1163.2532061947124,True,58,419.9919976943597,2163.988554969958
58,2020-03-20,495,67.95814731958349,1163.2532061947124,True,59,474.83339534789593,2163.988554969958
59,2020-03-21,530,67.95814731958349,1163.2532061947124,True,60,534.8269736522333,2163.988554969958
60,2020-03-22,624,67.95814731958349,1163.2532061947124,True,61,599.9446105448415,2163.988554969958
61,2020-03-23,695,67.95814731958349,1163.2532061947124,True,62,670.0256838868431,2163.988554969958
62,2020-03-24,743,67.95814731958349,1163.2532061947124,True,63,744.7618806259941,2163.988554969958
63,2020-03-25,821,67.95814731958349,1163.2532061947124,True,64,823.6891047291278,2163.988554969958
64,2020-03-26,892,67.95814731958349,1163.2532061947124,True,65,906.1887372119531,2163.988554969958
65,2020-03-27,966,67.95814731958349,1163.2532061947124,True,66,991.49978622009,2163.988554969958
66,2020-03-28,1061,67.95814731958349,1163.2532061947124,True,67,1078.7423273091183,2163.988554969958
67,2020-03-29,1156,67.95814731958349,1163.2532061947124,True,68,1166.9512153188055,2163.988554969958
68,2020-03-30,1212,67.95814731958349,1163.2532061947124,True,69,1255.1175954721455,2163.988554969958
69,2020-03-31,1314,67.95814731958349,1163.2532061947124,True,70,1342.2345507374189,2163.988554969958
70,2020-04-01,1415,67.95814731958349,1163.2532061947124,True,71,1427.342563908039,2163.988554969958
71,2020-04-02,1544,67.95814731958349,1163.2532061947124,True,72,1509.5705027377498,2163.988554969958
72,2020-04-03,1613,67.95814731958349,1163.2532061947124,True,73,1588.1685476100938,2163.988554969958
73,2020-04-04,1673,67.95814731958349,1163.2532061947124,True,74,1662.5307051519642,2163.988554969958
74,2020-04-05,1735,67.95814731958349,1163.2532061947124,True,75,1732.2060132363029,2163.988554969958
