,Report_Date,Sierra Leone_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
55,2020-03-17,0,0,123.20135564516532,665.5142141998498,True,56,2.4892964273999043,1064.100054157599
56,2020-03-18,0,0,123.20135564516532,665.5142141998498,True,57,2.7326312609504586,1064.100054157599
57,2020-03-19,0,0,123.20135564516532,665.5142141998498,True,58,2.9996989639888674,1064.100054157599
58,2020-03-20,0,0,123.20135564516532,665.5142141998498,True,59,3.292803237059196,1064.100054157599
59,2020-03-21,0,0,123.20135564516532,665.5142141998498,True,60,3.614469141174846,1064.100054157599
60,2020-03-22,0,0,123.20135564516532,665.5142141998498,True,61,3.967463905964563,1064.100054157599
61,2020-03-23,0,0,123.20135564516532,665.5142141998498,True,62,4.354819598754289,1064.100054157599
62,2020-03-24,0,0,123.20135564516532,665.5142141998498,True,63,4.779857801235856,1064.100054157599
63,2020-03-25,0,0,123.20135564516532,665.5142141998498,True,64,5.246216447671257,1064.100054157599
64,2020-03-26,0,0,123.20135564516532,665.5142141998498,True,65,5.757878985222272,1064.100054157599
65,2020-03-27,0,0,123.20135564516532,665.5142141998498,True,66,6.31920602265978,1064.100054157599
66,2020-03-28,0,0,123.20135564516532,665.5142141998498,True,67,6.934969637997748,1064.100054157599
67,2020-03-29,0,0,123.20135564516532,665.5142141998498,True,68,7.61039051802724,1064.100054157599
68,2020-03-30,0,0,123.20135564516532,665.5142141998498,True,69,8.351178102702583,1064.100054157599
69,2020-03-31,1,1,123.20135564516532,665.5142141998498,True,70,9.163573904135827,1064.100054157599
70,2020-04-01,2,2,123.20135564516532,665.5142141998498,True,71,10.054398162724109,1064.100054157599
71,2020-04-02,2,2,123.20135564516532,665.5142141998498,True,72,11.031099990633946,1064.100054157599
72,2020-04-03,2,2,123.20135564516532,665.5142141998498,True,73,12.101811134271589,1064.100054157599
73,2020-04-04,4,4,123.20135564516532,665.5142141998498,True,74,13.275403461033891,1064.100054157599
74,2020-04-05,6,6,123.20135564516532,665.5142141998498,True,75,14.56155023986581,1064.100054157599
75,2020-04-06,6,6,123.20135564516532,665.5142141998498,True,76,15.970791237980853,1064.100054157599
76,2020-04-07,6,6,123.20135564516532,665.5142141998498,True,77,17.51460159526087,1064.100054157599
77,2020-04-08,7,7,123.20135564516532,665.5142141998498,True,78,19.205464360747676,1064.100054157599
78,2020-04-09,7,7,123.20135564516532,665.5142141998498,True,79,21.056946479341505,1064.100054157599
79,2020-04-10,8,8,123.20135564516532,665.5142141998498,True,80,23.083777898056656,1064.100054157599
80,2020-04-11,8,8,123.20135564516532,665.5142141998498,True,81,25.301933316346275,1064.100054157599
81,2020-04-12,10,10,123.20135564516532,665.5142141998498,True,82,27.72871593020047,1064.100054157599
82,2020-04-13,10,10,123.20135564516532,665.5142141998498,True,83,30.382842310814816,1064.100054157599
83,2020-04-14,11,11,123.20135564516532,665.5142141998498,True,84,33.28452731138181,1064.100054157599
84,2020-04-15,13,13,123.20135564516532,665.5142141998498,True,85,36.45556760578896,1064.100054157599
85,2020-04-16,15,15,123.20135564516532,665.5142141998498,True,86,39.919422126821885,1064.100054157599
86,2020-04-17,26,26,123.20135564516532,665.5142141998498,True,87,43.701287285612146,1064.100054157599
87,2020-04-18,30,30,123.20135564516532,665.5142141998498,True,88,47.828164416346546,1064.100054157599
88,2020-04-19,35,29,123.20135564516532,665.5142141998498,True,89,52.328916400133735,1064.100054157599
89,2020-04-20,43,37,123.20135564516532,665.5142141998498,True,90,57.234309881242616,1064.100054157599
90,2020-04-21,50,44,123.20135564516532,665.5142141998498,True,91,62.57703890279218,1064.100054157599
91,2020-04-22,61,55,123.20135564516532,665.5142141998498,True,92,68.39172516683529,1064.100054157599
92,2020-04-23,64,53,123.20135564516532,665.5142141998498,True,93,74.71488948064435,1064.100054157599
93,2020-04-24,82,70,123.20135564516532,665.5142141998498,True,94,81.58488830884387,1064.100054157599
94,2020-04-25,82,70,123.20135564516532,665.5142141998498,True,95,89.04180874019465,1064.100054157599
95,2020-04-26,93,79,123.20135564516532,665.5142141998498,True,96,97.12731463850524,1064.100054157599
96,2020-04-27,93,79,123.20135564516532,665.5142141998498,True,97,105.88443633062577,1064.100054157599
97,2020-04-28,104,88,123.20135564516532,665.5142141998498,True,98,115.35729595400454,1064.100054157599
98,2020-04-29,104,88,123.20135564516532,665.5142141998498,True,99,125.59076061728823,1064.100054157599
99,2020-04-30,124,96,123.20135564516532,665.5142141998498,True,100,136.6300159066216,1064.100054157599
100,2020-05-01,136,108,123.20135564516532,665.5142141998498,True,101,148.52005309331668,1064.100054157599
101,2020-05-02,155,126,123.20135564516532,665.5142141998498,True,102,161.30506476576093,1064.100054157599
102,2020-05-03,166,129,123.20135564516532,665.5142141998498,True,103,175.02774561808562,1064.100054157599
103,2020-05-04,178,132,123.20135564516532,665.5142141998498,True,104,189.72849786702196,1064.100054157599
104,2020-05-05,199,145,123.20135564516532,665.5142141998498,True,105,205.44454429936118,1064.100054157599
105,2020-05-06,225,157,123.20135564516532,665.5142141998498,True,106,222.2089562992579,1064.100054157599
106,2020-05-07,231,161,123.20135564516532,665.5142141998498,True,107,240.04960933474717,1064.100054157599
107,2020-05-08,257,186,123.20135564516532,665.5142141998498,True,108,258.9880841895137,1064.100054157599
108,2020-05-09,291,215,123.20135564516532,665.5142141998498,True,109,279.0385385118478,1064.100054157599
109,2020-05-10,307,222,123.20135564516532,665.5142141998498,True,110,300.20657971781253,1064.100054157599
110,2020-05-11,338,247,123.20135564516532,665.5142141998498,True,111,322.48817652319383,1064.100054157599
111,2020-05-12,338,247,123.20135564516532,665.5142141998498,True,112,345.86865188293285,1064.100054157599
112,2020-05-13,387,264,123.20135564516532,665.5142141998498,True,113,370.3218043054396,1064.100054157599
113,2020-05-14,408,285,123.20135564516532,665.5142141998498,True,114,395.809206764479,1064.100054157599
114,2020-05-15,447,323,123.20135564516532,665.5142141998498,True,115,422.2797321574156,1064.100054157599
115,2020-05-16,462,327,123.20135564516532,665.5142141998498,True,116,449.66935095412884,1064.100054157599
116,2020-05-17,505,332,123.20135564516532,665.5142141998498,True,117,477.90124001932276,1064.100054157599
117,2020-05-18,519,338,123.20135564516532,665.5142141998498,True,118,506.8862314984558,1064.100054157599
118,2020-05-19,534,334,123.20135564516532,665.5142141998498,True,119,536.5236173752413,1064.100054157599
119,2020-05-20,570,331,123.20135564516532,665.5142141998498,True,120,566.7023094260263,1064.100054157599
120,2020-05-21,585,345,123.20135564516532,665.5142141998498,True,121,597.3023367426666,1064.100054157599
121,2020-05-22,606,338,123.20135564516532,665.5142141998498,True,122,628.1966449836294,1064.100054157599
122,2020-05-23,621,341,123.20135564516532,665.5142141998498,True,123,659.2531444349999,1064.100054157599
123,2020-05-24,707,426,123.20135564516532,665.5142141998498,True,124,690.3369392474292,1064.100054157599
124,2020-05-25,735,400,123.20135564516532,665.5142141998498,True,125,721.3126591636691,1064.100054157599
125,2020-05-26,754,413,123.20135564516532,665.5142141998498,True,126,752.0468086799734,1064.100054157599
126,2020-05-27,782,440,123.20135564516532,665.5142141998498,True,127,782.4100474924792,1064.100054157599
127,2020-05-28,812,406,123.20135564516532,665.5142141998498,True,128,812.2793203703479,1064.100054157599
