,Report_Date,Netherlands_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,2994,2888,79.66417590700684,22292.693456795136,True,59,4273.431073788422,44506.514332801824
59,2020-03-21,3631,3495,79.66417590700684,22292.693456795136,True,60,4711.875746467624,44506.514332801824
60,2020-03-22,4204,4025,79.66417590700684,22292.693456795136,True,61,5189.512988580888,44506.514332801824
61,2020-03-23,4749,4536,79.66417590700684,22292.693456795136,True,62,5708.635880222508,44506.514332801824
62,2020-03-24,5560,5284,79.66417590700684,22292.693456795136,True,63,6271.421586176369,44506.514332801824
63,2020-03-25,6412,6056,79.66417590700684,22292.693456795136,True,64,6879.871028395921,44506.514332801824
64,2020-03-26,7431,6997,79.66417590700684,22292.693456795136,True,65,7535.741333494438,44506.514332801824
65,2020-03-27,8603,8057,79.66417590700684,22292.693456795136,True,66,8240.472131413406,44506.514332801824
66,2020-03-28,9762,9123,79.66417590700684,22292.693456795136,True,67,8995.107415204955,44506.514332801824
67,2020-03-29,10866,10095,79.66417590700684,22292.693456795136,True,68,9800.21536864614,44506.514332801824
68,2020-03-30,11750,10886,79.66417590700684,22292.693456795136,True,69,10655.809282982906,44506.514332801824
69,2020-03-31,12595,11556,79.66417590700684,22292.693456795136,True,70,11561.27335294132,44506.514332801824
70,2020-04-01,13614,12441,79.66417590700684,22292.693456795136,True,71,12515.297685510097,44506.514332801824
71,2020-04-02,14697,13358,79.66417590700684,22292.693456795136,True,72,13515.827182781513,44506.514332801824
72,2020-04-03,15723,14236,79.66417590700684,22292.693456795136,True,73,14560.028981777634,44506.514332801824
73,2020-04-04,16627,14976,79.66417590700684,22292.693456795136,True,74,15644.282772278662,44506.514332801824
74,2020-04-05,17851,16085,79.66417590700684,22292.693456795136,True,75,16764.19751979235,44506.514332801824
75,2020-04-06,18803,16936,79.66417590700684,22292.693456795136,True,76,17914.65689094152,44506.514332801824
76,2020-04-07,19580,17479,79.66417590700684,22292.693456795136,True,77,19089.89406466843,44506.514332801824
77,2020-04-08,20549,18301,79.66417590700684,22292.693456795136,True,78,20283.594726795767,44506.514332801824
78,2020-04-09,21762,19366,79.66417590700684,22292.693456795136,True,79,21489.025053567715,44506.514332801824
79,2020-04-10,23097,20586,79.66417590700684,22292.693456795136,True,80,22699.179594210877,44506.514332801824
80,2020-04-11,24413,21770,79.66417590700684,22292.693456795136,True,81,23906.942375165785,44506.514332801824
81,2020-04-12,25587,22850,79.66417590700684,22292.693456795136,True,82,25105.253458573225,44506.514332801824
82,2020-04-13,26551,23728,79.66417590700684,22292.693456795136,True,83,26287.272730078465,44506.514332801824
83,2020-04-14,27419,24474,79.66417590700684,22292.693456795136,True,84,27446.532923992905,44506.514332801824
84,2020-04-15,28153,25019,79.66417590700684,22292.693456795136,True,85,28577.074787729514,44506.514332801824
85,2020-04-16,29214,25899,79.66417590700684,22292.693456795136,True,86,29673.558730332934,44506.514332801824
86,2020-04-17,30449,26990,79.66417590700684,22292.693456795136,True,87,30731.34911724047,44506.514332801824
87,2020-04-18,31589,27988,79.66417590700684,22292.693456795136,True,88,31746.569357099706,44506.514332801824
88,2020-04-19,32655,28971,79.66417590700684,22292.693456795136,True,89,32716.127867686224,44506.514332801824
89,2020-04-20,33405,29654,79.66417590700684,22292.693456795136,True,90,33637.71672636819,44506.514332801824
90,2020-04-21,34134,30218,79.66417590700684,22292.693456795136,True,91,34509.786175186615,44506.514332801824
91,2020-04-22,34842,30788,79.66417590700684,22292.693456795136,True,92,35331.4990897657,44506.514332801824
92,2020-04-23,35729,31552,79.66417590700684,22292.693456795136,True,93,36102.670021549435,44506.514332801824
93,2020-04-24,36535,32246,79.66417590700684,22292.693456795136,True,94,36823.69351970841,44506.514332801824
94,2020-04-25,37190,32781,79.66417590700684,22292.693456795136,True,95,37495.46620214874,44506.514332801824
95,2020-04-26,37845,33370,79.66417590700684,22292.693456795136,True,96,38119.30656227685,44506.514332801824
96,2020-04-27,38245,33727,79.66417590700684,22292.693456795136,True,97,38696.875861077104,44506.514332801824
97,2020-04-28,38416,33850,79.66417590700684,22292.693456795136,True,98,39230.10274662566,44506.514332801824
98,2020-04-29,38802,34091,79.66417590700684,22292.693456795136,True,99,39721.113534649645,44506.514332801824
99,2020-04-30,39316,34521,79.66417590700684,22292.693456795136,True,100,40172.16942541656,44506.514332801824
100,2020-05-01,39791,34898,79.66417590700684,22292.693456795136,True,101,40585.61135727863,44506.514332801824
101,2020-05-02,40236,35249,79.66417590700684,22292.693456795136,True,102,40963.81272270674,44506.514332801824
102,2020-05-03,40571,35515,79.66417590700684,22292.693456795136,True,103,41309.13980287559,44506.514332801824
103,2020-05-04,40770,35688,79.66417590700684,22292.693456795136,True,104,41623.91950675902,44506.514332801824
104,2020-05-05,41087,35919,79.66417590700684,22292.693456795136,True,105,41910.41381929089,44506.514332801824
105,2020-05-06,41319,36115,79.66417590700684,22292.693456795136,True,106,42170.800256378265,44506.514332801824
106,2020-05-07,41774,36486,79.66417590700684,22292.693456795136,True,107,42407.15757744242,44506.514332801824
107,2020-05-08,42093,36734,79.66417590700684,22292.693456795136,True,108,42621.45600431251,44506.514332801824
108,2020-05-09,42382,36960,79.66417590700684,22292.693456795136,True,109,42815.551225829746,44506.514332801824
109,2020-05-10,42627,37187,79.66417590700684,22292.693456795136,True,110,42991.181519530386,44506.514332801824
110,2020-05-11,42788,37332,79.66417590700684,22292.693456795136,True,111,43149.967386472694,44506.514332801824
111,2020-05-12,42984,37474,79.66417590700684,22292.693456795136,True,112,43293.413165874845,44506.514332801824
112,2020-05-13,43211,37649,79.66417590700684,22292.693456795136,True,113,43422.91016775937,44506.514332801824
113,2020-05-14,43481,37891,79.66417590700684,22292.693456795136,True,114,43539.74093078889,44506.514332801824
114,2020-05-15,43681,38038,79.66417590700684,22292.693456795136,True,115,43645.08427668887,44506.514332801824
115,2020-05-16,43870,38200,79.66417590700684,22292.693456795136,True,116,43740.020890793196,44506.514332801824
116,2020-05-17,43995,38315,79.66417590700684,22292.693456795136,True,117,43825.5392097307,44506.514332801824
117,2020-05-18,44141,38447,79.66417590700684,22292.693456795136,True,118,43902.54144200896,44506.514332801824
118,2020-05-19,44249,38534,79.66417590700684,22292.693456795136,True,119,43971.849585499374,44506.514332801824
119,2020-05-20,44447,38699,79.66417590700684,22292.693456795136,True,120,44034.2113380457,44506.514332801824
120,2020-05-21,44700,38925,79.66417590700684,22292.693456795136,True,121,44090.30582418998,44506.514332801824
121,2020-05-22,44888,39100,79.66417590700684,22292.693456795136,True,122,44140.74908296245,44506.514332801824
122,2020-05-23,45064,39253,79.66417590700684,22292.693456795136,True,123,44186.09927944882,44506.514332801824
123,2020-05-24,45236,39414,79.66417590700684,22292.693456795136,True,124,44226.86161703144,44506.514332801824
124,2020-05-25,45445,39615,79.66417590700684,22292.693456795136,True,125,44263.49293835864,44506.514332801824
125,2020-05-26,45578,39722,79.66417590700684,22292.693456795136,True,126,44296.40601172857,44506.514332801824
126,2020-05-27,45768,39897,79.66417590700684,22292.693456795136,True,127,44325.97350612229,44506.514332801824
127,2020-05-28,45950,40047,79.66417590700684,22292.693456795136,True,128,44352.531662968504,44506.514332801824
