,Report_Date,Cabo Verde_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,1,65.56599462370075,4.060888220866179,True,59,1.948837116021873,8.012020463608389
59,2020-03-21,3,65.56599462370075,4.060888220866179,True,60,2.2206402775610656,8.012020463608389
60,2020-03-22,3,65.56599462370075,4.060888220866179,True,61,2.5149075344085787,8.012020463608389
61,2020-03-23,3,65.56599462370075,4.060888220866179,True,62,2.8294723457123228,8.012020463608389
62,2020-03-24,3,65.56599462370075,4.060888220866179,True,63,3.161199461839415,8.012020463608389
63,2020-03-25,4,65.56599462370075,4.060888220866179,True,64,3.506053235440618,8.012020463608389
64,2020-03-26,4,65.56599462370075,4.060888220866179,True,65,3.859259163886114,8.012020463608389
65,2020-03-27,5,65.56599462370075,4.060888220866179,True,66,4.215550024970024,8.012020463608389
66,2020-03-28,5,65.56599462370075,4.060888220866179,True,67,4.569472165534625,8.012020463608389
67,2020-03-29,6,65.56599462370075,4.060888220866179,True,68,4.915715294172715,8.012020463608389
68,2020-03-30,6,65.56599462370075,4.060888220866179,True,69,5.249424164091233,8.012020463608389
69,2020-03-31,6,65.56599462370075,4.060888220866179,True,70,5.566454367076015,8.012020463608389
70,2020-04-01,6,65.56599462370075,4.060888220866179,True,71,5.863545888680049,8.012020463608389
71,2020-04-02,6,65.56599462370075,4.060888220866179,True,72,6.138403650348686,8.012020463608389
72,2020-04-03,6,65.56599462370075,4.060888220866179,True,73,6.389689714044845,8.012020463608389
73,2020-04-04,7,65.56599462370075,4.060888220866179,True,74,6.616943617129133,8.012020463608389
74,2020-04-05,7,65.56599462370075,4.060888220866179,True,75,6.820453638574846,8.012020463608389
75,2020-04-06,7,65.56599462370075,4.060888220866179,True,76,7.001102726462235,8.012020463608389
76,2020-04-07,7,65.56599462370075,4.060888220866179,True,77,7.1602096983998536,8.012020463608389
77,2020-04-08,7,65.56599462370075,4.060888220866179,True,78,7.2993810200111175,8.012020463608389
78,2020-04-09,7,65.56599462370075,4.060888220866179,True,79,7.4203826634913534,8.012020463608389
79,2020-04-10,7,65.56599462370075,4.060888220866179,True,80,7.5250364142713515,8.012020463608389
