,Report_Date,Iraq_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,19,74.95291338405798,968.8583479043815,True,40,17.80326658755186,1735.3558519019232
40,2020-03-02,26,74.95291338405798,968.8583479043815,True,41,20.32759636086192,1735.3558519019232
41,2020-03-03,32,74.95291338405798,968.8583479043815,True,42,23.205525348847484,1735.3558519019232
42,2020-03-04,35,74.95291338405798,968.8583479043815,True,43,26.48527596105371,1735.3558519019232
43,2020-03-05,35,74.95291338405798,968.8583479043815,True,44,30.221252601334314,1735.3558519019232
44,2020-03-06,40,74.95291338405798,968.8583479043815,True,45,34.474715118253066,1735.3558519019232
45,2020-03-07,54,74.95291338405798,968.8583479043815,True,46,39.314488834951845,1735.3558519019232
46,2020-03-08,60,74.95291338405798,968.8583479043815,True,47,44.81770046990848,1735.3558519019232
47,2020-03-09,60,74.95291338405798,968.8583479043815,True,48,51.070523956964934,1735.3558519019232
48,2020-03-10,71,74.95291338405798,968.8583479043815,True,49,58.168913438960196,1735.3558519019232
49,2020-03-11,71,74.95291338405798,968.8583479043815,True,50,66.2192923308246,1735.3558519019232
50,2020-03-12,71,74.95291338405798,968.8583479043815,True,51,75.33915714954404,1735.3558519019232
51,2020-03-13,101,74.95291338405798,968.8583479043815,True,52,85.65754269826945,1735.3558519019232
52,2020-03-14,110,74.95291338405798,968.8583479043815,True,53,97.31528122833465,1735.3558519019232
53,2020-03-15,116,74.95291338405798,968.8583479043815,True,54,110.46497268463155,1735.3558519019232
54,2020-03-16,124,74.95291338405798,968.8583479043815,True,55,125.27056672177376,1735.3558519019232
55,2020-03-17,154,74.95291338405798,968.8583479043815,True,56,141.9064410119608,1735.3558519019232
56,2020-03-18,164,74.95291338405798,968.8583479043815,True,57,160.55584625045373,1735.3558519019232
57,2020-03-19,192,74.95291338405798,968.8583479043815,True,58,181.40857879283453,1735.3558519019232
58,2020-03-20,208,74.95291338405798,968.8583479043815,True,59,204.65774050647138,1735.3558519019232
59,2020-03-21,214,74.95291338405798,968.8583479043815,True,60,230.49545653053852,1735.3558519019232
60,2020-03-22,233,74.95291338405798,968.8583479043815,True,61,259.1074502128247,1735.3558519019232
61,2020-03-23,266,74.95291338405798,968.8583479043815,True,62,290.6664256762312,1735.3558519019232
62,2020-03-24,316,74.95291338405798,968.8583479043815,True,63,325.3242866757351,1735.3558519019232
63,2020-03-25,346,74.95291338405798,968.8583479043815,True,64,363.2033279980085,1735.3558519019232
64,2020-03-26,382,74.95291338405798,968.8583479043815,True,65,404.3866712493829,1735.3558519019232
65,2020-03-27,458,74.95291338405798,968.8583479043815,True,66,448.90837350986,1735.3558519019232
66,2020-03-28,506,74.95291338405798,968.8583479043815,True,67,496.74380090733877,1735.3558519019232
67,2020-03-29,547,74.95291338405798,968.8583479043815,True,68,547.8010078676809,1735.3558519019232
68,2020-03-30,630,74.95291338405798,968.8583479043815,True,69,601.9139682112982,1735.3558519019232
69,2020-03-31,694,74.95291338405798,968.8583479043815,True,70,658.838534901699,1735.3558519019232
70,2020-04-01,728,74.95291338405798,968.8583479043815,True,71,718.2519325735526,1735.3558519019232
71,2020-04-02,772,74.95291338405798,968.8583479043815,True,72,779.7563932811911,1735.3558519019232
72,2020-04-03,820,74.95291338405798,968.8583479043815,True,73,842.8872323007097,1735.3558519019232
73,2020-04-04,878,74.95291338405798,968.8583479043815,True,74,907.125252586414,1735.3558519019232
74,2020-04-05,961,74.95291338405798,968.8583479043815,True,75,971.9129133483611,1735.3558519019232
75,2020-04-06,1031,74.95291338405798,968.8583479043815,True,76,1036.673267694981,1735.3558519019232
76,2020-04-07,1122,74.95291338405798,968.8583479043815,True,77,1100.8303386495277,1735.3558519019232
77,2020-04-08,1202,74.95291338405798,968.8583479043815,True,78,1163.8294226972596,1735.3558519019232
78,2020-04-09,1232,74.95291338405798,968.8583479043815,True,79,1225.155819187969,1735.3558519019232
79,2020-04-10,1279,74.95291338405798,968.8583479043815,True,80,1284.3506806633854,1735.3558519019232
80,2020-04-11,1318,74.95291338405798,968.8583479043815,True,81,1341.023026640261,1735.3558519019232
