,Report_Date,Finland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
51,2020-03-13,155,83.15637235565679,3033.2667597042805,True,52,293.07281161392353,5876.039395230373
52,2020-03-14,225,83.15637235565679,3033.2667597042805,True,53,320.9383110121047,5876.039395230373
53,2020-03-15,244,83.15637235565679,3033.2667597042805,True,54,351.2920657074458,5876.039395230373
54,2020-03-16,277,83.15637235565679,3033.2667597042805,True,55,384.32459382205616,5876.039395230373
55,2020-03-17,321,83.15637235565679,3033.2667597042805,True,56,420.2348331576929,5876.039395230373
56,2020-03-18,336,83.15637235565679,3033.2667597042805,True,57,459.2292513825803,5876.039395230373
57,2020-03-19,400,83.15637235565679,3033.2667597042805,True,58,501.5206444787989,5876.039395230373
58,2020-03-20,450,83.15637235565679,3033.2667597042805,True,59,547.3265810346337,5876.039395230373
59,2020-03-21,523,83.15637235565679,3033.2667597042805,True,60,596.8674508509741,5876.039395230373
60,2020-03-22,626,83.15637235565679,3033.2667597042805,True,61,650.364079393267,5876.039395230373
61,2020-03-23,700,83.15637235565679,3033.2667597042805,True,62,708.0348754265411,5876.039395230373
62,2020-03-24,792,83.15637235565679,3033.2667597042805,True,63,770.0924882983247,5876.039395230373
63,2020-03-25,880,83.15637235565679,3033.2667597042805,True,64,836.7399643246031,5876.039395230373
64,2020-03-26,958,83.15637235565679,3033.2667597042805,True,65,908.1664090274163,5876.039395230373
65,2020-03-27,1041,83.15637235565679,3033.2667597042805,True,66,984.5421838244205,5876.039395230373
66,2020-03-28,1167,83.15637235565679,3033.2667597042805,True,67,1066.0136921521612,5876.039395230373
67,2020-03-29,1240,83.15637235565679,3033.2667597042805,True,68,1152.6978404966194,5876.039395230373
68,2020-03-30,1352,83.15637235565679,3033.2667597042805,True,69,1244.676293492001,5876.039395230373
69,2020-03-31,1418,83.15637235565679,3033.2667597042805,True,70,1341.9896776361286,5876.039395230373
70,2020-04-01,1446,83.15637235565679,3033.2667597042805,True,71,1444.6319231361642,5876.039395230373
71,2020-04-02,1518,83.15637235565679,3033.2667597042805,True,72,1552.5449652119246,5876.039395230373
72,2020-04-03,1615,83.15637235565679,3033.2667597042805,True,73,1665.6140516135686,5876.039395230373
73,2020-04-04,1882,83.15637235565679,3033.2667597042805,True,74,1783.6639186312161,5876.039395230373
74,2020-04-05,1927,83.15637235565679,3033.2667597042805,True,75,1906.4560999885482,5876.039395230373
75,2020-04-06,2176,83.15637235565679,3033.2667597042805,True,76,2033.6876186662776,5876.039395230373
76,2020-04-07,2308,83.15637235565679,3033.2667597042805,True,77,2164.9912787608255,5876.039395230373
77,2020-04-08,2487,83.15637235565679,3033.2667597042805,True,78,2299.9377222128965,5876.039395230373
78,2020-04-09,2605,83.15637235565679,3033.2667597042805,True,79,2438.0393447024726,5876.039395230373
79,2020-04-10,2769,83.15637235565679,3033.2667597042805,True,80,2578.756079295617,5876.039395230373
80,2020-04-11,2905,83.15637235565679,3033.2667597042805,True,81,2721.5029606614603,5876.039395230373
81,2020-04-12,2974,83.15637235565679,3033.2667597042805,True,82,2865.6592836902087,5876.039395230373
82,2020-04-13,3064,83.15637235565679,3033.2667597042805,True,83,3010.579076087789,5876.039395230373
83,2020-04-14,3161,83.15637235565679,3033.2667597042805,True,84,3155.6025232250795,5876.039395230373
84,2020-04-15,3237,83.15637235565679,3033.2667597042805,True,85,3300.067922699056,5876.039395230373
85,2020-04-16,3369,83.15637235565679,3033.2667597042805,True,86,3443.3237115704133,5876.039395230373
86,2020-04-17,3489,83.15637235565679,3033.2667597042805,True,87,3584.7401044738904,5876.039395230373
87,2020-04-18,3681,83.15637235565679,3033.2667597042805,True,88,3723.719906227566,5876.039395230373
88,2020-04-19,3783,83.15637235565679,3033.2667597042805,True,89,3859.7081156806603,5876.039395230373
89,2020-04-20,3868,83.15637235565679,3033.2667597042805,True,90,3992.200013180685,5876.039395230373
90,2020-04-21,4014,83.15637235565679,3033.2667597042805,True,91,4120.747515114293,5876.039395230373
91,2020-04-22,4129,83.15637235565679,3033.2667597042805,True,92,4244.963677369752,5876.039395230373
92,2020-04-23,4284,83.15637235565679,3033.2667597042805,True,93,4364.525327144779,5876.039395230373
93,2020-04-24,4395,83.15637235565679,3033.2667597042805,True,94,4479.173892019102,5876.039395230373
94,2020-04-25,4475,83.15637235565679,3033.2667597042805,True,95,4588.714570925031,5876.039395230373
95,2020-04-26,4576,83.15637235565679,3033.2667597042805,True,96,4693.014049840022,5876.039395230373
96,2020-04-27,4695,83.15637235565679,3033.2667597042805,True,97,4791.997004009972,5876.039395230373
97,2020-04-28,4740,83.15637235565679,3033.2667597042805,True,98,4885.64164850068,5876.039395230373
98,2020-04-29,4906,83.15637235565679,3033.2667597042805,True,99,4973.974601613749,5876.039395230373
99,2020-04-30,4995,83.15637235565679,3033.2667597042805,True,100,5057.06531401108,5876.039395230373
100,2020-05-01,5051,83.15637235565679,3033.2667597042805,True,101,5135.020293676718,5876.039395230373
101,2020-05-02,5176,83.15637235565679,3033.2667597042805,True,102,5207.977326661465,5876.039395230373
102,2020-05-03,5254,83.15637235565679,3033.2667597042805,True,103,5276.099859256139,5876.039395230373
103,2020-05-04,5327,83.15637235565679,3033.2667597042805,True,104,5339.571671726176,5876.039395230373
104,2020-05-05,5412,83.15637235565679,3033.2667597042805,True,105,5398.591939331447,5876.039395230373
105,2020-05-06,5573,83.15637235565679,3033.2667597042805,True,106,5453.370744739778,5876.039395230373
106,2020-05-07,5673,83.15637235565679,3033.2667597042805,True,107,5504.125078209293,5876.039395230373
107,2020-05-08,5738,83.15637235565679,3033.2667597042805,True,108,5551.075338627082,5876.039395230373
108,2020-05-09,5880,83.15637235565679,3033.2667597042805,True,109,5594.442329788824,5876.039395230373
