,ds,yhat,yhat_lower,yhat_upper,y,current_date,fastest_growth_day,growth_stabilized,current_day
42,2020-03-04,31.37072699819478,-106.35491686859544,193.56480228673894,15.0,2020-04-01,79.25133891199772,False,71
43,2020-03-05,64.23338179173386,-89.0589036005483,219.17865924733522,20.0,2020-04-01,79.25133891199772,False,71
44,2020-03-06,57.01575436379851,-93.06524427955696,209.26635882579396,37.0,2020-04-01,79.25133891199772,False,71
45,2020-03-07,71.61894029592993,-80.38321622262539,223.3207947300334,43.0,2020-04-01,79.25133891199772,False,71
46,2020-03-08,82.67403175422433,-78.60205803211207,241.85172326029598,61.0,2020-04-01,79.25133891199772,False,71
47,2020-03-09,58.24173821149336,-90.79326198223028,210.1539670270445,61.0,2020-04-01,79.25133891199772,False,71
48,2020-03-10,45.0162970155394,-108.17206483851548,209.99375405681133,75.0,2020-04-01,79.25133891199772,False,71
49,2020-03-11,123.64332065200905,-32.58051040758973,282.39659594073436,79.0,2020-04-01,79.25133891199772,False,71
50,2020-03-12,177.1748540811527,26.527634702117567,333.0104040669988,100.0,2020-04-01,79.25133891199772,False,71
51,2020-03-13,195.21154968678096,20.824472009819488,362.02994955732623,126.0,2020-04-01,79.25133891199772,False,71
52,2020-03-14,240.64973845564546,80.38260814765474,392.5362759529966,155.0,2020-04-01,79.25133891199772,False,71
53,2020-03-15,289.32081062519524,130.3007495376678,447.9074491928916,213.0,2020-04-01,79.25133891199772,False,71
54,2020-03-16,310.72764597221243,156.80167823341125,463.10689078734686,218.0,2020-04-01,79.25133891199772,False,71
55,2020-03-17,353.2891808395806,187.32487305012768,513.4397191272417,250.0,2020-04-01,79.25133891199772,False,71
56,2020-03-18,499.70162712859246,345.95934940512706,656.9161814912568,304.0,2020-04-01,79.25133891199772,False,71
57,2020-03-19,635.4374142232771,472.92957012194626,787.1546294949983,427.0,2020-04-01,79.25133891199772,False,71
58,2020-03-20,752.9279794893429,597.9444096439512,896.9277065485828,529.0,2020-04-01,79.25133891199772,False,71
59,2020-03-21,918.3421678172567,760.2981842176254,1069.0124581944963,712.0,2020-04-01,79.25133891199772,False,71
60,2020-03-22,1111.238607012091,946.2193813348836,1272.3478125556016,883.0,2020-04-01,79.25133891199772,False,71
61,2020-03-23,1305.2838684858698,1154.2578435451128,1469.2963712000624,1071.0,2020-04-01,79.25133891199772,False,71
62,2020-03-24,1553.4299393043118,1412.6309884795146,1705.136295002031,1238.0,2020-04-01,79.25133891199772,False,71
63,2020-03-25,1943.1370322779235,1787.010386751053,2088.9246946079356,2369.0,2020-04-01,79.25133891199772,False,71
64,2020-03-26,2364.636107334417,2203.629652884622,2518.727386413067,2693.0,2020-04-01,79.25133891199772,False,71
65,2020-03-27,2814.748881704384,2659.283379986127,2961.7314341139127,3035.0,2020-04-01,79.25133891199772,False,71
66,2020-03-28,3363.1524992786112,3207.4680156232835,3527.6527178580573,3619.0,2020-04-01,79.25133891199772,False,71
67,2020-03-29,3991.3555552297184,3825.617482818728,4142.384226914913,4247.0,2020-04-01,79.25133891199772,False,71
68,2020-03-30,4672.591622466576,4520.791621236898,4819.592585223108,4695.0,2020-04-01,79.25133891199772,False,71
69,2020-03-31,5456.079637666725,5299.906499314946,5606.268801961797,5358.0,2020-04-01,79.25133891199772,False,71
70,2020-04-01,6421.348095455752,6281.3184153726725,6571.4368230933005,6092.0,2020-04-01,79.25133891199772,False,71
71,2020-04-02,7445.787696480388,7276.728222447019,7609.678466355348,,2020-04-01,79.25133891199772,False,71
72,2020-04-03,8508.16560559988,8353.031593280337,8670.030299942406,,2020-04-01,79.25133891199772,False,71
73,2020-04-04,9655.209472031136,9489.021089190814,9804.932478173188,,2020-04-01,79.25133891199772,False,71
74,2020-04-05,10841.691528227575,10692.607988277463,11008.472004908777,,2020-04-01,79.25133891199772,False,71
75,2020-04-06,12012.253844831064,11856.607250241806,12158.71597858981,,2020-04-01,79.25133891199772,False,71
76,2020-04-07,13188.277385561301,13037.379448488422,13339.304267033574,,2020-04-01,79.25133891199772,False,71
77,2020-04-08,14425.156680764087,14277.793664100589,14585.104917539202,,2020-04-01,79.25133891199772,False,71
78,2020-04-09,15582.674287475253,15433.220223555614,15744.173499594759,,2020-04-01,79.25133891199772,False,71
79,2020-04-10,16630.70499652031,16472.979581330557,16779.771221942447,,2020-04-01,79.25133891199772,False,71
80,2020-04-11,17616.94343744193,17464.035922624458,17768.75533587386,,2020-04-01,79.25133891199772,False,71
81,2020-04-12,18506.862661456897,18352.97876173419,18666.05080148871,,2020-04-01,79.25133891199772,False,71
82,2020-04-13,19264.169409237467,19109.473505523954,19418.864114395838,,2020-04-01,79.25133891199772,False,71
83,2020-04-14,19935.3245594225,19783.08170801677,20087.884984643562,,2020-04-01,79.25133891199772,False,71
84,2020-04-15,20603.931282241323,20461.6050621538,20746.2326929605,,2020-04-01,79.25133891199772,False,71
85,2020-04-16,21158.191349490822,21004.706047638098,21312.69253110294,,2020-04-01,79.25133891199772,False,71
86,2020-04-17,21594.11070782248,21440.300446866924,21746.06727192109,,2020-04-01,79.25133891199772,False,71
87,2020-04-18,21981.448992612317,21826.653554609355,22137.162596466882,,2020-04-01,79.25133891199772,False,71
88,2020-04-19,22302.72993495324,22131.2405132266,22451.136803911144,,2020-04-01,79.25133891199772,False,71
89,2020-04-20,22533.513477236564,22385.633419443013,22696.681166562652,,2020-04-01,79.25133891199772,False,71
90,2020-04-21,22727.317781907997,22569.964047170808,22870.556128044285,,2020-04-01,79.25133891199772,False,71
