,Report_Date,S. Korea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,977,-0.0019087559659439167,1836.2972065653112,True,35,3672.5944131306223,3672.5944131306223
35,2020-02-26,1261,-0.0019087559659439167,1836.2972065653112,True,36,3672.5944131306223,3672.5944131306223
36,2020-02-27,1766,-0.0019087559659439167,1836.2972065653112,True,37,3672.5944131306223,3672.5944131306223
37,2020-02-28,2337,-0.0019087559659439167,1836.2972065653112,True,38,3672.5944131306223,3672.5944131306223
38,2020-02-29,3150,-0.0019087559659439167,1836.2972065653112,True,39,3672.5944131306223,3672.5944131306223
39,2020-03-01,3736,-0.0019087559659439167,1836.2972065653112,True,40,3672.5944131306223,3672.5944131306223
40,2020-03-02,4335,-0.0019087559659439167,1836.2972065653112,True,41,3672.5944131306223,3672.5944131306223
41,2020-03-03,5186,-0.0019087559659439167,1836.2972065653112,True,42,3672.5944131306223,3672.5944131306223
42,2020-03-04,5621,-0.0019087559659439167,1836.2972065653112,True,43,3672.5944131306223,3672.5944131306223
43,2020-03-05,6088,-0.0019087559659439167,1836.2972065653112,True,44,3672.5944131306223,3672.5944131306223
44,2020-03-06,6593,-0.0019087559659439167,1836.2972065653112,True,45,3672.5944131306223,3672.5944131306223
45,2020-03-07,7041,-0.0019087559659439167,1836.2972065653112,True,46,3672.5944131306223,3672.5944131306223
46,2020-03-08,7314,-0.0019087559659439167,1836.2972065653112,True,47,3672.5944131306223,3672.5944131306223
47,2020-03-09,7478,-0.0019087559659439167,1836.2972065653112,True,48,3672.5944131306223,3672.5944131306223
48,2020-03-10,7513,-0.0019087559659439167,1836.2972065653112,True,49,3672.5944131306223,3672.5944131306223
49,2020-03-11,7755,-0.0019087559659439167,1836.2972065653112,True,50,3672.5944131306223,3672.5944131306223
50,2020-03-12,7869,-0.0019087559659439167,1836.2972065653112,True,51,3672.5944131306223,3672.5944131306223
51,2020-03-13,7979,-0.0019087559659439167,1836.2972065653112,True,52,3672.5944131306223,3672.5944131306223
52,2020-03-14,8086,-0.0019087559659439167,1836.2972065653112,True,53,3672.5944131306223,3672.5944131306223
53,2020-03-15,8162,-0.0019087559659439167,1836.2972065653112,True,54,3672.5944131306223,3672.5944131306223
54,2020-03-16,8236,-0.0019087559659439167,1836.2972065653112,True,55,3672.5944131306223,3672.5944131306223
55,2020-03-17,8320,-0.0019087559659439167,1836.2972065653112,True,56,3672.5944131306223,3672.5944131306223
56,2020-03-18,8413,-0.0019087559659439167,1836.2972065653112,True,57,3672.5944131306223,3672.5944131306223
57,2020-03-19,8565,-0.0019087559659439167,1836.2972065653112,True,58,3672.5944131306223,3672.5944131306223
58,2020-03-20,8652,-0.0019087559659439167,1836.2972065653112,True,59,3672.5944131306223,3672.5944131306223
59,2020-03-21,8799,-0.0019087559659439167,1836.2972065653112,True,60,3672.5944131306223,3672.5944131306223
60,2020-03-22,8961,-0.0019087559659439167,1836.2972065653112,True,61,3672.5944131306223,3672.5944131306223
61,2020-03-23,8961,-0.0019087559659439167,1836.2972065653112,True,62,3672.5944131306223,3672.5944131306223
62,2020-03-24,9037,-0.0019087559659439167,1836.2972065653112,True,63,3672.5944131306223,3672.5944131306223
63,2020-03-25,9137,-0.0019087559659439167,1836.2972065653112,True,64,3672.5944131306223,3672.5944131306223
64,2020-03-26,9241,-0.0019087559659439167,1836.2972065653112,True,65,3672.5944131306223,3672.5944131306223
65,2020-03-27,9332,-0.0019087559659439167,1836.2972065653112,True,66,3672.5944131306223,3672.5944131306223
66,2020-03-28,9478,-0.0019087559659439167,1836.2972065653112,True,67,3672.5944131306223,3672.5944131306223
67,2020-03-29,9583,-0.0019087559659439167,1836.2972065653112,True,68,3672.5944131306223,3672.5944131306223
68,2020-03-30,9661,-0.0019087559659439167,1836.2972065653112,True,69,3672.5944131306223,3672.5944131306223
69,2020-03-31,9786,-0.0019087559659439167,1836.2972065653112,True,70,3672.5944131306223,3672.5944131306223
