,Report_Date,Liechtenstein_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,1,63.00391010459522,43.201753005921866,True,44,2.600787546536301,83.29572609914717
44,2020-03-06,1,63.00391010459522,43.201753005921866,True,45,3.1035014258004,83.29572609914717
45,2020-03-07,1,63.00391010459522,43.201753005921866,True,46,3.699097168008575,83.29572609914717
46,2020-03-08,1,63.00391010459522,43.201753005921866,True,47,4.402952647776849,83.29572609914717
47,2020-03-09,1,63.00391010459522,43.201753005921866,True,48,5.232263185452465,83.29572609914717
48,2020-03-10,1,63.00391010459522,43.201753005921866,True,49,6.205955314347783,83.29572609914717
49,2020-03-11,1,63.00391010459522,43.201753005921866,True,50,7.344450605456859,83.29572609914717
50,2020-03-12,1,63.00391010459522,43.201753005921866,True,51,8.669227844468832,83.29572609914717
51,2020-03-13,1,63.00391010459522,43.201753005921866,True,52,10.202129202292545,83.29572609914717
52,2020-03-14,4,63.00391010459522,43.201753005921866,True,53,11.96436153743453,83.29572609914717
53,2020-03-15,4,63.00391010459522,43.201753005921866,True,54,13.975162363386866,83.29572609914717
54,2020-03-16,4,63.00391010459522,43.201753005921866,True,55,16.250136029568136,83.29572609914717
55,2020-03-17,7,63.00391010459522,43.201753005921866,True,56,18.799322168361464,83.29572609914717
56,2020-03-18,28,63.00391010459522,43.201753005921866,True,57,21.625133713612925,83.29572609914717
57,2020-03-19,28,63.00391010459522,43.201753005921866,True,58,24.720386370740826,83.29572609914717
58,2020-03-20,28,63.00391010459522,43.201753005921866,True,59,28.066716271954974,83.29572609914717
59,2020-03-21,37,63.00391010459522,43.201753005921866,True,60,31.633720452397284,83.29572609914717
60,2020-03-22,37,63.00391010459522,43.201753005921866,True,61,35.37912706724339,83.29572609914717
61,2020-03-23,51,63.00391010459522,43.201753005921866,True,62,39.2501907758574,83.29572609914717
62,2020-03-24,51,63.00391010459522,43.201753005921866,True,63,43.186319026379174,83.29572609914717
63,2020-03-25,51,63.00391010459522,43.201753005921866,True,64,47.122703531687556,83.29572609914717
64,2020-03-26,56,63.00391010459522,43.201753005921866,True,65,50.99451919557856,83.29572609914717
65,2020-03-27,56,63.00391010459522,43.201753005921866,True,66,54.74112533862608,83.29572609914717
66,2020-03-28,56,63.00391010459522,43.201753005921866,True,67,58.30970354640666,83.29572609914717
67,2020-03-29,56,63.00391010459522,43.201753005921866,True,68,61.657892997438104,83.29572609914717
68,2020-03-30,62,63.00391010459522,43.201753005921866,True,69,64.75519573904745,83.29572609914717
69,2020-03-31,68,63.00391010459522,43.201753005921866,True,70,67.5831559292331,83.29572609914717
70,2020-04-01,68,63.00391010459522,43.201753005921866,True,71,70.13450726351375,83.29572609914717
